name,prefix,seed,dim,n_clusters,epsilon,ari,nmi,sum
SpectACl,high_data,4,2,10,0.001,-0.006174205858123902,0.02794311334214706,0.02176890748402316
SpectACl,high_data,4,2,10,0.002,-0.017166494181892374,0.07657665219056127,0.0594101580086689
SpectACl,high_data,4,2,10,0.003,-0.024355317174472375,0.11876046569704488,0.09440514852257251
SpectACl,high_data,4,2,10,0.004,-0.029232690869684587,0.1618367219704132,0.13260403110072863
SpectACl,high_data,4,2,10,0.005,-0.03393573710198363,0.2072103764145824,0.17327463931259876
SpectACl,high_data,4,2,10,0.006,-0.021271456932153186,0.25940990951803605,0.23813845258588287
SpectACl,high_data,4,2,10,0.007,-0.0035631326858223847,0.3357444340974446,0.3321813014116222
SpectACl,high_data,4,2,10,0.008,0.018011628752936833,0.3770343692369168,0.3950459979898536
SpectACl,high_data,4,2,10,0.009,0.044676916074646196,0.42914070214993094,0.47381761822457713
SpectACl,high_data,4,2,10,0.01,0.03607959216017865,0.42197364689116973,0.45805323905134837
SpectACl,high_data,4,2,10,0.02,0.1734885176817983,0.5843023789651158,0.7577908966469141
SpectACl,high_data,4,2,10,0.03,0.37740958719643075,0.6789508056781423,1.056360392874573
SpectACl,high_data,4,2,10,0.04,0.46921911622787116,0.6691636759458227,1.1383827921736938
SpectACl,high_data,4,2,10,0.05,0.5211101294421241,0.6737984015061255,1.1949085309482497
SpectACl,high_data,4,2,10,0.06,0.4914739363348334,0.6609423938338467,1.15241633016868
SpectACl,high_data,4,2,10,0.07,0.563849035079668,0.6732927956229862,1.237141830702654
SpectACl,high_data,4,2,10,0.08,0.5917592905726037,0.7014696966484779,1.2932289872210816
SpectACl,high_data,4,2,10,0.09,0.5756770282997582,0.6398011229362557,1.215478151236014
SpectACl,high_data,4,2,10,0.1,0.6057266969401295,0.6730465621781762,1.2787732591183056
SpectACl,high_data,4,2,10,0.12,0.5927813901444998,0.6427621055582985,1.2355434957027982
SpectACl,high_data,4,2,10,0.15,0.4733880464794525,0.6132002445557219,1.0865882910351743
SpectACl,high_data,4,2,10,0.2,0.3147553146611695,0.5010960580655158,0.8158513727266854
SpectACl,high_data,4,2,10,0.25,0.34988024990867944,0.49598503249280246,0.8458652824014818
SpectACl,high_data,4,2,10,0.3,0.369958852638089,0.515173609625098,0.8851324622631869
SpectACl,high_data,4,2,10,0.4,0.4424813217307282,0.52315070457857,0.9656320263092982
SpectACl,high_data,4,2,10,0.5,0.4414091471269223,0.5180075911656058,0.959416738292528
SpectACl,high_data,4,5,10,0.001,-0.000830010566597295,0.00451617426622594,0.003686163699628645
SpectACl,high_data,4,5,10,0.002,-0.005027416473216194,0.014349540246363063,0.009322123773146868
SpectACl,high_data,4,5,10,0.003,-0.00724676722665727,0.035393447597178586,0.028146680370521315
SpectACl,high_data,4,5,10,0.004,-0.0049811366707542305,0.04177516073317977,0.036794024062425545
SpectACl,high_data,4,5,10,0.005,-0.006828742551676875,0.06053451114190983,0.053705768590232954
SpectACl,high_data,4,5,10,0.006,-0.011762447266378125,0.10947409203684973,0.0977116447704716
