name,prefix,seed,dim,cluster_loss_weight,dip_merge_threshold,embedding_size,n_clusters_init,max_n_clusters,ari,nmi,sum
DipDECK,high_data,3,2,1,0.75,2,2,10,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.75,2,2,15,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.75,2,2,20,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.75,2,2,25,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.75,2,2,30,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.75,2,2,35,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.75,2,5,10,0.33291437897724563,0.4857246745117934,0.8186390534890391
DipDECK,high_data,3,2,1,0.75,2,5,15,0.33291437897724563,0.4857246745117934,0.8186390534890391
DipDECK,high_data,3,2,1,0.75,2,5,20,0.33291437897724563,0.4857246745117934,0.8186390534890391
DipDECK,high_data,3,2,1,0.75,2,5,25,0.33291437897724563,0.4857246745117934,0.8186390534890391
DipDECK,high_data,3,2,1,0.75,2,5,30,0.33291437897724563,0.4857246745117934,0.8186390534890391
DipDECK,high_data,3,2,1,0.75,2,5,35,0.33291437897724563,0.4857246745117934,0.8186390534890391
DipDECK,high_data,3,2,1,0.75,2,7,10,0.3414674860508843,0.5192411624851301,0.8607086485360144
DipDECK,high_data,3,2,1,0.75,2,7,15,0.3414674860508843,0.5192411624851301,0.8607086485360144
DipDECK,high_data,3,2,1,0.75,2,7,20,0.3414674860508843,0.5192411624851301,0.8607086485360144
DipDECK,high_data,3,2,1,0.75,2,7,25,0.3414674860508843,0.5192411624851301,0.8607086485360144
DipDECK,high_data,3,2,1,0.75,2,7,30,0.3414674860508843,0.5192411624851301,0.8607086485360144
DipDECK,high_data,3,2,1,0.75,2,7,35,0.3414674860508843,0.5192411624851301,0.8607086485360144
DipDECK,high_data,3,2,1,0.75,2,10,15,0.3576921827112287,0.5448247480201017,0.9025169307313304
DipDECK,high_data,3,2,1,0.75,2,10,20,0.3576921827112287,0.5448247480201017,0.9025169307313304
DipDECK,high_data,3,2,1,0.75,2,10,25,0.3576921827112287,0.5448247480201017,0.9025169307313304
DipDECK,high_data,3,2,1,0.75,2,10,30,0.3576921827112287,0.5448247480201017,0.9025169307313304
DipDECK,high_data,3,2,1,0.75,2,10,35,0.3576921827112287,0.5448247480201017,0.9025169307313304
DipDECK,high_data,3,2,1,0.75,2,15,20,0.40801890602170743,0.5480329282390306,0.956051834260738
DipDECK,high_data,3,2,1,0.75,2,15,25,0.40801890602170743,0.5480329282390306,0.956051834260738
DipDECK,high_data,3,2,1,0.75,2,15,30,0.40801890602170743,0.5480329282390306,0.956051834260738
DipDECK,high_data,3,2,1,0.75,2,15,35,0.40801890602170743,0.5480329282390306,0.956051834260738
DipDECK,high_data,3,2,1,0.8,2,2,10,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.8,2,2,15,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.8,2,2,20,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.8,2,2,25,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.8,2,2,30,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.8,2,2,35,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.8,2,5,10,0.3311428823939705,0.48570451142067933,0.8168473938146499
DipDECK,high_data,3,2,1,0.8,2,5,15,0.3311428823939705,0.48570451142067933,0.8168473938146499
DipDECK,high_data,3,2,1,0.8,2,5,20,0.3311428823939705,0.48570451142067933,0.8168473938146499
DipDECK,high_data,3,2,1,0.8,2,5,25,0.3311428823939705,0.48570451142067933,0.8168473938146499
DipDECK,high_data,3,2,1,0.8,2,5,30,0.3311428823939705,0.48570451142067933,0.8168473938146499
DipDECK,high_data,3,2,1,0.8,2,5,35,0.3311428823939705,0.48570451142067933,0.8168473938146499
DipDECK,high_data,3,2,1,0.8,2,7,10,0.3414674860508843,0.5192411624851301,0.8607086485360144
DipDECK,high_data,3,2,1,0.8,2,7,15,0.3414674860508843,0.5192411624851301,0.8607086485360144
DipDECK,high_data,3,2,1,0.8,2,7,20,0.3414674860508843,0.5192411624851301,0.8607086485360144
DipDECK,high_data,3,2,1,0.8,2,7,25,0.3414674860508843,0.5192411624851301,0.8607086485360144
DipDECK,high_data,3,2,1,0.8,2,7,30,0.3414674860508843,0.5192411624851301,0.8607086485360144
DipDECK,high_data,3,2,1,0.8,2,7,35,0.3414674860508843,0.5192411624851301,0.8607086485360144
DipDECK,high_data,3,2,1,0.8,2,10,15,0.3576921827112287,0.5448247480201017,0.9025169307313304
DipDECK,high_data,3,2,1,0.8,2,10,20,0.3576921827112287,0.5448247480201017,0.9025169307313304
DipDECK,high_data,3,2,1,0.8,2,10,25,0.3576921827112287,0.5448247480201017,0.9025169307313304
DipDECK,high_data,3,2,1,0.8,2,10,30,0.3576921827112287,0.5448247480201017,0.9025169307313304
DipDECK,high_data,3,2,1,0.8,2,10,35,0.3576921827112287,0.5448247480201017,0.9025169307313304
DipDECK,high_data,3,2,1,0.8,2,15,20,0.5281792912454416,0.6439331672312055,1.1721124584766471
DipDECK,high_data,3,2,1,0.8,2,15,25,0.5281792912454416,0.6439331672312055,1.1721124584766471
DipDECK,high_data,3,2,1,0.8,2,15,30,0.5281792912454416,0.6439331672312055,1.1721124584766471
DipDECK,high_data,3,2,1,0.8,2,15,35,0.5281792912454416,0.6439331672312055,1.1721124584766471
DipDECK,high_data,3,2,1,0.85,2,2,10,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.85,2,2,15,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.85,2,2,20,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.85,2,2,25,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.85,2,2,30,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.85,2,2,35,0.10977223949298591,0.2651471277042075,0.37491936719719343
DipDECK,high_data,3,2,1,0.85,2,5,10,0.3315469754081123,0.485200910301252,0.8167478857093643
DipDECK,high_data,3,2,1,0.85,2,5,15,0.3315469754081123,0.485200910301252,0.8167478857093643
DipDECK,high_data,3,2,1,0.85,2,5,20,0.3315469754081123,0.485200910301252,0.8167478857093643
DipDECK,high_data,3,2,1,0.85,2,5,25,0.3315469754081123,0.485200910301252,0.8167478857093643
DipDECK,high_data,3,2,1,0.85,2,5,30,0.3315469754081123,0.485200910301252,0.8167478857093643
DipDECK,high_data,3,2,1,0.85,2,5,35,0.3315469754081123,0.485200910301252,0.8167478857093643
DipDECK,high_data,3,2,1,0.85,2,7,10,0.30112987072190345,0.50753385689341,0.8086637276153135
DipDECK,high_data,3,2,1,0.85,2,7,15,0.30112987072190345,0.50753385689341,0.8086637276153135
DipDECK,high_data,3,2,1,0.85,2,7,20,0.30112987072190345,0.50753385689341,0.8086637276153135
DipDECK,high_data,3,2,1,0.85,2,7,25,0.30112987072190345,0.50753385689341,0.8086637276153135
DipDECK,high_data,3,2,1,0.85,2,7,30,0.30112987072190345,0.50753385689341,0.8086637276153135
