name,prefix,seed,dim,significance,n_clusters_init,max_n_clusters,split_viewers_threshold,ari,nmi,sum
DipMeans,high_data,9,2,0.001,2,10,0.01,0.5225995947396113,0.6348904646273565,1.157490059366968
DipMeans,high_data,9,2,0.001,2,12,0.01,0.4895785563290408,0.6124283850731689,1.1020069414022098
DipMeans,high_data,9,2,0.001,2,15,0.01,0.45369286354852917,0.6210047757462247,1.0746976392947538
DipMeans,high_data,9,2,0.001,2,20,0.01,0.47449981831119487,0.6499232325723051,1.1244230508835
DipMeans,high_data,9,2,0.001,2,25,0.01,0.4101189831505075,0.6463476244420755,1.056466607592583
DipMeans,high_data,9,2,0.001,2,30,0.01,0.3931582204976943,0.6436101664322459,1.0367683869299402
DipMeans,high_data,9,2,0.001,5,10,0.01,0.5074616266379,0.616392790721581,1.1238544173594809
DipMeans,high_data,9,2,0.001,5,12,0.01,0.45442041578080244,0.6029449352763178,1.0573653510571202
DipMeans,high_data,9,2,0.001,5,15,0.01,0.4569345917440035,0.6186318996907241,1.0755664914347276
DipMeans,high_data,9,2,0.001,5,20,0.01,0.43730263422912213,0.6271946840044964,1.0644973182336186
DipMeans,high_data,9,2,0.001,5,25,0.01,0.4391087114602318,0.6438365739409342,1.0829452854011659
DipMeans,high_data,9,2,0.001,5,30,0.01,0.3828663374197586,0.6585912054959191,1.0414575429156776
DipMeans,high_data,9,2,0.001,7,10,0.01,0.4947596072621334,0.6081272097574316,1.1028868170195651
DipMeans,high_data,9,2,0.001,7,12,0.01,0.48490102773827637,0.628934048043326,1.1138350757816022
DipMeans,high_data,9,2,0.001,7,15,0.01,0.45388361955007306,0.6205218787826052,1.0744054983326783
DipMeans,high_data,9,2,0.001,7,20,0.01,0.4340070833309556,0.6259283161169814,1.059935399447937
DipMeans,high_data,9,2,0.001,7,25,0.01,0.4203540964909075,0.6577279256044977,1.0780820220954053
DipMeans,high_data,9,2,0.001,7,30,0.01,0.3962615239104626,0.6667585501050298,1.0630200740154925
DipMeans,high_data,9,2,0.001,10,12,0.01,0.45717834285166414,0.6150046717360383,1.0721830145877025
DipMeans,high_data,9,2,0.001,10,15,0.01,0.49169428175739965,0.6363109237427956,1.1280052055001952
DipMeans,high_data,9,2,0.001,10,20,0.01,0.4349015248568793,0.6268452145439843,1.0617467394008635
DipMeans,high_data,9,2,0.001,10,25,0.01,0.4196158709709873,0.6569335104287255,1.0765493813997127
DipMeans,high_data,9,2,0.001,10,30,0.01,0.4079718650017916,0.6618610123060648,1.0698328773078565
DipMeans,high_data,9,2,0.001,12,15,0.01,0.4486690210347087,0.6185315327876835,1.067200553822392
DipMeans,high_data,9,2,0.001,12,20,0.01,0.47276289813486955,0.6460361010466151,1.1187989991814846
DipMeans,high_data,9,2,0.001,12,25,0.01,0.413187192438187,0.6384885379645839,1.051675730402771
DipMeans,high_data,9,2,0.001,12,30,0.01,0.4035946334821932,0.6442580716371282,1.0478527051193214
DipMeans,high_data,9,2,0.001,15,20,0.01,0.44771179884682877,0.652760910112877,1.1004727089597057
DipMeans,high_data,9,2,0.001,15,25,0.01,0.39110515681873487,0.6520331042113044,1.0431382610300393
DipMeans,high_data,9,2,0.001,15,30,0.01,0.4004587188815336,0.667404976198148,1.0678636950796816
DipMeans,high_data,9,2,0.001,2,10,0.02,0.5209938664013372,0.6365092031402618,1.1575030695415989
DipMeans,high_data,9,2,0.001,2,12,0.02,0.45821986939071446,0.6124287808295749,1.0706486502202894
DipMeans,high_data,9,2,0.001,2,15,0.02,0.4907343109797664,0.633171426731269,1.1239057377110355
DipMeans,high_data,9,2,0.001,2,20,0.02,0.4349015248568793,0.6268452145439843,1.0617467394008635
DipMeans,high_data,9,2,0.001,2,25,0.02,0.41954774554473245,0.6567858837682893,1.0763336293130217
DipMeans,high_data,9,2,0.001,2,30,0.02,0.399238597724278,0.6666534182257351,1.0658920159500131
DipMeans,high_data,9,2,0.001,5,10,0.02,0.49956632604650064,0.6265164718245336,1.1260827978710344
DipMeans,high_data,9,2,0.001,5,12,0.02,0.43541355229805345,0.5994957257564064,1.0349092780544598
DipMeans,high_data,9,2,0.001,5,15,0.02,0.47219494230041925,0.6272145503726221,1.0994094926730413
DipMeans,high_data,9,2,0.001,5,20,0.02,0.45567360217420505,0.6579628654335372,1.1136364676077424
DipMeans,high_data,9,2,0.001,5,25,0.02,0.4196472217224718,0.6570617911347625,1.0767090128572343
DipMeans,high_data,9,2,0.001,5,30,0.02,0.4068076633458834,0.6622358599815713,1.0690435233274547
DipMeans,high_data,9,2,0.001,7,10,0.02,0.5076605751591522,0.6166123409282029,1.1242729160873552
DipMeans,high_data,9,2,0.001,7,12,0.02,0.45442041578080244,0.6029449352763178,1.0573653510571202
DipMeans,high_data,9,2,0.001,7,15,0.02,0.4493183210749694,0.616836933448497,1.0661552545234665
DipMeans,high_data,9,2,0.001,7,20,0.02,0.43204761553282334,0.6364499659581782,1.0684975814910014
DipMeans,high_data,9,2,0.001,7,25,0.02,0.41932166417510286,0.6567681116802787,1.0760897758553816
DipMeans,high_data,9,2,0.001,7,30,0.02,0.42208299877032335,0.6755778276306311,1.0976608264009544
DipMeans,high_data,9,2,0.001,10,12,0.02,0.45717834285166414,0.6150046717360383,1.0721830145877025
DipMeans,high_data,9,2,0.001,10,15,0.02,0.49169428175739965,0.6363109237427956,1.1280052055001952
DipMeans,high_data,9,2,0.001,10,20,0.02,0.4349015248568793,0.6268452145439843,1.0617467394008635
DipMeans,high_data,9,2,0.001,10,25,0.02,0.4196158709709873,0.6569335104287255,1.0765493813997127
DipMeans,high_data,9,2,0.001,10,30,0.02,0.4059029554537867,0.6637954896298577,1.0696984450836444
DipMeans,high_data,9,2,0.001,12,15,0.02,0.4486690210347087,0.6185315327876836,1.0672005538223923
DipMeans,high_data,9,2,0.001,12,20,0.02,0.47276289813486955,0.6460361010466151,1.1187989991814846
DipMeans,high_data,9,2,0.001,12,25,0.02,0.413187192438187,0.6384885379645839,1.051675730402771
DipMeans,high_data,9,2,0.001,12,30,0.02,0.4035946334821932,0.6442580716371282,1.0478527051193214
DipMeans,high_data,9,2,0.001,15,20,0.02,0.44771179884682877,0.652760910112877,1.1004727089597057
DipMeans,high_data,9,2,0.001,15,25,0.02,0.39110515681873487,0.6520331042113044,1.0431382610300393
DipMeans,high_data,9,2,0.001,15,30,0.02,0.4004587188815336,0.667404976198148,1.0678636950796816
DipMeans,high_data,9,2,0.001,2,10,0.05,0.5076605751591522,0.6166123409282029,1.1242729160873552
DipMeans,high_data,9,2,0.001,2,12,0.05,0.4549845116177965,0.6031581730041545,1.058142684621951
DipMeans,high_data,9,2,0.001,2,15,0.05,0.4346944577040293,0.6112863752416346,1.045980832945664
