name,prefix,seed,dim,n_clusters,n_init,ari,nmi,sum
kmeans,high_data,2,2,10,1,0.43182193576494193,0.5821611877147469,1.0139831234796888
kmeans,high_data,2,2,10,2,0.5637220896569402,0.6549585922644707,1.2186806819214109
kmeans,high_data,2,2,10,3,0.5637220896569402,0.6549585922644707,1.2186806819214109
kmeans,high_data,2,2,10,4,0.468978044141287,0.5973502113647616,1.0663282555060487
kmeans,high_data,2,2,10,5,0.468978044141287,0.5973502113647616,1.0663282555060487
kmeans,high_data,2,2,10,6,0.468978044141287,0.5973502113647616,1.0663282555060487
kmeans,high_data,2,2,10,7,0.468978044141287,0.5973502113647616,1.0663282555060487
kmeans,high_data,2,2,10,8,0.468978044141287,0.5973502113647616,1.0663282555060487
kmeans,high_data,2,2,10,9,0.47575885878176605,0.6015590217182406,1.0773178805000065
kmeans,high_data,2,2,10,10,0.47575885878176605,0.6015590217182406,1.0773178805000065
kmeans,high_data,2,5,10,1,0.30301618548989956,0.5057022240250278,0.8087184095149273
kmeans,high_data,2,5,10,2,0.339642931288448,0.5331040478605261,0.8727469791489741
kmeans,high_data,2,5,10,3,0.3029158760974154,0.5137777742113694,0.8166936503087847
kmeans,high_data,2,5,10,4,0.3029158760974154,0.5137777742113694,0.8166936503087847
kmeans,high_data,2,5,10,5,0.3152813180995452,0.5202740409565071,0.8355553590560523
kmeans,high_data,2,5,10,6,0.3152813180995452,0.5202740409565071,0.8355553590560523
kmeans,high_data,2,5,10,7,0.3152813180995452,0.5202740409565071,0.8355553590560523
kmeans,high_data,2,5,10,8,0.3152813180995452,0.5202740409565071,0.8355553590560523
kmeans,high_data,2,5,10,9,0.3152813180995452,0.5202740409565071,0.8355553590560523
kmeans,high_data,2,5,10,10,0.3152813180995452,0.5202740409565071,0.8355553590560523
kmeans,high_data,2,10,10,1,0.540561093105583,0.7033292559546565,1.2438903490602393
kmeans,high_data,2,10,10,2,0.5803644951136105,0.7025769417465246,1.2829414368601353
kmeans,high_data,2,10,10,3,0.5803644951136105,0.7025769417465246,1.2829414368601353
kmeans,high_data,2,10,10,4,0.5803644951136105,0.7025769417465246,1.2829414368601353
kmeans,high_data,2,10,10,5,0.5803644951136105,0.7025769417465246,1.2829414368601353
kmeans,high_data,2,10,10,6,0.5204831225983577,0.6749801572082575,1.1954632798066154
kmeans,high_data,2,10,10,7,0.5204831225983577,0.6749801572082575,1.1954632798066154
kmeans,high_data,2,10,10,8,0.5204831225983577,0.6749801572082575,1.1954632798066154
kmeans,high_data,2,10,10,9,0.5204831225983577,0.6749801572082575,1.1954632798066154
kmeans,high_data,2,10,10,10,0.5204831225983577,0.6749801572082575,1.1954632798066154
kmeans,high_data,2,50,10,1,0.5683730117584374,0.7271766693583757,1.295549681116813
kmeans,high_data,2,50,10,2,0.5325821331739954,0.7044901454465843,1.2370722786205797
kmeans,high_data,2,50,10,3,0.6044930042438279,0.7272040343207749,1.3316970385646028
kmeans,high_data,2,50,10,4,0.5539851413509947,0.7225813842602823,1.276566525611277
kmeans,high_data,2,50,10,5,0.5539851413509947,0.7225813842602823,1.276566525611277
kmeans,high_data,2,50,10,6,0.5618958865892731,0.7136073800868521,1.2755032666761252
kmeans,high_data,2,50,10,7,0.5618958865892731,0.7136073800868521,1.2755032666761252
kmeans,high_data,2,50,10,8,0.5618958865892731,0.7136073800868521,1.2755032666761252
kmeans,high_data,2,50,10,9,0.5618958865892731,0.7136073800868521,1.2755032666761252
kmeans,high_data,2,50,10,10,0.5618958865892731,0.7136073800868521,1.2755032666761252
kmeans,high_data,2,100,10,1,0.43957482243866053,0.7222162668988817,1.1617910893375423
kmeans,high_data,2,100,10,2,0.4332554135932556,0.6828980585799455,1.1161534721732012
kmeans,high_data,2,100,10,3,0.4332554135932556,0.6828980585799455,1.1161534721732012
kmeans,high_data,2,100,10,4,0.5840928017361536,0.7594372637088377,1.3435300654449913
kmeans,high_data,2,100,10,5,0.5840928017361536,0.7594372637088377,1.3435300654449913
kmeans,high_data,2,100,10,6,0.5840928017361536,0.7594372637088377,1.3435300654449913
kmeans,high_data,2,100,10,7,0.5840928017361536,0.7594372637088377,1.3435300654449913
kmeans,high_data,2,100,10,8,0.5840928017361536,0.7594372637088377,1.3435300654449913
kmeans,high_data,2,100,10,9,0.6086226708724085,0.7656117062791937,1.3742343771516023
kmeans,high_data,2,100,10,10,0.6086226708724085,0.7656117062791937,1.3742343771516023
