name,prefix,seed,dim,radius,merge,clunum,ari,nmi,sum
DaDC,high_data,0,2,0.01,False,1452,0.05106099672653066,0.5102660629975186,0.5613270597240493
DaDC,high_data,0,2,0.02,False,781,0.14349264574414802,0.576760592754237,0.720253238498385
DaDC,high_data,0,2,0.03,False,583,0.2361777693881929,0.6107255684833475,0.8469033378715404
DaDC,high_data,0,2,0.04,False,436,0.30532411174578167,0.6306773489867933,0.936001460732575
DaDC,high_data,0,2,0.05,False,346,0.39624239493222,0.6362127490456824,1.0324551439779024
DaDC,high_data,0,2,0.06,False,255,0.41134314145248785,0.6339225281582395,1.0452656696107274
DaDC,high_data,0,2,0.07,False,195,0.35458083390787154,0.606551384806516,0.9611322187143876
DaDC,high_data,0,2,0.08,False,154,0.40557386164274845,0.6168986474743238,1.022472509117072
DaDC,high_data,0,2,0.09,False,136,0.423086845170248,0.6079425499948308,1.0310293951650789
DaDC,high_data,0,2,0.1,False,105,0.4375293024449145,0.5791102240651154,1.0166395265100299
DaDC,high_data,0,2,0.11,False,88,0.4455945362036746,0.5884697361284815,1.0340642723321563
DaDC,high_data,0,2,0.12,False,75,0.4328533826064905,0.5802934835749838,1.0131468661814742
DaDC,high_data,0,2,0.13,False,70,0.27827631077864806,0.5151093560760387,0.7933856668546868
DaDC,high_data,0,2,0.14,False,59,0.24463241531956037,0.4861379619885449,0.7307703773081053
DaDC,high_data,0,2,0.15,False,54,0.22483002319904485,0.4612718159106831,0.686101839109728
DaDC,high_data,0,2,0.16,False,47,0.21504666635677583,0.4497067720632284,0.6647534384200042
DaDC,high_data,0,2,0.17,False,47,0.23041282643489008,0.4588640473112469,0.689276873746137
DaDC,high_data,0,2,0.18,False,43,0.20401444702059224,0.4311052009890342,0.6351196480096264
DaDC,high_data,0,2,0.19,False,42,0.18093785920563166,0.3999712571131517,0.5809091163187834
DaDC,high_data,0,2,0.2,False,38,0.178854444495393,0.40802982452492687,0.5868842690203199
DaDC,high_data,0,2,0.21,False,33,0.14360601182428426,0.339997598671698,0.4836036104959822
DaDC,high_data,0,2,0.22,False,32,0.12033343796968708,0.31808208900190527,0.43841552697159236
DaDC,high_data,0,2,0.23,False,28,0.09819194903700927,0.2896228965130848,0.3878148455500941
DaDC,high_data,0,2,0.24,False,33,0.08893260172443249,0.27287706265110884,0.3618096643755413
DaDC,high_data,0,2,0.25,False,25,0.07961019631702798,0.25860665244468317,0.33821684876171115
DaDC,high_data,0,2,0.3,False,19,0.046865489127134674,0.20200858430383098,0.24887407343096565
DaDC,high_data,0,2,0.35,False,19,0.030764739715928538,0.16549858146333532,0.19626332117926387
DaDC,high_data,0,2,0.4,False,17,0.02231085283420177,0.12817119685688985,0.15048204969109163
