name,prefix,seed,dim,n_clusters ,alpha,embedding_size,ari,nmi,sum
DEC,high_data,9,2,10,0.1,2,0.37217555979206435,0.5208370626367247,0.8930126224287891
DEC,high_data,9,2,10,0.2,2,0.385367758039935,0.5128847340244097,0.8982524920643447
DEC,high_data,9,2,10,0.3,2,0.36373155233347465,0.5089154652098874,0.872647017543362
DEC,high_data,9,2,10,0.4,2,0.3476965768925115,0.49461033263791787,0.8423069095304294
DEC,high_data,9,2,10,0.5,2,0.2938264942314054,0.4708214525459943,0.7646479467773997
DEC,high_data,9,2,10,0.6,2,0.2849189037823041,0.4624339744983517,0.7473528782806558
DEC,high_data,9,2,10,0.7,2,0.29783240132864547,0.4636308476183824,0.7614632489470279
DEC,high_data,9,2,10,0.8,2,0.29691753520319136,0.46761807325779936,0.7645356084609907
DEC,high_data,9,2,10,0.9,2,0.2832633147265332,0.4572965734279778,0.740559888154511
DEC,high_data,9,2,10,1,2,0.2712628674035117,0.45625835051178454,0.7275212179152962
DEC,high_data,9,5,10,0.1,2,0.3125108431087257,0.4816396257008598,0.7941504688095855
DEC,high_data,9,5,10,0.1,5,0.4014320928718198,0.5900666264999003,0.9914987193717201
DEC,high_data,9,5,10,0.2,2,0.33639858824737484,0.49725062452934243,0.8336492127767172
DEC,high_data,9,5,10,0.2,5,0.4125989155599212,0.5899814908978838,1.002580406457805
DEC,high_data,9,5,10,0.3,2,0.3381000703393357,0.4812853328021788,0.8193854031415144
DEC,high_data,9,5,10,0.3,5,0.3873001449033238,0.5750091473286353,0.9623092922319592
DEC,high_data,9,5,10,0.4,2,0.3690603531990234,0.5071370968856374,0.8761974500846608
DEC,high_data,9,5,10,0.4,5,0.5017949267049963,0.6106579482893797,1.1124528749943758
DEC,high_data,9,5,10,0.5,2,0.4277843153529137,0.5563969826454456,0.9841812979983593
DEC,high_data,9,5,10,0.5,5,0.4347625006595396,0.5780053657043652,1.0127678663639048
DEC,high_data,9,5,10,0.6,2,0.3705550053613071,0.510352051569355,0.8809070569306621
DEC,high_data,9,5,10,0.6,5,0.4397544880121074,0.5787237162202685,1.018478204232376
DEC,high_data,9,5,10,0.7,2,0.36383427652755135,0.5127428400464581,0.8765771165740095
DEC,high_data,9,5,10,0.7,5,0.4359884585050745,0.5778223643710793,1.0138108228761538
DEC,high_data,9,5,10,0.8,2,0.35872017935970235,0.5108359393277204,0.8695561186874228
