name,prefix,seed,dim,variance,k,min_cluster_size,ari,nmi,sum
MultiDensityDBSCAN,high_data,0,2,1.2,10,3,0.07417153089362451,0.5486276199522656,0.6227991508458901
MultiDensityDBSCAN,high_data,0,2,1.2,10,5,0.07100201076882284,0.5412839142855572,0.6122859250543801
MultiDensityDBSCAN,high_data,0,2,1.2,10,10,0.0715795856870348,0.5379249582720554,0.6095045439590903
MultiDensityDBSCAN,high_data,0,2,1.2,10,15,0.07333448532603433,0.5378816603229992,0.6112161456490336
MultiDensityDBSCAN,high_data,0,2,1.2,10,20,0.07534781490008051,0.5411173086489212,0.6164651235490016
MultiDensityDBSCAN,high_data,0,2,1.2,10,25,0.07623966864397115,0.5358276119786577,0.6120672806226288
MultiDensityDBSCAN,high_data,0,2,1.2,15,2,0.12918050240702683,0.5969751392121031,0.7261556416191299
MultiDensityDBSCAN,high_data,0,2,1.2,15,3,0.13339996127746107,0.5957335240383109,0.729133485315772
MultiDensityDBSCAN,high_data,0,2,1.2,15,5,0.12547230975381363,0.5905256850222739,0.7159979947760875
MultiDensityDBSCAN,high_data,0,2,1.2,15,10,0.12193242202407366,0.5842507380539201,0.7061831600779938
MultiDensityDBSCAN,high_data,0,2,1.2,15,15,0.12438743716455303,0.5824509350506012,0.7068383722151542
MultiDensityDBSCAN,high_data,0,2,1.2,15,20,0.13376435976161596,0.5799170594419221,0.713681419203538
MultiDensityDBSCAN,high_data,0,2,1.2,15,25,0.13625338041881202,0.5811918814935687,0.7174452619123808
MultiDensityDBSCAN,high_data,0,2,1.2,20,2,0.20276102301719462,0.639087199795255,0.8418482228124495
MultiDensityDBSCAN,high_data,0,2,1.2,20,3,0.20637622722789237,0.6397230769197263,0.8460993041476187
MultiDensityDBSCAN,high_data,0,2,1.2,20,5,0.2022734644413012,0.632821438222247,0.8350949026635482
MultiDensityDBSCAN,high_data,0,2,1.2,20,10,0.21028894625164407,0.6331467979163952,0.8434357441680392
MultiDensityDBSCAN,high_data,0,2,1.2,20,15,0.20337425066162515,0.625850280465746,0.8292245311273712
MultiDensityDBSCAN,high_data,0,2,1.2,20,20,0.19236408416427267,0.6249063152995674,0.8172703994638401
MultiDensityDBSCAN,high_data,0,2,1.2,20,25,0.19647471131626107,0.6205882315630521,0.8170629428793131
MultiDensityDBSCAN,high_data,0,2,1.2,25,2,0.2556090752688561,0.6627551488654048,0.9183642241342609
MultiDensityDBSCAN,high_data,0,2,1.2,25,3,0.24065055731031534,0.6559787394679867,0.896629296778302
MultiDensityDBSCAN,high_data,0,2,1.2,25,5,0.24107211038638765,0.6576077707272011,0.8986798811135888
MultiDensityDBSCAN,high_data,0,2,1.2,25,10,0.24966443055700988,0.6555437042968166,0.9052081348538266
MultiDensityDBSCAN,high_data,0,2,1.2,25,15,0.23963161824110796,0.6473611676128096,0.8869927858539175
MultiDensityDBSCAN,high_data,0,2,1.2,25,20,0.2406634482492244,0.6468892679892821,0.8875527162385065
MultiDensityDBSCAN,high_data,0,2,1.2,25,25,0.24078787004345464,0.6491120390744449,0.8898999091178996
MultiDensityDBSCAN,high_data,0,2,1.2,30,2,0.3102905650675868,0.6840447264672949,0.9943352915348816
MultiDensityDBSCAN,high_data,0,2,1.2,30,3,0.3058561103126311,0.6810122444699751,0.9868683547826063
MultiDensityDBSCAN,high_data,0,2,1.2,30,5,0.3140230219234724,0.6842207273718437,0.9982437492953161
MultiDensityDBSCAN,high_data,0,2,1.2,30,10,0.3086931864011045,0.678170069052544,0.9868632554536485
MultiDensityDBSCAN,high_data,0,2,1.2,30,15,0.31117069482289694,0.675474141479833,0.9866448363027299
MultiDensityDBSCAN,high_data,0,2,1.2,30,20,0.3109246129239869,0.6715871997731957,0.9825118126971826
MultiDensityDBSCAN,high_data,0,2,1.2,30,25,0.30946532073300914,0.6706560442266869,0.980121364959696
MultiDensityDBSCAN,high_data,0,2,1.2,40,2,0.35466615738304075,0.6869788771221517,1.0416450345051924
MultiDensityDBSCAN,high_data,0,2,1.2,40,3,0.34618294822848794,0.683631370412096,1.029814318640584
MultiDensityDBSCAN,high_data,0,2,1.2,40,5,0.34405038575472086,0.680917636056979,1.0249680218116999
MultiDensityDBSCAN,high_data,0,2,1.2,40,10,0.3291707105895803,0.6733850869992233,1.0025557975888035
MultiDensityDBSCAN,high_data,0,2,1.2,40,15,0.33514423914428004,0.6703792884898089,1.005523527634089
MultiDensityDBSCAN,high_data,0,2,1.2,40,20,0.33031600219036483,0.6708109296278785,1.0011269318182432
MultiDensityDBSCAN,high_data,0,2,1.2,40,25,0.3353164029367036,0.6735897726774962,1.0089061756141997
MultiDensityDBSCAN,high_data,0,2,1.2,50,2,0.36813382730500793,0.6880472704009745,1.0561810977059825
MultiDensityDBSCAN,high_data,0,2,1.2,50,3,0.3729879796419208,0.6906899169841907,1.0636778966261116
MultiDensityDBSCAN,high_data,0,2,1.2,50,5,0.3713826552448642,0.6881852638790703,1.0595679191239344
MultiDensityDBSCAN,high_data,0,2,1.2,50,10,0.36502346294305005,0.6831395285163938,1.048162991459444
MultiDensityDBSCAN,high_data,0,2,1.2,50,15,0.35910364399422934,0.6778435568578774,1.0369472008521068
MultiDensityDBSCAN,high_data,0,2,1.2,50,20,0.36511986943584224,0.6782539483385124,1.0433738177743546
MultiDensityDBSCAN,high_data,0,2,1.2,50,25,0.3645557709980091,0.6760206881710903,1.0405764591690994
MultiDensityDBSCAN,high_data,0,2,1.2,60,2,0.3878547055764387,0.6903862662412219,1.0782409718176607
MultiDensityDBSCAN,high_data,0,2,1.2,60,3,0.3819728302770808,0.6877881667137961,1.0697609969908768
MultiDensityDBSCAN,high_data,0,2,1.2,60,5,0.38195205567460605,0.6878106935200718,1.069762749194678
MultiDensityDBSCAN,high_data,0,2,1.2,60,10,0.3783201387216396,0.6793138709216846,1.057634009643324
MultiDensityDBSCAN,high_data,0,2,1.2,60,15,0.37114535836346013,0.6743155519065261,1.0454609102699863
MultiDensityDBSCAN,high_data,0,2,1.2,60,20,0.3712739351591684,0.670069600476081,1.0413435356352494
MultiDensityDBSCAN,high_data,0,2,1.2,60,25,0.36915329008561826,0.668839149981662,1.0379924400672804
MultiDensityDBSCAN,high_data,0,2,1.5,5,2,0.1432378766312282,0.5930741053707581,0.7363119820019863
MultiDensityDBSCAN,high_data,0,2,1.5,5,3,0.14075633749796057,0.5887205235080883,0.7294768610060489
MultiDensityDBSCAN,high_data,0,2,1.5,5,5,0.1381337329095327,0.5853667273175684,0.7235004602271011
MultiDensityDBSCAN,high_data,0,2,1.5,5,10,0.13950171655047747,0.5882522328225746,0.727753949373052
MultiDensityDBSCAN,high_data,0,2,1.5,5,15,0.1386125178648484,0.5869747815098195,0.7255872993746679
MultiDensityDBSCAN,high_data,0,2,1.5,5,20,0.1409246104439198,0.583368568731713,0.7242931791756329
MultiDensityDBSCAN,high_data,0,2,1.5,5,25,0.14406885096302172,0.5853297534282534,0.7293986043912751
MultiDensityDBSCAN,high_data,0,2,1.5,6,2,0.26059909400439757,0.6504086945485504,0.911007788552948
MultiDensityDBSCAN,high_data,0,2,1.5,6,3,0.25725544349753926,0.6467590893581555,0.9040145328556948
MultiDensityDBSCAN,high_data,0,2,1.5,6,5,0.24488184679873914,0.6422335709041346,0.8871154177028737
MultiDensityDBSCAN,high_data,0,2,1.5,6,10,0.24073517238869765,0.6398722212932755,0.8806073936819732
MultiDensityDBSCAN,high_data,0,2,1.5,6,15,0.22767483558066473,0.634104085382611,0.8617789209632757
MultiDensityDBSCAN,high_data,0,2,1.5,6,20,0.22470651881549636,0.6288306755847259,0.8535371944002224
MultiDensityDBSCAN,high_data,0,2,1.5,6,25,0.21726671621501337,0.625778115346666,0.8430448315616794
MultiDensityDBSCAN,high_data,0,2,1.5,7,2,0.37071736269630773,0.6871463915045086,1.0578637542008162
MultiDensityDBSCAN,high_data,0,2,1.5,7,3,0.35488932582705157,0.6798627635946376,1.0347520894216893
MultiDensityDBSCAN,high_data,0,2,1.5,7,5,0.3484008478335121,0.6756296955048587,1.024030543338371
MultiDensityDBSCAN,high_data,0,2,1.5,7,10,0.33155928675882557,0.6760573398836507,1.0076166266424762
MultiDensityDBSCAN,high_data,0,2,1.5,7,15,0.3338196437665834,0.676228425514892,1.0100480692814755
MultiDensityDBSCAN,high_data,0,2,1.5,7,20,0.32643979096469294,0.669099356973988,0.995539147938681
MultiDensityDBSCAN,high_data,0,2,1.5,7,25,0.3191212925612303,0.6702509785474715,0.9893722711087019
MultiDensityDBSCAN,high_data,0,2,1.5,10,2,0.4548158086146226,0.732260355874281,1.1870761644889036
MultiDensityDBSCAN,high_data,0,2,1.5,10,3,0.45127977378063233,0.7294373023917932,1.1807170761724255
MultiDensityDBSCAN,high_data,0,2,1.5,10,5,0.43487599108895264,0.7232996391927795,1.158175630281732
MultiDensityDBSCAN,high_data,0,2,1.5,10,10,0.4141370225633783,0.7089264579223582,1.1230634804857365
MultiDensityDBSCAN,high_data,0,2,1.5,10,15,0.4227306978240882,0.7123947743409237,1.135125472165012
MultiDensityDBSCAN,high_data,0,2,1.5,10,20,0.43306427312297596,0.7153943126890057,1.1484585858119816
MultiDensityDBSCAN,high_data,0,2,1.5,10,25,0.4374049752171715,0.7168916409964411,1.1542966162136126
MultiDensityDBSCAN,high_data,0,2,1.5,15,2,0.6420420319585783,0.809107787787516,1.4511498197460944
MultiDensityDBSCAN,high_data,0,2,1.5,15,3,0.6280743178220478,0.8012737316723343,1.429348049494382
MultiDensityDBSCAN,high_data,0,2,1.5,15,5,0.6256584260933761,0.7989304072833697,1.4245888333767458
MultiDensityDBSCAN,high_data,0,2,1.5,15,10,0.6242904485826924,0.7954627071732499,1.4197531557559424
MultiDensityDBSCAN,high_data,0,2,1.5,15,15,0.6240818783402199,0.7946281431318236,1.4187100214720436
MultiDensityDBSCAN,high_data,0,2,1.5,15,20,0.618692310443284,0.789718705410737,1.4084110158540208
MultiDensityDBSCAN,high_data,0,2,1.5,15,25,0.6189669260041242,0.7912541607236053,1.4102210867277294
MultiDensityDBSCAN,high_data,0,2,1.5,20,2,0.6797372603300387,0.8355520412371413,1.51528930156718
MultiDensityDBSCAN,high_data,0,2,1.5,20,3,0.674986141715637,0.8300469119279996,1.5050330536436367
MultiDensityDBSCAN,high_data,0,2,1.5,20,5,0.6740933024385278,0.8292122847399038,1.5033055871784318
MultiDensityDBSCAN,high_data,0,2,1.5,20,10,0.6726814872930486,0.8272217161698587,1.4999032034629072
MultiDensityDBSCAN,high_data,0,2,1.5,20,15,0.6620271248796877,0.8220542255224755,1.4840813504021633
MultiDensityDBSCAN,high_data,0,2,1.5,20,20,0.6534455273773675,0.8172631390964292,1.4707086664737967
MultiDensityDBSCAN,high_data,0,2,1.5,20,25,0.6527846806567784,0.8164232663050037,1.4692079469617823
MultiDensityDBSCAN,high_data,0,2,1.5,25,2,0.6832904245967082,0.8339637990712012,1.5172542236679094
MultiDensityDBSCAN,high_data,0,2,1.5,25,3,0.6809001377011226,0.8306872364841298,1.5115873741852524
MultiDensityDBSCAN,high_data,0,2,1.5,25,5,0.6767897533968409,0.8279720116955827,1.5047617650924234
MultiDensityDBSCAN,high_data,0,2,1.5,25,10,0.6776489680379598,0.8272462593920704,1.5048952274300302
MultiDensityDBSCAN,high_data,0,2,1.5,25,15,0.680443464134238,0.8282030535405916,1.5086465176748296
MultiDensityDBSCAN,high_data,0,2,1.5,25,20,0.6764515632776479,0.827684939835806,1.504136503113454
MultiDensityDBSCAN,high_data,0,2,1.5,25,25,0.6758232699290939,0.8260128518595319,1.5018361217886258
MultiDensityDBSCAN,high_data,0,2,1.5,30,2,0.6844781267368628,0.8202244865606536,1.5047026132975163
MultiDensityDBSCAN,high_data,0,2,1.5,30,3,0.6824731276023056,0.8178178629566727,1.5002909905589783
MultiDensityDBSCAN,high_data,0,2,1.5,30,5,0.6818850774777007,0.817236891270273,1.4991219687479735
MultiDensityDBSCAN,high_data,0,2,1.5,30,10,0.6778781545408994,0.8116395633777047,1.489517717918604
MultiDensityDBSCAN,high_data,0,2,1.5,30,15,0.6791696494955058,0.8141142645938515,1.4932839140893575
MultiDensityDBSCAN,high_data,0,2,1.5,30,20,0.6772595781756896,0.8110521302492834,1.4883117084249728
MultiDensityDBSCAN,high_data,0,2,1.5,30,25,0.6794400510884362,0.8138374427649109,1.493277493853347
MultiDensityDBSCAN,high_data,0,2,1.5,40,2,0.42775699146722207,0.6942820598819291,1.1220390513491512
MultiDensityDBSCAN,high_data,0,2,1.5,40,3,0.42763009337455393,0.6935733338004495,1.1212034271750033
MultiDensityDBSCAN,high_data,0,2,1.5,40,5,0.42135183405907334,0.6872442159363943,1.1085960499954677
MultiDensityDBSCAN,high_data,0,2,1.5,40,10,0.4250031305248078,0.688860519812477,1.1138636503372847
MultiDensityDBSCAN,high_data,0,2,1.5,40,15,0.33710608280984883,0.6272997403511683,0.9644058231610171
MultiDensityDBSCAN,high_data,0,2,1.5,40,20,0.33710608280984883,0.6272997403511683,0.9644058231610171
MultiDensityDBSCAN,high_data,0,2,1.5,40,25,0.3371779661257201,0.6286955096464305,0.9658734757721505
MultiDensityDBSCAN,high_data,0,2,1.5,50,2,0.3286792116423813,0.6312053006747792,0.9598845123171604
MultiDensityDBSCAN,high_data,0,2,1.5,50,3,0.32868925224088485,0.6310770142429876,0.9597662664838724
MultiDensityDBSCAN,high_data,0,2,1.5,50,5,0.32839300865273374,0.6295028803015018,0.9578958889542355
MultiDensityDBSCAN,high_data,0,2,1.5,50,10,0.3269240552677818,0.627380629246117,0.9543046845138988
MultiDensityDBSCAN,high_data,0,2,1.5,50,15,0.3234402444082783,0.6224452579100748,0.945885502318353
MultiDensityDBSCAN,high_data,0,2,1.5,50,20,0.3182153812367373,0.6221076638033747,0.940323045040112
MultiDensityDBSCAN,high_data,0,2,1.5,50,25,0.3181462439639578,0.6200806757400157,0.9382269197039734
MultiDensityDBSCAN,high_data,0,2,1.5,60,2,0.2814645858730029,0.6134695420782175,0.8949341279512204
MultiDensityDBSCAN,high_data,0,2,1.5,60,3,0.28146692240214677,0.613571892255678,0.8950388146578248
MultiDensityDBSCAN,high_data,0,2,1.5,60,5,0.2823928203736466,0.6120691587686996,0.8944619791423463
MultiDensityDBSCAN,high_data,0,2,1.5,60,10,0.2810978052515467,0.6113967434494417,0.8924945487009884
MultiDensityDBSCAN,high_data,0,2,1.5,60,15,0.27790968295033625,0.6049484392475742,0.8828581221979105
MultiDensityDBSCAN,high_data,0,2,1.5,60,20,0.27790968295033625,0.6049484392475742,0.8828581221979105
MultiDensityDBSCAN,high_data,0,2,1.5,60,25,0.27790968295033625,0.6049484392475742,0.8828581221979105
MultiDensityDBSCAN,high_data,0,2,1.8,5,2,0.33869949117915343,0.6928363083422918,1.0315357995214454
MultiDensityDBSCAN,high_data,0,2,1.8,5,3,0.33778828722300464,0.6914388581226938,1.0292271453456985
MultiDensityDBSCAN,high_data,0,2,1.8,5,5,0.3357165161618479,0.6888270345932455,1.0245435507550933
MultiDensityDBSCAN,high_data,0,2,1.8,5,10,0.30461287094229184,0.6831486405393857,0.9877615114816776
MultiDensityDBSCAN,high_data,0,2,1.8,5,15,0.30759836002403224,0.683453840562659,0.9910522005866913
MultiDensityDBSCAN,high_data,0,2,1.8,5,20,0.3125062641946018,0.6860940970065466,0.9986003612011484
MultiDensityDBSCAN,high_data,0,2,1.8,5,25,0.31741844532639296,0.6875371983562395,1.0049556436826323
MultiDensityDBSCAN,high_data,0,2,1.8,6,2,0.6435225105873037,0.8046969107414985,1.4482194213288022
MultiDensityDBSCAN,high_data,0,2,1.8,6,3,0.6409693937584466,0.8029169731639242,1.4438863669223707
MultiDensityDBSCAN,high_data,0,2,1.8,6,5,0.6385398226632385,0.8031704264346131,1.4417102490978517
MultiDensityDBSCAN,high_data,0,2,1.8,6,10,0.6154250710970774,0.7951926936514464,1.4106177647485239
MultiDensityDBSCAN,high_data,0,2,1.8,6,15,0.6139310729471198,0.7952967407111261,1.409227813658246
MultiDensityDBSCAN,high_data,0,2,1.8,6,20,0.6125751203184592,0.7927653149384061,1.4053404352568653
MultiDensityDBSCAN,high_data,0,2,1.8,6,25,0.5845729214740688,0.779349561936409,1.363922483410478
MultiDensityDBSCAN,high_data,0,2,1.8,7,2,0.7525960189601083,0.8459951249006149,1.5985911438607232
MultiDensityDBSCAN,high_data,0,2,1.8,7,3,0.7511272036543919,0.8461662615131094,1.5972934651675013
MultiDensityDBSCAN,high_data,0,2,1.8,7,5,0.7492940700702554,0.8473860730699289,1.5966801431401842
MultiDensityDBSCAN,high_data,0,2,1.8,7,10,0.7493106694248985,0.848549311012993,1.5978599804378915
MultiDensityDBSCAN,high_data,0,2,1.8,7,15,0.7508201471554636,0.85027808200125,1.6010982291567135
MultiDensityDBSCAN,high_data,0,2,1.8,7,20,0.7517042266985714,0.8496777144855652,1.6013819411841366
