name,prefix,seed,dim,density_threshold,distance_threshold,gauss_cutoff,ari,nmi,sum
dpca,high_data,0,2,0.07,0.06,True,0.4176471877526876,0.565266228783437,0.9829134165361246
dpca,high_data,0,2,0.07,0.07,True,0.40797655267059296,0.5630610035944577,0.9710375562650506
dpca,high_data,0,2,0.07,0.08,True,0.3941716496304626,0.5588709284910627,0.9530425781215253
dpca,high_data,0,2,0.07,0.09,True,0.3667611736055218,0.5476658887724911,0.9144270623780129
dpca,high_data,0,2,0.07,0.1,True,0.41128547184095876,0.575254827722879,0.9865402995638377
dpca,high_data,0,2,0.07,0.15,True,0.317641572155369,0.5353420510531294,0.8529836232084984
dpca,high_data,0,2,0.07,0.2,True,0.05444893575287617,0.23179171935253698,0.28624065510541313
dpca,high_data,0,2,0.07,0.3,True,0.0,0.0,0.0
dpca,high_data,0,2,0.07,0.4,True,0.0,0.0,0.0
dpca,high_data,0,2,0.07,,True,0.3993749034685502,0.5718057697551103,0.9711806732236605
dpca,high_data,0,2,0.08,0.01,True,0.06518037492573625,0.37749756138605484,0.4426779363117911
dpca,high_data,0,2,0.08,0.02,True,0.23206230411283366,0.4946482104617215,0.7267105145745552
dpca,high_data,0,2,0.08,0.03,True,0.38208638322524124,0.5686404034084362,0.9507267866336775
dpca,high_data,0,2,0.08,0.04,True,0.3750105202309737,0.5706161706557097,0.9456266908866834
dpca,high_data,0,2,0.08,0.05,True,0.4318238857420819,0.5771084923359598,1.0089323780780417
dpca,high_data,0,2,0.08,0.06,True,0.4176471877526876,0.565266228783437,0.9829134165361246
dpca,high_data,0,2,0.08,0.07,True,0.40797655267059296,0.5630610035944577,0.9710375562650506
dpca,high_data,0,2,0.08,0.08,True,0.3941716496304626,0.5588709284910627,0.9530425781215253
dpca,high_data,0,2,0.08,0.09,True,0.3667611736055218,0.5476658887724911,0.9144270623780129
dpca,high_data,0,2,0.08,0.1,True,0.41128547184095876,0.575254827722879,0.9865402995638377
dpca,high_data,0,2,0.08,0.15,True,0.317641572155369,0.5353420510531294,0.8529836232084984
dpca,high_data,0,2,0.08,0.2,True,0.05444893575287617,0.23179171935253698,0.28624065510541313
dpca,high_data,0,2,0.08,0.3,True,0.0,0.0,0.0
dpca,high_data,0,2,0.08,0.4,True,0.0,0.0,0.0
dpca,high_data,0,2,0.08,,True,0.3993749034685502,0.5718057697551103,0.9711806732236605
dpca,high_data,0,2,0.09,0.01,True,0.0650843089741687,0.3775407984261859,0.44262510740035454
dpca,high_data,0,2,0.09,0.02,True,0.2318736905829715,0.4947379271484293,0.7266116177314008
dpca,high_data,0,2,0.09,0.03,True,0.38209812723628034,0.5690089169315887,0.9511070441678691
dpca,high_data,0,2,0.09,0.04,True,0.37501765802781434,0.5708990866882617,0.9459167447160761
dpca,high_data,0,2,0.09,0.05,True,0.4318238857420819,0.5771084923359598,1.0089323780780417
dpca,high_data,0,2,0.09,0.06,True,0.4176471877526876,0.565266228783437,0.9829134165361246
dpca,high_data,0,2,0.09,0.07,True,0.40797655267059296,0.5630610035944577,0.9710375562650506
dpca,high_data,0,2,0.09,0.08,True,0.3941716496304626,0.5588709284910627,0.9530425781215253
dpca,high_data,0,2,0.09,0.09,True,0.3667611736055218,0.5476658887724911,0.9144270623780129
dpca,high_data,0,2,0.09,0.1,True,0.41128547184095876,0.575254827722879,0.9865402995638377
dpca,high_data,0,2,0.09,0.15,True,0.317641572155369,0.5353420510531294,0.8529836232084984
dpca,high_data,0,2,0.09,0.2,True,0.05444893575287617,0.23179171935253698,0.28624065510541313
dpca,high_data,0,2,0.09,0.3,True,0.0,0.0,0.0
dpca,high_data,0,2,0.09,0.4,True,0.0,0.0,0.0
dpca,high_data,0,2,0.09,,True,0.3993749034685502,0.5718057697551103,0.9711806732236605
dpca,high_data,0,2,0.1,0.01,True,0.06459718592417475,0.3769742761629006,0.4415714620870753
dpca,high_data,0,2,0.1,0.02,True,0.23130340851750336,0.4945229370997474,0.7258263456172507
dpca,high_data,0,2,0.1,0.03,True,0.38138415694064437,0.5689298896591537,0.9503140465997981
dpca,high_data,0,2,0.1,0.04,True,0.3743577530898407,0.5708525165756843,0.9452102696655249
dpca,high_data,0,2,0.1,0.05,True,0.43120516122670965,0.5770114293914572,1.0082165906181668
dpca,high_data,0,2,0.1,0.06,True,0.4176471877526876,0.565266228783437,0.9829134165361246
dpca,high_data,0,2,0.1,0.07,True,0.40797655267059296,0.5630610035944577,0.9710375562650506
dpca,high_data,0,2,0.1,0.08,True,0.3941716496304626,0.5588709284910627,0.9530425781215253
dpca,high_data,0,2,0.1,0.09,True,0.3667611736055218,0.5476658887724911,0.9144270623780129
dpca,high_data,0,2,0.1,0.1,True,0.41128547184095876,0.575254827722879,0.9865402995638377
dpca,high_data,0,2,0.1,0.15,True,0.317641572155369,0.5353420510531294,0.8529836232084984
dpca,high_data,0,2,0.1,0.2,True,0.05444893575287617,0.23179171935253698,0.28624065510541313
dpca,high_data,0,2,0.1,0.3,True,0.0,0.0,0.0
dpca,high_data,0,2,0.1,0.4,True,0.0,0.0,0.0
dpca,high_data,0,2,0.1,,True,0.3993749034685502,0.5718057697551103,0.9711806732236605
dpca,high_data,0,2,0.15,0.01,True,0.0642174176473173,0.37676248988613953,0.44097990753345684
dpca,high_data,0,2,0.15,0.02,True,0.23112046095926897,0.49482394446112205,0.725944405420391
dpca,high_data,0,2,0.15,0.03,True,0.38139778366226484,0.5695146163045104,0.9509123999667752
dpca,high_data,0,2,0.15,0.04,True,0.37436450934366267,0.571107787773983,0.9454722971176457
dpca,high_data,0,2,0.15,0.05,True,0.4312074092359726,0.5771032261162721,1.0083106353522446
dpca,high_data,0,2,0.15,0.06,True,0.4176471877526876,0.565266228783437,0.9829134165361246
dpca,high_data,0,2,0.15,0.07,True,0.40797655267059296,0.5630610035944577,0.9710375562650506
dpca,high_data,0,2,0.15,0.08,True,0.3941716496304626,0.5588709284910627,0.9530425781215253
dpca,high_data,0,2,0.15,0.09,True,0.3667611736055218,0.5476658887724911,0.9144270623780129
dpca,high_data,0,2,0.15,0.1,True,0.41128547184095876,0.575254827722879,0.9865402995638377
dpca,high_data,0,2,0.15,0.15,True,0.317641572155369,0.5353420510531294,0.8529836232084984
dpca,high_data,0,2,0.15,0.2,True,0.05444893575287617,0.23179171935253698,0.28624065510541313
dpca,high_data,0,2,0.15,0.3,True,0.0,0.0,0.0
dpca,high_data,0,2,0.15,0.4,True,0.0,0.0,0.0
dpca,high_data,0,2,0.15,,True,0.3993749034685502,0.5718057697551103,0.9711806732236605
dpca,high_data,0,2,0.2,0.01,True,0.06384394359441448,0.3765877732791328,0.44043171687354726
dpca,high_data,0,2,0.2,0.02,True,0.2303715513130467,0.49477097234632667,0.7251425236593734
dpca,high_data,0,2,0.2,0.03,True,0.38069344396608773,0.5698049344308442,0.950498378396932
dpca,high_data,0,2,0.2,0.04,True,0.3734857027084247,0.5709152929338811,0.9444009956423058
dpca,high_data,0,2,0.2,0.05,True,0.4312074092359726,0.5771032261162721,1.0083106353522446
dpca,high_data,0,2,0.2,0.06,True,0.4176471877526876,0.565266228783437,0.9829134165361246
dpca,high_data,0,2,0.2,0.07,True,0.40797655267059296,0.5630610035944577,0.9710375562650506
dpca,high_data,0,2,0.2,0.08,True,0.3941716496304626,0.5588709284910627,0.9530425781215253
dpca,high_data,0,2,0.2,0.09,True,0.3667611736055218,0.5476658887724911,0.9144270623780129
dpca,high_data,0,2,0.2,0.1,True,0.41128547184095876,0.575254827722879,0.9865402995638377
dpca,high_data,0,2,0.2,0.15,True,0.317641572155369,0.5353420510531294,0.8529836232084984
dpca,high_data,0,2,0.2,0.2,True,0.05444893575287617,0.23179171935253698,0.28624065510541313
dpca,high_data,0,2,0.2,0.3,True,0.0,0.0,0.0
dpca,high_data,0,2,0.2,0.4,True,0.0,0.0,0.0
dpca,high_data,0,2,0.2,,True,0.3993749034685502,0.5718057697551103,0.9711806732236605
dpca,high_data,0,2,0.3,0.01,True,0.061795513135873656,0.374453416570953,0.43624892970682666
dpca,high_data,0,2,0.3,0.02,True,0.2300281636564699,0.4958600166068439,0.7258881802633138
dpca,high_data,0,2,0.3,0.03,True,0.3797930774484408,0.5709048749344362,0.950697952382877
dpca,high_data,0,2,0.3,0.04,True,0.3735010741514008,0.5713107603876371,0.9448118345390379
dpca,high_data,0,2,0.3,0.05,True,0.43121677588452073,0.5772924044857086,1.0085091803702293
dpca,high_data,0,2,0.3,0.06,True,0.4176471877526876,0.565266228783437,0.9829134165361246
dpca,high_data,0,2,0.3,0.07,True,0.40797655267059296,0.5630610035944577,0.9710375562650506
dpca,high_data,0,2,0.3,0.08,True,0.3941716496304626,0.5588709284910627,0.9530425781215253
dpca,high_data,0,2,0.3,0.09,True,0.3667611736055218,0.5476658887724911,0.9144270623780129
dpca,high_data,0,2,0.3,0.1,True,0.41128547184095876,0.575254827722879,0.9865402995638377
dpca,high_data,0,2,0.3,0.15,True,0.317641572155369,0.5353420510531294,0.8529836232084984
dpca,high_data,0,2,0.3,0.2,True,0.05444893575287617,0.23179171935253698,0.28624065510541313
dpca,high_data,0,2,0.3,0.3,True,0.0,0.0,0.0
dpca,high_data,0,2,0.3,0.4,True,0.0,0.0,0.0
dpca,high_data,0,2,0.3,,True,0.3993749034685502,0.5718057697551103,0.9711806732236605
dpca,high_data,0,2,0.4,0.01,True,0.06073841402041742,0.3740287645232006,0.434767178543618
dpca,high_data,0,2,0.4,0.02,True,0.22950307184210275,0.4970353643395635,0.7265384361816662
dpca,high_data,0,2,0.4,0.03,True,0.3788801315266765,0.5713700022523133,0.9502501337789897
dpca,high_data,0,2,0.4,0.04,True,0.3728642960515824,0.5716544171566079,0.9445187132081903
dpca,high_data,0,2,0.4,0.05,True,0.43122277049158614,0.5774986857874451,1.0087214562790312
dpca,high_data,0,2,0.4,0.06,True,0.41765302104853086,0.5654737194470447,0.9831267404955756
dpca,high_data,0,2,0.4,0.07,True,0.40797655267059296,0.5630610035944577,0.9710375562650506
dpca,high_data,0,2,0.4,0.08,True,0.3941716496304626,0.5588709284910627,0.9530425781215253
dpca,high_data,0,2,0.4,0.09,True,0.3667611736055218,0.5476658887724911,0.9144270623780129
dpca,high_data,0,2,0.4,0.1,True,0.41128547184095876,0.575254827722879,0.9865402995638377
dpca,high_data,0,2,0.4,0.15,True,0.317641572155369,0.5353420510531294,0.8529836232084984
dpca,high_data,0,2,0.4,0.2,True,0.05444893575287617,0.23179171935253698,0.28624065510541313
dpca,high_data,0,2,0.4,0.3,True,0.0,0.0,0.0
dpca,high_data,0,2,0.4,0.4,True,0.0,0.0,0.0
dpca,high_data,0,2,0.4,,True,0.3993749034685502,0.5718057697551103,0.9711806732236605
dpca,high_data,0,2,,0.01,True,0.298264456983387,0.5234764788857768,0.8217409358691637
dpca,high_data,0,2,,0.02,True,0.298264456983387,0.5234764788857768,0.8217409358691637
dpca,high_data,0,2,,0.03,True,0.298264456983387,0.5234764788857768,0.8217409358691637
dpca,high_data,0,2,,0.04,True,0.298264456983387,0.5234764788857768,0.8217409358691637
dpca,high_data,0,2,,0.05,True,0.298264456983387,0.5234764788857768,0.8217409358691637
dpca,high_data,0,2,,0.06,True,0.298264456983387,0.5234764788857768,0.8217409358691637
dpca,high_data,0,2,,0.07,True,0.298264456983387,0.5234764788857768,0.8217409358691637
dpca,high_data,0,2,,0.08,True,0.298264456983387,0.5234764788857768,0.8217409358691637
dpca,high_data,0,2,,0.09,True,0.298264456983387,0.5234764788857768,0.8217409358691637
dpca,high_data,0,2,,0.1,True,0.298264456983387,0.5234764788857768,0.8217409358691637
dpca,high_data,0,2,,0.15,True,0.298264456983387,0.5234764788857768,0.8217409358691637
dpca,high_data,0,2,,0.2,True,0.0,0.0,0.0
dpca,high_data,0,2,,0.3,True,0.0,0.0,0.0
dpca,high_data,0,2,,0.4,True,0.0,0.0,0.0
dpca,high_data,0,2,,,True,0.298264456983387,0.5234764788857768,0.8217409358691637
dpca,high_data,0,2,0.01,0.01,False,0.04110564203519661,0.3290364729382882,0.3701421149734848
dpca,high_data,0,2,0.01,0.02,False,0.07357067430312285,0.3978134912982642,0.4713841656013871
dpca,high_data,0,2,0.01,0.03,False,0.0928763494820632,0.42723077754577415,0.5201071270278373
dpca,high_data,0,2,0.01,0.04,False,0.0908875328049918,0.42655402695192346,0.5174415597569153
dpca,high_data,0,2,0.01,0.05,False,0.27316850805701415,0.5139274232859122,0.7870959313429264
dpca,high_data,0,2,0.01,0.06,False,0.25724013127628914,0.5058677283375171,0.7631078596138063
dpca,high_data,0,2,0.01,0.07,False,0.24785532615109082,0.5007015835012031,0.7485569096522939
dpca,high_data,0,2,0.01,0.08,False,0.24597094294111113,0.5000830579481963,0.7460540008893074
dpca,high_data,0,2,0.01,0.09,False,0.34049082894591376,0.5389041425349291,0.8793949714808429
dpca,high_data,0,2,0.01,0.1,False,0.33237808778425304,0.5349810076229715,0.8673590954072246
dpca,high_data,0,2,0.01,0.15,False,0.2977452296785844,0.5216605852262216,0.819405814904806
dpca,high_data,0,2,0.01,0.2,False,0.05931906676669456,0.23955914923459382,0.2988782160012884
dpca,high_data,0,2,0.01,0.3,False,0.06471609104793757,0.24305107222931907,0.3077671632772566
dpca,high_data,0,2,0.01,0.4,False,0.0,0.0,0.0
dpca,high_data,0,2,0.01,,False,0.2942553149499249,0.5195494802292677,0.8138047951791927
dpca,high_data,0,2,0.02,0.01,False,0.04110564203519661,0.3290364729382882,0.3701421149734848
dpca,high_data,0,2,0.02,0.02,False,0.07357067430312285,0.3978134912982642,0.4713841656013871
dpca,high_data,0,2,0.02,0.03,False,0.0928763494820632,0.42723077754577415,0.5201071270278373
dpca,high_data,0,2,0.02,0.04,False,0.0908875328049918,0.42655402695192346,0.5174415597569153
dpca,high_data,0,2,0.02,0.05,False,0.27316850805701415,0.5139274232859122,0.7870959313429264
dpca,high_data,0,2,0.02,0.06,False,0.25724013127628914,0.5058677283375171,0.7631078596138063
dpca,high_data,0,2,0.02,0.07,False,0.24785532615109082,0.5007015835012031,0.7485569096522939
dpca,high_data,0,2,0.02,0.08,False,0.24597094294111113,0.5000830579481963,0.7460540008893074
dpca,high_data,0,2,0.02,0.09,False,0.34049082894591376,0.5389041425349291,0.8793949714808429
dpca,high_data,0,2,0.02,0.1,False,0.33237808778425304,0.5349810076229715,0.8673590954072246
dpca,high_data,0,2,0.02,0.15,False,0.2977452296785844,0.5216605852262216,0.819405814904806
dpca,high_data,0,2,0.02,0.2,False,0.05931906676669456,0.23955914923459382,0.2988782160012884
dpca,high_data,0,2,0.02,0.3,False,0.06471609104793757,0.24305107222931907,0.3077671632772566
dpca,high_data,0,2,0.02,0.4,False,0.0,0.0,0.0
dpca,high_data,0,2,0.02,,False,0.2942553149499249,0.5195494802292677,0.8138047951791927
dpca,high_data,0,2,0.03,0.01,False,0.04110564203519661,0.3290364729382882,0.3701421149734848
dpca,high_data,0,2,0.03,0.02,False,0.07357067430312285,0.3978134912982642,0.4713841656013871
dpca,high_data,0,2,0.03,0.03,False,0.0928763494820632,0.42723077754577415,0.5201071270278373
dpca,high_data,0,2,0.03,0.04,False,0.0908875328049918,0.42655402695192346,0.5174415597569153
dpca,high_data,0,2,0.03,0.05,False,0.27316850805701415,0.5139274232859122,0.7870959313429264
dpca,high_data,0,2,0.03,0.06,False,0.25724013127628914,0.5058677283375171,0.7631078596138063
dpca,high_data,0,2,0.03,0.07,False,0.24785532615109082,0.5007015835012031,0.7485569096522939
dpca,high_data,0,2,0.03,0.08,False,0.24597094294111113,0.5000830579481963,0.7460540008893074
dpca,high_data,0,2,0.03,0.09,False,0.34049082894591376,0.5389041425349291,0.8793949714808429
dpca,high_data,0,2,0.03,0.1,False,0.33237808778425304,0.5349810076229715,0.8673590954072246
dpca,high_data,0,2,0.03,0.15,False,0.2977452296785844,0.5216605852262216,0.819405814904806
dpca,high_data,0,2,0.03,0.2,False,0.05931906676669456,0.23955914923459382,0.2988782160012884
dpca,high_data,0,2,0.03,0.3,False,0.06471609104793757,0.24305107222931907,0.3077671632772566
dpca,high_data,0,2,0.03,0.4,False,0.0,0.0,0.0
dpca,high_data,0,2,0.03,,False,0.2942553149499249,0.5195494802292677,0.8138047951791927
dpca,high_data,0,2,0.04,0.01,False,0.04110564203519661,0.3290364729382882,0.3701421149734848
dpca,high_data,0,2,0.04,0.02,False,0.07357067430312285,0.3978134912982642,0.4713841656013871
dpca,high_data,0,2,0.04,0.03,False,0.0928763494820632,0.42723077754577415,0.5201071270278373
dpca,high_data,0,2,0.04,0.04,False,0.0908875328049918,0.42655402695192346,0.5174415597569153
dpca,high_data,0,2,0.04,0.05,False,0.27316850805701415,0.5139274232859122,0.7870959313429264
dpca,high_data,0,2,0.04,0.06,False,0.25724013127628914,0.5058677283375171,0.7631078596138063
dpca,high_data,0,2,0.04,0.07,False,0.24785532615109082,0.5007015835012031,0.7485569096522939
dpca,high_data,0,2,0.04,0.08,False,0.24597094294111113,0.5000830579481963,0.7460540008893074
dpca,high_data,0,2,0.04,0.09,False,0.34049082894591376,0.5389041425349291,0.8793949714808429
dpca,high_data,0,2,0.04,0.1,False,0.33237808778425304,0.5349810076229715,0.8673590954072246
dpca,high_data,0,2,0.04,0.15,False,0.2977452296785844,0.5216605852262216,0.819405814904806
dpca,high_data,0,2,0.04,0.2,False,0.05931906676669456,0.23955914923459382,0.2988782160012884
dpca,high_data,0,2,0.04,0.3,False,0.06471609104793757,0.24305107222931907,0.3077671632772566
dpca,high_data,0,2,0.04,0.4,False,0.0,0.0,0.0
dpca,high_data,0,2,0.04,,False,0.2942553149499249,0.5195494802292677,0.8138047951791927
dpca,high_data,0,2,0.05,0.01,False,0.04110564203519661,0.3290364729382882,0.3701421149734848
dpca,high_data,0,2,0.05,0.02,False,0.07357067430312285,0.3978134912982642,0.4713841656013871
dpca,high_data,0,2,0.05,0.03,False,0.0928763494820632,0.42723077754577415,0.5201071270278373
dpca,high_data,0,2,0.05,0.04,False,0.0908875328049918,0.42655402695192346,0.5174415597569153
dpca,high_data,0,2,0.05,0.05,False,0.27316850805701415,0.5139274232859122,0.7870959313429264
dpca,high_data,0,2,0.05,0.06,False,0.25724013127628914,0.5058677283375171,0.7631078596138063
dpca,high_data,0,2,0.05,0.07,False,0.24785532615109082,0.5007015835012031,0.7485569096522939
dpca,high_data,0,2,0.05,0.08,False,0.24597094294111113,0.5000830579481963,0.7460540008893074
dpca,high_data,0,2,0.05,0.09,False,0.34049082894591376,0.5389041425349291,0.8793949714808429
dpca,high_data,0,2,0.05,0.1,False,0.33237808778425304,0.5349810076229715,0.8673590954072246
dpca,high_data,0,2,0.05,0.15,False,0.2977452296785844,0.5216605852262216,0.819405814904806
dpca,high_data,0,2,0.05,0.2,False,0.05931906676669456,0.23955914923459382,0.2988782160012884
