name,prefix,seed,dim,n_clusters,epsilon,ari,nmi,sum
SpectACl,high_data,8,2,10,0.001,-0.0061184253895059815,0.027047746318955717,0.020929320929449734
SpectACl,high_data,8,2,10,0.002,-0.016498562272332328,0.07230099412284195,0.05580243185050962
SpectACl,high_data,8,2,10,0.003,-0.02473066753904299,0.1225250570405765,0.0977943895015335
SpectACl,high_data,8,2,10,0.004,-0.029316976390056138,0.16121906357295648,0.13190208718290033
SpectACl,high_data,8,2,10,0.005,-0.033422690884041,0.20319358191878256,0.16977089103474158
SpectACl,high_data,8,2,10,0.006,-0.02891592152603952,0.2511230196974318,0.22220709817139225
SpectACl,high_data,8,2,10,0.007,-0.0032822167309563863,0.33671120369615243,0.333428986965196
SpectACl,high_data,8,2,10,0.008,0.011241875478610379,0.36445928857936566,0.37570116405797604
SpectACl,high_data,8,2,10,0.009,0.013872472326651876,0.3732984767410668,0.3871709490677187
SpectACl,high_data,8,2,10,0.01,0.03191277291955199,0.4138735481563733,0.44578632107592525
SpectACl,high_data,8,2,10,0.02,0.15872847263109838,0.5810995797704235,0.7398280524015218
SpectACl,high_data,8,2,10,0.03,0.3475748554789432,0.6668639299590887,1.014438785438032
SpectACl,high_data,8,2,10,0.04,0.5242775121141968,0.7107257196126173,1.235003231726814
SpectACl,high_data,8,2,10,0.05,0.5504309546831919,0.6933647231817723,1.2437956778649641
SpectACl,high_data,8,2,10,0.06,0.5198186364067923,0.676173690881181,1.1959923272879731
SpectACl,high_data,8,2,10,0.07,0.5169659453372324,0.6716490545554068,1.1886149998926392
SpectACl,high_data,8,2,10,0.08,0.5381840228408832,0.6738768178967118,1.212060840737595
SpectACl,high_data,8,2,10,0.09,0.569070485966781,0.6568051171068955,1.2258756030736766
SpectACl,high_data,8,2,10,0.1,0.5947408639441272,0.6491159722301625,1.2438568361742897
SpectACl,high_data,8,2,10,0.12,0.648819738030536,0.6757149597259052,1.3245346977564414
SpectACl,high_data,8,2,10,0.15,0.4962896948845668,0.6074471074023944,1.1037368022869611
SpectACl,high_data,8,2,10,0.2,0.31172425408169707,0.49722920914180857,0.8089534632235056
SpectACl,high_data,8,2,10,0.25,0.3544638023220434,0.5074496228535402,0.8619134251755836
SpectACl,high_data,8,2,10,0.3,0.3640184150286445,0.49020778748207966,0.8542262025107241
SpectACl,high_data,8,2,10,0.4,0.45872272344086795,0.5585406362240981,1.017263359664966
SpectACl,high_data,8,2,10,0.5,0.4725324054383293,0.5382699856358152,1.0108023910741446
SpectACl,high_data,8,5,10,0.001,-0.001791596611314631,0.005800156129533958,0.004008559518219327
SpectACl,high_data,8,5,10,0.002,-0.00502939233155905,0.014299211329502659,0.009269818997943609
SpectACl,high_data,8,5,10,0.003,-0.006826755498716222,0.03277608694013617,0.025949331441419952
SpectACl,high_data,8,5,10,0.004,-0.005298226778699065,0.04398766320586933,0.038689436427170265
SpectACl,high_data,8,5,10,0.005,-0.006738431758153972,0.06001855446919847,0.05328012271104449
SpectACl,high_data,8,5,10,0.006,-0.013841931822013412,0.09775777661997007,0.08391584479795665
SpectACl,high_data,8,5,10,0.007,-0.005719189275980778,0.18436747824056682,0.17864828896458604
SpectACl,high_data,8,5,10,0.008,0.002079224224221588,0.21435329396450453,0.2164325181887261
SpectACl,high_data,8,5,10,0.009,-0.011013852293891454,0.26826338866580174,0.2572495363719103
SpectACl,high_data,8,5,10,0.01,0.0034689895606445117,0.3139489078873434,0.31741789744798793
SpectACl,high_data,8,5,10,0.02,0.12572585720873644,0.5377364425544424,0.6634622997631788
SpectACl,high_data,8,5,10,0.03,0.26439467444600495,0.6359871375590664,0.9003818120050714
SpectACl,high_data,8,5,10,0.04,0.5620624922693925,0.8130679648512178,1.3751304571206102
SpectACl,high_data,8,5,10,0.05,0.5142878209875111,0.7372178038157392,1.2515056248032503
SpectACl,high_data,8,5,10,0.06,0.5131133343422882,0.724602485387274,1.2377158197295621
SpectACl,high_data,8,5,10,0.07,0.40978837878421037,0.6204300615933145,1.0302184403775247
