name,prefix,seed,dim,n_clusters,epsilon,ari,nmi,sum
SpectACl,high_data,3,2,10,0.001,-0.006459009026578598,0.028644219505623698,0.0221852104790451
SpectACl,high_data,3,2,10,0.002,-0.017044691421592175,0.07525354642172867,0.05820885500013649
SpectACl,high_data,3,2,10,0.003,-0.024601235929399518,0.12136227005900928,0.09676103412960976
SpectACl,high_data,3,2,10,0.004,-0.029415556071378208,0.16629940183814435,0.13688384576676613
SpectACl,high_data,3,2,10,0.005,-0.02940017187277792,0.21321537740169788,0.18381520552891997
SpectACl,high_data,3,2,10,0.006,-0.025227266101829984,0.25620929251058394,0.23098202640875395
SpectACl,high_data,3,2,10,0.007,0.001075718950093233,0.3357974360409423,0.33687315499103554
SpectACl,high_data,3,2,10,0.008,0.016804953661717068,0.3784993842129832,0.39530433787470026
SpectACl,high_data,3,2,10,0.009,0.031895051509481825,0.4053837817524852,0.43727883326196704
SpectACl,high_data,3,2,10,0.01,0.038491834931071105,0.41658716972962007,0.4550790046606912
SpectACl,high_data,3,2,10,0.02,0.15901087109717904,0.5812008393862409,0.7402117104834199
SpectACl,high_data,3,2,10,0.03,0.38190263737525354,0.6694655686038644,1.0513682059791178
SpectACl,high_data,3,2,10,0.04,0.4652348878459229,0.690782224005591,1.156017111851514
SpectACl,high_data,3,2,10,0.05,0.5101379310735632,0.6696380136087887,1.179775944682352
SpectACl,high_data,3,2,10,0.06,0.5019019660709035,0.6694473531834866,1.1713493192543902
SpectACl,high_data,3,2,10,0.07,0.5787215433242199,0.6905776677703954,1.2692992110946153
SpectACl,high_data,3,2,10,0.08,0.5384917862874203,0.6744494281398321,1.2129412144272524
SpectACl,high_data,3,2,10,0.09,0.5608702705728702,0.64893296915784,1.2098032397307104
SpectACl,high_data,3,2,10,0.1,0.5840973679107582,0.6514561606768414,1.2355535285875996
SpectACl,high_data,3,2,10,0.12,0.6094883089710859,0.6670688496533365,1.2765571586244224
SpectACl,high_data,3,2,10,0.15,0.3882498571478439,0.5837520763709215,0.9720019335187654
SpectACl,high_data,3,2,10,0.2,0.29967871120890816,0.48092391226539344,0.7806026234743015
SpectACl,high_data,3,2,10,0.25,0.33534893956334305,0.47058548919709453,0.8059344287604375
SpectACl,high_data,3,2,10,0.3,0.3673449001215202,0.5045075404231071,0.8718524405446273
SpectACl,high_data,3,2,10,0.4,0.4582195874037517,0.5601935778928668,1.0184131652966184
SpectACl,high_data,3,2,10,0.5,0.4907336921989391,0.5437699335743874,1.0345036257733264
SpectACl,high_data,3,5,10,0.001,-0.0018755982020770153,0.004986324024974861,0.0031107258228978457
SpectACl,high_data,3,5,10,0.002,-0.005025552748816365,0.013975457277921346,0.00894990452910498
SpectACl,high_data,3,5,10,0.003,-0.006931225858481654,0.03397537548879022,0.027044149630308566
SpectACl,high_data,3,5,10,0.004,-0.005137311146729075,0.04319938117613511,0.03806207002940604
SpectACl,high_data,3,5,10,0.005,-0.01007861075692722,0.05333467365593064,0.043256062899003425
SpectACl,high_data,3,5,10,0.006,-0.011952578014128409,0.11246479324397009,0.10051221522984168
SpectACl,high_data,3,5,10,0.007,-0.004399496713334356,0.19085316232490682,0.18645366561157245
SpectACl,high_data,3,5,10,0.008,-0.009458018840683705,0.2098291782392973,0.2003711593986136
SpectACl,high_data,3,5,10,0.009,-0.008389078301781849,0.26238020336159207,0.2539911250598102
SpectACl,high_data,3,5,10,0.01,0.003300319659591437,0.31447732606269185,0.3177776457222833
SpectACl,high_data,3,5,10,0.02,0.0962383425493191,0.5134082270890341,0.6096465696383532
SpectACl,high_data,3,5,10,0.03,0.3315574235630355,0.6847797097699643,1.0163371333329998
SpectACl,high_data,3,5,10,0.04,0.5227164135399531,0.7924270846415702,1.3151434981815233
SpectACl,high_data,3,5,10,0.05,0.49349892894930414,0.7420139609189295,1.2355128898682337
SpectACl,high_data,3,5,10,0.06,0.45901041013952576,0.6700725639741879,1.1290829741137136
SpectACl,high_data,3,5,10,0.07,0.3989813408426079,0.6010619841408218,1.0000433249834297
SpectACl,high_data,3,5,10,0.08,0.4910235069615609,0.6388868535842174,1.1299103605457783
