name,prefix,seed,dim,n_clusters,n_init,ari,nmi,sum
ldakmeans,high_data,6,2,10,1,0.47718320072953896,0.601909252423067,1.079092453152606
ldakmeans,high_data,6,2,10,2,0.47704757590675995,0.6018496883367823,1.0788972642435422
ldakmeans,high_data,6,2,10,3,0.47704757590675995,0.6018496883367823,1.0788972642435422
ldakmeans,high_data,6,2,10,4,0.47704757590675995,0.6018496883367823,1.0788972642435422
ldakmeans,high_data,6,2,10,5,0.47704757590675995,0.6018496883367823,1.0788972642435422
ldakmeans,high_data,6,2,10,6,0.47704757590675995,0.6018496883367823,1.0788972642435422
ldakmeans,high_data,6,2,10,7,0.47704757590675995,0.6018496883367823,1.0788972642435422
ldakmeans,high_data,6,2,10,8,0.47624015897799826,0.6017587514292068,1.077998910407205
ldakmeans,high_data,6,2,10,9,0.47624015897799826,0.6017587514292068,1.077998910407205
ldakmeans,high_data,6,2,10,10,0.47624015897799826,0.6017587514292068,1.077998910407205
ldakmeans,high_data,6,5,10,1,0.3347114278284606,0.5380232834282282,0.8727347112566888
ldakmeans,high_data,6,5,10,2,0.3376624689048932,0.5422286699486721,0.8798911388535653
ldakmeans,high_data,6,5,10,3,0.3376624689048932,0.5422286699486721,0.8798911388535653
ldakmeans,high_data,6,5,10,4,0.3376624689048932,0.5422286699486721,0.8798911388535653
ldakmeans,high_data,6,5,10,5,0.3376624689048932,0.5422286699486721,0.8798911388535653
ldakmeans,high_data,6,5,10,6,0.3376624689048932,0.5422286699486721,0.8798911388535653
ldakmeans,high_data,6,5,10,7,0.3376624689048932,0.5422286699486721,0.8798911388535653
ldakmeans,high_data,6,5,10,8,0.31128723288152227,0.5139107006399896,0.8251979335215118
ldakmeans,high_data,6,5,10,9,0.31128723288152227,0.5139107006399896,0.8251979335215118
ldakmeans,high_data,6,5,10,10,0.31128723288152227,0.5139107006399896,0.8251979335215118
ldakmeans,high_data,6,10,10,1,0.563228971797999,0.6906629746378177,1.2538919464358167
ldakmeans,high_data,6,10,10,2,0.563228971797999,0.6906629746378177,1.2538919464358167
ldakmeans,high_data,6,10,10,3,0.6022633760897164,0.7327198935485869,1.3349832696383033
ldakmeans,high_data,6,10,10,4,0.6022633760897164,0.7327198935485869,1.3349832696383033
ldakmeans,high_data,6,10,10,5,0.5597590484908016,0.695611316892687,1.2553703653834885
ldakmeans,high_data,6,10,10,6,0.5597590484908016,0.695611316892687,1.2553703653834885
ldakmeans,high_data,6,10,10,7,0.5597590484908016,0.695611316892687,1.2553703653834885
ldakmeans,high_data,6,10,10,8,0.5597590484908016,0.695611316892687,1.2553703653834885
ldakmeans,high_data,6,10,10,9,0.5597590484908016,0.695611316892687,1.2553703653834885
ldakmeans,high_data,6,10,10,10,0.5597590484908016,0.695611316892687,1.2553703653834885
ldakmeans,high_data,6,50,10,1,0.5520333363183816,0.7217603893421239,1.2737937256605054
ldakmeans,high_data,6,50,10,2,0.5996389517947899,0.7523115020677701,1.35195045386256
ldakmeans,high_data,6,50,10,3,0.5533474493604692,0.7096334261933115,1.2629808755537808
ldakmeans,high_data,6,50,10,4,0.552473627206777,0.7232178815647884,1.2756915087715655
ldakmeans,high_data,6,50,10,5,0.5959563887520338,0.7468703107632048,1.3428266995152387
ldakmeans,high_data,6,50,10,6,0.5525227559161531,0.7076121246356764,1.2601348805518295
ldakmeans,high_data,6,50,10,7,0.5490741224262492,0.7174828960700884,1.2665570184963375
ldakmeans,high_data,6,50,10,8,0.5672659397772032,0.7413319891715361,1.3085979289487393
ldakmeans,high_data,6,50,10,9,0.5616049964246781,0.7366782214820268,1.2982832179067048
ldakmeans,high_data,6,50,10,10,0.5648767470984971,0.7361796945654954,1.3010564416639925
ldakmeans,high_data,6,100,10,1,0.6749459317959176,0.8053231202164066,1.480269052012324
ldakmeans,high_data,6,100,10,2,0.6762073181456423,0.8057250379976725,1.4819323561433149
ldakmeans,high_data,6,100,10,3,0.674040175776468,0.8041564879640791,1.478196663740547
ldakmeans,high_data,6,100,10,4,0.6735904873778893,0.803423548797661,1.4770140361755502
ldakmeans,high_data,6,100,10,5,0.6735452210324359,0.8028212181996865,1.4763664392321223
ldakmeans,high_data,6,100,10,6,0.6733294738955226,0.8035023737226508,1.4768318476181732
ldakmeans,high_data,6,100,10,7,0.6754228089468768,0.8062635529791246,1.4816863619260014
ldakmeans,high_data,6,100,10,8,0.6732630797629064,0.8028339096137378,1.4760969893766442
ldakmeans,high_data,6,100,10,9,0.6737470454824747,0.8039306090334031,1.4776776545158778
ldakmeans,high_data,6,100,10,10,0.6762430625069339,0.8075060845095139,1.483749147016448
