name,prefix,seed,dim,significance,n_clusters_init,max_n_clusters,split_viewers_threshold,ari,nmi,sum
DipMeans,high_data,5,2,0.001,2,10,0.01,0.4992068605596983,0.6098580867361978,1.109064947295896
DipMeans,high_data,5,2,0.001,2,12,0.01,0.4889960821936704,0.6126505951343143,1.1016466773279847
DipMeans,high_data,5,2,0.001,2,15,0.01,0.4398346258174109,0.6144194199408138,1.0542540457582248
DipMeans,high_data,5,2,0.001,2,20,0.01,0.47430218932739165,0.6497456201192685,1.1240478094466602
DipMeans,high_data,5,2,0.001,2,25,0.01,0.41363326462798494,0.6386026662318655,1.0522359308598503
DipMeans,high_data,5,2,0.001,2,30,0.01,0.39697348120764436,0.6675022818230002,1.0644757630306445
DipMeans,high_data,5,2,0.001,5,10,0.01,0.5225995947396113,0.6348904646273567,1.157490059366968
DipMeans,high_data,5,2,0.001,5,12,0.01,0.48929534790860457,0.6121632849291402,1.1014586328377447
DipMeans,high_data,5,2,0.001,5,15,0.01,0.45114287272402326,0.6198121387971027,1.070955011521126
DipMeans,high_data,5,2,0.001,5,20,0.01,0.47438543824684876,0.6464420296276929,1.1208274678745416
DipMeans,high_data,5,2,0.001,5,25,0.01,0.4280027306285369,0.6575272106769211,1.085529941305458
DipMeans,high_data,5,2,0.001,5,30,0.01,0.4068220637156572,0.6615602956439252,1.0683823593595823
DipMeans,high_data,5,2,0.001,7,10,0.01,0.49997920667691564,0.6098739796059904,1.1098531862829062
DipMeans,high_data,5,2,0.001,7,12,0.01,0.4886538856202965,0.6124813200939306,1.1011352057142272
DipMeans,high_data,5,2,0.001,7,15,0.01,0.44838235970567947,0.6164070747914718,1.0647894344971514
DipMeans,high_data,5,2,0.001,7,20,0.01,0.43242827695365293,0.637251556915615,1.069679833869268
DipMeans,high_data,5,2,0.001,7,25,0.01,0.41932166417510286,0.6567681116802787,1.0760897758553816
DipMeans,high_data,5,2,0.001,7,30,0.01,0.3760475151373314,0.6549036620052131,1.0309511771425446
DipMeans,high_data,5,2,0.001,10,12,0.01,0.45821986939071446,0.6124287808295747,1.0706486502202892
DipMeans,high_data,5,2,0.001,10,15,0.01,0.4924457077008348,0.6372357103246499,1.1296814180254846
DipMeans,high_data,5,2,0.001,10,20,0.01,0.4349015248568793,0.6268452145439843,1.0617467394008635
DipMeans,high_data,5,2,0.001,10,25,0.01,0.41975745400023506,0.6570706023654973,1.0768280563657324
DipMeans,high_data,5,2,0.001,10,30,0.01,0.3974046712370928,0.666447586076214,1.063852257313307
DipMeans,high_data,5,2,0.001,12,15,0.01,0.449026511505116,0.6186507755238217,1.0676772870289377
