name,prefix,seed,dim,n_clusters,reconstruction_loss_weight,embedding_size,ari,nmi,sum
DipEncoder,high_data,3,2,10,,2,0.5130097409782665,0.6482777600013069,1.1612875009795733
DipEncoder,high_data,3,2,10,10,2,0.3989276237721092,0.6152430754862405,1.0141706992583497
DipEncoder,high_data,3,2,10,100,2,0.3396995406135829,0.5738154478222396,0.9135149884358225
DipEncoder,high_data,3,2,10,1000,2,0.3981988958759308,0.5739162412572343,0.9721151371331651
DipEncoder,high_data,3,5,10,,2,0.3344353705194577,0.4751825177635534,0.8096178882830112
DipEncoder,high_data,3,5,10,,5,0.3145510159371751,0.4999153084143637,0.8144663243515389
DipEncoder,high_data,3,5,10,10,2,0.2087378455197618,0.37253499838327087,0.5812728439030327
DipEncoder,high_data,3,5,10,10,5,0.41766375017377033,0.5879024163064941,1.0055661664802644
DipEncoder,high_data,3,5,10,100,2,0.330422845372162,0.47944311381664007,0.809865959188802
DipEncoder,high_data,3,5,10,100,5,0.43485451364546834,0.5874073545971751,1.0222618682426434
DipEncoder,high_data,3,5,10,1000,2,0.2853947632058423,0.49279346782981664,0.7781882310356589
DipEncoder,high_data,3,5,10,1000,5,0.37286847302297693,0.54975453716756,0.9226230101905368
DipEncoder,high_data,3,10,10,,2,0.3032070051323864,0.6260126622135699,0.9292196673459563
DipEncoder,high_data,3,10,10,,5,0.6570858054151116,0.7192131620117556,1.3762989674268673
DipEncoder,high_data,3,10,10,,10,0.6849585528359868,0.8211732152155746,1.5061317680515613
DipEncoder,high_data,3,10,10,10,2,0.37593261138028056,0.642757282924358,1.0186898943046385
DipEncoder,high_data,3,10,10,10,5,0.5098849226839689,0.6668369176872762,1.1767218403712452
DipEncoder,high_data,3,10,10,10,10,0.7484137456882515,0.85678995234975,1.6052036980380016
DipEncoder,high_data,3,10,10,100,2,0.4163577789778553,0.6772587972167745,1.0936165761946297
DipEncoder,high_data,3,10,10,100,5,0.5099081767723459,0.6934629217873742,1.2033710985597201
DipEncoder,high_data,3,10,10,100,10,0.7338613056753776,0.8349898651750083,1.5688511708503858
DipEncoder,high_data,3,10,10,1000,2,0.3797620121052805,0.633121218589767,1.0128832306950475
DipEncoder,high_data,3,10,10,1000,5,0.49999885497584434,0.6681789474559034,1.1681778024317477
DipEncoder,high_data,3,10,10,1000,10,0.7275332509032071,0.8233334507804151,1.5508667016836222
DipEncoder,high_data,3,50,10,,2,0.6847485710218173,0.7987385324588382,1.4834871034806554
DipEncoder,high_data,3,50,10,,5,0.491216105961316,0.6838747134343532,1.1750908193956693
DipEncoder,high_data,3,50,10,,10,0.4747542613164643,0.668011666350644,1.1427659276671083
DipEncoder,high_data,3,50,10,10,2,0.7072243359138125,0.7877074115444838,1.4949317474582964
DipEncoder,high_data,3,50,10,10,5,0.33174179223239886,0.5569842047251817,0.8887259969575806
DipEncoder,high_data,3,50,10,10,10,0.47457740734198467,0.6670351897063181,1.1416125970483029
DipEncoder,high_data,3,50,10,100,2,0.6557799892468178,0.8036033287344471,1.4593833179812647
DipEncoder,high_data,3,50,10,100,5,0.536144398904115,0.7269356296463919,1.2630800285505068
DipEncoder,high_data,3,50,10,100,10,0.48797015044898023,0.6797797865856259,1.167749937034606
DipEncoder,high_data,3,50,10,1000,2,0.6348429772568411,0.7823974325626315,1.4172404098194726
DipEncoder,high_data,3,50,10,1000,5,0.5367095133485562,0.7282505900942147,1.2649601034427709
DipEncoder,high_data,3,50,10,1000,10,0.48773107689140033,0.6793574812540714,1.1670885581454717
DipEncoder,high_data,3,100,10,,2,0.5941672032904775,0.8021831132878572,1.3963503165783346
DipEncoder,high_data,3,100,10,,5,0.4794364468972387,0.6939532598541753,1.173389706751414
DipEncoder,high_data,3,100,10,,10,0.3058051698564129,0.5512654013916172,0.85707057124803
DipEncoder,high_data,3,100,10,10,2,0.8886564759910957,0.9153157598023377,1.8039722357934334
DipEncoder,high_data,3,100,10,10,5,0.47821127170626854,0.6912509042826439,1.1694621759889126
DipEncoder,high_data,3,100,10,10,10,0.3081853318879184,0.5572171424822364,0.8654024743701548
DipEncoder,high_data,3,100,10,100,2,0.715061318223101,0.8220122373492349,1.537073555572336
DipEncoder,high_data,3,100,10,100,5,0.47957097630614287,0.6868093426666476,1.1663803189727906
DipEncoder,high_data,3,100,10,100,10,0.30761299897128674,0.5556903929713356,0.8633033919426223
DipEncoder,high_data,3,100,10,1000,2,0.6278430184918139,0.7656252001981627,1.3934682186899767
DipEncoder,high_data,3,100,10,1000,5,0.47792866427478997,0.6911289532875515,1.1690576175623415
DipEncoder,high_data,3,100,10,1000,10,0.30735310169693014,0.5550709683802253,0.8624240700771555
