name,prefix,seed,dim,n_clusters,epsilon,ari,nmi,sum
SpectACl,high_data,5,2,10,0.001,-0.006624716653712599,0.02818843447079287,0.021563717817080268
SpectACl,high_data,5,2,10,0.002,-0.016082045638327217,0.07037888920573171,0.054296843567404496
SpectACl,high_data,5,2,10,0.003,-0.02443827773583317,0.11864884674496984,0.09421056900913667
SpectACl,high_data,5,2,10,0.004,-0.030056550567790587,0.1577494177094278,0.12769286714163722
SpectACl,high_data,5,2,10,0.005,-0.031069115034316048,0.21022765626088347,0.1791585412265674
SpectACl,high_data,5,2,10,0.006,-0.02927066691748678,0.24118908232636335,0.21191841540887657
SpectACl,high_data,5,2,10,0.007,-0.011731804395417208,0.31904967912119836,0.30731787472578115
SpectACl,high_data,5,2,10,0.008,0.012409667835123405,0.36286058863199433,0.37527025646711776
SpectACl,high_data,5,2,10,0.009,0.03237543442994943,0.40582359974430093,0.4381990341742504
SpectACl,high_data,5,2,10,0.01,0.052020574735241736,0.43168381770628145,0.4837043924415232
SpectACl,high_data,5,2,10,0.02,0.19058748482785717,0.6087182025669148,0.7993056873947719
SpectACl,high_data,5,2,10,0.03,0.3451681611989126,0.6542827219198853,0.9994508831187979
SpectACl,high_data,5,2,10,0.04,0.4507879266523438,0.6759012550431058,1.1266891816954496
SpectACl,high_data,5,2,10,0.05,0.5486341998947126,0.6912872171586357,1.2399214170533484
SpectACl,high_data,5,2,10,0.06,0.5081166016797843,0.6720571376187753,1.1801737392985596
SpectACl,high_data,5,2,10,0.07,0.5787046216559028,0.6905793368688177,1.2692839585247204
SpectACl,high_data,5,2,10,0.08,0.5384917862874203,0.6744494281398322,1.2129412144272527
SpectACl,high_data,5,2,10,0.09,0.5747745797892787,0.6683649583493598,1.2431395381386385
SpectACl,high_data,5,2,10,0.1,0.5128858886057708,0.6162161616484779,1.1291020502542488
SpectACl,high_data,5,2,10,0.12,0.5925721852754294,0.6453331925678563,1.2379053778432856
SpectACl,high_data,5,2,10,0.15,0.48003298854236554,0.5871249785139637,1.0671579670563291
SpectACl,high_data,5,2,10,0.2,0.3132467668640148,0.5029282179706868,0.8161749848347015
SpectACl,high_data,5,2,10,0.25,0.3409898244256979,0.48845121903917105,0.8294410434648689
SpectACl,high_data,5,2,10,0.3,0.3708758795510497,0.5145241550970215,0.8854000346480713
SpectACl,high_data,5,2,10,0.4,0.4577745810887616,0.5594570764836378,1.0172316575723994
SpectACl,high_data,5,2,10,0.5,0.5050261552108636,0.540447638737963,1.0454737939488266
SpectACl,high_data,5,5,10,0.001,-0.0015094282736814691,0.005332818683313302,0.003823390409631833
SpectACl,high_data,5,5,10,0.002,-0.005022259672608551,0.014186329074641173,0.009164069402032623
SpectACl,high_data,5,5,10,0.003,-0.006592024572178702,0.032031112752719484,0.025439088180540782
SpectACl,high_data,5,5,10,0.004,-0.004689995388784771,0.046020555902659625,0.041330560513874855
SpectACl,high_data,5,5,10,0.005,-0.0069346603009988045,0.0595398753957542,0.052605215094755395
SpectACl,high_data,5,5,10,0.006,-0.014087295362705877,0.10784235174701018,0.0937550563843043
SpectACl,high_data,5,5,10,0.007,-0.00483548511761559,0.18679660921956917,0.1819611241019536
SpectACl,high_data,5,5,10,0.008,-0.010184918387245006,0.20658795901103436,0.19640304062378935
SpectACl,high_data,5,5,10,0.009,-0.0011432361270498675,0.2680182821094379,0.26687504598238804
SpectACl,high_data,5,5,10,0.01,0.008198178642416298,0.29917250806136797,0.30737068670378426
SpectACl,high_data,5,5,10,0.02,0.09597435276297729,0.5133064619821178,0.6092808147450951
SpectACl,high_data,5,5,10,0.03,0.29352389761326936,0.6482560989900161,0.9417799966032855
SpectACl,high_data,5,5,10,0.04,0.5575393647305761,0.7956866423895073,1.3532260071200835
SpectACl,high_data,5,5,10,0.05,0.5535801857214676,0.7729622012057193,1.326542386927187
SpectACl,high_data,5,5,10,0.06,0.4996444724920432,0.709766436963744,1.2094109094557872
SpectACl,high_data,5,5,10,0.07,0.4192033805337377,0.6321462864014695,1.0513496669352071
SpectACl,high_data,5,5,10,0.08,0.4917273473586039,0.6398295138201584,1.1315568611787623
SpectACl,high_data,5,5,10,0.09,0.5108702627688751,0.6655484260150195,1.1764186887838948
SpectACl,high_data,5,5,10,0.1,0.45700498650687943,0.6287871258655682,1.0857921123724477
SpectACl,high_data,5,5,10,0.12,0.4177165311474087,0.6126311837240364,1.030347714871445
SpectACl,high_data,5,5,10,0.15,0.37381920622900866,0.5612829643570721,0.9351021705860808
SpectACl,high_data,5,5,10,0.2,0.37182971950874255,0.5455288570183138,0.9173585765270563
SpectACl,high_data,5,5,10,0.25,0.37818210416428105,0.5415782403668971,0.9197603445311782
SpectACl,high_data,5,5,10,0.3,0.27707231197499743,0.458105207836399,0.7351775198113965
SpectACl,high_data,5,5,10,0.4,0.2663718272936516,0.4591776656384135,0.7255494929320652
SpectACl,high_data,5,5,10,0.5,0.3077098894212952,0.5067681444702684,0.8144780338915636
SpectACl,high_data,5,10,10,0.001,0.0,0.0,0.0
SpectACl,high_data,5,10,10,0.002,0.0,0.0,0.0
SpectACl,high_data,5,10,10,0.003,0.0,0.0,0.0
SpectACl,high_data,5,10,10,0.004,-0.00014046144604393818,0.0044852905584819676,0.004344829112438029
SpectACl,high_data,5,10,10,0.005,-0.0005993190018390379,0.011810128995919688,0.01121080999408065
SpectACl,high_data,5,10,10,0.006,-0.005050394988743452,0.04102997210720118,0.03597957711845773
SpectACl,high_data,5,10,10,0.007,-0.004482265470968762,0.04101945141925092,0.036537185948282154
SpectACl,high_data,5,10,10,0.008,-0.0041553231413578775,0.041534067579273415,0.037378744437915536
SpectACl,high_data,5,10,10,0.009,-0.007943684539680832,0.06755003777856337,0.05960635323888254
SpectACl,high_data,5,10,10,0.01,-0.010466781458376024,0.08860702313948297,0.07814024168110695
SpectACl,high_data,5,10,10,0.02,0.04977545158298178,0.4361658554773274,0.4859413070603092
SpectACl,high_data,5,10,10,0.03,0.1621075870274217,0.590861445497724,0.7529690325251457
SpectACl,high_data,5,10,10,0.04,0.21576351877046993,0.6418891374377268,0.8576526562081968
SpectACl,high_data,5,10,10,0.05,0.4738899795246329,0.795848489159751,1.269738468684384
SpectACl,high_data,5,10,10,0.06,0.512351661370154,0.7947996615270625,1.3071513228972165
SpectACl,high_data,5,10,10,0.07,0.515941001662713,0.7957590577649557,1.3117000594276687
SpectACl,high_data,5,10,10,0.08,0.5132810401011005,0.7888185388036936,1.302099578904794
SpectACl,high_data,5,10,10,0.09,0.7001050562281578,0.8719776501092092,1.572082706337367
SpectACl,high_data,5,10,10,0.1,0.7207549957007227,0.8777829131733316,1.5985379088740541
SpectACl,high_data,5,10,10,0.12,0.6722731549430456,0.8409636349570325,1.5132367899000783
SpectACl,high_data,5,10,10,0.15,0.6690783023152678,0.8240889648522953,1.493167267167563
SpectACl,high_data,5,10,10,0.2,0.6705212539735946,0.7886245966596441,1.4591458506332389
SpectACl,high_data,5,10,10,0.25,0.662136066707729,0.7870793127760138,1.4492153794837428
SpectACl,high_data,5,10,10,0.3,0.42973859091487715,0.6554981221410562,1.0852367130559333
SpectACl,high_data,5,10,10,0.4,0.49959329876889,0.6322830146677583,1.1318763134366483
SpectACl,high_data,5,10,10,0.5,0.5384972997672649,0.7114068133834336,1.2499041131506985
SpectACl,high_data,5,50,10,0.001,0.0,0.0,0.0
SpectACl,high_data,5,50,10,0.002,0.0,0.0,0.0
SpectACl,high_data,5,50,10,0.003,0.0,0.0,0.0
SpectACl,high_data,5,50,10,0.004,0.0,0.0,0.0
SpectACl,high_data,5,50,10,0.005,0.0,0.0,0.0
SpectACl,high_data,5,50,10,0.006,0.0,0.0,0.0
SpectACl,high_data,5,50,10,0.007,0.0,0.0,0.0
SpectACl,high_data,5,50,10,0.008,0.0,0.0,0.0
SpectACl,high_data,5,50,10,0.009,0.0012945087125885908,0.012658045249068325,0.013952553961656915
SpectACl,high_data,5,50,10,0.01,0.0017731619825684004,0.018517180344622942,0.020290342327191343
SpectACl,high_data,5,50,10,0.02,-0.013758615765349475,0.10891900666368354,0.09516039089833406
SpectACl,high_data,5,50,10,0.03,0.07473671907933321,0.484983708925375,0.5597204280047082
SpectACl,high_data,5,50,10,0.04,0.09157287989901741,0.5125858578114407,0.6041587377104581
SpectACl,high_data,5,50,10,0.05,0.16245357501335658,0.5932398753708572,0.7556934503842138
SpectACl,high_data,5,50,10,0.06,0.27871912045636976,0.6817096715474116,0.9604287920037813
SpectACl,high_data,5,50,10,0.07,0.27936042107010967,0.6715721627739238,0.9509325838440335
SpectACl,high_data,5,50,10,0.08,0.3615074776615545,0.7256313341762105,1.087138811837765
SpectACl,high_data,5,50,10,0.09,0.5594979547976551,0.8301294442439611,1.3896273990416161
SpectACl,high_data,5,50,10,0.1,0.5876025870653799,0.8385663857184185,1.4261689727837985
SpectACl,high_data,5,50,10,0.12,0.6783730448846298,0.871811316968762,1.550184361853392
SpectACl,high_data,5,50,10,0.15,0.6643086887919597,0.8473392066485809,1.5116478954405406
SpectACl,high_data,5,50,10,0.2,0.7648252610564827,0.8515099750424652,1.6163352360989478
SpectACl,high_data,5,50,10,0.25,0.6730447078732239,0.7846670378406273,1.4577117457138513
SpectACl,high_data,5,50,10,0.3,0.7286134220715513,0.8185377012130229,1.5471511232845743
SpectACl,high_data,5,50,10,0.4,0.6763839154972081,0.7545166820749741,1.4309005975721822
SpectACl,high_data,5,50,10,0.5,0.6518198099686695,0.7862915314100858,1.4381113413787552
SpectACl,high_data,5,100,10,0.001,0.0,0.0,0.0
SpectACl,high_data,5,100,10,0.002,0.0,0.0,0.0
SpectACl,high_data,5,100,10,0.003,0.0,0.0,0.0
SpectACl,high_data,5,100,10,0.004,0.0,0.0,0.0
SpectACl,high_data,5,100,10,0.005,0.0,0.0,0.0
SpectACl,high_data,5,100,10,0.006,0.0,0.0,0.0
SpectACl,high_data,5,100,10,0.007,0.0,0.0,0.0
SpectACl,high_data,5,100,10,0.008,0.0,0.0,0.0
SpectACl,high_data,5,100,10,0.009,0.0017730012516066714,0.01851630189092675,0.020289303142533424
SpectACl,high_data,5,100,10,0.01,0.0017731619825684004,0.01851718034462294,0.02029034232719134
SpectACl,high_data,5,100,10,0.02,-0.019859723177346446,0.10132121885879115,0.0814614956814447
SpectACl,high_data,5,100,10,0.03,0.07751913909179525,0.48423289798956487,0.5617520370813601
SpectACl,high_data,5,100,10,0.04,0.13664106944470555,0.5513639168256258,0.6880049862703314
SpectACl,high_data,5,100,10,0.05,0.24023196448321663,0.6409808280023098,0.8812127924855264
SpectACl,high_data,5,100,10,0.06,0.32310934110990375,0.6864141708794526,1.0095235119893564
SpectACl,high_data,5,100,10,0.07,0.5609473477601473,0.8127506998172574,1.3736980475774048
SpectACl,high_data,5,100,10,0.08,0.6215406850522331,0.847143402900163,1.4686840879523961
SpectACl,high_data,5,100,10,0.09,0.6135121894251929,0.8530307777487085,1.4665429671739014
SpectACl,high_data,5,100,10,0.1,0.6553051020380836,0.8670767530942574,1.522381855132341
SpectACl,high_data,5,100,10,0.12,0.7210696351319014,0.8916487166910819,1.6127183518229833
SpectACl,high_data,5,100,10,0.15,0.7820412006127975,0.9079260740550663,1.6899672746678638
SpectACl,high_data,5,100,10,0.2,0.8876668578480379,0.9394114858284518,1.8270783436764897
SpectACl,high_data,5,100,10,0.25,0.5968198060805754,0.8055861022492632,1.4024059083298386
SpectACl,high_data,5,100,10,0.3,0.5085688607622129,0.7234879541097106,1.2320568148719233
SpectACl,high_data,5,100,10,0.4,0.5926511925812485,0.7676643944144905,1.360315586995739
SpectACl,high_data,5,100,10,0.5,0.4473084123800159,0.6891321317360097,1.1364405441160257
