name,prefix,seed,dim,significance,n_clusters_init,max_n_clusters,split_viewers_threshold,ari,nmi,sum
DipMeans,high_data,1,2,0.001,2,10,0.01,0.47463113118275313,0.6024065646368322,1.0770376958195853
DipMeans,high_data,1,2,0.001,2,12,0.01,0.5394600851499756,0.6429260605645403,1.1823861457145157
DipMeans,high_data,1,2,0.001,2,15,0.01,0.49169428175739965,0.6363109237427957,1.1280052055001955
DipMeans,high_data,1,2,0.001,2,20,0.01,0.47439864335262877,0.6464597868528376,1.1208584302054663
DipMeans,high_data,1,2,0.001,2,25,0.01,0.42828066979353313,0.6577932565795527,1.0860739263730859
DipMeans,high_data,1,2,0.001,2,30,0.01,0.41493228985902103,0.6606770892018968,1.0756093790609178
DipMeans,high_data,1,2,0.001,5,10,0.01,0.4777022101034714,0.603372809669407,1.0810750197728785
DipMeans,high_data,1,2,0.001,5,12,0.01,0.5407942717297687,0.6442660300664377,1.1850603017962063
DipMeans,high_data,1,2,0.001,5,15,0.01,0.49169428175739965,0.6363109237427957,1.1280052055001955
DipMeans,high_data,1,2,0.001,5,20,0.01,0.47438543824684876,0.6464420296276929,1.1208274678745416
DipMeans,high_data,1,2,0.001,5,25,0.01,0.46480506762520374,0.6605412961788032,1.1253463638040069
DipMeans,high_data,1,2,0.001,5,30,0.01,0.4021473370564372,0.6382466538742956,1.0403939909307327
DipMeans,high_data,1,2,0.001,7,10,0.01,0.4978187010012564,0.6106993427622738,1.1085180437635302
DipMeans,high_data,1,2,0.001,7,12,0.01,0.45419918873172854,0.602845901667913,1.0570450903996416
DipMeans,high_data,1,2,0.001,7,15,0.01,0.4407765466939004,0.6121678404940035,1.0529443871879038
DipMeans,high_data,1,2,0.001,7,20,0.01,0.4317512902386893,0.6368984627971438,1.068649753035833
DipMeans,high_data,1,2,0.001,7,25,0.01,0.4194237558783365,0.6570013526391345,1.076425108517471
DipMeans,high_data,1,2,0.001,7,30,0.01,0.3997824619844142,0.6669757124835246,1.0667581744679389
DipMeans,high_data,1,2,0.001,10,12,0.01,0.5214868378729192,0.6364067886939643,1.1578936265668833
DipMeans,high_data,1,2,0.001,10,15,0.01,0.4486690210347087,0.6185315327876835,1.067200553822392
DipMeans,high_data,1,2,0.001,10,20,0.01,0.47438543824684876,0.646442029627693,1.1208274678745418
DipMeans,high_data,1,2,0.001,10,25,0.01,0.4135716391580921,0.6385605912069537,1.0521322303650458
DipMeans,high_data,1,2,0.001,10,30,0.01,0.40783117812362524,0.6567205564872701,1.0645517346108955
DipMeans,high_data,1,2,0.001,12,15,0.01,0.4497387538534713,0.6170214263203122,1.0667601801737834
DipMeans,high_data,1,2,0.001,12,20,0.01,0.4557953979774215,0.6581876914818836,1.113983089459305
DipMeans,high_data,1,2,0.001,12,25,0.01,0.4196472217224718,0.6570617911347624,1.076709012857234
DipMeans,high_data,1,2,0.001,12,30,0.01,0.39336472493176894,0.6644651001791507,1.0578298251109197
DipMeans,high_data,1,2,0.001,15,20,0.01,0.4557953979774215,0.6581876914818835,1.113983089459305
DipMeans,high_data,1,2,0.001,15,25,0.01,0.41974943530870806,0.6572949199679998,1.077044355276708
DipMeans,high_data,1,2,0.001,15,30,0.01,0.38453417003566476,0.6517018863102922,1.036236056345957
DipMeans,high_data,1,2,0.001,2,10,0.02,0.5210468444185834,0.6364354073699741,1.1574822517885575
DipMeans,high_data,1,2,0.001,2,12,0.02,0.4591013896051389,0.6134800363806464,1.0725814259857853
DipMeans,high_data,1,2,0.001,2,15,0.02,0.49179057164604323,0.6363219903157505,1.1281125619617938
DipMeans,high_data,1,2,0.001,2,20,0.02,0.4377942146316443,0.6448243911642614,1.0826186057959057
DipMeans,high_data,1,2,0.001,2,25,0.02,0.42512085833386404,0.6569599344179763,1.0820807927518403
DipMeans,high_data,1,2,0.001,2,30,0.02,0.403559103327732,0.6609593478082473,1.0645184511359793
