name,prefix,seed,dim,n_clusters ,alpha,embedding_size,ari,nmi,sum
DEC,high_data,7,2,10,0.1,2,0.36570591031368804,0.5237690918157888,0.8894750021294768
DEC,high_data,7,2,10,0.2,2,0.39205928255252587,0.5307590989456948,0.9228183814982207
DEC,high_data,7,2,10,0.3,2,0.3858564761291197,0.52722467933379,0.9130811554629097
DEC,high_data,7,2,10,0.4,2,0.3925942941363092,0.5296068950874536,0.9222011892237628
DEC,high_data,7,2,10,0.5,2,0.4067524046602859,0.5318468989283279,0.9385993035886138
DEC,high_data,7,2,10,0.6,2,0.4144098522446833,0.5294423272316179,0.9438521794763012
DEC,high_data,7,2,10,0.7,2,0.4016243430942,0.5283526314675866,0.9299769745617865
DEC,high_data,7,2,10,0.8,2,0.3491282501979062,0.5059910806445745,0.8551193308424807
DEC,high_data,7,2,10,0.9,2,0.39001929158070814,0.5280137325257054,0.9180330241064135
DEC,high_data,7,2,10,1,2,0.42474314004160085,0.5349329826164371,0.9596761226580379
DEC,high_data,7,5,10,0.1,2,0.4123161301197816,0.5390972656850174,0.951413395804799
DEC,high_data,7,5,10,0.1,5,0.41830785885419125,0.6190804678043953,1.0373883266585866
DEC,high_data,7,5,10,0.2,2,0.3553901522674276,0.5387936894910329,0.8941838417584604
DEC,high_data,7,5,10,0.2,5,0.28001941017163384,0.5350057829699395,0.8150251931415733
DEC,high_data,7,5,10,0.3,2,0.34901491325126827,0.5393607981230214,0.8883757113742896
DEC,high_data,7,5,10,0.3,5,0.5116784543871279,0.6566482516770753,1.168326706064203
DEC,high_data,7,5,10,0.4,2,0.4083536329197589,0.5908959372801068,0.9992495701998657
DEC,high_data,7,5,10,0.4,5,0.4854065610513525,0.6482274638647787,1.1336340249161312
DEC,high_data,7,5,10,0.5,2,0.36318787414313264,0.5690420499385985,0.9322299240817311
DEC,high_data,7,5,10,0.5,5,0.4395866561692504,0.6088716442621939,1.0484583004314443
DEC,high_data,7,5,10,0.6,2,0.29508052172267857,0.512634438129843,0.8077149598525215
DEC,high_data,7,5,10,0.6,5,0.44070324140626804,0.6080493258276575,1.0487525672339255
DEC,high_data,7,5,10,0.7,2,0.29468591740138833,0.5132389699932584,0.8079248873946467
DEC,high_data,7,5,10,0.7,5,0.4432654166017376,0.6081477047078193,1.051413121309557
DEC,high_data,7,5,10,0.8,2,0.33968037941346124,0.5490289126599163,0.8887092920733775
DEC,high_data,7,5,10,0.8,5,0.44004047461141155,0.6108661995126619,1.0509066741240733
DEC,high_data,7,5,10,0.9,2,0.33728197872819005,0.5471482364141367,0.8844302151423267
DEC,high_data,7,5,10,0.9,5,0.39517456737481965,0.5689885093713284,0.964163076746148
DEC,high_data,7,5,10,1,2,0.34217476751587095,0.5510738238947548,0.8932485914106257
DEC,high_data,7,5,10,1,5,0.39586428452800754,0.5689200526058795,0.9647843371338871
DEC,high_data,7,10,10,0.1,2,0.7058780427271313,0.793093310700064,1.4989713534271951
DEC,high_data,7,10,10,0.1,5,0.6255590809477191,0.7746387154775941,1.4001977964253132
DEC,high_data,7,10,10,0.1,10,0.7741591603482063,0.8723257378649618,1.6464848982131681
DEC,high_data,7,10,10,0.2,2,0.5569879365281043,0.6802042413386817,1.237192177866786
DEC,high_data,7,10,10,0.2,5,0.5165226334890899,0.7354514994625165,1.2519741329516063
DEC,high_data,7,10,10,0.2,10,0.6735939495745396,0.821899873060819,1.4954938226353587
DEC,high_data,7,10,10,0.3,2,0.451939622977104,0.6243138876998843,1.0762535106769882
DEC,high_data,7,10,10,0.3,5,0.43273031435270803,0.6462443566449666,1.0789746709976746
DEC,high_data,7,10,10,0.3,10,0.6689810824677235,0.8084801467978024,1.477461229265526
DEC,high_data,7,10,10,0.4,2,0.4269429792347051,0.6024132296708175,1.0293562089055226
DEC,high_data,7,10,10,0.4,5,0.4630339082131375,0.6510694693812911,1.1141033775944287
DEC,high_data,7,10,10,0.4,10,0.6691444474154293,0.8090545676941479,1.4781990151095772
DEC,high_data,7,10,10,0.5,2,0.4263000771603605,0.6045541906729701,1.0308542678333306
DEC,high_data,7,10,10,0.5,5,0.49283382143237026,0.6790682779733539,1.171902099405724
DEC,high_data,7,10,10,0.5,10,0.6740346801087731,0.8122868652242984,1.4863215453330714
DEC,high_data,7,10,10,0.6,2,0.42789200927306614,0.607887340947719,1.035779350220785
DEC,high_data,7,10,10,0.6,5,0.4993060046762674,0.6852038757021937,1.184509880378461
DEC,high_data,7,10,10,0.6,10,0.5160897391947984,0.6882764497099461,1.2043661889047446
DEC,high_data,7,10,10,0.7,2,0.4290856409948022,0.6086851232128462,1.0377707642076484
DEC,high_data,7,10,10,0.7,5,0.5848042617428042,0.7010769059549283,1.2858811676977324
DEC,high_data,7,10,10,0.7,10,0.4893305574514973,0.6728217858094239,1.162152343260921
DEC,high_data,7,10,10,0.8,2,0.4290198403876392,0.607978171958034,1.0369980123456732
DEC,high_data,7,10,10,0.8,5,0.5730224153863447,0.7040097986766368,1.2770322140629815
DEC,high_data,7,10,10,0.8,10,0.4705519881105883,0.6677009127126835,1.1382529008232718
DEC,high_data,7,10,10,0.9,2,0.4267342304426387,0.6028171618938003,1.029551392336439
DEC,high_data,7,10,10,0.9,5,0.5491617765195546,0.6901309332774485,1.239292709797003
DEC,high_data,7,10,10,0.9,10,0.46664606166390565,0.6654661554582348,1.1321122171221405
DEC,high_data,7,10,10,1,2,0.4258072328724153,0.6017567690570532,1.0275640019294685
DEC,high_data,7,10,10,1,5,0.5620671022973144,0.6999295854619875,1.2619966877593018
DEC,high_data,7,10,10,1,10,0.5023447957186039,0.6774739564475346,1.1798187521661385
DEC,high_data,7,50,10,0.1,2,0.6393328173875481,0.7746987662610033,1.4140315836485513
DEC,high_data,7,50,10,0.1,5,0.607595598145307,0.7721694120918711,1.3797650102371781
DEC,high_data,7,50,10,0.1,10,0.6202529150285094,0.7859616554392722,1.4062145704677818
DEC,high_data,7,50,10,0.2,2,0.5531436241834111,0.7572855413589149,1.3104291655423261
DEC,high_data,7,50,10,0.2,5,0.45607113918353287,0.6848011813501477,1.1408723205336806
DEC,high_data,7,50,10,0.2,10,0.6481219445834043,0.8089424991490868,1.457064443732491
DEC,high_data,7,50,10,0.3,2,0.49110560573941076,0.6874991883093422,1.178604794048753
DEC,high_data,7,50,10,0.3,5,0.5092116693251797,0.6900687109036601,1.1992803802288399
DEC,high_data,7,50,10,0.3,10,0.6486142586571871,0.8086840596670919,1.4572983183242791
DEC,high_data,7,50,10,0.4,2,0.47717528131371906,0.6803279616673736,1.1575032429810928
DEC,high_data,7,50,10,0.4,5,0.4940236122960505,0.678303208086905,1.1723268203829555
DEC,high_data,7,50,10,0.4,10,0.5482001756558846,0.7407798220288562,1.288979997684741
DEC,high_data,7,50,10,0.5,2,0.4938650273950857,0.7213381767478851,1.2152032041429708
DEC,high_data,7,50,10,0.5,5,0.5028010428848554,0.6882243534718419,1.1910253963566972
DEC,high_data,7,50,10,0.5,10,0.7032116514466141,0.8105659254654789,1.513777576912093
DEC,high_data,7,50,10,0.6,2,0.43341977354751826,0.6604741845720686,1.0938939581195868
DEC,high_data,7,50,10,0.6,5,0.4690262256153107,0.7112439139753504,1.180270139590661
DEC,high_data,7,50,10,0.6,10,0.690107529949714,0.793861283049807,1.483968812999521
DEC,high_data,7,50,10,0.7,2,0.42226215553938,0.6498876185446696,1.0721497740840495
