name,prefix,seed,dim,n_clusters ,cluster_loss_weight,alpha,embedding_size,ari,nmi,sum
IDEC,high_data,9,2,10,1,0.1,2,0.38184656789748633,0.5271830700874258,0.9090296379849121
IDEC,high_data,9,2,10,1,0.2,2,0.31810173855642143,0.4725166319679007,0.7906183705243222
IDEC,high_data,9,2,10,1,0.3,2,0.3566545055015453,0.4950732437599439,0.8517277492614892
IDEC,high_data,9,2,10,1,0.4,2,0.30258872133680814,0.472777745069861,0.7753664664066691
IDEC,high_data,9,2,10,1,0.5,2,0.3104384451966197,0.47172421231949324,0.7821626575161129
IDEC,high_data,9,2,10,1,0.6,2,0.2753463120838697,0.4496397560219223,0.724986068105792
IDEC,high_data,9,2,10,1,0.7,2,0.27941605580793855,0.45156722333495547,0.7309832791428941
IDEC,high_data,9,2,10,1,0.8,2,0.27691775435117394,0.4513346833740067,0.7282524377251807
IDEC,high_data,9,2,10,1,0.9,2,0.28112056066531804,0.45503828307360805,0.7361588437389261
IDEC,high_data,9,2,10,1,1,2,0.27258445130908787,0.4515321319106908,0.7241165832197787
IDEC,high_data,9,2,10,0.1,0.1,2,0.37650866479907275,0.5254735642507791,0.9019822290498518
IDEC,high_data,9,2,10,0.1,0.2,2,0.3402982221353191,0.48521549354230564,0.8255137156776247
IDEC,high_data,9,2,10,0.1,0.3,2,0.32914638073699165,0.4801268125828379,0.8092731933198296
IDEC,high_data,9,2,10,0.1,0.4,2,0.32912768384829405,0.4793968845561123,0.8085245684044063
IDEC,high_data,9,2,10,0.1,0.5,2,0.32615526662417144,0.47973847945980935,0.8058937460839808
IDEC,high_data,9,2,10,0.1,0.6,2,0.3223489311892848,0.48103531649434367,0.8033842476836285
IDEC,high_data,9,2,10,0.1,0.7,2,0.2868707166101552,0.4611736371591222,0.7480443537692774
IDEC,high_data,9,2,10,0.1,0.8,2,0.29092058738786164,0.4594147121189375,0.7503352995067991
IDEC,high_data,9,2,10,0.1,0.9,2,0.29520362178607545,0.4746149453862401,0.7698185671723156
IDEC,high_data,9,2,10,0.1,1,2,0.2788986334598737,0.44994445457397936,0.728843088033853
IDEC,high_data,9,2,10,0.01,0.1,2,0.38274732255136756,0.5218498037421839,0.9045971262935515
IDEC,high_data,9,2,10,0.01,0.2,2,0.3490406644581437,0.49357026887853184,0.8426109333366756
IDEC,high_data,9,2,10,0.01,0.3,2,0.4093943379528435,0.5414490542697794,0.9508433922226229
IDEC,high_data,9,2,10,0.01,0.4,2,0.3497081465295379,0.4864566613869638,0.8361648079165017
IDEC,high_data,9,2,10,0.01,0.5,2,0.37269885232379774,0.49392461242044733,0.866623464744245
IDEC,high_data,9,2,10,0.01,0.6,2,0.31246632450546535,0.45497400458098397,0.7674403290864493
IDEC,high_data,9,2,10,0.01,0.7,2,0.30169229558992455,0.47763784808887083,0.7793301436787954
IDEC,high_data,9,2,10,0.01,0.8,2,0.3540430235149884,0.5251419263610367,0.8791849498760251
IDEC,high_data,9,2,10,0.01,0.9,2,0.3747251348982405,0.5366340390062784,0.9113591739045188
IDEC,high_data,9,2,10,0.01,1,2,0.3762328510034759,0.5366894867453537,0.9129223377488296
IDEC,high_data,9,5,10,1,0.1,2,0.31057385800202375,0.5172194546103271,0.8277933126123509
IDEC,high_data,9,5,10,1,0.1,5,0.39699592655912264,0.5830044012063718,0.9800003277654944
IDEC,high_data,9,5,10,1,0.2,2,0.3429507772931516,0.49494225600082176,0.8378930332939734
IDEC,high_data,9,5,10,1,0.2,5,0.3712034645051121,0.5931025011564822,0.9643059656615943
IDEC,high_data,9,5,10,1,0.3,2,0.33262984504835097,0.47187687307306514,0.804506718121416
IDEC,high_data,9,5,10,1,0.3,5,0.3960168891846951,0.5790573754746995,0.9750742646593946
IDEC,high_data,9,5,10,1,0.4,2,0.32976312674783986,0.47221446688926494,0.8019775936371047
IDEC,high_data,9,5,10,1,0.4,5,0.491540884630693,0.6064013098323237,1.0979421944630166
IDEC,high_data,9,5,10,1,0.5,2,0.433554867258102,0.563795087507663,0.997349954765765
IDEC,high_data,9,5,10,1,0.5,5,0.4320851927427741,0.5654111425774948,0.9974963353202689
IDEC,high_data,9,5,10,1,0.6,2,0.4349011761054162,0.5615043038675975,0.9964054799730138
IDEC,high_data,9,5,10,1,0.6,5,0.43311377783493205,0.5662430754509808,0.999356853285913
IDEC,high_data,9,5,10,1,0.7,2,0.43417623645444087,0.5608481134494979,0.9950243499039388
IDEC,high_data,9,5,10,1,0.7,5,0.4302765868530634,0.566996023280723,0.9972726101337863
IDEC,high_data,9,5,10,1,0.8,2,0.43452755759778827,0.5622514159838169,0.9967789735816052
IDEC,high_data,9,5,10,1,0.8,5,0.4351735458365885,0.5798261186327119,1.0149996644693005
IDEC,high_data,9,5,10,1,0.9,2,0.41052684526383637,0.5420100537540739,0.9525368990179102
IDEC,high_data,9,5,10,1,0.9,5,0.5018937267423865,0.6336359804823225,1.135529707224709
IDEC,high_data,9,5,10,1,1,2,0.3702735374752443,0.5151464443645275,0.8854199818397718
IDEC,high_data,9,5,10,1,1,5,0.42678338403829935,0.5739620395824971,1.0007454236207964
IDEC,high_data,9,5,10,0.1,0.1,2,0.32946289039618576,0.5151635655370753,0.844626455933261
IDEC,high_data,9,5,10,0.1,0.1,5,0.38489566870020614,0.5649115475671972,0.9498072162674034
IDEC,high_data,9,5,10,0.1,0.2,2,0.3427573417643909,0.526542382263036,0.8692997240274268
IDEC,high_data,9,5,10,0.1,0.2,5,0.3523087080554379,0.5709252175634021,0.92323392561884
