name,prefix,seed,dim,n_clusters,threshold,branching_factor,ari,nmi,sum
Birch,high_data,0,2,10,0.01,2,0.3932833685546665,0.5549178424069398,0.9482012109616063
Birch,high_data,0,2,10,0.01,5,0.3810072650331643,0.5241192296693925,0.9051264947025568
Birch,high_data,0,2,10,0.025,2,0.32046148308122885,0.504968751212448,0.8254302342936768
Birch,high_data,0,2,10,0.025,5,0.38062490660519965,0.5196672815502188,0.9002921881554184
Birch,high_data,0,2,10,0.05,2,0.18984748291460068,0.42803384043450265,0.6178813233491034
Birch,high_data,0,2,10,0.05,5,0.43482899577592815,0.5611580570713084,0.9959870528472365
Birch,high_data,0,2,10,0.075,2,0.237551400097148,0.46690514346467005,0.7044565435618181
Birch,high_data,0,2,10,0.075,5,0.3090093995613076,0.49792250778639396,0.8069319073477015
Birch,high_data,0,2,10,0.1,2,0.20181749029525162,0.443351695448643,0.6451691857438946
Birch,high_data,0,2,10,0.1,5,0.4329900751945149,0.5730176331695043,1.006007708364019
Birch,high_data,0,2,10,0.125,2,0.34430123557396963,0.49850607583077877,0.8428073114047484
Birch,high_data,0,2,10,0.125,5,0.4374232754701119,0.5887364510050864,1.0261597264751983
Birch,high_data,0,2,10,0.15,2,0.2427862072740339,0.4651103635688959,0.7078965708429298
Birch,high_data,0,2,10,0.15,5,0.22126189763365087,0.4339173582866932,0.6551792559203441
Birch,high_data,0,2,10,0.2,2,0.1674845149323479,0.3793393313223945,0.5468238462547423
Birch,high_data,0,2,10,0.2,5,0.19335632843503336,0.42760386930340033,0.6209601977384337
Birch,high_data,0,2,10,0.25,2,0.0,0.0,0.0
Birch,high_data,0,2,10,0.25,5,0.0,0.0,0.0
Birch,high_data,0,2,10,0.3,2,0.0,0.0,0.0
Birch,high_data,0,2,10,0.3,5,0.0,0.0,0.0
Birch,high_data,0,5,10,0.01,2,0.2483995445690203,0.47834643794314796,0.7267459825121683
Birch,high_data,0,5,10,0.01,5,0.13767903233547046,0.40219287080519167,0.5398719031406621
Birch,high_data,0,5,10,0.025,2,0.06551816296340927,0.30957235768892466,0.37509052065233395
Birch,high_data,0,5,10,0.025,5,0.042249343931653145,0.27118535665726007,0.3134347005889132
Birch,high_data,0,5,10,0.05,2,0.06205158331761413,0.3126375597007917,0.37468914301840583
Birch,high_data,0,5,10,0.05,5,0.04429086339692803,0.2871857569273826,0.3314766203243106
Birch,high_data,0,5,10,0.075,2,0.09358858884667808,0.36227144587707727,0.45586003472375536
Birch,high_data,0,5,10,0.075,5,0.056038029599755255,0.30460489116156336,0.3606429207613186
Birch,high_data,0,5,10,0.1,2,0.04114125167060418,0.2736031849497169,0.3147444366203211
Birch,high_data,0,5,10,0.1,5,0.07202419489883252,0.29517614713202794,0.3672003420308605
Birch,high_data,0,5,10,0.125,2,0.24367090443346767,0.43080127895224557,0.6744721833857132
Birch,high_data,0,5,10,0.125,5,0.08334628155107353,0.335978739684874,0.41932502123594756
Birch,high_data,0,5,10,0.15,2,0.07801320979286855,0.32833158973878435,0.4063447995316529
Birch,high_data,0,5,10,0.15,5,0.06877648115566863,0.3082531611523542,0.3770296423080228
Birch,high_data,0,5,10,0.2,2,0.09319133459202242,0.3173971812479318,0.41058851583995426
Birch,high_data,0,5,10,0.2,5,0.13238151620823735,0.38156571765263575,0.513947233860873
Birch,high_data,0,5,10,0.25,2,0.07329290610763742,0.3208801013811323,0.3941730074887697
Birch,high_data,0,5,10,0.25,5,0.08275986217398595,0.3154186795558657,0.3981785417298517
Birch,high_data,0,5,10,0.3,2,0.0,0.0,0.0
Birch,high_data,0,5,10,0.3,5,0.0,0.0,0.0
Birch,high_data,0,10,10,0.01,2,0.6085992821997636,0.7431410518931372,1.3517403340929008
Birch,high_data,0,10,10,0.01,5,0.6085992821997636,0.7431410518931372,1.3517403340929008
Birch,high_data,0,10,10,0.025,2,0.13394412636687997,0.4155015657900229,0.5494456921569029
Birch,high_data,0,10,10,0.025,5,0.1369744304059918,0.4231098480561763,0.5600842784621681
Birch,high_data,0,10,10,0.05,2,0.14071139141104325,0.4214572771676066,0.5621686685786499
Birch,high_data,0,10,10,0.05,5,0.03684034085154273,0.20792376980618155,0.24476411065772427
Birch,high_data,0,10,10,0.075,2,0.1393572066348374,0.41686406146532984,0.5562212681001673
Birch,high_data,0,10,10,0.075,5,0.036919003709440006,0.20764966356521358,0.2445686672746536
Birch,high_data,0,10,10,0.1,2,0.13612453540427016,0.4108975113973336,0.5470220468016038
Birch,high_data,0,10,10,0.1,5,0.047388012704087545,0.23317807497003837,0.28056608767412594
Birch,high_data,0,10,10,0.125,2,0.13503690711301702,0.40822981499361666,0.5432667221066336
Birch,high_data,0,10,10,0.125,5,0.03279129727742214,0.1901433646342152,0.22293466191163733
Birch,high_data,0,10,10,0.15,2,0.1486194677297828,0.3977699761216913,0.546389443851474
Birch,high_data,0,10,10,0.15,5,0.03191334538338983,0.18631997578716497,0.2182333211705548
Birch,high_data,0,10,10,0.2,2,0.1663032033995655,0.44129979317751866,0.6076029965770842
Birch,high_data,0,10,10,0.2,5,0.05203652755310916,0.23668432359405278,0.28872085114716195
Birch,high_data,0,10,10,0.25,2,0.12542689766516785,0.39027326687015784,0.5157001645353256
Birch,high_data,0,10,10,0.25,5,0.12381008774325639,0.37509448288566793,0.49890457062892435
Birch,high_data,0,10,10,0.3,2,0.12936306491013838,0.3952397327599347,0.5246027976700731
Birch,high_data,0,10,10,0.3,5,0.13544196640356265,0.3977961664575492,0.5332381328611119
Birch,high_data,0,50,10,0.01,2,0.6636260262720451,0.7950012100588866,1.4586272363309316
Birch,high_data,0,50,10,0.01,5,0.6636260262720451,0.7950012100588866,1.4586272363309316
Birch,high_data,0,50,10,0.025,2,0.5516605357679969,0.7502941174908039,1.3019546532588007
Birch,high_data,0,50,10,0.025,5,0.5438362958576968,0.7460552199803128,1.2898915158380095
Birch,high_data,0,50,10,0.05,2,0.04297289743523487,0.2392639786140517,0.28223687604928654
Birch,high_data,0,50,10,0.05,5,0.04297289743523487,0.2392639786140517,0.28223687604928654
Birch,high_data,0,50,10,0.075,2,0.03570639850308601,0.2021124926259468,0.23781889112903282
Birch,high_data,0,50,10,0.075,5,0.03570639850308601,0.2021124926259468,0.23781889112903282
Birch,high_data,0,50,10,0.1,2,0.035939528650043545,0.20322630589017424,0.23916583454021778
Birch,high_data,0,50,10,0.1,5,0.03449102425455005,0.1971479700625617,0.23163899431711177
Birch,high_data,0,50,10,0.125,2,0.0388263256535347,0.2166956173558983,0.255521943009433
Birch,high_data,0,50,10,0.125,5,0.029268281177604542,0.1753992419816608,0.20466752315926534
Birch,high_data,0,50,10,0.15,2,0.03381829667310451,0.19426520433837313,0.22808350101147765
Birch,high_data,0,50,10,0.15,5,0.033251714383035945,0.1919447160003064,0.22519643038334236
Birch,high_data,0,50,10,0.2,2,0.03124334519430729,0.18356075586610368,0.21480410106041098
Birch,high_data,0,50,10,0.2,5,0.03113231409878803,0.18303008228763282,0.21416239638642084
Birch,high_data,0,50,10,0.25,2,0.032990758498776064,0.1908333100318417,0.22382406853061776
Birch,high_data,0,50,10,0.25,5,0.032068825055120924,0.1868810534499524,0.21894987850507333
Birch,high_data,0,50,10,0.3,2,0.02893979191607188,0.1732294785391605,0.20216927045523236
Birch,high_data,0,50,10,0.3,5,0.029356723415807206,0.17522267660402352,0.20457940001983071
Birch,high_data,0,100,10,0.01,2,0.721800069226777,0.8469638116762465,1.5687638809030235
Birch,high_data,0,100,10,0.01,5,0.721800069226777,0.8469638116762465,1.5687638809030235
Birch,high_data,0,100,10,0.025,2,0.3453804540042022,0.6000053978658456,0.9453858518700478
Birch,high_data,0,100,10,0.025,5,0.3679676621084707,0.6227017068381564,0.990669368946627
Birch,high_data,0,100,10,0.05,2,0.04299966473438254,0.23934882291935672,0.28234848765373927
Birch,high_data,0,100,10,0.05,5,0.04299966473438254,0.23934882291935672,0.28234848765373927
Birch,high_data,0,100,10,0.075,2,0.03745909759608251,0.21015378383089606,0.24761288142697857
Birch,high_data,0,100,10,0.075,5,0.03745909759608251,0.21015378383089606,0.24761288142697857
Birch,high_data,0,100,10,0.1,2,0.03598105030456896,0.2033559285707281,0.23933697887529706
Birch,high_data,0,100,10,0.1,5,0.03598105030456896,0.2033559285707281,0.23933697887529706
Birch,high_data,0,100,10,0.125,2,0.03745909759608251,0.21015378383089606,0.24761288142697857
Birch,high_data,0,100,10,0.125,5,0.03745909759608251,0.21015378383089606,0.24761288142697857
Birch,high_data,0,100,10,0.15,2,0.033177205720086915,0.19182203931901007,0.224999245039097
Birch,high_data,0,100,10,0.15,5,0.030773979014755277,0.18144477335999465,0.21221875237474994
Birch,high_data,0,100,10,0.2,2,0.03180182961611838,0.185407101984305,0.21720893160042337
Birch,high_data,0,100,10,0.2,5,0.03332487455164856,0.1924401682224079,0.22576504277405646
Birch,high_data,0,100,10,0.25,2,0.034118741150093806,0.19507382511529303,0.22919256626538684
