name,prefix,seed,dim,n_clusters,reconstruction_loss_weight,embedding_size,ari,nmi,sum
DipEncoder,high_data,1,2,10,,2,0.5157193559711031,0.6426136177272506,1.1583329736983536
DipEncoder,high_data,1,2,10,10,2,0.38918169006928394,0.5707037507944531,0.9598854408637371
DipEncoder,high_data,1,2,10,100,2,0.41837070244025093,0.6019777632910456,1.0203484657312965
DipEncoder,high_data,1,2,10,1000,2,0.4110341544684272,0.5812061012807257,0.992240255749153
DipEncoder,high_data,1,5,10,,2,0.2321387615793406,0.39686333670085455,0.6290020982801952
DipEncoder,high_data,1,5,10,,5,0.4437567196638911,0.6394551140256708,1.0832118336895618
DipEncoder,high_data,1,5,10,10,2,0.28698197243326384,0.4489406730938813,0.7359226455271451
DipEncoder,high_data,1,5,10,10,5,0.3443659702290913,0.5746867974828516,0.9190527677119429
DipEncoder,high_data,1,5,10,100,2,0.4033874919496167,0.5241663078521328,0.9275537998017496
DipEncoder,high_data,1,5,10,100,5,0.4245163978503429,0.6035934535407188,1.0281098513910618
DipEncoder,high_data,1,5,10,1000,2,0.4433969370875531,0.5370610458365855,0.9804579829241387
DipEncoder,high_data,1,5,10,1000,5,0.4366153476700313,0.6164796935982,1.0530950412682314
DipEncoder,high_data,1,10,10,,2,0.35742564067402627,0.6334001694494998,0.9908258101235261
DipEncoder,high_data,1,10,10,,5,0.678647538200787,0.7622039065117622,1.4408514447125493
DipEncoder,high_data,1,10,10,,10,0.744614876564842,0.8510535380797594,1.5956684146446014
DipEncoder,high_data,1,10,10,10,2,0.4232643264270781,0.6376397934518727,1.0609041198789508
DipEncoder,high_data,1,10,10,10,5,0.5111346023050248,0.6490548911446803,1.160189493449705
DipEncoder,high_data,1,10,10,10,10,0.7495391739939641,0.8502084836181218,1.599747657612086
DipEncoder,high_data,1,10,10,100,2,0.5807150614009136,0.7163208492602535,1.297035910661167
DipEncoder,high_data,1,10,10,100,5,0.5518113216486434,0.6676762833977649,1.2194876050464083
DipEncoder,high_data,1,10,10,100,10,0.7335580954343481,0.8293673539358528,1.562925449370201
DipEncoder,high_data,1,10,10,1000,2,0.5404783949862552,0.6917694360623674,1.2322478310486225
DipEncoder,high_data,1,10,10,1000,5,0.6033320558700211,0.6942557114691398,1.297587767339161
DipEncoder,high_data,1,10,10,1000,10,0.6726264473197077,0.7678644165125665,1.4404908638322742
DipEncoder,high_data,1,50,10,,2,0.6162885981421441,0.7870053398948238,1.4032939380369678
DipEncoder,high_data,1,50,10,,5,0.6244378642549309,0.7349338501419568,1.3593717143968878
DipEncoder,high_data,1,50,10,,10,0.5874315402034898,0.7380418954114383,1.325473435614928
DipEncoder,high_data,1,50,10,10,2,0.616752599604817,0.7871505515588065,1.4039031511636235
DipEncoder,high_data,1,50,10,10,5,0.6001406967577736,0.7336594740511556,1.3338001708089293
DipEncoder,high_data,1,50,10,10,10,0.5886774146674462,0.7397745020916433,1.3284519167590894
DipEncoder,high_data,1,50,10,100,2,0.6210783127119904,0.7902585729807813,1.4113368856927717
DipEncoder,high_data,1,50,10,100,5,0.606589139663801,0.7392148519644498,1.3458039916282507
DipEncoder,high_data,1,50,10,100,10,0.5960003517239554,0.7474328051783469,1.3434331569023024
DipEncoder,high_data,1,50,10,1000,2,0.6207914019375079,0.7899803142521571,1.410771716189665
DipEncoder,high_data,1,50,10,1000,5,0.6031509992328838,0.7344684660274106,1.3376194652602944
DipEncoder,high_data,1,50,10,1000,10,0.5382529501556509,0.7283403179413027,1.2665932680969536
DipEncoder,high_data,1,100,10,,2,0.8883184474232111,0.9278448528044604,1.8161633002276716
DipEncoder,high_data,1,100,10,,5,0.22217865971619086,0.49901100714459296,0.7211896668607838
DipEncoder,high_data,1,100,10,,10,0.37286691985819614,0.6312075909319688,1.004074510790165
DipEncoder,high_data,1,100,10,10,2,0.7889362393363717,0.8866295162592543,1.675565755595626
DipEncoder,high_data,1,100,10,10,5,0.4797405497333893,0.6813685145053558,1.1611090642387452
DipEncoder,high_data,1,100,10,10,10,0.37234203335880023,0.6305368263135268,1.002878859672327
DipEncoder,high_data,1,100,10,100,2,0.7830824860476964,0.8689729464044813,1.6520554324521777
DipEncoder,high_data,1,100,10,100,5,0.4170408946728185,0.6060431149869728,1.0230840096597913
DipEncoder,high_data,1,100,10,100,10,0.3726809796486594,0.6299689373231423,1.0026499169718017
DipEncoder,high_data,1,100,10,1000,2,0.8017162219025699,0.8663990171820656,1.6681152390846354
DipEncoder,high_data,1,100,10,1000,5,0.47378970208760585,0.6761762889537865,1.1499659910413924
DipEncoder,high_data,1,100,10,1000,10,0.37239223599877824,0.629423200355879,1.0018154363546572
