name,prefix,seed,dim,k,nn,alpha,theta,ari,nmi,sum
SCAR,high_data,9,2,10,10,0.5,500,0.07795362977058769,0.21568515404699373,0.2936387838175814
SCAR,high_data,9,2,10,10,0.5,1000,0.1942211317167457,0.3192146678553225,0.5134357995720682
SCAR,high_data,9,2,10,10,0.5,2000,0.10870591714671676,0.21839538420966598,0.3271013013563827
SCAR,high_data,9,2,10,10,0.5,2500,0.11752186617456899,0.24273422374931122,0.3602560899238802
SCAR,high_data,9,2,10,10,0.5,3000,0.2363949546313653,0.37691696011452264,0.613311914745888
SCAR,high_data,9,2,10,10,0.5,4000,0.21616741423331046,0.3987265436926722,0.6148939579259827
SCAR,high_data,9,2,10,10,0.5,5000,0.20528628064031282,0.37655299766297734,0.5818392783032902
SCAR,high_data,9,2,10,10,0.6,500,0.14228655748284932,0.2647977686705203,0.40708432615336965
SCAR,high_data,9,2,10,10,0.6,1000,0.23727966685424706,0.3861067959221896,0.6233864627764367
SCAR,high_data,9,2,10,10,0.6,2000,0.27401641081835876,0.41188628731281535,0.6859026981311741
SCAR,high_data,9,2,10,10,0.6,2500,0.1765642338608865,0.35506541393403096,0.5316296477949174
SCAR,high_data,9,2,10,10,0.6,3000,0.22688105129077818,0.4076376402344496,0.6345186915252278
SCAR,high_data,9,2,10,10,0.6,4000,0.17906271116057587,0.42240625123429465,0.6014689623948706
SCAR,high_data,9,2,10,10,0.6,5000,0.1741997013368727,0.34158947493718983,0.5157891762740625
SCAR,high_data,9,2,10,10,0.7,500,0.3730087239185101,0.5066425882699589,0.879651312188469
SCAR,high_data,9,2,10,10,0.7,1000,0.22561122361994032,0.3961438197814809,0.6217550434014212
SCAR,high_data,9,2,10,10,0.7,2000,0.20397932299808957,0.4397985189780546,0.6437778419761442
SCAR,high_data,9,2,10,10,0.7,2500,0.1537871299256965,0.36859727216791516,0.5223844020936117
SCAR,high_data,9,2,10,10,0.7,3000,0.18699568130101582,0.4161752731693023,0.6031709544703181
SCAR,high_data,9,2,10,10,0.7,4000,0.23645245556451347,0.37647322247239107,0.6129256780369046
SCAR,high_data,9,2,10,10,0.7,5000,0.1461577192617716,0.2608534328078552,0.4070111520696268
SCAR,high_data,9,2,10,10,0.8,500,0.3018203754015099,0.5226674974058846,0.8244878728073946
SCAR,high_data,9,2,10,10,0.8,1000,0.1467971771944313,0.3837582422498983,0.5305554194443296
SCAR,high_data,9,2,10,10,0.8,2000,0.2745522417287902,0.5092298874299703,0.7837821291587606
SCAR,high_data,9,2,10,10,0.8,2500,0.20847963600076277,0.3386270682940173,0.54710670429478
SCAR,high_data,9,2,10,10,0.8,3000,0.19182323508976512,0.3317937211736412,0.5236169562634063
SCAR,high_data,9,2,10,10,0.8,4000,0.12179958520461875,0.26305056199990123,0.38485014720452
SCAR,high_data,9,2,10,10,0.8,5000,0.2063950790394726,0.3157030301453325,0.5220981091848051
SCAR,high_data,9,2,10,10,0.9,500,0.2760518367212973,0.5484036670042844,0.8244555037255817
SCAR,high_data,9,2,10,10,0.9,1000,0.25182668722456675,0.4615905349206468,0.7134172221452135
SCAR,high_data,9,2,10,10,0.9,2000,0.15395337364515466,0.32556032283433983,0.4795136964794945
SCAR,high_data,9,2,10,10,0.9,2500,0.1827101755575046,0.3501403784859121,0.5328505540434167
SCAR,high_data,9,2,10,10,0.9,3000,0.2206098405954719,0.38896122903914715,0.609571069634619
SCAR,high_data,9,2,10,10,0.9,4000,0.18183550501738405,0.3171747606305512,0.49901026564793527
SCAR,high_data,9,2,10,10,0.9,5000,0.3287359553033526,0.5112698113459753,0.8400057666493279
SCAR,high_data,9,2,10,15,0.5,500,0.1765503432564439,0.3499197167767439,0.5264700600331877
SCAR,high_data,9,2,10,15,0.5,1000,0.18767973399202167,0.3707325230453357,0.5584122570373574
SCAR,high_data,9,2,10,15,0.5,2000,0.22850979787376732,0.351039137413043,0.5795489352868103
SCAR,high_data,9,2,10,15,0.5,2500,0.24196370898007227,0.37537150948926745,0.6173352184693397
SCAR,high_data,9,2,10,15,0.5,3000,0.13910842178442,0.3196429893624836,0.4587514111469036
SCAR,high_data,9,2,10,15,0.5,4000,0.12068263650547238,0.27728066412510904,0.39796330063058144
SCAR,high_data,9,2,10,15,0.5,5000,0.12619071294314763,0.3224747471973597,0.44866546014050734
SCAR,high_data,9,2,10,15,0.6,500,0.36277402925145474,0.5232897285727645,0.8860637578242192
SCAR,high_data,9,2,10,15,0.6,1000,0.19956125844782083,0.36204072667617365,0.5616019851239945
SCAR,high_data,9,2,10,15,0.6,2000,0.2031476722716464,0.3517936514070681,0.5549413236787145
SCAR,high_data,9,2,10,15,0.6,2500,0.23954859494395714,0.4188774072270376,0.6584260021709947
SCAR,high_data,9,2,10,15,0.6,3000,0.24594227537549684,0.439101989909853,0.6850442652853499
SCAR,high_data,9,2,10,15,0.6,4000,0.22989516221156583,0.3765190644291148,0.6064142266406807
SCAR,high_data,9,2,10,15,0.6,5000,0.2882370845981823,0.44237677592912944,0.7306138605273118
SCAR,high_data,9,2,10,15,0.7,500,0.3311159451169281,0.5374434953078504,0.8685594404247785
SCAR,high_data,9,2,10,15,0.7,1000,0.350968696644768,0.5782096071864166,0.9291783038311845
SCAR,high_data,9,2,10,15,0.7,2000,0.36073590431305624,0.5168471716933947,0.8775830760064509
SCAR,high_data,9,2,10,15,0.7,2500,0.3350142415443115,0.5222292610417343,0.8572435025860458
SCAR,high_data,9,2,10,15,0.7,3000,0.30754090801390244,0.4939472549678141,0.8014881629817165
SCAR,high_data,9,2,10,15,0.7,4000,0.2883547946331744,0.5261736486893708,0.8145284433225453
SCAR,high_data,9,2,10,15,0.7,5000,0.342759296262362,0.5161768762068621,0.8589361724692242
SCAR,high_data,9,2,10,15,0.8,500,0.5298768802766055,0.6994919102432088,1.2293687905198143
SCAR,high_data,9,2,10,15,0.8,1000,0.43421232860696346,0.6166112212140437,1.0508235498210072
SCAR,high_data,9,2,10,15,0.8,2000,0.36430628445695357,0.5640576938655582,0.9283639783225117
SCAR,high_data,9,2,10,15,0.8,2500,0.3304215412435642,0.5551779663173766,0.8855995075609409
SCAR,high_data,9,2,10,15,0.8,3000,0.36330280695875133,0.5515881638496375,0.9148909708083888
SCAR,high_data,9,2,10,15,0.8,4000,0.3450192411755607,0.48729626330558584,0.8323155044811466
SCAR,high_data,9,2,10,15,0.8,5000,0.2572227649225498,0.4063636994723465,0.6635864643948963
SCAR,high_data,9,2,10,15,0.9,500,0.2970170403512446,0.5807685774744117,0.8777856178256562
SCAR,high_data,9,2,10,15,0.9,1000,0.5882466747472375,0.6874133393561798,1.2756600141034173
SCAR,high_data,9,2,10,15,0.9,2000,0.21347709110982396,0.41727984298847853,0.6307569340983025
SCAR,high_data,9,2,10,15,0.9,2500,0.18573047238672927,0.3681741177370568,0.5539045901237861
SCAR,high_data,9,2,10,15,0.9,3000,0.23910433251495042,0.4188945769549288,0.6579989094698793
SCAR,high_data,9,2,10,15,0.9,4000,0.21323746448025535,0.38846582538274127,0.6017032898629966
SCAR,high_data,9,2,10,15,0.9,5000,0.23058544167491304,0.38597460380637744,0.6165600454812905
SCAR,high_data,9,2,10,20,0.5,500,0.4087635769592396,0.5076426476302136,0.9164062245894532
SCAR,high_data,9,2,10,20,0.5,1000,0.4060289181959191,0.5035020317606459,0.9095309499565649
SCAR,high_data,9,2,10,20,0.5,2000,0.30399335520040616,0.4416857385699159,0.745679093770322
SCAR,high_data,9,2,10,20,0.5,2500,0.3517217479953356,0.4279968046128633,0.7797185526081989
SCAR,high_data,9,2,10,20,0.5,3000,0.20896627407133495,0.3674335340359771,0.5763998081073121
SCAR,high_data,9,2,10,20,0.5,4000,0.2542631816262227,0.43920268047086203,0.6934658620970847
SCAR,high_data,9,2,10,20,0.5,5000,0.16065705123391244,0.35477253096156,0.5154295821954724
SCAR,high_data,9,2,10,20,0.6,500,0.3448337584603796,0.49867033516565457,0.8435040936260342
SCAR,high_data,9,2,10,20,0.6,1000,0.28725144558671656,0.4877517491369796,0.7750031947236962
SCAR,high_data,9,2,10,20,0.6,2000,0.25731665678451027,0.4411522507093413,0.6984689074938515
SCAR,high_data,9,2,10,20,0.6,2500,0.3208829838612621,0.4850100257823187,0.8058930096435808
SCAR,high_data,9,2,10,20,0.6,3000,0.3582517734679558,0.5476386114913919,0.9058903849593477
SCAR,high_data,9,2,10,20,0.6,4000,0.29811803424745265,0.47285882424842335,0.770976858495876
SCAR,high_data,9,2,10,20,0.6,5000,0.22833956599655572,0.3788994594271135,0.6072390254236693
SCAR,high_data,9,2,10,20,0.7,500,0.3788153445981933,0.6104080704486886,0.9892234150468819
SCAR,high_data,9,2,10,20,0.7,1000,0.4752903418721258,0.633441558471991,1.1087319003441167
SCAR,high_data,9,2,10,20,0.7,2000,0.3406641741745228,0.5852838197772083,0.9259479939517312
SCAR,high_data,9,2,10,20,0.7,2500,0.3555562270947307,0.5771955976368555,0.9327518247315862
SCAR,high_data,9,2,10,20,0.7,3000,0.3715873146286415,0.55127867971159,0.9228659943402314
SCAR,high_data,9,2,10,20,0.7,4000,0.29478046002759817,0.4803189945004744,0.7750994545280725
SCAR,high_data,9,2,10,20,0.7,5000,0.2807485808059377,0.4964896599063502,0.7772382407122879
SCAR,high_data,9,2,10,20,0.8,500,0.5242403622749973,0.6599285646078418,1.184168926882839
SCAR,high_data,9,2,10,20,0.8,1000,0.45471970842720605,0.6500015701635022,1.1047212785907083
SCAR,high_data,9,2,10,20,0.8,2000,0.4904157434923026,0.647680807872276,1.1380965513645787
SCAR,high_data,9,2,10,20,0.8,2500,0.35633491420416613,0.6000974857061137,0.9564323999102797
SCAR,high_data,9,2,10,20,0.8,3000,0.3270557328020303,0.517628702184509,0.8446844349865392
SCAR,high_data,9,2,10,20,0.8,4000,0.32058098077064784,0.4630624609997694,0.7836434417704172
SCAR,high_data,9,2,10,20,0.8,5000,0.2654447291911695,0.4437742572948228,0.7092189864859924
SCAR,high_data,9,2,10,20,0.9,500,0.29091273017136743,0.5541886947004704,0.8451014248718378
SCAR,high_data,9,2,10,20,0.9,1000,0.294009206085058,0.5638925678308593,0.8579017739159173
SCAR,high_data,9,2,10,20,0.9,2000,0.27643604873131034,0.4962349846416275,0.7726710333729379
SCAR,high_data,9,2,10,20,0.9,2500,0.28909679865352594,0.45917361151177927,0.7482704101653053
SCAR,high_data,9,2,10,20,0.9,3000,0.3184801916586349,0.5079293153860216,0.8264095070446564
SCAR,high_data,9,2,10,20,0.9,4000,0.2677849797206448,0.46148798381542727,0.7292729635360721
SCAR,high_data,9,2,10,20,0.9,5000,0.2624307140933764,0.44932324480487523,0.7117539588982517
SCAR,high_data,9,2,10,25,0.5,500,0.41749753756665897,0.5655379959454901,0.9830355335121491
SCAR,high_data,9,2,10,25,0.5,1000,0.39005797064618497,0.5268260501311276,0.9168840207773126
SCAR,high_data,9,2,10,25,0.5,2000,0.2767044736853225,0.4462353643256846,0.7229398380110071
SCAR,high_data,9,2,10,25,0.5,2500,0.3929645710752744,0.5505847708202837,0.9435493418955581
SCAR,high_data,9,2,10,25,0.5,3000,0.2654153126862157,0.4699852449171333,0.735400557603349
SCAR,high_data,9,2,10,25,0.5,4000,0.26041960366505057,0.43134662825931763,0.6917662319243683
SCAR,high_data,9,2,10,25,0.5,5000,0.26074803114901246,0.4408931864653087,0.7016412176143212
SCAR,high_data,9,2,10,25,0.6,500,0.45703013434501033,0.6200572097770054,1.0770873441220157
SCAR,high_data,9,2,10,25,0.6,1000,0.5345908333899603,0.6011307570592861,1.1357215904492464
