name,prefix,seed,dim,significance,n_clusters_init,max_n_clusters,split_viewers_threshold,ari,nmi,sum
DipMeans,high_data,6,2,0.001,2,10,0.01,0.4434708441992599,0.5834746413253994,1.0269454855246594
DipMeans,high_data,6,2,0.001,2,12,0.01,0.40939060729319393,0.5864050162326933,0.9957956235258871
DipMeans,high_data,6,2,0.001,2,15,0.01,0.4918265424581694,0.6371662370489115,1.1289927795070809
DipMeans,high_data,6,2,0.001,2,20,0.01,0.4446176180662578,0.6406123444655725,1.0852299625318302
DipMeans,high_data,6,2,0.001,2,25,0.01,0.4146029989939666,0.6398233712305894,1.054426370224556
DipMeans,high_data,6,2,0.001,2,30,0.01,0.42745216227419336,0.649502800989898,1.0769549632640913
DipMeans,high_data,6,2,0.001,5,10,0.01,0.499098031043925,0.6098511205623962,1.1089491516063212
DipMeans,high_data,6,2,0.001,5,12,0.01,0.48933081732664413,0.6127331965775005,1.1020640139041447
DipMeans,high_data,6,2,0.001,5,15,0.01,0.4526404071667588,0.6192238408983205,1.0718642480650793
DipMeans,high_data,6,2,0.001,5,20,0.01,0.4734852760986933,0.6470738762164567,1.12055915231515
DipMeans,high_data,6,2,0.001,5,25,0.01,0.4101189831505075,0.6463476244420755,1.056466607592583
DipMeans,high_data,6,2,0.001,5,30,0.01,0.3928815916369028,0.6435760653088005,1.0364576569457034
DipMeans,high_data,6,2,0.001,7,10,0.01,0.4999265000276383,0.6101035249881629,1.110030025015801
DipMeans,high_data,6,2,0.001,7,12,0.01,0.4889960821936704,0.6126505951343144,1.101646677327985
DipMeans,high_data,6,2,0.001,7,15,0.01,0.4471854723628006,0.616202257491702,1.0633877298545027
DipMeans,high_data,6,2,0.001,7,20,0.01,0.47276289813486955,0.646036101046615,1.1187989991814846
DipMeans,high_data,6,2,0.001,7,25,0.01,0.41315733396375093,0.6384959633095553,1.0516532972733061
DipMeans,high_data,6,2,0.001,7,30,0.01,0.41551232550180583,0.6662068296422886,1.0817191551440946
DipMeans,high_data,6,2,0.001,10,12,0.01,0.4572865384372906,0.6147639803296557,1.0720505187669462
DipMeans,high_data,6,2,0.001,10,15,0.01,0.49272796667854457,0.6375138528497433,1.1302418195282877
DipMeans,high_data,6,2,0.001,10,20,0.01,0.4349015248568793,0.6268452145439843,1.0617467394008635
DipMeans,high_data,6,2,0.001,10,25,0.01,0.4194157718006394,0.6566980547567115,1.0761138265573509
DipMeans,high_data,6,2,0.001,10,30,0.01,0.3968573345564423,0.6655694868031196,1.0624268213595618
DipMeans,high_data,6,2,0.001,12,15,0.01,0.4392600154567904,0.6137617355562897,1.05302175101308
DipMeans,high_data,6,2,0.001,12,20,0.01,0.4727760743104586,0.6460538660324179,1.1188299403428765
DipMeans,high_data,6,2,0.001,12,25,0.01,0.41400756510813913,0.6392368637709029,1.0532444288790421
DipMeans,high_data,6,2,0.001,12,30,0.01,0.44116765551869874,0.6707151384654958,1.1118827939841944
DipMeans,high_data,6,2,0.001,15,20,0.01,0.43125401516042033,0.6400934971225185,1.0713475122829388
DipMeans,high_data,6,2,0.001,15,25,0.01,0.4200840367353102,0.6573218353924126,1.0774058721277229
DipMeans,high_data,6,2,0.001,15,30,0.01,0.39395023472358087,0.6644985906330467,1.0584488253566275
DipMeans,high_data,6,2,0.001,2,10,0.02,0.49956632604650064,0.6265164718245336,1.1260827978710344
DipMeans,high_data,6,2,0.001,2,12,0.02,0.4329338355584277,0.5966551856870781,1.0295890212455059
DipMeans,high_data,6,2,0.001,2,15,0.02,0.47189496767654077,0.6247370320108554,1.096631999687396
DipMeans,high_data,6,2,0.001,2,20,0.02,0.45567360217420505,0.6579628654335372,1.1136364676077424
DipMeans,high_data,6,2,0.001,2,25,0.02,0.41974943530870806,0.6572949199679998,1.077044355276708
DipMeans,high_data,6,2,0.001,2,30,0.02,0.3950183959714381,0.6652182740937632,1.0602366700652013
DipMeans,high_data,6,2,0.001,5,10,0.02,0.501443494410676,0.6289012481409764,1.1303447425516524
DipMeans,high_data,6,2,0.001,5,12,0.02,0.4347308346199121,0.5973171180881787,1.0320479527080908
DipMeans,high_data,6,2,0.001,5,15,0.02,0.47353271743023545,0.6279843644745984,1.1015170819048339
DipMeans,high_data,6,2,0.001,5,20,0.02,0.45567360217420505,0.6579628654335372,1.1136364676077424
DipMeans,high_data,6,2,0.001,5,25,0.02,0.4196472217224718,0.6570617911347625,1.0767090128572343
DipMeans,high_data,6,2,0.001,5,30,0.02,0.37671770779202546,0.6557757163524409,1.0324934241444663
DipMeans,high_data,6,2,0.001,7,10,0.02,0.5198721319693319,0.6360205740092858,1.1558927059786177
DipMeans,high_data,6,2,0.001,7,12,0.02,0.459833230261542,0.613899119483647,1.073732349745189
DipMeans,high_data,6,2,0.001,7,15,0.02,0.4916225857539003,0.6369783686082439,1.128600954362144
DipMeans,high_data,6,2,0.001,7,20,0.02,0.4349015248568793,0.6268452145439845,1.0617467394008637
DipMeans,high_data,6,2,0.001,7,25,0.02,0.4192275730745504,0.6567664188945387,1.075993991969089
DipMeans,high_data,6,2,0.001,7,30,0.02,0.3789184248150642,0.6514626777711204,1.0303811025861846
