name,prefix,seed,dim,n_clusters ,cluster_loss_weight,alpha,embedding_size,ari,nmi,sum
IDEC,high_data,6,2,10,1,0.1,2,0.4124455394427202,0.5365454023436372,0.9489909417863575
IDEC,high_data,6,2,10,1,0.2,2,0.4191743424435596,0.5395946649268365,0.958769007370396
IDEC,high_data,6,2,10,1,0.3,2,0.38878467907850034,0.5278020317994878,0.9165867108779882
IDEC,high_data,6,2,10,1,0.4,2,0.38714333119028044,0.5275336053061854,0.9146769364964659
IDEC,high_data,6,2,10,1,0.5,2,0.39593874730043194,0.5296799052677472,0.9256186525681791
IDEC,high_data,6,2,10,1,0.6,2,0.4071704752315224,0.5373437131815437,0.9445141884130661
IDEC,high_data,6,2,10,1,0.7,2,0.40570568767037546,0.535524730838946,0.9412304185093214
IDEC,high_data,6,2,10,1,0.8,2,0.39911478555178354,0.5225506414996822,0.9216654270514657
IDEC,high_data,6,2,10,1,0.9,2,0.45603125210076295,0.576401500342447,1.03243275244321
IDEC,high_data,6,2,10,1,1,2,0.37483409903875964,0.5131180681508974,0.8879521671896571
IDEC,high_data,6,2,10,0.1,0.1,2,0.44771974275394066,0.5510349598247811,0.9987547025787218
IDEC,high_data,6,2,10,0.1,0.2,2,0.4290896283232369,0.5440991902304503,0.9731888185536872
IDEC,high_data,6,2,10,0.1,0.3,2,0.4282929133243267,0.5430246822221265,0.9713175955464532
IDEC,high_data,6,2,10,0.1,0.4,2,0.40702328786854947,0.5360478970486804,0.9430711849172299
IDEC,high_data,6,2,10,0.1,0.5,2,0.4023305031354492,0.5227062764401641,0.9250367795756134
IDEC,high_data,6,2,10,0.1,0.6,2,0.39678185418121104,0.522149369526324,0.918931223707535
IDEC,high_data,6,2,10,0.1,0.7,2,0.3972389779945625,0.5218519812799588,0.9190909592745213
IDEC,high_data,6,2,10,0.1,0.8,2,0.4484206235293604,0.565095798174329,1.0135164217036894
IDEC,high_data,6,2,10,0.1,0.9,2,0.3989008926296946,0.5216706451688116,0.9205715377985062
IDEC,high_data,6,2,10,0.1,1,2,0.40002168948603695,0.5222961761518936,0.9223178656379305
IDEC,high_data,6,2,10,0.01,0.1,2,0.5110217882469567,0.6027756367222329,1.1137974249691895
IDEC,high_data,6,2,10,0.01,0.2,2,0.4938020085494932,0.5914625313833206,1.0852645399328138
IDEC,high_data,6,2,10,0.01,0.3,2,0.4662868951803151,0.5609121932510395,1.0271990884313547
IDEC,high_data,6,2,10,0.01,0.4,2,0.49477574943117264,0.5763176616241235,1.071093411055296
IDEC,high_data,6,2,10,0.01,0.5,2,0.49743564225293035,0.5782015813125538,1.0756372235654843
IDEC,high_data,6,2,10,0.01,0.6,2,0.4973002253476809,0.5778288521355549,1.0751290774832358
IDEC,high_data,6,2,10,0.01,0.7,2,0.44526116875640254,0.5601025257729593,1.0053636945293618
IDEC,high_data,6,2,10,0.01,0.8,2,0.3998386198721112,0.5167320681749237,0.9165706880470349
IDEC,high_data,6,2,10,0.01,0.9,2,0.417610443673146,0.5348808322495028,0.9524912759226487
IDEC,high_data,6,2,10,0.01,1,2,0.40680135483329183,0.5185579500100236,0.9253593048433154
IDEC,high_data,6,5,10,1,0.1,2,0.3296116143026243,0.5265276479528032,0.8561392622554275
IDEC,high_data,6,5,10,1,0.1,5,0.480740505499671,0.6609631655238449,1.141703671023516
IDEC,high_data,6,5,10,1,0.2,2,0.32761553830956885,0.5391474062067665,0.8667629445163354
IDEC,high_data,6,5,10,1,0.2,5,0.37708124201647714,0.608896030016766,0.9859772720332431
IDEC,high_data,6,5,10,1,0.3,2,0.3261454145248356,0.5415174061054719,0.8676628206303075
IDEC,high_data,6,5,10,1,0.3,5,0.4321268411303744,0.602084998408858,1.0342118395392323
IDEC,high_data,6,5,10,1,0.4,2,0.31347701175514875,0.5190239354763461,0.8325009472314948
IDEC,high_data,6,5,10,1,0.4,5,0.3885485992279215,0.5596682910380703,0.9482168902659918
IDEC,high_data,6,5,10,1,0.5,2,0.32216830793524376,0.5274016435397173,0.8495699514749611
IDEC,high_data,6,5,10,1,0.5,5,0.39745055777033095,0.5592383040798643,0.9566888618501952
IDEC,high_data,6,5,10,1,0.6,2,0.3108574515408778,0.49562103508697514,0.8064784866278529
IDEC,high_data,6,5,10,1,0.6,5,0.39450638716202485,0.5515764888804575,0.9460828760424824
IDEC,high_data,6,5,10,1,0.7,2,0.38434662548861853,0.5302332946062689,0.9145799200948874
IDEC,high_data,6,5,10,1,0.7,5,0.3710750052967001,0.5201428610533918,0.8912178663500919
IDEC,high_data,6,5,10,1,0.8,2,0.41922777987017523,0.5323559807282544,0.9515837605984296
IDEC,high_data,6,5,10,1,0.8,5,0.3814293555216138,0.5306458197560057,0.9120751752776195
IDEC,high_data,6,5,10,1,0.9,2,0.3159040241260544,0.47017832866610915,0.7860823527921635
IDEC,high_data,6,5,10,1,0.9,5,0.38531633800818726,0.530725841922719,0.9160421799309062
IDEC,high_data,6,5,10,1,1,2,0.41591010739272755,0.5254988786403811,0.9414089860331087
IDEC,high_data,6,5,10,1,1,5,0.3763098777367296,0.5312367330521317,0.9075466107888612
IDEC,high_data,6,5,10,0.1,0.1,2,0.30456058723017404,0.4921466323530538,0.7967072195832279
IDEC,high_data,6,5,10,0.1,0.1,5,0.3896412424579432,0.5703371311680324,0.9599783736259756
IDEC,high_data,6,5,10,0.1,0.2,2,0.3317427895481409,0.5311343471602185,0.8628771367083594
IDEC,high_data,6,5,10,0.1,0.2,5,0.318105864057772,0.5486487918895838,0.8667546559473558
IDEC,high_data,6,5,10,0.1,0.3,2,0.31364844387553603,0.5122203187449371,0.8258687626204732
IDEC,high_data,6,5,10,0.1,0.3,5,0.3930930364484935,0.5572830996149075,0.9503761360634011
IDEC,high_data,6,5,10,0.1,0.4,2,0.3122632745199798,0.5188688150029304,0.8311320895229102
IDEC,high_data,6,5,10,0.1,0.4,5,0.3750671507169414,0.5383169660180511,0.9133841167349925
IDEC,high_data,6,5,10,0.1,0.5,2,0.30618490737330833,0.509134243647023,0.8153191510203313
IDEC,high_data,6,5,10,0.1,0.5,5,0.3661656578332833,0.5344322812228546,0.9005979390561378
IDEC,high_data,6,5,10,0.1,0.6,2,0.3061261567404657,0.5086378647778035,0.8147640215182692
IDEC,high_data,6,5,10,0.1,0.6,5,0.3785769939619743,0.5431494881306139,0.9217264820925882
IDEC,high_data,6,5,10,0.1,0.7,2,0.3063955615277002,0.5090544757488569,0.8154500372765571
IDEC,high_data,6,5,10,0.1,0.7,5,0.38351884758952015,0.5458643629350246,0.9293832105245448
IDEC,high_data,6,5,10,0.1,0.8,2,0.3061237533072413,0.5093904643190542,0.8155142176262955
IDEC,high_data,6,5,10,0.1,0.8,5,0.3795139608570498,0.5116040128010952,0.891117973658145
IDEC,high_data,6,5,10,0.1,0.9,2,0.31250924521181983,0.5140954611935639,0.8266047064053836
IDEC,high_data,6,5,10,0.1,0.9,5,0.37964277016430453,0.5127767501237933,0.8924195202880978
IDEC,high_data,6,5,10,0.1,1,2,0.30201095904268244,0.5014561324426504,0.8034670914853328
IDEC,high_data,6,5,10,0.1,1,5,0.3784370869094381,0.510179674585312,0.8886167614947501
IDEC,high_data,6,5,10,0.01,0.1,2,0.31672235218388894,0.4957731566332772,0.8124955088171661
IDEC,high_data,6,5,10,0.01,0.1,5,0.3416581230414647,0.492476907934973,0.8341350309764377
IDEC,high_data,6,5,10,0.01,0.2,2,0.331115355039929,0.5204181937437987,0.8515335487837277
IDEC,high_data,6,5,10,0.01,0.2,5,0.3404055043955749,0.5410821506313741,0.881487655026949
IDEC,high_data,6,5,10,0.01,0.3,2,0.380566505515096,0.5524567716763569,0.9330232771914528
IDEC,high_data,6,5,10,0.01,0.3,5,0.345405504960455,0.5392788435971484,0.8846843485576035
IDEC,high_data,6,5,10,0.01,0.4,2,0.3893852850954695,0.5334517755894079,0.9228370606848775
IDEC,high_data,6,5,10,0.01,0.4,5,0.37016972226206274,0.531352596937438,0.9015223191995008
IDEC,high_data,6,5,10,0.01,0.5,2,0.3929902194064107,0.5540069379678044,0.9469971573742151
IDEC,high_data,6,5,10,0.01,0.5,5,0.3713581066220347,0.5288881079184149,0.9002462145404496
IDEC,high_data,6,5,10,0.01,0.6,2,0.4118083920830095,0.5445410293097231,0.9563494213927326
IDEC,high_data,6,5,10,0.01,0.6,5,0.33247280818554287,0.49841500652134935,0.8308878147068922
IDEC,high_data,6,5,10,0.01,0.7,2,0.39290021761236976,0.5502813484264809,0.9431815660388507
IDEC,high_data,6,5,10,0.01,0.7,5,0.33124891347609864,0.4953101565838577,0.8265590700599563
IDEC,high_data,6,5,10,0.01,0.8,2,0.3837591252053354,0.5456048124298789,0.9293639376352143
IDEC,high_data,6,5,10,0.01,0.8,5,0.30178479928604784,0.4418767298079801,0.7436615290940279
IDEC,high_data,6,5,10,0.01,0.9,2,0.3900149496444932,0.5378840310177662,0.9278989806622593
IDEC,high_data,6,5,10,0.01,0.9,5,0.309855176277063,0.43974692751048766,0.7496021037875507
IDEC,high_data,6,5,10,0.01,1,2,0.3530532133920445,0.5361517875475765,0.8892050009396211
IDEC,high_data,6,5,10,0.01,1,5,0.3206156238074773,0.44343138692297274,0.76404701073045
IDEC,high_data,6,10,10,1,0.1,2,0.6197247893855121,0.7373068344523407,1.3570316238378528
IDEC,high_data,6,10,10,1,0.1,5,0.7236181387491338,0.8293806295015497,1.5529987682506836
IDEC,high_data,6,10,10,1,0.1,10,0.6999007012114392,0.8376326221912609,1.5375333234027
IDEC,high_data,6,10,10,1,0.2,2,0.5972018794317324,0.7235555923377427,1.320757471769475
IDEC,high_data,6,10,10,1,0.2,5,0.5052141917147802,0.7320207890621174,1.2372349807768976
IDEC,high_data,6,10,10,1,0.2,10,0.7003484656673188,0.8368226154896888,1.5371710811570076
IDEC,high_data,6,10,10,1,0.3,2,0.5976421191064866,0.7308852873630941,1.3285274064695807
IDEC,high_data,6,10,10,1,0.3,5,0.48330566512510476,0.7054864280607499,1.1887920931858547
IDEC,high_data,6,10,10,1,0.3,10,0.7012605853776459,0.8364953600347108,1.5377559454123566
IDEC,high_data,6,10,10,1,0.4,2,0.5991781783787667,0.7243951791212879,1.3235733575000546
IDEC,high_data,6,10,10,1,0.4,5,0.47357737512055453,0.6946136376237652,1.1681910127443196
IDEC,high_data,6,10,10,1,0.4,10,0.6944084855854358,0.8434147072735474,1.5378231928589832
IDEC,high_data,6,10,10,1,0.5,2,0.4004212715492365,0.5804491107824196,0.980870382331656
IDEC,high_data,6,10,10,1,0.5,5,0.5508750921102827,0.7408147963952125,1.2916898885054953
IDEC,high_data,6,10,10,1,0.5,10,0.6720072531368413,0.8166878723268753,1.4886951254637166
IDEC,high_data,6,10,10,1,0.6,2,0.4744089323223796,0.6513222525675052,1.1257311848898848
IDEC,high_data,6,10,10,1,0.6,5,0.5323454172940664,0.7141213494583689,1.2464667667524352
IDEC,high_data,6,10,10,1,0.6,10,0.6754202548107313,0.8160376140964277,1.4914578689071591
IDEC,high_data,6,10,10,1,0.7,2,0.47697393866156335,0.6597339974041435,1.1367079360657069
IDEC,high_data,6,10,10,1,0.7,5,0.5510774464202101,0.7392358342189526,1.2903132806391626
IDEC,high_data,6,10,10,1,0.7,10,0.6942708591873659,0.8089561201465342,1.5032269793339
IDEC,high_data,6,10,10,1,0.8,2,0.48137150850158655,0.6589791911561709,1.1403506996577575
IDEC,high_data,6,10,10,1,0.8,5,0.6250868073710805,0.7717367396095408,1.3968235469806212
IDEC,high_data,6,10,10,1,0.8,10,0.7090466531718465,0.8282633451827428,1.5373099983545893
IDEC,high_data,6,10,10,1,0.9,2,0.48730984214042505,0.6636928983888891,1.1510027405293142
IDEC,high_data,6,10,10,1,0.9,5,0.6096263688120682,0.7608798524853647,1.370506221297433
IDEC,high_data,6,10,10,1,0.9,10,0.6306657660636857,0.7849841279295523,1.415649893993238
IDEC,high_data,6,10,10,1,1,2,0.44151953622978807,0.6060590342687948,1.047578570498583
IDEC,high_data,6,10,10,1,1,5,0.6247833948020453,0.7726105465820303,1.3973939413840757
IDEC,high_data,6,10,10,1,1,10,0.6557926436264342,0.7535710979595309,1.409363741585965
IDEC,high_data,6,10,10,0.1,0.1,2,0.5140155391399864,0.6682371259222405,1.182252665062227
IDEC,high_data,6,10,10,0.1,0.1,5,0.673262118811191,0.7908949307610315,1.4641570495722225
IDEC,high_data,6,10,10,0.1,0.1,10,0.6978214595869118,0.8340439850947092,1.5318654446816211
IDEC,high_data,6,10,10,0.1,0.2,2,0.5449069297301481,0.6735116568908727,1.2184185866210209
IDEC,high_data,6,10,10,0.1,0.2,5,0.5572188487868259,0.7321456657845079,1.289364514571334
IDEC,high_data,6,10,10,0.1,0.2,10,0.6974282809163329,0.8335047853868907,1.5309330663032235
IDEC,high_data,6,10,10,0.1,0.3,2,0.5287947758105904,0.6891974078865286,1.217992183697119
IDEC,high_data,6,10,10,0.1,0.3,5,0.47690238706502247,0.6942795367986371,1.1711819238636596
IDEC,high_data,6,10,10,0.1,0.3,10,0.6787383707081402,0.8216494655817739,1.5003878362899141
IDEC,high_data,6,10,10,0.1,0.4,2,0.482525033810643,0.6417530441288719,1.124278077939515
IDEC,high_data,6,10,10,0.1,0.4,5,0.4806623605763217,0.6992989814226227,1.1799613419989443
IDEC,high_data,6,10,10,0.1,0.4,10,0.6839032477653851,0.8227921323147585,1.5066953800801435
