name,prefix,seed,dim,min_cluster_size,ari,nmi,sum
HDBSCAN,high_data,0,10,17,0.9906406457236708,0.989382403784953,1.980023049508624
HDBSCAN,high_data,0,10,18,0.987217655137092,0.9865670680720481,1.9737847232091401
HDBSCAN,high_data,0,10,19,0.9458648087193923,0.9559077751197254,1.9017725838391177
HDBSCAN,high_data,0,10,20,0.9352620764714432,0.9469760080645173,1.8822380845359605
HDBSCAN,high_data,0,10,21,0.9365609021196794,0.9474781816092088,1.8840390837288883
HDBSCAN,high_data,0,10,22,0.951671206038933,0.9588971844142758,1.910568390453209
HDBSCAN,high_data,0,10,23,0.9357418280795258,0.9471149203532049,1.8828567484327308
HDBSCAN,high_data,0,10,24,0.9353792275563136,0.9473700115121051,1.8827492390684188
HDBSCAN,high_data,0,10,25,0.9448394786226892,0.9535328947970039,1.8983723734196931
HDBSCAN,high_data,0,10,26,0.9399275144361353,0.9513004745437862,1.8912279889799215
HDBSCAN,high_data,0,10,27,0.9326048448338583,0.9463889354076664,1.8789937802415246
HDBSCAN,high_data,0,10,28,0.9341587123317366,0.9471814128191591,1.8813401251508957
HDBSCAN,high_data,0,10,29,0.9344308225407795,0.9471226733128695,1.881553495853649
HDBSCAN,high_data,0,10,30,0.9348182936897357,0.947007689065429,1.8818259827551647
HDBSCAN,high_data,0,50,2,0.9757613741158815,0.9531388720400459,1.9289002461559273
HDBSCAN,high_data,0,50,3,0.9761276291121079,0.9536827897085602,1.9298104188206682
HDBSCAN,high_data,0,50,4,0.9761276291121079,0.9536827897085602,1.9298104188206682
HDBSCAN,high_data,0,50,5,0.9761276291121079,0.9536827897085602,1.9298104188206682
HDBSCAN,high_data,0,50,6,1.0,1.0,2.0
HDBSCAN,high_data,0,50,7,1.0,1.0,2.0
HDBSCAN,high_data,0,50,8,1.0,1.0,2.0
HDBSCAN,high_data,0,50,9,1.0,1.0,2.0
HDBSCAN,high_data,0,50,10,1.0,1.0,2.0
HDBSCAN,high_data,0,50,11,1.0,1.0,2.0
HDBSCAN,high_data,0,50,12,1.0,1.0,2.0
HDBSCAN,high_data,0,50,13,1.0,1.0,2.0
HDBSCAN,high_data,0,50,14,1.0,1.0,2.0
HDBSCAN,high_data,0,50,15,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,50,16,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,50,17,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,50,18,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,50,19,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,50,20,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,50,21,0.9970282307077794,0.996225472619564,1.9932537033273432
HDBSCAN,high_data,0,50,22,0.9970282307077794,0.996225472619564,1.9932537033273432
HDBSCAN,high_data,0,50,23,0.9970282307077794,0.996225472619564,1.9932537033273432
HDBSCAN,high_data,0,50,24,0.9970282307077794,0.996225472619564,1.9932537033273432
HDBSCAN,high_data,0,50,25,0.9967141378975458,0.9957007246310816,1.9924148625286273
HDBSCAN,high_data,0,50,26,0.996400778995512,0.9952241716355045,1.9916249506310164
HDBSCAN,high_data,0,50,27,0.9957762645525124,0.9943569636884633,1.9901332282409756
HDBSCAN,high_data,0,50,28,0.9954651098238401,0.9939535643228482,1.9894186741466884
HDBSCAN,high_data,0,50,29,0.9942278502270545,0.9924748028173052,1.9867026530443597
HDBSCAN,high_data,0,50,30,0.9939203771404519,0.9921311569674451,1.986051534107897
HDBSCAN,high_data,0,100,2,1.0,1.0,2.0
HDBSCAN,high_data,0,100,3,1.0,1.0,2.0
HDBSCAN,high_data,0,100,4,1.0,1.0,2.0
HDBSCAN,high_data,0,100,5,1.0,1.0,2.0
HDBSCAN,high_data,0,100,6,1.0,1.0,2.0
HDBSCAN,high_data,0,100,7,1.0,1.0,2.0
HDBSCAN,high_data,0,100,8,1.0,1.0,2.0
HDBSCAN,high_data,0,100,9,1.0,1.0,2.0
HDBSCAN,high_data,0,100,10,1.0,1.0,2.0
HDBSCAN,high_data,0,100,11,1.0,1.0,2.0
HDBSCAN,high_data,0,100,12,1.0,1.0,2.0
HDBSCAN,high_data,0,100,13,1.0,1.0,2.0
HDBSCAN,high_data,0,100,14,1.0,1.0,2.0
HDBSCAN,high_data,0,100,15,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,100,16,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,100,17,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,100,18,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,100,19,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,100,20,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,100,21,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,100,22,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,100,23,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,100,24,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,100,25,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,100,26,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,100,27,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,100,28,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,100,29,0.9973430570141276,0.9968778734283757,1.9942209304425034
HDBSCAN,high_data,0,100,30,0.9973430570141276,0.9968778734283757,1.9942209304425034
