name,prefix,seed,dim,n_clusters,reconstruction_loss_weight,embedding_size,ari,nmi,sum
DipEncoder,high_data,5,2,10,,2,0.3806067552142371,0.5387191113877593,0.9193258666019963
DipEncoder,high_data,5,2,10,10,2,0.3955077979498432,0.5988194558407183,0.9943272537905614
DipEncoder,high_data,5,2,10,100,2,0.3849821669277748,0.5991088749271339,0.9840910418549087
DipEncoder,high_data,5,2,10,1000,2,0.38655709794801746,0.5890833808012393,0.9756404787492567
DipEncoder,high_data,5,5,10,,2,0.3364238128695799,0.4775245304382753,0.8139483433078551
DipEncoder,high_data,5,5,10,,5,0.49256973377006275,0.5876761975000939,1.0802459312701567
DipEncoder,high_data,5,5,10,10,2,0.25153057855102223,0.44424777790873954,0.6957783564597617
DipEncoder,high_data,5,5,10,10,5,0.4682496187094634,0.5843541226425746,1.052603741352038
DipEncoder,high_data,5,5,10,100,2,0.2597803362655592,0.38456520310795567,0.6443455393735149
DipEncoder,high_data,5,5,10,100,5,0.37963825558587744,0.5453121943226508,0.9249504499085281
DipEncoder,high_data,5,5,10,1000,2,0.2912587193129862,0.44725791840317436,0.7385166377161605
DipEncoder,high_data,5,5,10,1000,5,0.3939225042334589,0.5546101404765349,0.9485326447099938
DipEncoder,high_data,5,10,10,,2,0.5035441251061021,0.6725569073931976,1.1761010324992998
DipEncoder,high_data,5,10,10,,5,0.5418737451246295,0.685070048447811,1.2269437935724405
DipEncoder,high_data,5,10,10,,10,0.7762834925516626,0.8700710041685655,1.6463544967202282
DipEncoder,high_data,5,10,10,10,2,0.6200392436758619,0.7437285588984877,1.3637678025743496
DipEncoder,high_data,5,10,10,10,5,0.4792119855933115,0.6917217768947618,1.1709337624880733
DipEncoder,high_data,5,10,10,10,10,0.7538260858082677,0.8577012335536135,1.611527319361881
DipEncoder,high_data,5,10,10,100,2,0.5886295632364135,0.7496237332625312,1.3382532964989446
DipEncoder,high_data,5,10,10,100,5,0.44465389392274957,0.6142041068346359,1.0588580007573856
DipEncoder,high_data,5,10,10,100,10,0.7290625236965687,0.8311898514008674,1.560252375097436
DipEncoder,high_data,5,10,10,1000,2,0.6268398394755696,0.759996636780174,1.3868364762557437
DipEncoder,high_data,5,10,10,1000,5,0.5323942133261343,0.6813451360133882,1.2137393493395225
DipEncoder,high_data,5,10,10,1000,10,0.7215371228869515,0.8181563601959279,1.5396934830828792
DipEncoder,high_data,5,50,10,,2,0.5901420568598563,0.718567900389403,1.3087099572492593
DipEncoder,high_data,5,50,10,,5,0.5914413211880745,0.7487118862573646,1.340153207445439
DipEncoder,high_data,5,50,10,,10,0.3274450822755811,0.5515477072815903,0.8789927895571714
DipEncoder,high_data,5,50,10,10,2,0.612313890593675,0.7457453240079925,1.3580592146016675
DipEncoder,high_data,5,50,10,10,5,0.5958989380258688,0.7527866541105893,1.3486855921364582
DipEncoder,high_data,5,50,10,10,10,0.45307457930282474,0.6570332994364918,1.1101078787393166
DipEncoder,high_data,5,50,10,100,2,0.718533758712525,0.8072320614532175,1.5257658201657425
DipEncoder,high_data,5,50,10,100,5,0.6098738203138753,0.7686718800677576,1.3785457003816328
DipEncoder,high_data,5,50,10,100,10,0.4871208472462113,0.6790513433046959,1.166172190550907
DipEncoder,high_data,5,50,10,1000,2,0.6327967128086643,0.7548700946218054,1.3876668074304699
DipEncoder,high_data,5,50,10,1000,5,0.6096587887244926,0.7677641163118231,1.3774229050363158
DipEncoder,high_data,5,50,10,1000,10,0.462159261925405,0.6573094988853238,1.1194687608107288
DipEncoder,high_data,5,100,10,,2,0.7130855360819423,0.8398614225215647,1.552946958603507
DipEncoder,high_data,5,100,10,,5,0.37322391063595084,0.6321408575790703,1.005364768215021
DipEncoder,high_data,5,100,10,,10,0.47360721012227985,0.6856300371881555,1.1592372473104353
DipEncoder,high_data,5,100,10,10,2,0.6172490177072171,0.7687203851397217,1.3859694028469387
DipEncoder,high_data,5,100,10,10,5,0.37280746847766855,0.6325558104326165,1.005363278910285
DipEncoder,high_data,5,100,10,10,10,0.4741280855327241,0.685226803487036,1.15935488901976
DipEncoder,high_data,5,100,10,100,2,0.667118908029748,0.7949438872484426,1.4620627952781906
DipEncoder,high_data,5,100,10,100,5,0.37255945447291183,0.6299843690681515,1.0025438235410633
DipEncoder,high_data,5,100,10,100,10,0.48080810413263464,0.6868909347389889,1.1676990388716235
DipEncoder,high_data,5,100,10,1000,2,0.6188013310614646,0.7553713148708892,1.3741726459323538
DipEncoder,high_data,5,100,10,1000,5,0.37382906123315235,0.6349104135724225,1.008739474805575
DipEncoder,high_data,5,100,10,1000,10,0.37130560914724636,0.585594666976052,0.9569002761232983
