name,prefix,seed,dim,n_clusters ,alpha,embedding_size,ari,nmi,sum
DEC,high_data,6,2,10,0.1,2,0.3912649251951573,0.5293449873306797,0.920609912525837
DEC,high_data,6,2,10,0.2,2,0.38874806731481987,0.525504475969855,0.9142525432846749
DEC,high_data,6,2,10,0.3,2,0.37755657899629147,0.5139963726952119,0.8915529516915034
DEC,high_data,6,2,10,0.4,2,0.37204726517459136,0.510655038783594,0.8827023039581854
DEC,high_data,6,2,10,0.5,2,0.3920934096530473,0.5204018793132406,0.9124952889662878
DEC,high_data,6,2,10,0.6,2,0.3892970016502917,0.5143341235197982,0.9036311251700899
DEC,high_data,6,2,10,0.7,2,0.37899302854302847,0.5111283310913262,0.8901213596343547
DEC,high_data,6,2,10,0.8,2,0.3713335982791266,0.5241553161943242,0.8954889144734508
DEC,high_data,6,2,10,0.9,2,0.3873678199665409,0.5162321463182158,0.9035999662847567
DEC,high_data,6,2,10,1,2,0.34122137301293054,0.47956075441989116,0.8207821274328218
DEC,high_data,6,5,10,0.1,2,0.37138709765341704,0.5562126114207685,0.9275997090741855
DEC,high_data,6,5,10,0.1,5,0.35662011938090155,0.5928558379344797,0.9494759573153813
DEC,high_data,6,5,10,0.2,2,0.32703957441581305,0.5387025165544476,0.8657420909702607
DEC,high_data,6,5,10,0.2,5,0.38350795004192956,0.6128088932504006,0.9963168432923302
DEC,high_data,6,5,10,0.3,2,0.31198507591324975,0.516244260654612,0.8282293365678618
DEC,high_data,6,5,10,0.3,5,0.45397998570120546,0.622545432649247,1.0765254183504525
DEC,high_data,6,5,10,0.4,2,0.318263535222901,0.5248275907371599,0.8430911259600609
DEC,high_data,6,5,10,0.4,5,0.41408861565359606,0.5887982829576038,1.0028868986111998
DEC,high_data,6,5,10,0.5,2,0.3230275072820952,0.5472323333545768,0.8702598406366719
DEC,high_data,6,5,10,0.5,5,0.4131772902144276,0.5901769318470887,1.0033542220615164
DEC,high_data,6,5,10,0.6,2,0.30033491114962146,0.5448047856622625,0.8451396968118841
DEC,high_data,6,5,10,0.6,5,0.4166175113893504,0.5918439232258214,1.0084614346151717
DEC,high_data,6,5,10,0.7,2,0.3738781688667704,0.5497271248554257,0.9236052937221961
