name,prefix,seed,dim,n_clusters,epsilon,ari,nmi,sum
SpectACl,new_data_scaled,8,2,10,0.001,-0.007163121523917536,0.025173515579412276,0.01801039405549474
SpectACl,new_data_scaled,8,2,10,0.002,-0.009238383786787699,0.04800735523720524,0.03876897145041754
SpectACl,new_data_scaled,8,2,10,0.003,-0.0153142477312321,0.10431825653502262,0.08900400880379052
SpectACl,new_data_scaled,8,2,10,0.004,-0.013343726604314488,0.15908020299821887,0.14573647639390439
SpectACl,new_data_scaled,8,2,10,0.005,-0.006033125480779902,0.21787147675628926,0.21183835127550937
SpectACl,new_data_scaled,8,2,10,0.006,0.005652592703261338,0.2590295980997287,0.26468219080299005
SpectACl,new_data_scaled,8,2,10,0.007,0.010911756784985646,0.3004826255882793,0.31139438237326494
SpectACl,new_data_scaled,8,2,10,0.008,0.011922586195911722,0.3155745663775986,0.32749715257351036
SpectACl,new_data_scaled,8,2,10,0.009,0.02540353984377783,0.3554481611433056,0.38085170098708343
SpectACl,new_data_scaled,8,2,10,0.01,0.048544271790770595,0.41146495627278606,0.46000922806355665
SpectACl,new_data_scaled,8,2,10,0.02,0.2303932193638652,0.6156692399969549,0.8460624593608201
SpectACl,new_data_scaled,8,2,10,0.03,0.5219093594548685,0.7754119279642098,1.2973212874190783
SpectACl,new_data_scaled,8,2,10,0.04,0.619598271071213,0.8224481290452315,1.4420464001164444
SpectACl,new_data_scaled,8,2,10,0.05,0.6576476748924499,0.8378805759135611,1.495528250806011
SpectACl,new_data_scaled,8,2,10,0.06,0.7867166659632312,0.8628979698864909,1.6496146358497221
SpectACl,new_data_scaled,8,2,10,0.07,0.7770940563726286,0.8518108292169447,1.6289048855895734
SpectACl,new_data_scaled,8,2,10,0.08,0.7448366940188303,0.8259806642900436,1.570817358308874
SpectACl,new_data_scaled,8,2,10,0.09,0.7303918894368593,0.8037376602335171,1.5341295496703764
SpectACl,new_data_scaled,8,2,10,0.1,0.7654551821899154,0.8092356915077694,1.5746908736976848
SpectACl,new_data_scaled,8,2,10,0.12,0.5943890641036607,0.7441537350263323,1.338542799129993
SpectACl,new_data_scaled,8,2,10,0.15,0.7613523736381784,0.786841167546305,1.5481935411844834
SpectACl,new_data_scaled,8,2,10,0.2,0.5158273974460258,0.7008732792194312,1.216700676665457
SpectACl,new_data_scaled,8,2,10,0.25,0.6246709195186538,0.7451830963729442,1.369854015891598
SpectACl,new_data_scaled,8,2,10,0.3,0.455357501639169,0.6362673816388045,1.0916248832779734
SpectACl,new_data_scaled,8,2,10,0.4,0.2871875352978718,0.525534037493222,0.8127215727910938
SpectACl,new_data_scaled,8,2,10,0.5,0.46576669059378534,0.6320069487535822,1.0977736393473676
