name,prefix,seed,dim,n_clusters ,alpha,embedding_size,ari,nmi,sum
DEC,new_data_scaled,2,2,10,0.1,2,0.5210971809972565,0.6177798688398218,1.1388770498370784
DEC,new_data_scaled,2,2,10,0.2,2,0.44742386086194047,0.5784034584814232,1.0258273193433636
DEC,new_data_scaled,2,2,10,0.3,2,0.43342836363829457,0.5766050000694135,1.0100333637077081
DEC,new_data_scaled,2,2,10,0.4,2,0.4402944613342289,0.5623985355978829,1.0026929969321117
DEC,new_data_scaled,2,2,10,0.5,2,0.42385832087707004,0.5618746275016314,0.9857329483787014
DEC,new_data_scaled,2,2,10,0.6,2,0.4057913169855524,0.5402615804146342,0.9460528974001866
DEC,new_data_scaled,2,2,10,0.7,2,0.4402350000872267,0.5790212519795684,1.0192562520667952
DEC,new_data_scaled,2,2,10,0.8,2,0.4588067773005162,0.5908978812602791,1.0497046585607954
DEC,new_data_scaled,2,2,10,0.9,2,0.4405266256554699,0.577994700190135,1.018521325845605
DEC,new_data_scaled,2,2,10,1,2,0.44608900512753263,0.5972040641337114,1.043293069261244
