name,prefix,seed,dim,epsilon,min_samples,ari,nmi,sum
DBSCAN,new_data_scaled,0,2,0.007,15,0.2572170533861281,0.5736695350994024,0.8308865884855305
DBSCAN,new_data_scaled,0,2,0.007,16,0.22885381106931935,0.547167416951803,0.7760212280211224
DBSCAN,new_data_scaled,0,2,0.007,17,0.19261220185874964,0.5138809324254692,0.7064931342842188
DBSCAN,new_data_scaled,0,2,0.007,18,0.17726862721329764,0.4969828099610383,0.6742514371743359
DBSCAN,new_data_scaled,0,2,0.007,19,0.15838603687376343,0.475150268046396,0.6335363049201594
DBSCAN,new_data_scaled,0,2,0.007,20,0.14533521164323346,0.4580025230958476,0.603337734739081
DBSCAN,new_data_scaled,0,2,0.008,2,0.9124209197733925,0.8567815379389316,1.769202457712324
DBSCAN,new_data_scaled,0,2,0.008,3,0.9065303282742685,0.8741438958337222,1.7806742241079907
DBSCAN,new_data_scaled,0,2,0.008,4,0.8628295491190234,0.8592070442974363,1.7220365934164596
DBSCAN,new_data_scaled,0,2,0.008,5,0.8408849465553571,0.8481164783478994,1.6890014249032563
DBSCAN,new_data_scaled,0,2,0.008,6,0.8137675579156481,0.8363332320526121,1.6501007899682603
DBSCAN,new_data_scaled,0,2,0.008,7,0.7755774555729644,0.8123463424782584,1.5879237980512229
DBSCAN,new_data_scaled,0,2,0.008,8,0.7386452566737799,0.7897488852214799,1.5283941418952598
DBSCAN,new_data_scaled,0,2,0.008,9,0.7032392273623965,0.7769316248741117,1.4801708522365082
DBSCAN,new_data_scaled,0,2,0.008,10,0.6635884021684075,0.7639025074567325,1.42749090962514
DBSCAN,new_data_scaled,0,2,0.008,11,0.633625025809474,0.7542561664555352,1.3878811922650092
DBSCAN,new_data_scaled,0,2,0.008,12,0.5608151060396834,0.7292372696972353,1.2900523757369187
DBSCAN,new_data_scaled,0,2,0.008,13,0.5166317049722876,0.7151800166899085,1.2318117216621962
DBSCAN,new_data_scaled,0,2,0.008,14,0.48893389568840445,0.701223151001451,1.1901570466898554
DBSCAN,new_data_scaled,0,2,0.008,15,0.417239109208223,0.6702867121382634,1.0875258213464865
DBSCAN,new_data_scaled,0,2,0.008,16,0.39014598211822105,0.6501807344442614,1.0403267165624825
DBSCAN,new_data_scaled,0,2,0.008,17,0.3715322124957107,0.6392540103478447,1.0107862228435553
DBSCAN,new_data_scaled,0,2,0.008,18,0.33328741617229346,0.6179268831176189,0.9512142992899124
DBSCAN,new_data_scaled,0,2,0.008,19,0.2694290184144557,0.5820819052500178,0.8515109236644736
DBSCAN,new_data_scaled,0,2,0.008,20,0.2340946643142543,0.5523841135883976,0.7864787779026519
DBSCAN,new_data_scaled,0,2,0.009,2,0.9300641988553588,0.8862582624766747,1.8163224613320335
DBSCAN,new_data_scaled,0,2,0.009,3,0.9304233542110902,0.9039524923034052,1.8343758465144955
DBSCAN,new_data_scaled,0,2,0.009,4,0.9172226035116791,0.899379280650683,1.816601884162362
DBSCAN,new_data_scaled,0,2,0.009,5,0.9001386891456645,0.8931088832125093,1.7932475723581738
DBSCAN,new_data_scaled,0,2,0.009,6,0.8805198481727303,0.8846072830305353,1.7651271312032657
DBSCAN,new_data_scaled,0,2,0.009,7,0.8320882823602165,0.8539166264067918,1.6860049087670084
DBSCAN,new_data_scaled,0,2,0.009,8,0.8012049581642431,0.8305575931717774,1.6317625513360206
DBSCAN,new_data_scaled,0,2,0.009,9,0.7738238317718362,0.81506283142169,1.5888866631935263
DBSCAN,new_data_scaled,0,2,0.009,10,0.7403597534785947,0.7988734988381279,1.5392332523167225
DBSCAN,new_data_scaled,0,2,0.009,11,0.7015208598791539,0.7840197997303912,1.485540659609545
DBSCAN,new_data_scaled,0,2,0.009,12,0.6851095105358741,0.7770630390723818,1.462172549608256
DBSCAN,new_data_scaled,0,2,0.009,13,0.6567974692265833,0.7664134515319219,1.423210920758505
DBSCAN,new_data_scaled,0,2,0.009,14,0.6250228077344967,0.758159633551273,1.3831824412857698
DBSCAN,new_data_scaled,0,2,0.009,15,0.555132176955761,0.7381549819461609,1.293287158901922
DBSCAN,new_data_scaled,0,2,0.009,16,0.5160736358323792,0.7232232457266755,1.2392968815590546
DBSCAN,new_data_scaled,0,2,0.009,17,0.4843402486779907,0.709489665015749,1.1938299136937396
DBSCAN,new_data_scaled,0,2,0.009,18,0.466312252189494,0.6984379549729233,1.1647502071624172
DBSCAN,new_data_scaled,0,2,0.009,19,0.41745261642381853,0.6785949913901018,1.0960476078139203
DBSCAN,new_data_scaled,0,2,0.009,20,0.3977099964754534,0.662927735518633,1.0606377319940865
DBSCAN,new_data_scaled,0,2,0.01,2,0.8493980370218418,0.8751518368070107,1.7245498738288525
DBSCAN,new_data_scaled,0,2,0.01,3,0.8566425794521917,0.893528188419355,1.7501707678715466
DBSCAN,new_data_scaled,0,2,0.01,4,0.8855240936074293,0.8961405663328478,1.7816646599402772
DBSCAN,new_data_scaled,0,2,0.01,5,0.9215402608802211,0.9082738214665975,1.8298140823468185
DBSCAN,new_data_scaled,0,2,0.01,6,0.9072925967061535,0.9041057375944873,1.8113983343006408
DBSCAN,new_data_scaled,0,2,0.01,7,0.8855119137660762,0.893100217208448,1.7786121309745242
DBSCAN,new_data_scaled,0,2,0.01,8,0.8704316814652077,0.8853602252561272,1.7557919067213348
DBSCAN,new_data_scaled,0,2,0.01,9,0.8361887308505066,0.863607106910362,1.6997958377608686
DBSCAN,new_data_scaled,0,2,0.01,10,0.8147755573048959,0.8524832884739086,1.6672588457788047
DBSCAN,new_data_scaled,0,2,0.01,11,0.7915306904693599,0.8360933897685902,1.62762408023795
DBSCAN,new_data_scaled,0,2,0.01,12,0.7572149684666032,0.8148419214958778,1.572056889962481
DBSCAN,new_data_scaled,0,2,0.01,13,0.7323136874849037,0.8020465263866751,1.5343602138715786
DBSCAN,new_data_scaled,0,2,0.01,14,0.7112970635151812,0.7894159551506877,1.500713018665869
DBSCAN,new_data_scaled,0,2,0.01,15,0.6790490997823561,0.7795125411382682,1.4585616409206241
DBSCAN,new_data_scaled,0,2,0.01,16,0.6563934005959989,0.7672469438203967,1.4236403444163956
DBSCAN,new_data_scaled,0,2,0.01,17,0.6170139174364844,0.7591111055923084,1.3761250230287927
DBSCAN,new_data_scaled,0,2,0.01,18,0.5829055890072325,0.7545281593345352,1.3374337483417678
DBSCAN,new_data_scaled,0,2,0.01,19,0.5604700914149873,0.7444992371930219,1.304969328608009
DBSCAN,new_data_scaled,0,2,0.01,20,0.5404493726755933,0.7385189765832769,1.2789683492588702
DBSCAN,new_data_scaled,0,2,0.015,2,0.7499537892819318,0.8450208250958674,1.5949746143777992
DBSCAN,new_data_scaled,0,2,0.015,3,0.7671154056258918,0.8794440990725599,1.6465595046984518
DBSCAN,new_data_scaled,0,2,0.015,4,0.7717723481125266,0.8869483790613141,1.6587207271738407
DBSCAN,new_data_scaled,0,2,0.015,5,0.8572999246978407,0.9261317250851596,1.7834316497830003
DBSCAN,new_data_scaled,0,2,0.015,6,0.8558702009952575,0.9239508648022626,1.77982106579752
DBSCAN,new_data_scaled,0,2,0.015,7,0.8397751203502158,0.9070945559090025,1.7468696762592182
DBSCAN,new_data_scaled,0,2,0.015,8,0.8331452661210601,0.8968628561446551,1.730008122265715
DBSCAN,new_data_scaled,0,2,0.015,9,0.8249725595281121,0.8890755608595802,1.7140481203876923
DBSCAN,new_data_scaled,0,2,0.015,10,0.819600507393098,0.8842857546452155,1.7038862620383135
DBSCAN,new_data_scaled,0,2,0.015,11,0.8148178095186195,0.879671731330425,1.6944895408490446
DBSCAN,new_data_scaled,0,2,0.015,12,0.8089890882537593,0.8745337297894722,1.6835228180432313
DBSCAN,new_data_scaled,0,2,0.015,13,0.8080309259038777,0.8744214222995954,1.6824523482034732
DBSCAN,new_data_scaled,0,2,0.015,14,0.8045883597110682,0.875574337691579,1.6801626974026473
DBSCAN,new_data_scaled,0,2,0.015,15,0.9194929580553397,0.9333398559868956,1.8528328140422352
DBSCAN,new_data_scaled,0,2,0.015,16,0.9161148047684831,0.9309449309023232,1.8470597356708063
DBSCAN,new_data_scaled,0,2,0.015,17,0.8806452900075528,0.9094078426557239,1.7900531326632767
DBSCAN,new_data_scaled,0,2,0.015,18,0.8768743864808934,0.910759357334897,1.7876337438157903
DBSCAN,new_data_scaled,0,2,0.015,19,0.8675256815875477,0.9089541229060956,1.7764798044936434
DBSCAN,new_data_scaled,0,2,0.015,20,0.854312529143529,0.9012808952777509,1.7555934244212799
DBSCAN,new_data_scaled,0,2,0.018,2,0.10196265429243132,0.37690577002581593,0.4788684243182473
DBSCAN,new_data_scaled,0,2,0.018,3,0.11106922679610944,0.3972310316688197,0.5083002584649291
DBSCAN,new_data_scaled,0,2,0.018,4,0.11667420650017435,0.40730045226527317,0.5239746587654475
DBSCAN,new_data_scaled,0,2,0.018,5,0.11872387731124509,0.4084988245075341,0.5272227018187792
DBSCAN,new_data_scaled,0,2,0.018,6,0.1185803609957572,0.40702177498665676,0.5256021359824139
DBSCAN,new_data_scaled,0,2,0.018,7,0.11909985559939845,0.406050890524724,0.5251507461241225
DBSCAN,new_data_scaled,0,2,0.018,8,0.11841645833973305,0.40388501530480786,0.5223014736445409
DBSCAN,new_data_scaled,0,2,0.018,9,0.35689106948558913,0.6497009340415165,1.0065920035271056
DBSCAN,new_data_scaled,0,2,0.018,10,0.3548560965392216,0.645031573621186,0.9998876701604076
DBSCAN,new_data_scaled,0,2,0.018,11,0.4406633365411126,0.7194275141228078,1.1600908506639205
DBSCAN,new_data_scaled,0,2,0.018,12,0.43118511665297327,0.7031937594434368,1.13437887609641
DBSCAN,new_data_scaled,0,2,0.018,13,0.6124462575540269,0.7973217052967253,1.4097679628507522
DBSCAN,new_data_scaled,0,2,0.018,14,0.610352904528659,0.7930692568269772,1.4034221613556361
DBSCAN,new_data_scaled,0,2,0.018,15,0.6090313204290069,0.7917534677709002,1.400784788199907
DBSCAN,new_data_scaled,0,2,0.018,16,0.6040374343199434,0.7849615407728976,1.388998975092841
DBSCAN,new_data_scaled,0,2,0.018,17,0.6017277836809424,0.7826699142023549,1.3843976978832973
DBSCAN,new_data_scaled,0,2,0.018,18,0.5995686560410051,0.7775269045498597,1.3770955605908648
DBSCAN,new_data_scaled,0,2,0.018,19,0.5992177408328212,0.777454081914368,1.3766718227471892
DBSCAN,new_data_scaled,0,2,0.018,20,0.597579050137231,0.7753948904242178,1.3729739405614487
DBSCAN,new_data_scaled,0,2,0.02,2,0.10020682871788829,0.3728712988500814,0.4730781275679697
DBSCAN,new_data_scaled,0,2,0.02,3,0.10777304555515924,0.39004270648660483,0.4978157520417641
DBSCAN,new_data_scaled,0,2,0.02,4,0.11505729467188879,0.4042513820197624,0.5193086766916511
DBSCAN,new_data_scaled,0,2,0.02,5,0.1170060720479728,0.406001247034444,0.5230073190824168
DBSCAN,new_data_scaled,0,2,0.02,6,0.1179714050864832,0.4071846842963183,0.5251560893828016
DBSCAN,new_data_scaled,0,2,0.02,7,0.11856816546655737,0.4073055956077391,0.5258737610742965
DBSCAN,new_data_scaled,0,2,0.02,8,0.11889580589261398,0.40636431652458793,0.5252601224172019
DBSCAN,new_data_scaled,0,2,0.02,9,0.11826881843320129,0.40316342981215053,0.5214322482453518
DBSCAN,new_data_scaled,0,2,0.02,10,0.11715796547473949,0.39794141636322505,0.5150993818379646
DBSCAN,new_data_scaled,0,2,0.02,11,0.1169932471105344,0.39720160771572705,0.5141948548262615
DBSCAN,new_data_scaled,0,2,0.02,12,0.11619439536326473,0.3937029798200122,0.5098973751832769
DBSCAN,new_data_scaled,0,2,0.02,13,0.41251534664543527,0.6635835370527764,1.0760988836982117
DBSCAN,new_data_scaled,0,2,0.02,14,0.4113587039205113,0.6614535626820038,1.072812266602515
DBSCAN,new_data_scaled,0,2,0.02,15,0.4736830021634949,0.7132961030032889,1.1869791051667837
DBSCAN,new_data_scaled,0,2,0.02,16,0.47228246466768614,0.7104659052954841,1.1827483699631702
DBSCAN,new_data_scaled,0,2,0.02,17,0.47087337856784267,0.7074789639566009,1.1783523425244435
DBSCAN,new_data_scaled,0,2,0.02,18,0.4693333202818069,0.7037702786949723,1.1731035989767793
DBSCAN,new_data_scaled,0,2,0.02,19,0.46580026918807865,0.6965402057268956,1.1623404749149742
DBSCAN,new_data_scaled,0,2,0.02,20,0.4645570104027002,0.6942427637855496,1.1587997741882499
DBSCAN,new_data_scaled,0,2,0.022,2,0.09873573813737947,0.36854615805613306,0.4672818961935125
DBSCAN,new_data_scaled,0,2,0.022,3,0.10540210788046192,0.3868517385028262,0.4922538463832882
DBSCAN,new_data_scaled,0,2,0.022,4,0.11339373164508018,0.4023676095222115,0.5157613411672917
DBSCAN,new_data_scaled,0,2,0.022,5,0.11673200337292049,0.40779806217394055,0.524530065546861
DBSCAN,new_data_scaled,0,2,0.022,6,0.1175875257347446,0.40824300415363557,0.5258305298883802
DBSCAN,new_data_scaled,0,2,0.022,7,0.11903519616012412,0.4100565697303302,0.5290917658904544
DBSCAN,new_data_scaled,0,2,0.022,8,0.11954296506970577,0.40998750368377657,0.5295304687534823
DBSCAN,new_data_scaled,0,2,0.022,9,0.11926314185839347,0.40836973710212854,0.527632878960522
DBSCAN,new_data_scaled,0,2,0.022,10,0.11907865066903585,0.40734797941250805,0.5264266300815439
DBSCAN,new_data_scaled,0,2,0.022,11,0.11835715265175423,0.40360069506988033,0.5219578477216346
DBSCAN,new_data_scaled,0,2,0.022,12,0.11774746375210084,0.40065546831979865,0.5184029320718995
DBSCAN,new_data_scaled,0,2,0.022,13,0.11749234878456573,0.39946710420818604,0.5169594529927518
DBSCAN,new_data_scaled,0,2,0.022,14,0.11674926169944087,0.39611840238782614,0.512867664087267
DBSCAN,new_data_scaled,0,2,0.022,15,0.11642972071566629,0.39471999645564687,0.5111497171713132
DBSCAN,new_data_scaled,0,2,0.022,16,0.1137944614767324,0.3887468146136059,0.5025412760903383
DBSCAN,new_data_scaled,0,2,0.022,17,0.113730572943128,0.3873827171892353,0.5011132901323633
DBSCAN,new_data_scaled,0,2,0.022,18,0.1090895707673889,0.3775860892284826,0.4866756599958715
DBSCAN,new_data_scaled,0,2,0.022,19,0.1644553815653859,0.4888266040336177,0.6532819855990036
DBSCAN,new_data_scaled,0,2,0.022,20,0.16436173110504107,0.48422892036501686,0.6485906514700579
DBSCAN,new_data_scaled,0,2,0.025,2,0.09488789279212878,0.3578675421872036,0.4527554349793324
DBSCAN,new_data_scaled,0,2,0.025,3,0.09934188233427053,0.37232032915314517,0.4716622114874157
DBSCAN,new_data_scaled,0,2,0.025,4,0.10724358856164887,0.38985996787379207,0.4971035564354409
DBSCAN,new_data_scaled,0,2,0.025,5,0.1143971074445271,0.4050280387303781,0.5194251461749052
DBSCAN,new_data_scaled,0,2,0.025,6,0.11632213442949867,0.4083061441285912,0.5246282785580898
DBSCAN,new_data_scaled,0,2,0.025,7,0.1169799918573433,0.4084655669766764,0.5254455588340197
DBSCAN,new_data_scaled,0,2,0.025,8,0.11947644763314791,0.41252734716218575,0.5320037947953337
