name,prefix,seed,dim,n_clusters,epsilon,ari,nmi,sum
SpectACl,new_data_scaled,1,2,10,0.001,-0.006915675470911814,0.02383303689497644,0.016917361424064623
SpectACl,new_data_scaled,1,2,10,0.002,-0.008842846884903756,0.0452726567095064,0.036429809824602644
SpectACl,new_data_scaled,1,2,10,0.003,-0.013741090167808653,0.10572085678244161,0.09197976661463296
SpectACl,new_data_scaled,1,2,10,0.004,-0.011010365639239553,0.15103218728323775,0.1400218216439982
SpectACl,new_data_scaled,1,2,10,0.005,-0.0060753522570498875,0.21783699322147007,0.21176164096442018
SpectACl,new_data_scaled,1,2,10,0.006,-0.0027073008111068463,0.2500580592650357,0.24735075845392887
SpectACl,new_data_scaled,1,2,10,0.007,4.555621892353881e-05,0.2920101859890765,0.29205574220800007
SpectACl,new_data_scaled,1,2,10,0.008,0.01574635397712122,0.34565703156671185,0.36140338554383306
SpectACl,new_data_scaled,1,2,10,0.009,0.01548517419099956,0.34378914295839247,0.359274317149392
SpectACl,new_data_scaled,1,2,10,0.01,0.03430159443066939,0.396266158161404,0.43056775259207336
SpectACl,new_data_scaled,1,2,10,0.02,0.2356258398604528,0.6166564570962474,0.8522822969567002
SpectACl,new_data_scaled,1,2,10,0.03,0.5695490144069668,0.7782828428220957,1.3478318572290626
SpectACl,new_data_scaled,1,2,10,0.04,0.7089551728841128,0.8653076479347256,1.5742628208188383
SpectACl,new_data_scaled,1,2,10,0.05,0.675723317280752,0.8405979572515726,1.5163212745323245
SpectACl,new_data_scaled,1,2,10,0.06,0.7866569040392419,0.8628308993198465,1.6494878033590883
SpectACl,new_data_scaled,1,2,10,0.07,0.7770940563726286,0.8518108292169446,1.6289048855895731
SpectACl,new_data_scaled,1,2,10,0.08,0.7453761711019298,0.8228276016346961,1.5682037727366258
SpectACl,new_data_scaled,1,2,10,0.09,0.7260498149795502,0.8060311849209447,1.532080999900495
SpectACl,new_data_scaled,1,2,10,0.1,0.6740955673108951,0.7746983048206336,1.4487938721315288
SpectACl,new_data_scaled,1,2,10,0.12,0.6335212612119108,0.7574234364443021,1.390944697656213
SpectACl,new_data_scaled,1,2,10,0.15,0.7308288566400818,0.769054377283016,1.4998832339230979
SpectACl,new_data_scaled,1,2,10,0.2,0.45747936935474576,0.6616659258098014,1.119145295164547
SpectACl,new_data_scaled,1,2,10,0.25,0.5542409605013676,0.6921659522257172,1.246406912727085
SpectACl,new_data_scaled,1,2,10,0.3,0.5558688266807055,0.6606840280933006,1.216552854774006
SpectACl,new_data_scaled,1,2,10,0.4,0.27522380534515106,0.5048133784487033,0.7800371837938544
SpectACl,new_data_scaled,1,2,10,0.5,0.3338246533011956,0.5787889150267272,0.9126135683279228
