name,prefix,seed,dim,n_clusters,n_init,ari,nmi,sum
kmeans,new_data_scaled,0,2,10,1,0.6942524761780762,0.7562230592070452,1.4504755353851215
kmeans,new_data_scaled,0,2,10,2,0.6942524761780762,0.7562230592070452,1.4504755353851215
kmeans,new_data_scaled,0,2,10,3,0.6942524761780762,0.7562230592070452,1.4504755353851215
kmeans,new_data_scaled,0,2,10,4,0.6942524761780762,0.7562230592070452,1.4504755353851215
kmeans,new_data_scaled,0,2,10,5,0.6942524761780762,0.7562230592070452,1.4504755353851215
kmeans,new_data_scaled,0,2,10,6,0.6942524761780762,0.7562230592070452,1.4504755353851215
kmeans,new_data_scaled,0,2,10,7,0.6942524761780762,0.7562230592070452,1.4504755353851215
kmeans,new_data_scaled,0,2,10,8,0.6942524761780762,0.7562230592070452,1.4504755353851215
kmeans,new_data_scaled,0,2,10,9,0.6942524761780762,0.7562230592070452,1.4504755353851215
kmeans,new_data_scaled,0,2,10,10,0.6942524761780762,0.7562230592070452,1.4504755353851215
kmeans,new_data_scaled,1,2,10,1,0.6348695027765482,0.7204019946631854,1.3552714974397335
kmeans,new_data_scaled,1,2,10,2,0.6843515935314316,0.7421088351164008,1.4264604286478324
kmeans,new_data_scaled,1,2,10,3,0.6953560457928317,0.7579100813839362,1.453266127176768
kmeans,new_data_scaled,1,2,10,4,0.6953560457928317,0.7579100813839362,1.453266127176768
kmeans,new_data_scaled,1,2,10,5,0.6953560457928317,0.7579100813839362,1.453266127176768
kmeans,new_data_scaled,1,2,10,6,0.6953560457928317,0.7579100813839362,1.453266127176768
kmeans,new_data_scaled,1,2,10,7,0.6953560457928317,0.7579100813839362,1.453266127176768
kmeans,new_data_scaled,1,2,10,8,0.6953560457928317,0.7579100813839362,1.453266127176768
kmeans,new_data_scaled,1,2,10,9,0.6953560457928317,0.7579100813839362,1.453266127176768
kmeans,new_data_scaled,1,2,10,10,0.6953560457928317,0.7579100813839362,1.453266127176768
kmeans,new_data_scaled,2,2,10,1,0.6428237851442201,0.7326226602219398,1.37544644536616
kmeans,new_data_scaled,2,2,10,2,0.5998076682038372,0.7184824379440913,1.3182901061479284
kmeans,new_data_scaled,2,2,10,3,0.6946658108459918,0.7569888317953226,1.4516546426413144
kmeans,new_data_scaled,2,2,10,4,0.6947134526918863,0.756394373094842,1.4511078257867283
kmeans,new_data_scaled,2,2,10,5,0.6947134526918863,0.756394373094842,1.4511078257867283
kmeans,new_data_scaled,2,2,10,6,0.6947134526918863,0.756394373094842,1.4511078257867283
kmeans,new_data_scaled,2,2,10,7,0.6947134526918863,0.756394373094842,1.4511078257867283
kmeans,new_data_scaled,2,2,10,8,0.6947134526918863,0.756394373094842,1.4511078257867283
kmeans,new_data_scaled,2,2,10,9,0.6947134526918863,0.756394373094842,1.4511078257867283
kmeans,new_data_scaled,2,2,10,10,0.6947134526918863,0.756394373094842,1.4511078257867283
kmeans,new_data_scaled,3,2,10,1,0.6987116927167764,0.750783797499178,1.4494954902159543
kmeans,new_data_scaled,3,2,10,2,0.6416944405915997,0.7359585467903633,1.3776529873819632
kmeans,new_data_scaled,3,2,10,3,0.6416944405915997,0.7359585467903633,1.3776529873819632
kmeans,new_data_scaled,3,2,10,4,0.6007690637192044,0.7193992288384288,1.320168292557633
kmeans,new_data_scaled,3,2,10,5,0.6007690637192044,0.7193992288384288,1.320168292557633
kmeans,new_data_scaled,3,2,10,6,0.6949033729516045,0.7565424113791549,1.4514457843307595
kmeans,new_data_scaled,3,2,10,7,0.6949033729516045,0.7565424113791549,1.4514457843307595
kmeans,new_data_scaled,3,2,10,8,0.6949033729516045,0.7565424113791549,1.4514457843307595
kmeans,new_data_scaled,3,2,10,9,0.6949033729516045,0.7565424113791549,1.4514457843307595
kmeans,new_data_scaled,3,2,10,10,0.6949033729516045,0.7565424113791549,1.4514457843307595
kmeans,new_data_scaled,4,2,10,1,0.5346287323097639,0.6851818661759573,1.2198105984857213
kmeans,new_data_scaled,4,2,10,2,0.599095728524007,0.7182461581973022,1.3173418867213091
kmeans,new_data_scaled,4,2,10,3,0.599095728524007,0.7182461581973022,1.3173418867213091
kmeans,new_data_scaled,4,2,10,4,0.600563557168014,0.7191120939214178,1.3196756510894319
kmeans,new_data_scaled,4,2,10,5,0.6950108479346939,0.7575058599844413,1.4525167079191352
kmeans,new_data_scaled,4,2,10,6,0.6950108479346939,0.7575058599844413,1.4525167079191352
kmeans,new_data_scaled,4,2,10,7,0.6950108479346939,0.7575058599844413,1.4525167079191352
kmeans,new_data_scaled,4,2,10,8,0.6950108479346939,0.7575058599844413,1.4525167079191352
kmeans,new_data_scaled,4,2,10,9,0.6950108479346939,0.7575058599844413,1.4525167079191352
kmeans,new_data_scaled,4,2,10,10,0.6950108479346939,0.7575058599844413,1.4525167079191352
kmeans,new_data_scaled,5,2,10,1,0.598643475661893,0.7171487938713663,1.3157922695332593
kmeans,new_data_scaled,5,2,10,2,0.5998076682038372,0.7184824379440911,1.3182901061479284
kmeans,new_data_scaled,5,2,10,3,0.5998076682038372,0.7184824379440911,1.3182901061479284
kmeans,new_data_scaled,5,2,10,4,0.5998076682038372,0.7184824379440911,1.3182901061479284
kmeans,new_data_scaled,5,2,10,5,0.5998076682038372,0.7184824379440911,1.3182901061479284
kmeans,new_data_scaled,5,2,10,6,0.6942524761780762,0.7562230592070451,1.4504755353851213
kmeans,new_data_scaled,5,2,10,7,0.6942524761780762,0.7562230592070451,1.4504755353851213
kmeans,new_data_scaled,5,2,10,8,0.6942524761780762,0.7562230592070451,1.4504755353851213
kmeans,new_data_scaled,5,2,10,9,0.6942524761780762,0.7562230592070451,1.4504755353851213
kmeans,new_data_scaled,5,2,10,10,0.6942524761780762,0.7562230592070451,1.4504755353851213
kmeans,new_data_scaled,6,2,10,1,0.6026533220533322,0.7181996346146401,1.3208529566679723
kmeans,new_data_scaled,6,2,10,2,0.6026533220533322,0.7181996346146401,1.3208529566679723
kmeans,new_data_scaled,6,2,10,3,0.6026533220533322,0.7181996346146401,1.3208529566679723
kmeans,new_data_scaled,6,2,10,4,0.6026533220533322,0.7181996346146401,1.3208529566679723
kmeans,new_data_scaled,6,2,10,5,0.6026533220533322,0.7181996346146401,1.3208529566679723
kmeans,new_data_scaled,6,2,10,6,0.6026533220533322,0.7181996346146401,1.3208529566679723
kmeans,new_data_scaled,6,2,10,7,0.6026533220533322,0.7181996346146401,1.3208529566679723
kmeans,new_data_scaled,6,2,10,8,0.6026533220533322,0.7181996346146401,1.3208529566679723
kmeans,new_data_scaled,6,2,10,9,0.6947134526918863,0.756394373094842,1.4511078257867283
kmeans,new_data_scaled,6,2,10,10,0.6947134526918863,0.756394373094842,1.4511078257867283
kmeans,new_data_scaled,7,2,10,1,0.6439063435530633,0.7376703082990205,1.3815766518520838
kmeans,new_data_scaled,7,2,10,2,0.6953560457928317,0.7579100813839362,1.453266127176768
kmeans,new_data_scaled,7,2,10,3,0.6953560457928317,0.7579100813839362,1.453266127176768
kmeans,new_data_scaled,7,2,10,4,0.6953560457928317,0.7579100813839362,1.453266127176768
kmeans,new_data_scaled,7,2,10,5,0.6953560457928317,0.7579100813839362,1.453266127176768
kmeans,new_data_scaled,7,2,10,6,0.6953560457928317,0.7579100813839362,1.453266127176768
kmeans,new_data_scaled,7,2,10,7,0.6953560457928317,0.7579100813839362,1.453266127176768
kmeans,new_data_scaled,7,2,10,8,0.6953560457928317,0.7579100813839362,1.453266127176768
kmeans,new_data_scaled,7,2,10,9,0.6953560457928317,0.7579100813839362,1.453266127176768
kmeans,new_data_scaled,7,2,10,10,0.6950108479346939,0.7575058599844412,1.452516707919135
kmeans,new_data_scaled,8,2,10,1,0.6026533220533322,0.7181996346146401,1.3208529566679723
kmeans,new_data_scaled,8,2,10,2,0.5992663901399352,0.7183776073804338,1.3176439975203689
kmeans,new_data_scaled,8,2,10,3,0.6953560457928317,0.7579100813839361,1.453266127176768
kmeans,new_data_scaled,8,2,10,4,0.6953560457928317,0.7579100813839361,1.453266127176768
kmeans,new_data_scaled,8,2,10,5,0.6953560457928317,0.7579100813839361,1.453266127176768
kmeans,new_data_scaled,8,2,10,6,0.6953560457928317,0.7579100813839361,1.453266127176768
kmeans,new_data_scaled,8,2,10,7,0.6953560457928317,0.7579100813839361,1.453266127176768
kmeans,new_data_scaled,8,2,10,8,0.6953560457928317,0.7579100813839361,1.453266127176768
kmeans,new_data_scaled,8,2,10,9,0.6953560457928317,0.7579100813839361,1.453266127176768
kmeans,new_data_scaled,8,2,10,10,0.6953560457928317,0.7579100813839361,1.453266127176768
kmeans,new_data_scaled,9,2,10,1,0.6519692388598076,0.7452768964108526,1.3972461352706602
kmeans,new_data_scaled,9,2,10,2,0.6519692388598076,0.7452768964108526,1.3972461352706602
kmeans,new_data_scaled,9,2,10,3,0.6524552458521575,0.74648236582588,1.3989376116780377
kmeans,new_data_scaled,9,2,10,4,0.6950108479346939,0.7575058599844412,1.452516707919135
kmeans,new_data_scaled,9,2,10,5,0.6949033729516045,0.7565424113791548,1.4514457843307593
kmeans,new_data_scaled,9,2,10,6,0.6949033729516045,0.7565424113791548,1.4514457843307593
kmeans,new_data_scaled,9,2,10,7,0.6949033729516045,0.7565424113791548,1.4514457843307593
kmeans,new_data_scaled,9,2,10,8,0.6949033729516045,0.7565424113791548,1.4514457843307593
kmeans,new_data_scaled,9,2,10,9,0.6949033729516045,0.7565424113791548,1.4514457843307593
kmeans,new_data_scaled,9,2,10,10,0.6949033729516045,0.7565424113791548,1.4514457843307593
