name,prefix,seed,dim,n_clusters ,alpha,embedding_size,ari,nmi,sum
DEC,new_data_scaled,3,2,10,0.1,2,0.45132179862808425,0.563464809068436,1.0147866076965202
DEC,new_data_scaled,3,2,10,0.2,2,0.43565047912760235,0.5813458098986792,1.0169962890262816
DEC,new_data_scaled,3,2,10,0.3,2,0.3715645798452548,0.4751247714730686,0.8466893513183233
DEC,new_data_scaled,3,2,10,0.4,2,0.3725237214991,0.48186128359831326,0.8543850050974133
DEC,new_data_scaled,3,2,10,0.5,2,0.35155425613844027,0.4891862154467866,0.8407404715852269
DEC,new_data_scaled,3,2,10,0.6,2,0.35428954932666284,0.493379013940381,0.8476685632670438
DEC,new_data_scaled,3,2,10,0.7,2,0.3663325460573603,0.48694461098075803,0.8532771570381184
DEC,new_data_scaled,3,2,10,0.8,2,0.34941839156580135,0.5034689532663227,0.852887344832124
DEC,new_data_scaled,3,2,10,0.9,2,0.34503786797903463,0.5008045311060485,0.8458423990850832
DEC,new_data_scaled,3,2,10,1,2,0.3316662890443617,0.4950642190232561,0.8267305080676177
