name,prefix,seed,dim,density_threshold,distance_threshold,gauss_cutoff,ari,nmi,sum
dpca,new_data_scaled,0,2,0.05,0.06,True,0.2632118508732326,0.5513988445923202,0.8146106954655529
dpca,new_data_scaled,0,2,0.05,0.07,True,0.4143671747356099,0.6320866949117927,1.0464538696474026
dpca,new_data_scaled,0,2,0.05,0.08,True,0.4124423808799615,0.6324060686627057,1.044848449542667
dpca,new_data_scaled,0,2,0.05,0.09,True,0.40446407970757847,0.6242858701100301,1.0287499498176085
dpca,new_data_scaled,0,2,0.05,0.1,True,0.5311622426920691,0.6577934331483059,1.188955675840375
dpca,new_data_scaled,0,2,0.05,0.15,True,0.41298083523691637,0.5825613018689341,0.9955421371058504
dpca,new_data_scaled,0,2,0.05,0.2,True,0.1713587926927716,0.32149247015542814,0.49285126284819974
dpca,new_data_scaled,0,2,0.05,0.3,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.05,0.4,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.05,,True,0.5290466117349506,0.6596997125003725,1.1887463242353231
dpca,new_data_scaled,0,2,0.06,0.01,True,0.049714627611989505,0.3657521927699986,0.4154668203819881
dpca,new_data_scaled,0,2,0.06,0.02,True,0.22675629462703117,0.5190860608508667,0.7458423554778979
dpca,new_data_scaled,0,2,0.06,0.03,True,0.24598115639112064,0.5426390965903177,0.7886202529814383
dpca,new_data_scaled,0,2,0.06,0.04,True,0.2399623333000994,0.5448801096450664,0.7848424429451658
dpca,new_data_scaled,0,2,0.06,0.05,True,0.23903816259088279,0.5472108057184027,0.7862489683092855
dpca,new_data_scaled,0,2,0.06,0.06,True,0.2632118508732326,0.5513988445923202,0.8146106954655529
dpca,new_data_scaled,0,2,0.06,0.07,True,0.4143671747356099,0.6320866949117927,1.0464538696474026
dpca,new_data_scaled,0,2,0.06,0.08,True,0.4124423808799615,0.6324060686627057,1.044848449542667
dpca,new_data_scaled,0,2,0.06,0.09,True,0.40446407970757847,0.6242858701100301,1.0287499498176085
dpca,new_data_scaled,0,2,0.06,0.1,True,0.5311622426920691,0.6577934331483059,1.188955675840375
dpca,new_data_scaled,0,2,0.06,0.15,True,0.41298083523691637,0.5825613018689341,0.9955421371058504
dpca,new_data_scaled,0,2,0.06,0.2,True,0.1713587926927716,0.32149247015542814,0.49285126284819974
dpca,new_data_scaled,0,2,0.06,0.3,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.06,0.4,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.06,,True,0.5290466117349506,0.6596997125003725,1.1887463242353231
dpca,new_data_scaled,0,2,0.07,0.01,True,0.049714627611989505,0.3657521927699986,0.4154668203819881
dpca,new_data_scaled,0,2,0.07,0.02,True,0.22675629462703117,0.5190860608508667,0.7458423554778979
dpca,new_data_scaled,0,2,0.07,0.03,True,0.24598115639112064,0.5426390965903177,0.7886202529814383
dpca,new_data_scaled,0,2,0.07,0.04,True,0.2399623333000994,0.5448801096450664,0.7848424429451658
dpca,new_data_scaled,0,2,0.07,0.05,True,0.23903816259088279,0.5472108057184027,0.7862489683092855
dpca,new_data_scaled,0,2,0.07,0.06,True,0.2632118508732326,0.5513988445923202,0.8146106954655529
dpca,new_data_scaled,0,2,0.07,0.07,True,0.4143671747356099,0.6320866949117927,1.0464538696474026
dpca,new_data_scaled,0,2,0.07,0.08,True,0.4124423808799615,0.6324060686627057,1.044848449542667
dpca,new_data_scaled,0,2,0.07,0.09,True,0.40446407970757847,0.6242858701100301,1.0287499498176085
dpca,new_data_scaled,0,2,0.07,0.1,True,0.5311622426920691,0.6577934331483059,1.188955675840375
dpca,new_data_scaled,0,2,0.07,0.15,True,0.41298083523691637,0.5825613018689341,0.9955421371058504
dpca,new_data_scaled,0,2,0.07,0.2,True,0.1713587926927716,0.32149247015542814,0.49285126284819974
dpca,new_data_scaled,0,2,0.07,0.3,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.07,0.4,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.07,,True,0.5290466117349506,0.6596997125003725,1.1887463242353231
dpca,new_data_scaled,0,2,0.08,0.01,True,0.0497149055298409,0.3657785958286444,0.4154935013584853
dpca,new_data_scaled,0,2,0.08,0.02,True,0.226756672112491,0.5191188397836087,0.7458755118960998
dpca,new_data_scaled,0,2,0.08,0.03,True,0.24598238073013978,0.5426929483126132,0.788675329042753
dpca,new_data_scaled,0,2,0.08,0.04,True,0.2399635461910573,0.544935393502246,0.7848989396933033
dpca,new_data_scaled,0,2,0.08,0.05,True,0.23903816259088279,0.5472108057184027,0.7862489683092855
dpca,new_data_scaled,0,2,0.08,0.06,True,0.2632118508732326,0.5513988445923202,0.8146106954655529
dpca,new_data_scaled,0,2,0.08,0.07,True,0.4143671747356099,0.6320866949117927,1.0464538696474026
dpca,new_data_scaled,0,2,0.08,0.08,True,0.4124423808799615,0.6324060686627057,1.044848449542667
dpca,new_data_scaled,0,2,0.08,0.09,True,0.40446407970757847,0.6242858701100301,1.0287499498176085
dpca,new_data_scaled,0,2,0.08,0.1,True,0.5311622426920691,0.6577934331483059,1.188955675840375
dpca,new_data_scaled,0,2,0.08,0.15,True,0.41298083523691637,0.5825613018689341,0.9955421371058504
dpca,new_data_scaled,0,2,0.08,0.2,True,0.1713587926927716,0.32149247015542814,0.49285126284819974
dpca,new_data_scaled,0,2,0.08,0.3,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.08,0.4,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.08,,True,0.5290466117349506,0.6596997125003725,1.1887463242353231
dpca,new_data_scaled,0,2,0.09,0.01,True,0.04971573928299204,0.3658413829225856,0.41555712220557767
dpca,new_data_scaled,0,2,0.09,0.02,True,0.22675780456806496,0.5191967864755925,0.7459545910436575
dpca,new_data_scaled,0,2,0.09,0.03,True,0.24598360506773365,0.5427718736305827,0.7887554786983163
dpca,new_data_scaled,0,2,0.09,0.04,True,0.23996920633041927,0.5450526017424887,0.785021808072908
dpca,new_data_scaled,0,2,0.09,0.05,True,0.23904371859443904,0.5473305548077522,0.7863742734021912
dpca,new_data_scaled,0,2,0.09,0.06,True,0.2632118508732326,0.5513988445923202,0.8146106954655529
dpca,new_data_scaled,0,2,0.09,0.07,True,0.4143671747356099,0.6320866949117927,1.0464538696474026
dpca,new_data_scaled,0,2,0.09,0.08,True,0.4124423808799615,0.6324060686627057,1.044848449542667
dpca,new_data_scaled,0,2,0.09,0.09,True,0.40446407970757847,0.6242858701100301,1.0287499498176085
dpca,new_data_scaled,0,2,0.09,0.1,True,0.5311622426920691,0.6577934331483059,1.188955675840375
dpca,new_data_scaled,0,2,0.09,0.15,True,0.41298083523691637,0.5825613018689341,0.9955421371058504
dpca,new_data_scaled,0,2,0.09,0.2,True,0.1713587926927716,0.32149247015542814,0.49285126284819974
dpca,new_data_scaled,0,2,0.09,0.3,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.09,0.4,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.09,,True,0.5290466117349506,0.6596997125003725,1.1887463242353231
dpca,new_data_scaled,0,2,0.1,0.01,True,0.049519534541286374,0.3656077687376357,0.41512730327892206
dpca,new_data_scaled,0,2,0.1,0.02,True,0.22637467299243966,0.5190619730316102,0.7454366460240498
dpca,new_data_scaled,0,2,0.1,0.03,True,0.24598646184990994,0.542885694558517,0.7888721564084269
dpca,new_data_scaled,0,2,0.1,0.04,True,0.23996920633041927,0.5450526017424887,0.785021808072908
dpca,new_data_scaled,0,2,0.1,0.05,True,0.23904371859443904,0.5473305548077522,0.7863742734021912
dpca,new_data_scaled,0,2,0.1,0.06,True,0.2632118508732326,0.5513988445923202,0.8146106954655529
dpca,new_data_scaled,0,2,0.1,0.07,True,0.4143671747356099,0.6320866949117927,1.0464538696474026
dpca,new_data_scaled,0,2,0.1,0.08,True,0.4124423808799615,0.6324060686627057,1.044848449542667
dpca,new_data_scaled,0,2,0.1,0.09,True,0.40446407970757847,0.6242858701100301,1.0287499498176085
dpca,new_data_scaled,0,2,0.1,0.1,True,0.5311622426920691,0.6577934331483059,1.188955675840375
dpca,new_data_scaled,0,2,0.1,0.15,True,0.41298083523691637,0.5825613018689341,0.9955421371058504
dpca,new_data_scaled,0,2,0.1,0.2,True,0.1713587926927716,0.32149247015542814,0.49285126284819974
dpca,new_data_scaled,0,2,0.1,0.3,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.1,0.4,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.1,,True,0.5290466117349506,0.6596997125003725,1.1887463242353231
dpca,new_data_scaled,0,2,0.15,0.01,True,0.04923014204857025,0.3654551239460901,0.4146852659946603
dpca,new_data_scaled,0,2,0.15,0.02,True,0.2259974778181948,0.5192174518141747,0.7452149296323695
dpca,new_data_scaled,0,2,0.15,0.03,True,0.24576146686423045,0.5431504348644868,0.7889119017287172
dpca,new_data_scaled,0,2,0.15,0.04,True,0.23976001535498404,0.5450997674267992,0.7848597827817833
dpca,new_data_scaled,0,2,0.15,0.05,True,0.23904371859443904,0.5473305548077522,0.7863742734021912
dpca,new_data_scaled,0,2,0.15,0.06,True,0.2632118508732326,0.5513988445923202,0.8146106954655529
dpca,new_data_scaled,0,2,0.15,0.07,True,0.4143671747356099,0.6320866949117927,1.0464538696474026
dpca,new_data_scaled,0,2,0.15,0.08,True,0.4124423808799615,0.6324060686627057,1.044848449542667
dpca,new_data_scaled,0,2,0.15,0.09,True,0.40446407970757847,0.6242858701100301,1.0287499498176085
dpca,new_data_scaled,0,2,0.15,0.1,True,0.5311622426920691,0.6577934331483059,1.188955675840375
dpca,new_data_scaled,0,2,0.15,0.15,True,0.41298083523691637,0.5825613018689341,0.9955421371058504
dpca,new_data_scaled,0,2,0.15,0.2,True,0.1713587926927716,0.32149247015542814,0.49285126284819974
dpca,new_data_scaled,0,2,0.15,0.3,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.15,0.4,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.15,,True,0.5290466117349506,0.6596997125003725,1.1887463242353231
dpca,new_data_scaled,0,2,0.2,0.01,True,0.04856582636622313,0.3648780897480022,0.4134439161142253
dpca,new_data_scaled,0,2,0.2,0.02,True,0.2246859744282962,0.5190527091600614,0.7437386835883576
dpca,new_data_scaled,0,2,0.2,0.03,True,0.24578798510025587,0.5439659806342562,0.7897539657345121
dpca,new_data_scaled,0,2,0.2,0.04,True,0.23934177030660722,0.5451313451678365,0.7844731154744436
dpca,new_data_scaled,0,2,0.2,0.05,True,0.23904371859443904,0.5473305548077522,0.7863742734021912
dpca,new_data_scaled,0,2,0.2,0.06,True,0.2632118508732326,0.5513988445923202,0.8146106954655529
dpca,new_data_scaled,0,2,0.2,0.07,True,0.4143671747356099,0.6320866949117927,1.0464538696474026
dpca,new_data_scaled,0,2,0.2,0.08,True,0.4124423808799615,0.6324060686627057,1.044848449542667
dpca,new_data_scaled,0,2,0.2,0.09,True,0.40446407970757847,0.6242858701100301,1.0287499498176085
dpca,new_data_scaled,0,2,0.2,0.1,True,0.5311622426920691,0.6577934331483059,1.188955675840375
dpca,new_data_scaled,0,2,0.2,0.15,True,0.41298083523691637,0.5825613018689341,0.9955421371058504
dpca,new_data_scaled,0,2,0.2,0.2,True,0.1713587926927716,0.32149247015542814,0.49285126284819974
dpca,new_data_scaled,0,2,0.2,0.3,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.2,0.4,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.2,,True,0.5290466117349506,0.6596997125003725,1.1887463242353231
dpca,new_data_scaled,0,2,0.3,0.01,True,0.04719742682571499,0.3634655959395664,0.4106630227652814
dpca,new_data_scaled,0,2,0.3,0.02,True,0.2232283059544721,0.5192741110077165,0.7425024169621885
dpca,new_data_scaled,0,2,0.3,0.03,True,0.24466344120819467,0.5443359257660608,0.7889993669742554
dpca,new_data_scaled,0,2,0.3,0.04,True,0.2389424082411014,0.5453726976232536,0.7843151058643549
dpca,new_data_scaled,0,2,0.3,0.05,True,0.23906118012945163,0.5475811410691652,0.7866423211986169
dpca,new_data_scaled,0,2,0.3,0.06,True,0.2632118508732326,0.5513988445923202,0.8146106954655529
dpca,new_data_scaled,0,2,0.3,0.07,True,0.4143671747356099,0.6320866949117927,1.0464538696474026
dpca,new_data_scaled,0,2,0.3,0.08,True,0.4124423808799615,0.6324060686627057,1.044848449542667
dpca,new_data_scaled,0,2,0.3,0.09,True,0.40446407970757847,0.6242858701100301,1.0287499498176085
dpca,new_data_scaled,0,2,0.3,0.1,True,0.5311622426920691,0.6577934331483059,1.188955675840375
dpca,new_data_scaled,0,2,0.3,0.15,True,0.41298083523691637,0.5825613018689341,0.9955421371058504
dpca,new_data_scaled,0,2,0.3,0.2,True,0.1713587926927716,0.32149247015542814,0.49285126284819974
dpca,new_data_scaled,0,2,0.3,0.3,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.3,0.4,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.3,,True,0.5290466117349506,0.6596997125003725,1.1887463242353231
dpca,new_data_scaled,0,2,0.4,0.01,True,0.047026673319334085,0.36357078511823004,0.4105974584375641
dpca,new_data_scaled,0,2,0.4,0.02,True,0.22323880672319227,0.5197721892825531,0.7430109960057454
dpca,new_data_scaled,0,2,0.4,0.03,True,0.24468054783566054,0.5448177865088881,0.7894983343445486
dpca,new_data_scaled,0,2,0.4,0.04,True,0.2389424082411014,0.5453726976232536,0.7843151058643549
dpca,new_data_scaled,0,2,0.4,0.05,True,0.23906118012945163,0.5475811410691652,0.7866423211986169
dpca,new_data_scaled,0,2,0.4,0.06,True,0.2632118508732326,0.5513988445923202,0.8146106954655529
dpca,new_data_scaled,0,2,0.4,0.07,True,0.4143671747356099,0.6320866949117927,1.0464538696474026
dpca,new_data_scaled,0,2,0.4,0.08,True,0.4124423808799615,0.6324060686627057,1.044848449542667
dpca,new_data_scaled,0,2,0.4,0.09,True,0.40446407970757847,0.6242858701100301,1.0287499498176085
dpca,new_data_scaled,0,2,0.4,0.1,True,0.5311622426920691,0.6577934331483059,1.188955675840375
dpca,new_data_scaled,0,2,0.4,0.15,True,0.41298083523691637,0.5825613018689341,0.9955421371058504
dpca,new_data_scaled,0,2,0.4,0.2,True,0.1713587926927716,0.32149247015542814,0.49285126284819974
dpca,new_data_scaled,0,2,0.4,0.3,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.4,0.4,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.4,,True,0.5290466117349506,0.6596997125003725,1.1887463242353231
dpca,new_data_scaled,0,2,,0.01,True,-0.006807563215643692,0.04457217134040175,0.037764608124758056
dpca,new_data_scaled,0,2,,0.02,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,,0.03,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,,0.04,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,,0.05,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,,0.06,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,,0.07,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,,0.08,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,,0.09,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,,0.1,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,,0.15,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,,0.2,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,,0.3,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,,0.4,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,,,True,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.01,0.01,False,0.011495031781109428,0.23943131029894563,0.25092634208005504
dpca,new_data_scaled,0,2,0.01,0.02,False,0.05996037967943002,0.3924395923315645,0.4523999720109945
dpca,new_data_scaled,0,2,0.01,0.03,False,0.0797752666002255,0.4345762511438414,0.514351517744067
dpca,new_data_scaled,0,2,0.01,0.04,False,0.18642980094345976,0.514222535350604,0.7006523362940638
dpca,new_data_scaled,0,2,0.01,0.05,False,0.18908891216116056,0.5194517170802315,0.708540629241392
dpca,new_data_scaled,0,2,0.01,0.06,False,0.1801066084832954,0.5046106013685453,0.6847172098518407
dpca,new_data_scaled,0,2,0.01,0.07,False,0.14692841273648166,0.43739321897547034,0.584321631711952
dpca,new_data_scaled,0,2,0.01,0.08,False,0.14314828860818365,0.4345808591146116,0.5777291477227953
dpca,new_data_scaled,0,2,0.01,0.09,False,0.3234781252535029,0.5525875389371572,0.8760656641906601
dpca,new_data_scaled,0,2,0.01,0.1,False,0.31555147643768394,0.5494632498973712,0.8650147263350552
dpca,new_data_scaled,0,2,0.01,0.15,False,0.2568853193520893,0.4759558294632556,0.7328411488153449
dpca,new_data_scaled,0,2,0.01,0.2,False,0.17528928853900816,0.32022491297578126,0.4955142015147894
dpca,new_data_scaled,0,2,0.01,0.3,False,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.01,0.4,False,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.01,,False,0.2594429959717686,0.4834630942912571,0.7429060902630258
dpca,new_data_scaled,0,2,0.02,0.01,False,0.011495031781109428,0.23943131029894563,0.25092634208005504
dpca,new_data_scaled,0,2,0.02,0.02,False,0.05996037967943002,0.3924395923315645,0.4523999720109945
dpca,new_data_scaled,0,2,0.02,0.03,False,0.0797752666002255,0.4345762511438414,0.514351517744067
dpca,new_data_scaled,0,2,0.02,0.04,False,0.18642980094345976,0.514222535350604,0.7006523362940638
dpca,new_data_scaled,0,2,0.02,0.05,False,0.18908891216116056,0.5194517170802315,0.708540629241392
dpca,new_data_scaled,0,2,0.02,0.06,False,0.1801066084832954,0.5046106013685453,0.6847172098518407
dpca,new_data_scaled,0,2,0.02,0.07,False,0.14692841273648166,0.43739321897547034,0.584321631711952
dpca,new_data_scaled,0,2,0.02,0.08,False,0.14314828860818365,0.4345808591146116,0.5777291477227953
dpca,new_data_scaled,0,2,0.02,0.09,False,0.3234781252535029,0.5525875389371572,0.8760656641906601
dpca,new_data_scaled,0,2,0.02,0.1,False,0.31555147643768394,0.5494632498973712,0.8650147263350552
dpca,new_data_scaled,0,2,0.02,0.15,False,0.2568853193520893,0.4759558294632556,0.7328411488153449
dpca,new_data_scaled,0,2,0.02,0.2,False,0.17528928853900816,0.32022491297578126,0.4955142015147894
dpca,new_data_scaled,0,2,0.02,0.3,False,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.02,0.4,False,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.02,,False,0.2594429959717686,0.4834630942912571,0.7429060902630258
dpca,new_data_scaled,0,2,0.03,0.01,False,0.011495031781109428,0.23943131029894563,0.25092634208005504
dpca,new_data_scaled,0,2,0.03,0.02,False,0.05996037967943002,0.3924395923315645,0.4523999720109945
dpca,new_data_scaled,0,2,0.03,0.03,False,0.0797752666002255,0.4345762511438414,0.514351517744067
dpca,new_data_scaled,0,2,0.03,0.04,False,0.18642980094345976,0.514222535350604,0.7006523362940638
dpca,new_data_scaled,0,2,0.03,0.05,False,0.18908891216116056,0.5194517170802315,0.708540629241392
dpca,new_data_scaled,0,2,0.03,0.06,False,0.1801066084832954,0.5046106013685453,0.6847172098518407
dpca,new_data_scaled,0,2,0.03,0.07,False,0.14692841273648166,0.43739321897547034,0.584321631711952
dpca,new_data_scaled,0,2,0.03,0.08,False,0.14314828860818365,0.4345808591146116,0.5777291477227953
dpca,new_data_scaled,0,2,0.03,0.09,False,0.3234781252535029,0.5525875389371572,0.8760656641906601
dpca,new_data_scaled,0,2,0.03,0.1,False,0.31555147643768394,0.5494632498973712,0.8650147263350552
dpca,new_data_scaled,0,2,0.03,0.15,False,0.2568853193520893,0.4759558294632556,0.7328411488153449
dpca,new_data_scaled,0,2,0.03,0.2,False,0.17528928853900816,0.32022491297578126,0.4955142015147894
dpca,new_data_scaled,0,2,0.03,0.3,False,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.03,0.4,False,0.0,0.0,0.0
dpca,new_data_scaled,0,2,0.03,,False,0.2594429959717686,0.4834630942912571,0.7429060902630258
dpca,new_data_scaled,0,2,0.04,0.01,False,0.011495031781109428,0.23943131029894563,0.25092634208005504
dpca,new_data_scaled,0,2,0.04,0.02,False,0.05996037967943002,0.3924395923315645,0.4523999720109945
dpca,new_data_scaled,0,2,0.04,0.03,False,0.0797752666002255,0.4345762511438414,0.514351517744067
dpca,new_data_scaled,0,2,0.04,0.04,False,0.18642980094345976,0.514222535350604,0.7006523362940638
dpca,new_data_scaled,0,2,0.04,0.05,False,0.18908891216116056,0.5194517170802315,0.708540629241392
dpca,new_data_scaled,0,2,0.04,0.06,False,0.1801066084832954,0.5046106013685453,0.6847172098518407
dpca,new_data_scaled,0,2,0.04,0.07,False,0.14692841273648166,0.43739321897547034,0.584321631711952
dpca,new_data_scaled,0,2,0.04,0.08,False,0.14314828860818365,0.4345808591146116,0.5777291477227953
