name,prefix,seed,dim,n_clusters ,alpha,embedding_size,ari,nmi,sum
DEC,new_data_scaled,4,2,10,0.1,2,0.3807500557920228,0.5430819085005747,0.9238319642925975
DEC,new_data_scaled,4,2,10,0.2,2,0.27842436237200996,0.510500166549287,0.7889245289212969
DEC,new_data_scaled,4,2,10,0.3,2,0.33847143476253083,0.5186175677634981,0.8570890025260289
DEC,new_data_scaled,4,2,10,0.4,2,0.23144295742036944,0.45317199236830663,0.6846149497886761
DEC,new_data_scaled,4,2,10,0.5,2,0.16643164758228354,0.38433668634061985,0.5507683339229034
DEC,new_data_scaled,4,2,10,0.6,2,0.1514165187938968,0.36433970518731984,0.5157562239812167
DEC,new_data_scaled,4,2,10,0.7,2,0.17381144953638458,0.3544959975443645,0.5283074470807491
DEC,new_data_scaled,4,2,10,0.8,2,0.3053416256841697,0.39498151569668855,0.7003231413808583
DEC,new_data_scaled,4,2,10,0.9,2,0.36153313811497667,0.4519194222634021,0.8134525603783788
DEC,new_data_scaled,4,2,10,1,2,0.21930571017719705,0.33319504507366665,0.5525007552508637
