name,prefix,seed,dim,n_clusters ,cluster_loss_weight,alpha,embedding_size,ari,nmi,sum
IDEC,new_data_scaled,2,2,10,1,0.1,2,0.533108335625136,0.6218549704841733,1.1549633061093094
IDEC,new_data_scaled,2,2,10,1,0.2,2,0.4538182480022716,0.579878264707069,1.0336965127093407
IDEC,new_data_scaled,2,2,10,1,0.3,2,0.42074124516601086,0.5511945892314005,0.9719358343974114
IDEC,new_data_scaled,2,2,10,1,0.4,2,0.40918165282187685,0.5441627163121298,0.9533443691340067
IDEC,new_data_scaled,2,2,10,1,0.5,2,0.4089074034901561,0.5398859414986767,0.9487933449888328
IDEC,new_data_scaled,2,2,10,1,0.6,2,0.407179675529694,0.5383390384205838,0.9455187139502779
IDEC,new_data_scaled,2,2,10,1,0.7,2,0.41845810393838623,0.5556526701553034,0.9741107740936896
IDEC,new_data_scaled,2,2,10,1,0.8,2,0.4423161125084145,0.591874398149432,1.0341905106578464
IDEC,new_data_scaled,2,2,10,1,0.9,2,0.44019436867051587,0.594172592401119,1.0343669610716348
IDEC,new_data_scaled,2,2,10,1,1,2,0.4370830232743814,0.5931276951881098,1.0302107184624911
IDEC,new_data_scaled,2,2,10,0.1,0.1,2,0.5410041423730403,0.626649418709375,1.1676535610824152
IDEC,new_data_scaled,2,2,10,0.1,0.2,2,0.560381128574661,0.6529699435986243,1.2133510721732854
IDEC,new_data_scaled,2,2,10,0.1,0.3,2,0.4339662028620326,0.5776411899942541,1.0116073928562868
IDEC,new_data_scaled,2,2,10,0.1,0.4,2,0.43720968058298326,0.5774277821262611,1.0146374627092443
IDEC,new_data_scaled,2,2,10,0.1,0.5,2,0.4390476025483721,0.5785032911908281,1.0175508937392002
IDEC,new_data_scaled,2,2,10,0.1,0.6,2,0.4382591849569038,0.5814560295286397,1.0197152144855435
IDEC,new_data_scaled,2,2,10,0.1,0.7,2,0.44394157739724877,0.5851771624577139,1.0291187398549626
IDEC,new_data_scaled,2,2,10,0.1,0.8,2,0.4506243598175385,0.5893026283189808,1.0399269881365194
IDEC,new_data_scaled,2,2,10,0.1,0.9,2,0.45140035960692343,0.591517614997407,1.0429179746043304
IDEC,new_data_scaled,2,2,10,0.1,1,2,0.44593855902183294,0.5954124689710235,1.0413510279928564
IDEC,new_data_scaled,2,2,10,0.01,0.1,2,0.552796120878432,0.6395419360093245,1.1923380568877566
IDEC,new_data_scaled,2,2,10,0.01,0.2,2,0.6349537721001823,0.6859993609784993,1.3209531330786817
IDEC,new_data_scaled,2,2,10,0.01,0.3,2,0.5501167435956721,0.6643874779024885,1.2145042214981605
IDEC,new_data_scaled,2,2,10,0.01,0.4,2,0.5476340276150936,0.6650542386954731,1.2126882663105667
IDEC,new_data_scaled,2,2,10,0.01,0.5,2,0.5444274862457112,0.6618850751036548,1.2063125613493662
IDEC,new_data_scaled,2,2,10,0.01,0.6,2,0.5438073293870846,0.6623795357021738,1.2061868650892584
IDEC,new_data_scaled,2,2,10,0.01,0.7,2,0.5409226024603617,0.6581273734395828,1.1990499758999444
IDEC,new_data_scaled,2,2,10,0.01,0.8,2,0.4976791517155046,0.6250182120888946,1.122697363804399
IDEC,new_data_scaled,2,2,10,0.01,0.9,2,0.6039144631431598,0.6747151524067893,1.278629615549949
IDEC,new_data_scaled,2,2,10,0.01,1,2,0.5404326238151879,0.6576635896645902,1.198096213479778
