name,prefix,seed,dim,cluster_loss_weight,dip_merge_threshold,embedding_size,n_clusters_init,max_n_clusters,ari,nmi,sum
DipDECK,new_data_scaled,5,2,1,0.75,2,2,10,0.23198204532041747,0.40082918677426954,0.632811232094687
DipDECK,new_data_scaled,5,2,1,0.75,2,2,15,0.23198204532041747,0.40082918677426954,0.632811232094687
DipDECK,new_data_scaled,5,2,1,0.75,2,2,20,0.23198204532041747,0.40082918677426954,0.632811232094687
DipDECK,new_data_scaled,5,2,1,0.75,2,2,25,0.23198204532041747,0.40082918677426954,0.632811232094687
DipDECK,new_data_scaled,5,2,1,0.75,2,2,30,0.23198204532041747,0.40082918677426954,0.632811232094687
DipDECK,new_data_scaled,5,2,1,0.75,2,2,35,0.23198204532041747,0.40082918677426954,0.632811232094687
DipDECK,new_data_scaled,5,2,1,0.75,2,5,10,0.4826414697387092,0.6261874724082972,1.1088289421470063
DipDECK,new_data_scaled,5,2,1,0.75,2,5,15,0.4826414697387092,0.6261874724082972,1.1088289421470063
DipDECK,new_data_scaled,5,2,1,0.75,2,5,20,0.4826414697387092,0.6261874724082972,1.1088289421470063
DipDECK,new_data_scaled,5,2,1,0.75,2,5,25,0.4826414697387092,0.6261874724082972,1.1088289421470063
DipDECK,new_data_scaled,5,2,1,0.75,2,5,30,0.4826414697387092,0.6261874724082972,1.1088289421470063
DipDECK,new_data_scaled,5,2,1,0.75,2,5,35,0.4826414697387092,0.6261874724082972,1.1088289421470063
DipDECK,new_data_scaled,5,2,1,0.75,2,7,10,0.5279875804910917,0.6547943069539648,1.1827818874450564
DipDECK,new_data_scaled,5,2,1,0.75,2,7,15,0.5279875804910917,0.6547943069539648,1.1827818874450564
DipDECK,new_data_scaled,5,2,1,0.75,2,7,20,0.5279875804910917,0.6547943069539648,1.1827818874450564
DipDECK,new_data_scaled,5,2,1,0.75,2,7,25,0.5279875804910917,0.6547943069539648,1.1827818874450564
DipDECK,new_data_scaled,5,2,1,0.75,2,7,30,0.5279875804910917,0.6547943069539648,1.1827818874450564
DipDECK,new_data_scaled,5,2,1,0.75,2,7,35,0.5279875804910917,0.6547943069539648,1.1827818874450564
DipDECK,new_data_scaled,5,2,1,0.75,2,10,15,0.5555196992557364,0.6748038640701965,1.2303235633259328
DipDECK,new_data_scaled,5,2,1,0.75,2,10,20,0.5555196992557364,0.6748038640701965,1.2303235633259328
