name,prefix,seed,dim,n_clusters ,alpha,embedding_size,ari,nmi,sum
DEC,new_data_scaled,0,2,10,0.1,2,0.6194909856433404,0.695309062734903,1.3148000483782434
DEC,new_data_scaled,0,2,10,0.2,2,0.5496613474244519,0.6474020034903128,1.1970633509147648
DEC,new_data_scaled,0,2,10,0.3,2,0.4790837584915506,0.5839237706829011,1.0630075291744516
DEC,new_data_scaled,0,2,10,0.4,2,0.4840542652674896,0.5738622585549261,1.0579165238224157
DEC,new_data_scaled,0,2,10,0.5,2,0.47586789429352805,0.5712226609966169,1.0470905552901448
DEC,new_data_scaled,0,2,10,0.6,2,0.4467806068582561,0.5551068985645197,1.0018875054227758
DEC,new_data_scaled,0,2,10,0.7,2,0.47425290763712974,0.5778559370402875,1.0521088446774172
DEC,new_data_scaled,0,2,10,0.8,2,0.46472088749118196,0.5672024002980453,1.0319232877892273
DEC,new_data_scaled,0,2,10,0.9,2,0.4667540537177124,0.5813600209163661,1.0481140746340785
DEC,new_data_scaled,0,2,10,1,2,0.3872020158767073,0.5229690405930805,0.9101710564697878
