name,prefix,seed,dim,n_clusters,nearest_neighbors,ari,nmi,sum
SpectralClustering,new_data_scaled,6,2,10,3,0.022871274818541787,0.13068320831934144,0.15355448313788322
SpectralClustering,new_data_scaled,6,2,10,4,0.21359353994552757,0.5577156632303432,0.7713092031758707
SpectralClustering,new_data_scaled,6,2,10,5,0.31061815542744803,0.662359919710685,0.972978075138133
SpectralClustering,new_data_scaled,6,2,10,6,0.563556715558064,0.8007809295753927,1.3643376451334568
SpectralClustering,new_data_scaled,6,2,10,7,0.5564696447129762,0.7709219991311627,1.3273916438441389
SpectralClustering,new_data_scaled,6,2,10,8,0.5407354050301402,0.7566155846265424,1.2973509896566826
SpectralClustering,new_data_scaled,6,2,10,9,0.5948876113762864,0.7886257444196492,1.3835133557959356
SpectralClustering,new_data_scaled,6,2,10,10,0.5794722977712071,0.7807839935847455,1.3602562913559526
SpectralClustering,new_data_scaled,6,2,10,11,0.556862384629319,0.7611388585962576,1.3180012432255768
SpectralClustering,new_data_scaled,6,2,10,12,0.5777612637042425,0.7809436000206156,1.3587048637248582
SpectralClustering,new_data_scaled,6,2,10,13,0.5586541749652137,0.7682744581133312,1.3269286330785448
SpectralClustering,new_data_scaled,6,2,10,14,0.5569301321147282,0.7686288697900514,1.3255590019047796
SpectralClustering,new_data_scaled,6,2,10,15,0.5634177206520875,0.7779602335086722,1.3413779541607598
SpectralClustering,new_data_scaled,6,2,10,16,0.5606487423413908,0.7722479314861697,1.3328966738275605
SpectralClustering,new_data_scaled,6,2,10,17,0.5487370149923805,0.7579829773530468,1.3067199923454274
SpectralClustering,new_data_scaled,6,2,10,18,0.5458873076786404,0.7568315755961998,1.3027188832748402
SpectralClustering,new_data_scaled,6,2,10,19,0.5570356543561044,0.7680192096124137,1.325054863968518
SpectralClustering,new_data_scaled,6,2,10,20,0.5606472041792654,0.770173094168438,1.3308202983477035
SpectralClustering,new_data_scaled,6,2,10,25,0.5615546654311416,0.770341959990808,1.3318966254219498
SpectralClustering,new_data_scaled,6,2,10,30,0.5730796601174952,0.7758868762271737,1.348966536344669
SpectralClustering,new_data_scaled,6,2,10,35,0.5831965649901354,0.7799368482746912,1.3631334132648267
SpectralClustering,new_data_scaled,6,2,10,40,0.5836573551321652,0.7802821344220787,1.363939489554244
SpectralClustering,new_data_scaled,6,2,10,45,0.585720781474362,0.7804882009295061,1.3662089824038681
SpectralClustering,new_data_scaled,6,2,10,50,0.6164747866215757,0.803140033837325,1.4196148204589008
SpectralClustering,new_data_scaled,6,2,10,55,0.6049734935668203,0.7966445134001248,1.401618006966945
SpectralClustering,new_data_scaled,6,2,10,60,0.6049166109182886,0.7963650174349868,1.4012816283532754
SpectralClustering,new_data_scaled,6,2,10,65,0.6040578069207567,0.794989588497136,1.3990473954178926
SpectralClustering,new_data_scaled,6,2,10,70,0.6011444234368796,0.7909138460094939,1.3920582694463735
SpectralClustering,new_data_scaled,6,2,10,75,0.5948008258349816,0.7812320041161999,1.3760328299511815
SpectralClustering,new_data_scaled,6,2,10,80,0.6053339889838953,0.791232372225388,1.3965663612092833
SpectralClustering,new_data_scaled,6,2,10,85,0.6036597344033632,0.7884805884201905,1.3921403228235536
SpectralClustering,new_data_scaled,6,2,10,90,0.6036078397294224,0.7874835110861719,1.3910913508155942
SpectralClustering,new_data_scaled,6,2,10,95,0.6031629178908431,0.7869887651639343,1.3901516830547775
SpectralClustering,new_data_scaled,6,2,10,100,0.6033219550967642,0.7865689894462476,1.3898909445430119
SpectralClustering,new_data_scaled,6,2,10,110,0.6061520938578462,0.7865282751801126,1.3926803690379588
SpectralClustering,new_data_scaled,6,2,10,120,0.6312531876615672,0.8020618961409529,1.4333150838025202
SpectralClustering,new_data_scaled,6,2,10,130,0.631906050034798,0.803239216762088,1.435145266796886
SpectralClustering,new_data_scaled,6,2,10,140,0.6302114062739568,0.8012631128586606,1.4314745191326175
SpectralClustering,new_data_scaled,6,2,10,150,0.6286652108667957,0.7998390593202215,1.4285042701870172
SpectralClustering,new_data_scaled,6,2,10,160,0.6260845013247084,0.7964428614421795,1.4225273627668877
SpectralClustering,new_data_scaled,6,2,10,170,0.6205752554208929,0.7835655385935665,1.4041407940144595
SpectralClustering,new_data_scaled,6,2,10,180,0.6173062889269264,0.7799784533616226,1.397284742288549
SpectralClustering,new_data_scaled,6,2,10,190,0.6157887690839119,0.778439001566878,1.3942277706507897
SpectralClustering,new_data_scaled,6,2,10,200,0.6132764622862467,0.7754554396160959,1.3887319019023425
SpectralClustering,new_data_scaled,6,2,10,220,0.610847259940643,0.7732082375514835,1.3840554974921266
SpectralClustering,new_data_scaled,6,2,10,240,0.6080369823459231,0.7704604941262142,1.3784974764721372
SpectralClustering,new_data_scaled,6,2,10,260,0.6057804516585715,0.7679846241259906,1.373765075784562
SpectralClustering,new_data_scaled,6,2,10,280,0.6011397282657975,0.763936448137963,1.3650761764037607
SpectralClustering,new_data_scaled,6,2,10,300,0.5998701364189925,0.7633918755790405,1.363262011998033
SpectralClustering,new_data_scaled,6,2,10,350,0.5694872475978974,0.7488425469195911,1.3183297945174886
SpectralClustering,new_data_scaled,6,2,10,400,0.5521520343800727,0.7310625497388524,1.283214584118925
SpectralClustering,new_data_scaled,6,2,10,450,0.5580977770896272,0.7360570437035675,1.2941548207931945
SpectralClustering,new_data_scaled,6,2,10,500,0.5624334760471683,0.7399435454725021,1.3023770215196704
