name,prefix,seed,dim,k,beta,ari,nmi,sum
DCF,new_data_scaled,0,2,60,0.97,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,70,0.97,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,80,0.97,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,90,0.97,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,100,0.97,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,3,0.98,0.007453166500093673,0.45710994074830363,0.46456310724839733
DCF,new_data_scaled,0,2,5,0.98,0.18538841988332508,0.6308720793099781,0.8162604991933032
DCF,new_data_scaled,0,2,6,0.98,0.6631666759016585,0.8148696907028455,1.478036366604504
DCF,new_data_scaled,0,2,7,0.98,0.9031973334525627,0.9404480705940329,1.8436454040465957
DCF,new_data_scaled,0,2,8,0.98,0.9647761874241728,0.9644175706462604,1.9291937580704333
DCF,new_data_scaled,0,2,9,0.98,0.9404906218954829,0.9603680282942632,1.900858650189746
DCF,new_data_scaled,0,2,10,0.98,0.9253767856471125,0.9483658017551554,1.8737425874022677
DCF,new_data_scaled,0,2,11,0.98,0.929072819997444,0.9543028739667999,1.8833756939642439
DCF,new_data_scaled,0,2,12,0.98,0.9164048983745409,0.9485529279992019,1.8649578263737427
DCF,new_data_scaled,0,2,13,0.98,0.9042824313693972,0.9373657554488127,1.84164818681821
DCF,new_data_scaled,0,2,14,0.98,0.7588115925056411,0.8834710529817705,1.6422826454874118
DCF,new_data_scaled,0,2,15,0.98,0.7588115925056411,0.8834710529817705,1.6422826454874118
DCF,new_data_scaled,0,2,20,0.98,0.4010643086387206,0.7270810215539,1.1281453301926205
DCF,new_data_scaled,0,2,25,0.98,0.18076395587950503,0.5397987955073178,0.7205627513868228
DCF,new_data_scaled,0,2,30,0.98,0.1125315435402311,0.4056297501678114,0.5181612937080424
DCF,new_data_scaled,0,2,35,0.98,0.044695178920292664,0.2209934864859211,0.2656886654062138
DCF,new_data_scaled,0,2,40,0.98,0.003250516368684193,0.035162556096184745,0.03841307246486894
DCF,new_data_scaled,0,2,45,0.98,0.003820663419971808,0.03863091945825926,0.042451582878231066
DCF,new_data_scaled,0,2,50,0.98,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,55,0.98,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,60,0.98,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,70,0.98,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,80,0.98,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,90,0.98,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,100,0.98,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,3,0.99,0.007453166500093673,0.45710994074830363,0.46456310724839733
DCF,new_data_scaled,0,2,5,0.99,0.18578270423139837,0.6310529377215717,0.8168356419529701
DCF,new_data_scaled,0,2,6,0.99,0.6631666759016585,0.8148696907028455,1.478036366604504
DCF,new_data_scaled,0,2,7,0.99,0.9031973334525627,0.9404480705940329,1.8436454040465957
DCF,new_data_scaled,0,2,8,0.99,0.9647761874241728,0.9644175706462604,1.9291937580704333
DCF,new_data_scaled,0,2,9,0.99,0.9404906218954829,0.9603680282942632,1.900858650189746
DCF,new_data_scaled,0,2,10,0.99,0.9253767856471125,0.9483658017551554,1.8737425874022677
DCF,new_data_scaled,0,2,11,0.99,0.929072819997444,0.9543028739667999,1.8833756939642439
DCF,new_data_scaled,0,2,12,0.99,0.9164048983745409,0.9485529279992019,1.8649578263737427
DCF,new_data_scaled,0,2,13,0.99,0.9042824313693972,0.9373657554488127,1.84164818681821
DCF,new_data_scaled,0,2,14,0.99,0.7013156394068538,0.85891011057994,1.560225749986794
DCF,new_data_scaled,0,2,15,0.99,0.7013156394068538,0.85891011057994,1.560225749986794
DCF,new_data_scaled,0,2,20,0.99,0.4010643086387206,0.7270810215539,1.1281453301926205
DCF,new_data_scaled,0,2,25,0.99,0.18076395587950503,0.5397987955073178,0.7205627513868228
DCF,new_data_scaled,0,2,30,0.99,0.1125315435402311,0.4056297501678114,0.5181612937080424
DCF,new_data_scaled,0,2,35,0.99,0.044695178920292664,0.2209934864859211,0.2656886654062138
DCF,new_data_scaled,0,2,40,0.99,0.003250516368684193,0.035162556096184745,0.03841307246486894
DCF,new_data_scaled,0,2,45,0.99,0.003820663419971808,0.03863091945825926,0.042451582878231066
DCF,new_data_scaled,0,2,50,0.99,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,55,0.99,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,60,0.99,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,70,0.99,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,80,0.99,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,90,0.99,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,100,0.99,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,3,0.991,0.007453166500093673,0.45710994074830363,0.46456310724839733
DCF,new_data_scaled,0,2,5,0.991,0.18578270423139837,0.6310529377215717,0.8168356419529701
DCF,new_data_scaled,0,2,6,0.991,0.6631666759016585,0.8148696907028455,1.478036366604504
DCF,new_data_scaled,0,2,7,0.991,0.9031973334525627,0.9404480705940329,1.8436454040465957
DCF,new_data_scaled,0,2,8,0.991,0.9647761874241728,0.9644175706462604,1.9291937580704333
DCF,new_data_scaled,0,2,9,0.991,0.9404906218954829,0.9603680282942632,1.900858650189746
DCF,new_data_scaled,0,2,10,0.991,0.9253767856471125,0.9483658017551554,1.8737425874022677
DCF,new_data_scaled,0,2,11,0.991,0.929072819997444,0.9543028739667999,1.8833756939642439
DCF,new_data_scaled,0,2,12,0.991,0.8302015935394964,0.9153568049671955,1.745558398506692
DCF,new_data_scaled,0,2,13,0.991,0.8302015935394964,0.9153568049671955,1.745558398506692
DCF,new_data_scaled,0,2,14,0.991,0.7013156394068538,0.85891011057994,1.560225749986794
DCF,new_data_scaled,0,2,15,0.991,0.7013156394068538,0.85891011057994,1.560225749986794
DCF,new_data_scaled,0,2,20,0.991,0.4010643086387206,0.7270810215539,1.1281453301926205
DCF,new_data_scaled,0,2,25,0.991,0.18076395587950503,0.5397987955073178,0.7205627513868228
DCF,new_data_scaled,0,2,30,0.991,0.1125315435402311,0.4056297501678114,0.5181612937080424
DCF,new_data_scaled,0,2,35,0.991,0.044695178920292664,0.2209934864859211,0.2656886654062138
DCF,new_data_scaled,0,2,40,0.991,0.003250516368684193,0.035162556096184745,0.03841307246486894
DCF,new_data_scaled,0,2,45,0.991,0.003820663419971808,0.03863091945825926,0.042451582878231066
DCF,new_data_scaled,0,2,50,0.991,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,55,0.991,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,60,0.991,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,70,0.991,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,80,0.991,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,90,0.991,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,100,0.991,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,3,0.992,0.007453166500093673,0.45710994074830363,0.46456310724839733
DCF,new_data_scaled,0,2,5,0.992,0.18578270423139837,0.6310529377215717,0.8168356419529701
DCF,new_data_scaled,0,2,6,0.992,0.6631666759016585,0.8148696907028455,1.478036366604504
DCF,new_data_scaled,0,2,7,0.992,0.9031973334525627,0.9404480705940329,1.8436454040465957
DCF,new_data_scaled,0,2,8,0.992,0.9647761874241728,0.9644175706462604,1.9291937580704333
DCF,new_data_scaled,0,2,9,0.992,0.9404906218954829,0.9603680282942632,1.900858650189746
DCF,new_data_scaled,0,2,10,0.992,0.9253767856471125,0.9483658017551554,1.8737425874022677
DCF,new_data_scaled,0,2,11,0.992,0.929072819997444,0.9543028739667999,1.8833756939642439
DCF,new_data_scaled,0,2,12,0.992,0.8302015935394964,0.9153568049671955,1.745558398506692
DCF,new_data_scaled,0,2,13,0.992,0.8302015935394964,0.9153568049671955,1.745558398506692
DCF,new_data_scaled,0,2,14,0.992,0.7013156394068538,0.85891011057994,1.560225749986794
DCF,new_data_scaled,0,2,15,0.992,0.7013156394068538,0.85891011057994,1.560225749986794
DCF,new_data_scaled,0,2,20,0.992,0.4010643086387206,0.7270810215539,1.1281453301926205
DCF,new_data_scaled,0,2,25,0.992,0.18076395587950503,0.5397987955073178,0.7205627513868228
DCF,new_data_scaled,0,2,30,0.992,0.1125315435402311,0.4056297501678114,0.5181612937080424
DCF,new_data_scaled,0,2,35,0.992,0.044695178920292664,0.2209934864859211,0.2656886654062138
DCF,new_data_scaled,0,2,40,0.992,0.003250516368684193,0.035162556096184745,0.03841307246486894
DCF,new_data_scaled,0,2,45,0.992,0.003820663419971808,0.03863091945825926,0.042451582878231066
DCF,new_data_scaled,0,2,50,0.992,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,55,0.992,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,60,0.992,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,70,0.992,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,80,0.992,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,90,0.992,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,100,0.992,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,3,0.993,0.007453166500093673,0.45710994074830363,0.46456310724839733
DCF,new_data_scaled,0,2,5,0.993,0.18578270423139837,0.6310529377215717,0.8168356419529701
DCF,new_data_scaled,0,2,6,0.993,0.6631666759016585,0.8148696907028455,1.478036366604504
DCF,new_data_scaled,0,2,7,0.993,0.9031973334525627,0.9404480705940329,1.8436454040465957
DCF,new_data_scaled,0,2,8,0.993,0.8836862487081893,0.9446426484761525,1.8283288971843419
DCF,new_data_scaled,0,2,9,0.993,0.9404906218954829,0.9603680282942632,1.900858650189746
DCF,new_data_scaled,0,2,10,0.993,0.9253767856471125,0.9483658017551554,1.8737425874022677
DCF,new_data_scaled,0,2,11,0.993,0.929072819997444,0.9543028739667999,1.8833756939642439
DCF,new_data_scaled,0,2,12,0.993,0.8302015935394964,0.9153568049671955,1.745558398506692
DCF,new_data_scaled,0,2,13,0.993,0.8302015935394964,0.9153568049671955,1.745558398506692
DCF,new_data_scaled,0,2,14,0.993,0.7013156394068538,0.85891011057994,1.560225749986794
DCF,new_data_scaled,0,2,15,0.993,0.7013156394068538,0.85891011057994,1.560225749986794
DCF,new_data_scaled,0,2,20,0.993,0.4010643086387206,0.7270810215539,1.1281453301926205
DCF,new_data_scaled,0,2,25,0.993,0.18076395587950503,0.5397987955073178,0.7205627513868228
DCF,new_data_scaled,0,2,30,0.993,0.1125315435402311,0.4056297501678114,0.5181612937080424
DCF,new_data_scaled,0,2,35,0.993,0.044695178920292664,0.2209934864859211,0.2656886654062138
DCF,new_data_scaled,0,2,40,0.993,0.003250516368684193,0.035162556096184745,0.03841307246486894
DCF,new_data_scaled,0,2,45,0.993,0.003820663419971808,0.03863091945825926,0.042451582878231066
DCF,new_data_scaled,0,2,50,0.993,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,55,0.993,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,60,0.993,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,70,0.993,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,80,0.993,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,90,0.993,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,100,0.993,2.726276299387268e-05,0.00042247193537558916,0.00044973469836946184
DCF,new_data_scaled,0,2,3,0.994,0.007453166500093673,0.45710994074830363,0.46456310724839733
DCF,new_data_scaled,0,2,5,0.994,0.18578270423139837,0.6310529377215717,0.8168356419529701
DCF,new_data_scaled,0,2,6,0.994,0.6631666759016585,0.8148696907028455,1.478036366604504
DCF,new_data_scaled,0,2,7,0.994,0.9031973334525627,0.9404480705940329,1.8436454040465957
DCF,new_data_scaled,0,2,8,0.994,0.8836862487081893,0.9446426484761525,1.8283288971843419
