name,prefix,seed,dim,n_clusters ,alpha,embedding_size,ari,nmi,sum
DEC,low_data,9,2,10,0.1,2,0.47181665864288835,0.5998617361406484,1.0716783947835369
DEC,low_data,9,2,10,0.2,2,0.4999157824653605,0.6551973766916983,1.1551131591570587
DEC,low_data,9,2,10,0.3,2,0.4081951198597129,0.5873108010942467,0.9955059209539596
DEC,low_data,9,2,10,0.4,2,0.4033513235723029,0.5922343962531132,0.9955857198254161
DEC,low_data,9,2,10,0.5,2,0.4026138238214732,0.5927524907723065,0.9953663145937797
DEC,low_data,9,2,10,0.6,2,0.4011365118789839,0.5934851047271792,0.9946216166061631
DEC,low_data,9,2,10,0.7,2,0.40079753884272035,0.5931359317711826,0.9939334706139029
DEC,low_data,9,2,10,0.8,2,0.40105979049176976,0.5931992546191223,0.994259045110892
DEC,low_data,9,2,10,0.9,2,0.4008246107409159,0.5924442924738104,0.9932689032147263
DEC,low_data,9,2,10,1,2,0.40128410757204086,0.5913804256817633,0.9926645332538042
DEC,low_data,9,5,10,0.1,2,0.5499793523669257,0.7071757552357053,1.257155107602631
DEC,low_data,9,5,10,0.1,5,0.6110836818596845,0.7595339723751265,1.370617654234811
DEC,low_data,9,5,10,0.2,2,0.6935942352703114,0.7589526906160302,1.4525469258863417
DEC,low_data,9,5,10,0.2,5,0.37165022037070533,0.6117800915610064,0.9834303119317118
DEC,low_data,9,5,10,0.3,2,0.48475441582343315,0.7043397772845591,1.1890941931079921
DEC,low_data,9,5,10,0.3,5,0.5643268032058828,0.7347047752405307,1.2990315784464135
DEC,low_data,9,5,10,0.4,2,0.48848050553145184,0.7078291628024609,1.1963096683339127
DEC,low_data,9,5,10,0.4,5,0.5794512332458567,0.7413256875053947,1.3207769207512514
DEC,low_data,9,5,10,0.5,2,0.49461326053606824,0.7069402165833614,1.2015534771194296
DEC,low_data,9,5,10,0.5,5,0.49035009720537237,0.6914447236822281,1.1817948208876006
DEC,low_data,9,5,10,0.6,2,0.4920926831022526,0.7086460523917799,1.2007387354940326
DEC,low_data,9,5,10,0.6,5,0.48259495167913025,0.6819460869267716,1.1645410386059019
DEC,low_data,9,5,10,0.7,2,0.491137167190984,0.7130250726456205,1.2041622398366045
DEC,low_data,9,5,10,0.7,5,0.48388236724925093,0.6764982243773705,1.1603805916266214
DEC,low_data,9,5,10,0.8,2,0.42167090449387606,0.6277365651387421,1.049407469632618
DEC,low_data,9,5,10,0.8,5,0.5024931753347506,0.6947064170880877,1.1971995924228382
DEC,low_data,9,5,10,0.9,2,0.398967212393111,0.616807476877495,1.015774689270606
DEC,low_data,9,5,10,0.9,5,0.47972652725646603,0.6756359476638891,1.1553624749203553
DEC,low_data,9,5,10,1,2,0.38748141555776866,0.6188485199467727,1.0063299355045414
DEC,low_data,9,5,10,1,5,0.585412782537876,0.7454141639912635,1.3308269465291396
DEC,low_data,9,10,10,0.1,2,0.6739056523518155,0.8085655765733473,1.4824712289251627
DEC,low_data,9,10,10,0.1,5,0.5843308373728108,0.7727926289208461,1.3571234662936569
DEC,low_data,9,10,10,0.1,10,0.8707997047261712,0.9150730811173454,1.7858727858435166
DEC,low_data,9,10,10,0.2,2,0.6107389159763756,0.7811216065764551,1.3918605225528307
DEC,low_data,9,10,10,0.2,5,0.73412494834672,0.8530488248893644,1.5871737732360844
DEC,low_data,9,10,10,0.2,10,0.8103266515211918,0.9019193539200598,1.7122460054412516
DEC,low_data,9,10,10,0.3,2,0.7170065454765197,0.8456812081133381,1.5626877535898578
DEC,low_data,9,10,10,0.3,5,0.5239387855885497,0.7591658664764936,1.2831046520650433
DEC,low_data,9,10,10,0.3,10,0.5590431485387589,0.7857871959584185,1.3448303444971774
DEC,low_data,9,10,10,0.4,2,0.6866220313859089,0.8196930116639646,1.5063150430498735
DEC,low_data,9,10,10,0.4,5,0.5109574483458426,0.750366546477873,1.2613239948237156
DEC,low_data,9,10,10,0.4,10,0.5576743282037294,0.784723002496201,1.3423973306999304
DEC,low_data,9,10,10,0.5,2,0.5883345639389594,0.7863924859290045,1.374727049867964
DEC,low_data,9,10,10,0.5,5,0.5116782974244288,0.7235322009245119,1.2352104983489407
DEC,low_data,9,10,10,0.5,10,0.5598927557994333,0.7828132810000302,1.3427060367994637
