name,prefix,seed,dim,k,nn,alpha,theta,ari,nmi,sum
SCAR,low_data,9,2,10,10,0.5,500,0.3244754679711736,0.4205754467772588,0.7450509147484323
SCAR,low_data,9,2,10,10,0.5,1000,0.39880039728920175,0.4672472439019108,0.8660476411911125
SCAR,low_data,9,2,10,10,0.5,2000,0.2459547812182142,0.4312362488991078,0.677191030117322
SCAR,low_data,9,2,10,10,0.5,2500,0.1974786842145487,0.3811114452424812,0.5785901294570299
SCAR,low_data,9,2,10,10,0.5,3000,0.2964829279484563,0.4690026692078923,0.7654855971563486
SCAR,low_data,9,2,10,10,0.5,4000,0.24837706366283804,0.4441729143744187,0.6925499780372567
SCAR,low_data,9,2,10,10,0.5,5000,0.23116300795562028,0.4357920434643399,0.6669550514199603
SCAR,low_data,9,2,10,10,0.6,500,0.329579190196473,0.5225398472933196,0.8521190374897927
SCAR,low_data,9,2,10,10,0.6,1000,0.33263096993503277,0.4681775142758389,0.8008084842108717
SCAR,low_data,9,2,10,10,0.6,2000,0.39025841477062584,0.5198275666838166,0.9100859814544424
SCAR,low_data,9,2,10,10,0.6,2500,0.35070307808169626,0.4701779890929687,0.8208810671746649
SCAR,low_data,9,2,10,10,0.6,3000,0.2618733391120734,0.44524504994516734,0.7071183890572408
SCAR,low_data,9,2,10,10,0.6,4000,0.11911291631039438,0.25481060136124406,0.37392351767163845
SCAR,low_data,9,2,10,10,0.6,5000,0.19284586794572114,0.3220319835467316,0.5148778514924528
SCAR,low_data,9,2,10,10,0.7,500,0.5568393959075517,0.6719120459878954,1.2287514418954473
SCAR,low_data,9,2,10,10,0.7,1000,0.3220543861007019,0.5029136970968987,0.8249680831976006
SCAR,low_data,9,2,10,10,0.7,2000,0.2469468087905454,0.42849760049458524,0.6754444092851306
SCAR,low_data,9,2,10,10,0.7,2500,0.20363064974246273,0.3749807128009807,0.5786113625434435
SCAR,low_data,9,2,10,10,0.7,3000,0.22000451014087746,0.41616050156506956,0.636165011705947
SCAR,low_data,9,2,10,10,0.7,4000,0.1931059402252887,0.36438185758451525,0.557487797809804
SCAR,low_data,9,2,10,10,0.7,5000,0.22666063226466435,0.42050015551661357,0.647160787781278
SCAR,low_data,9,2,10,10,0.8,500,0.47027180220567066,0.6853675593259294,1.1556393615316
SCAR,low_data,9,2,10,10,0.8,1000,0.47689734900950476,0.6688527434639443,1.145750092473449
SCAR,low_data,9,2,10,10,0.8,2000,0.15594517283440495,0.3254526525143569,0.48139782534876185
SCAR,low_data,9,2,10,10,0.8,2500,0.32360102787225054,0.47755062280494304,0.8011516506771936
SCAR,low_data,9,2,10,10,0.8,3000,0.5135297864365237,0.5575595978551965,1.0710893842917202
SCAR,low_data,9,2,10,10,0.8,4000,0.31316965671690383,0.47766299048745303,0.7908326472043569
SCAR,low_data,9,2,10,10,0.8,5000,0.47584639787430016,0.562016233136449,1.037862631010749
SCAR,low_data,9,2,10,10,0.9,500,0.41768625413057886,0.6552696493134902,1.072955903444069
SCAR,low_data,9,2,10,10,0.9,1000,0.3531572344563622,0.5770647507445624,0.9302219852009246
SCAR,low_data,9,2,10,10,0.9,2000,0.3727044812633359,0.5501866734395858,0.9228911547029217
SCAR,low_data,9,2,10,10,0.9,2500,0.3371496343556652,0.5313409550945402,0.8684905894502053
SCAR,low_data,9,2,10,10,0.9,3000,0.3227628930258871,0.5278262464467406,0.8505891394726277
SCAR,low_data,9,2,10,10,0.9,4000,0.27451217844474135,0.46109982499197616,0.7356120034367175
SCAR,low_data,9,2,10,10,0.9,5000,0.40534859754275177,0.6027515873978698,1.0081001849406217
SCAR,low_data,9,2,10,15,0.5,500,0.43676426822222875,0.5864599566153752,1.023224224837604
SCAR,low_data,9,2,10,15,0.5,1000,0.2789766216162744,0.46814021322173865,0.747116834838013
SCAR,low_data,9,2,10,15,0.5,2000,0.5172380026247326,0.5798259359277875,1.09706393855252
SCAR,low_data,9,2,10,15,0.5,2500,0.44112309087079915,0.5114036743761892,0.9525267652469883
SCAR,low_data,9,2,10,15,0.5,3000,0.4797107356268015,0.591830009485231,1.0715407451120325
SCAR,low_data,9,2,10,15,0.5,4000,0.46908757449580823,0.5792435605799998,1.048331135075808
SCAR,low_data,9,2,10,15,0.5,5000,0.4328103098319389,0.5681380900748256,1.0009483999067645
SCAR,low_data,9,2,10,15,0.6,500,0.4512906498036443,0.6397446259034985,1.0910352757071426
SCAR,low_data,9,2,10,15,0.6,1000,0.574254487799544,0.7197854010280943,1.2940398888276383
SCAR,low_data,9,2,10,15,0.6,2000,0.46301929247254664,0.6334262284779345,1.096445520950481
SCAR,low_data,9,2,10,15,0.6,2500,0.3905652546236622,0.5662371031805071,0.9568023578041693
SCAR,low_data,9,2,10,15,0.6,3000,0.5843470760510893,0.6642004136713057,1.248547489722395
SCAR,low_data,9,2,10,15,0.6,4000,0.34743430581676854,0.5491334411510755,0.8965677469678441
SCAR,low_data,9,2,10,15,0.6,5000,0.2531467461394073,0.4736667250394995,0.7268134711789068
SCAR,low_data,9,2,10,15,0.7,500,0.5007183659109489,0.6992006125468538,1.1999189784578026
SCAR,low_data,9,2,10,15,0.7,1000,0.5188662922271371,0.6952260364611834,1.2140923286883205
SCAR,low_data,9,2,10,15,0.7,2000,0.3836401610467966,0.5761715382915487,0.9598116993383452
SCAR,low_data,9,2,10,15,0.7,2500,0.34255715591564156,0.606249842546138,0.9488069984617795
SCAR,low_data,9,2,10,15,0.7,3000,0.2610842429429654,0.46881033194213284,0.7298945748850982
SCAR,low_data,9,2,10,15,0.7,4000,0.2873340683550034,0.48954379474859916,0.7768778631036026
SCAR,low_data,9,2,10,15,0.7,5000,0.26873166295499296,0.4225048107593834,0.6912364737143764
SCAR,low_data,9,2,10,15,0.8,500,0.5782136585950861,0.7098327904587317,1.2880464490538177
SCAR,low_data,9,2,10,15,0.8,1000,0.5399767585523374,0.7038049610179168,1.2437817195702543
SCAR,low_data,9,2,10,15,0.8,2000,0.4620276631209182,0.6796890289334738,1.141716692054392
SCAR,low_data,9,2,10,15,0.8,2500,0.2724602860215263,0.4812445081264163,0.7537047941479426
SCAR,low_data,9,2,10,15,0.8,3000,0.4318407364860295,0.5967372613642051,1.0285779978502347
SCAR,low_data,9,2,10,15,0.8,4000,0.2488031772815554,0.43363094215182546,0.6824341194333808
SCAR,low_data,9,2,10,15,0.8,5000,0.23863385345891144,0.4216282752007303,0.6602621286596417
SCAR,low_data,9,2,10,15,0.9,500,0.3911034789261218,0.6380971356661299,1.0292006145922517
SCAR,low_data,9,2,10,15,0.9,1000,0.3566054207377989,0.6109903275122802,0.9675957482500791
SCAR,low_data,9,2,10,15,0.9,2000,0.5907825767447221,0.7173248537967027,1.3081074305414249
SCAR,low_data,9,2,10,15,0.9,2500,0.5965441818549195,0.6932025129590557,1.2897466948139753
SCAR,low_data,9,2,10,15,0.9,3000,0.5390424555769325,0.6608486307203182,1.1998910862972507
SCAR,low_data,9,2,10,15,0.9,4000,0.4280523386941693,0.5683453657392963,0.9963977044334655
SCAR,low_data,9,2,10,15,0.9,5000,0.5447239008507876,0.6410534116731685,1.1857773125239561
SCAR,low_data,9,2,10,20,0.5,500,0.4143129603594455,0.5147832988284224,0.929096259187868
SCAR,low_data,9,2,10,20,0.5,1000,0.5735095731707813,0.6728894560342357,1.2463990292050169
SCAR,low_data,9,2,10,20,0.5,2000,0.3196745963572638,0.48912137162786357,0.8087959679851273
SCAR,low_data,9,2,10,20,0.5,2500,0.3038100705499358,0.5128689436052245,0.8166790141551603
SCAR,low_data,9,2,10,20,0.5,3000,0.541993595824785,0.6778286977545616,1.2198222935793466
SCAR,low_data,9,2,10,20,0.5,4000,0.32700913739064563,0.48071327273378284,0.8077224101244285
SCAR,low_data,9,2,10,20,0.5,5000,0.23480504243911504,0.4053235082795475,0.6401285507186625
SCAR,low_data,9,2,10,20,0.6,500,0.5330023084627799,0.690881533883194,1.2238838423459737
SCAR,low_data,9,2,10,20,0.6,1000,0.517213164743102,0.6873595954944074,1.2045727602375094
SCAR,low_data,9,2,10,20,0.6,2000,0.47911395217433833,0.6896382564282515,1.1687522086025899
SCAR,low_data,9,2,10,20,0.6,2500,0.39089836476282497,0.5798422079352069,0.9707405726980318
SCAR,low_data,9,2,10,20,0.6,3000,0.3929363200297807,0.5742419219137468,0.9671782419435275
SCAR,low_data,9,2,10,20,0.6,4000,0.39678980506343914,0.52892606789626,0.925715872959699
SCAR,low_data,9,2,10,20,0.6,5000,0.31347491255186805,0.4863087534962403,0.7997836660481084
SCAR,low_data,9,2,10,20,0.7,500,0.5364703385388447,0.7172317628550318,1.2537021013938765
SCAR,low_data,9,2,10,20,0.7,1000,0.6932245129582589,0.7712017543920106,1.4644262673502695
SCAR,low_data,9,2,10,20,0.7,2000,0.4529416857931975,0.698881630413982,1.1518233162071794
SCAR,low_data,9,2,10,20,0.7,2500,0.7692744860828471,0.7654491039792131,1.5347235900620602
SCAR,low_data,9,2,10,20,0.7,3000,0.718906763747347,0.7795297895308888,1.4984365532782358
SCAR,low_data,9,2,10,20,0.7,4000,0.44568921251640414,0.6113442024347489,1.057033414951153
SCAR,low_data,9,2,10,20,0.7,5000,0.3954478021626685,0.5843977450777985,0.979845547240467
SCAR,low_data,9,2,10,20,0.8,500,0.5076593810198149,0.7012924594912958,1.2089518405111108
SCAR,low_data,9,2,10,20,0.8,1000,0.6518964943594827,0.7589852461097785,1.4108817404692613
SCAR,low_data,9,2,10,20,0.8,2000,0.5803166912917732,0.7165437528741632,1.2968604441659364
SCAR,low_data,9,2,10,20,0.8,2500,0.48360928411687787,0.6878374013190915,1.1714466854359693
SCAR,low_data,9,2,10,20,0.8,3000,0.29977710370098,0.6179402532608469,0.9177173569618269
SCAR,low_data,9,2,10,20,0.8,4000,0.399568988498554,0.5759560421356809,0.9755250306342349
SCAR,low_data,9,2,10,20,0.8,5000,0.3846109379358141,0.554410504281509,0.9390214422173231
SCAR,low_data,9,2,10,20,0.9,500,0.35736337865977313,0.6500189583519731,1.0073823370117463
SCAR,low_data,9,2,10,20,0.9,1000,0.559862423142256,0.761543490530774,1.32140591367303
SCAR,low_data,9,2,10,20,0.9,2000,0.40783990746362964,0.6690249245315869,1.0768648319952165
SCAR,low_data,9,2,10,20,0.9,2500,0.38644370759956514,0.6807440617946157,1.067187769394181
SCAR,low_data,9,2,10,20,0.9,3000,0.37056843857041866,0.6119744434757933,0.982542882046212
SCAR,low_data,9,2,10,20,0.9,4000,0.4895151665905282,0.6770187642692819,1.16653393085981
SCAR,low_data,9,2,10,20,0.9,5000,0.6203061044141671,0.7415250190390723,1.3618311234532394
SCAR,low_data,9,2,10,25,0.5,500,0.5589733924934528,0.6952542510698002,1.2542276435632531
SCAR,low_data,9,2,10,25,0.5,1000,0.5142602529306785,0.6671975737630005,1.1814578266936788
SCAR,low_data,9,2,10,25,0.5,2000,0.5454219054568026,0.6653893436152852,1.210811249072088
SCAR,low_data,9,2,10,25,0.5,2500,0.3842201701319913,0.556229202094442,0.9404493722264333
SCAR,low_data,9,2,10,25,0.5,3000,0.46067265399609797,0.5979707283064501,1.058643382302548
SCAR,low_data,9,2,10,25,0.5,4000,0.49556980882707136,0.6599844497826459,1.1555542586097172
SCAR,low_data,9,2,10,25,0.5,5000,0.5479283147349189,0.6846183289396585,1.2325466436745773
SCAR,low_data,9,2,10,25,0.6,500,0.5999291044985887,0.6963744708965701,1.2963035753951588
SCAR,low_data,9,2,10,25,0.6,1000,0.6748884582808246,0.7669963867807498,1.4418848450615744
SCAR,low_data,9,2,10,25,0.6,2000,0.5014795583148581,0.6873732058070144,1.1888527641218727
SCAR,low_data,9,2,10,25,0.6,2500,0.5113880921499078,0.7031194172042777,1.2145075093541855
SCAR,low_data,9,2,10,25,0.6,3000,0.47386758480294133,0.6737473590824234,1.147614943885365
SCAR,low_data,9,2,10,25,0.6,4000,0.47806507563124506,0.6299609800206891,1.1080260556519341
SCAR,low_data,9,2,10,25,0.6,5000,0.28805363887429386,0.5052250398049918,0.7932786786792856
SCAR,low_data,9,2,10,25,0.7,500,0.50362994682336,0.7087172244136987,1.2123471712370586
SCAR,low_data,9,2,10,25,0.7,1000,0.6591885504675778,0.7763363306980381,1.435524881165616
SCAR,low_data,9,2,10,25,0.7,2000,0.5205502225086839,0.7124384243971864,1.2329886469058704
SCAR,low_data,9,2,10,25,0.7,2500,0.4601843877916566,0.6816473284202944,1.141831716211951
SCAR,low_data,9,2,10,25,0.7,3000,0.512553022070443,0.7222003992354498,1.2347534213058928
SCAR,low_data,9,2,10,25,0.7,4000,0.6604805905490158,0.7314270788423369,1.3919076693913528
SCAR,low_data,9,2,10,25,0.7,5000,0.3166742344691201,0.5249932646016189,0.8416674990707389
SCAR,low_data,9,2,10,25,0.8,500,0.49941065756146,0.7055055119706174,1.2049161695320774
SCAR,low_data,9,2,10,25,0.8,1000,0.49230181615732793,0.7133369467392494,1.2056387628965775
SCAR,low_data,9,2,10,25,0.8,2000,0.5200978920206991,0.7148269189939411,1.2349248110146402
SCAR,low_data,9,2,10,25,0.8,2500,0.4813477730794203,0.6834349385527138,1.164782711632134
SCAR,low_data,9,2,10,25,0.8,3000,0.2718970799901666,0.5754886953540587,0.8473857753442253
SCAR,low_data,9,2,10,25,0.8,4000,0.38331619432534686,0.5861681711062461,0.969484365431593
SCAR,low_data,9,2,10,25,0.8,5000,0.4470427016775341,0.6527124425903975,1.0997551442679316
SCAR,low_data,9,2,10,25,0.9,500,0.5667398477130645,0.7200610901106855,1.2868009378237502
SCAR,low_data,9,2,10,25,0.9,1000,0.5447776966816644,0.724357608682922,1.2691353053645864
SCAR,low_data,9,2,10,25,0.9,2000,0.4982983777296064,0.7181284273794872,1.2164268051090936
SCAR,low_data,9,2,10,25,0.9,2500,0.3368125297599475,0.6107955164969996,0.9476080462569472
SCAR,low_data,9,2,10,25,0.9,3000,0.5965917531987857,0.7558115425155932,1.352403295714379
SCAR,low_data,9,2,10,25,0.9,4000,0.6325610608446238,0.7844285406378011,1.4169896014824248
SCAR,low_data,9,2,10,25,0.9,5000,0.5402618853800938,0.749606351070751,1.289868236450845
SCAR,low_data,9,2,10,28,0.5,500,0.5189655352423416,0.6482350575676178,1.1672005928099594
