name,prefix,seed,dim,n_clusters ,cluster_loss_weight,alpha,embedding_size,ari,nmi,sum
IDEC,low_data,2,2,10,1,0.1,2,0.5149651058953173,0.6518869194256706,1.166852025320988
IDEC,low_data,2,2,10,1,0.2,2,0.5129875220488707,0.6579475509866346,1.1709350730355053
IDEC,low_data,2,2,10,1,0.3,2,0.6152281953910702,0.6825608031066531,1.2977889984977233
IDEC,low_data,2,2,10,1,0.4,2,0.5241699021725067,0.6624896051481899,1.1866595073206967
IDEC,low_data,2,2,10,1,0.5,2,0.524260760462736,0.6618724378511971,1.1861331983139332
IDEC,low_data,2,2,10,1,0.6,2,0.5242634607742082,0.6617167446308229,1.185980205405031
IDEC,low_data,2,2,10,1,0.7,2,0.6721436791352986,0.7323949353797525,1.4045386145150511
IDEC,low_data,2,2,10,1,0.8,2,0.6348353037416937,0.698751262117231,1.3335865658589248
IDEC,low_data,2,2,10,1,0.9,2,0.5236715056882818,0.6649362527910389,1.1886077584793207
IDEC,low_data,2,2,10,1,1,2,0.5234688212918365,0.665178954571885,1.1886477758637215
IDEC,low_data,2,2,10,0.1,0.1,2,0.6497690551350299,0.7015505822959167,1.3513196374309466
IDEC,low_data,2,2,10,0.1,0.2,2,0.634711332752744,0.6919722008073763,1.3266835335601204
IDEC,low_data,2,2,10,0.1,0.3,2,0.6832509550684149,0.7200227117126442,1.4032736667810592
IDEC,low_data,2,2,10,0.1,0.4,2,0.6354335315168501,0.6997186332214882,1.3351521647383384
IDEC,low_data,2,2,10,0.1,0.5,2,0.6724920305885592,0.7110650929755491,1.3835571235641084
IDEC,low_data,2,2,10,0.1,0.6,2,0.6275757002605864,0.7090008824010728,1.3365765826616594
IDEC,low_data,2,2,10,0.1,0.7,2,0.6682561401922718,0.7170070695642625,1.3852632097565343
IDEC,low_data,2,2,10,0.1,0.8,2,0.660043677107999,0.7062227050479695,1.3662663821559686
IDEC,low_data,2,2,10,0.1,0.9,2,0.6609903784128159,0.7135705722470216,1.3745609506598375
IDEC,low_data,2,2,10,0.1,1,2,0.6481715900335366,0.7061370916229676,1.3543086816565042
IDEC,low_data,2,2,10,0.01,0.1,2,0.629491518792254,0.6921520965172018,1.3216436153094557
IDEC,low_data,2,2,10,0.01,0.2,2,0.6624543972687671,0.7062126101425117,1.3686670074112788
IDEC,low_data,2,2,10,0.01,0.3,2,0.675922325219247,0.7070144823216983,1.3829368075409452
IDEC,low_data,2,2,10,0.01,0.4,2,0.7030823015437799,0.7293759221879721,1.432458223731752
IDEC,low_data,2,2,10,0.01,0.5,2,0.6710430820530561,0.7059567120246909,1.376999794077747
IDEC,low_data,2,2,10,0.01,0.6,2,0.6872507110250419,0.7153447306804224,1.4025954417054642
IDEC,low_data,2,2,10,0.01,0.7,2,0.6927874118027002,0.7159803942318567,1.408767806034557
IDEC,low_data,2,2,10,0.01,0.8,2,0.6824598970801663,0.7124303116752225,1.3948902087553887
IDEC,low_data,2,2,10,0.01,0.9,2,0.7048331165627496,0.7164128367829296,1.4212459533456792
IDEC,low_data,2,2,10,0.01,1,2,0.6981652609382868,0.7128573051048536,1.4110225660431404
IDEC,low_data,2,5,10,1,0.1,2,0.5418893651279161,0.7212286192820593,1.2631179844099754
IDEC,low_data,2,5,10,1,0.1,5,0.6144337984495598,0.7715897269200586,1.3860235253696183
IDEC,low_data,2,5,10,1,0.2,2,0.6450633245571523,0.7523628860404921,1.3974262105976445
IDEC,low_data,2,5,10,1,0.2,5,0.6288621467063078,0.7774496508374259,1.4063117975437338
IDEC,low_data,2,5,10,1,0.3,2,0.5364936186921634,0.6741774758014804,1.2106710944936436
IDEC,low_data,2,5,10,1,0.3,5,0.5166570130850494,0.7116173612190116,1.228274374304061
IDEC,low_data,2,5,10,1,0.4,2,0.5248297373771924,0.7416994314791854,1.2665291688563778
IDEC,low_data,2,5,10,1,0.4,5,0.511351702144963,0.6927135858686769,1.20406528801364
IDEC,low_data,2,5,10,1,0.5,2,0.4897415987209707,0.6604972452318759,1.1502388439528466
IDEC,low_data,2,5,10,1,0.5,5,0.5750705251888628,0.7477066274675306,1.3227771526563934
IDEC,low_data,2,5,10,1,0.6,2,0.45626005179430823,0.6511958104707122,1.1074558622650204
IDEC,low_data,2,5,10,1,0.6,5,0.574951259368113,0.7471313534483723,1.3220826128164853
IDEC,low_data,2,5,10,1,0.7,2,0.46125327282238965,0.6708233179179803,1.13207659074037
IDEC,low_data,2,5,10,1,0.7,5,0.6512115911199862,0.7768223052271113,1.4280338963470975
IDEC,low_data,2,5,10,1,0.8,2,0.46063191340851667,0.6729999435612455,1.133631856969762
IDEC,low_data,2,5,10,1,0.8,5,0.6503060745810549,0.7756406982048333,1.4259467727858883
IDEC,low_data,2,5,10,1,0.9,2,0.4605214036705593,0.6742645115783681,1.1347859152489275
IDEC,low_data,2,5,10,1,0.9,5,0.6522907858360838,0.777778150283971,1.4300689361200547
IDEC,low_data,2,5,10,1,1,2,0.46071005625738043,0.6722051213701717,1.1329151776275521
IDEC,low_data,2,5,10,1,1,5,0.6526121803513776,0.7784276196497859,1.4310398000011635
IDEC,low_data,2,5,10,0.1,0.1,2,0.41237696073757685,0.6719940540046171,1.0843710147421939
IDEC,low_data,2,5,10,0.1,0.1,5,0.6078077108648897,0.7587846790790697,1.3665923899439594
IDEC,low_data,2,5,10,0.1,0.2,2,0.37639904238937827,0.6027232803878088,0.979122322777187
IDEC,low_data,2,5,10,0.1,0.2,5,0.622714083150772,0.7680940091660173,1.3908080923167894
IDEC,low_data,2,5,10,0.1,0.3,2,0.6432540301889168,0.7497046845490466,1.3929587147379634
IDEC,low_data,2,5,10,0.1,0.3,5,0.4966289525777541,0.688054350253508,1.184683302831262
IDEC,low_data,2,5,10,0.1,0.4,2,0.6440860188231144,0.7484014687847341,1.3924874876078486
IDEC,low_data,2,5,10,0.1,0.4,5,0.4971000205287521,0.6706286150565389,1.167728635585291
IDEC,low_data,2,5,10,0.1,0.5,2,0.5651099754154442,0.6938336498494524,1.2589436252648967
IDEC,low_data,2,5,10,0.1,0.5,5,0.509943133055711,0.6844006664379271,1.1943437994936381
IDEC,low_data,2,5,10,0.1,0.6,2,0.5621731153255466,0.6942829884627228,1.2564561037882696
IDEC,low_data,2,5,10,0.1,0.6,5,0.5244236550543775,0.6808632835935043,1.2052869386478817
IDEC,low_data,2,5,10,0.1,0.7,2,0.5624203646117966,0.6952465965886736,1.2576669612004703
IDEC,low_data,2,5,10,0.1,0.7,5,0.5155437401823981,0.6893431995731996,1.2048869397555977
IDEC,low_data,2,5,10,0.1,0.8,2,0.5857469685842579,0.7186767551193749,1.304423723703633
IDEC,low_data,2,5,10,0.1,0.8,5,0.5688928780755497,0.7436001891640014,1.3124930672395512
IDEC,low_data,2,5,10,0.1,0.9,2,0.5535808410059919,0.7144821554137221,1.2680629964197139
IDEC,low_data,2,5,10,0.1,0.9,5,0.5700414229968933,0.7458613826293965,1.3159028056262898
IDEC,low_data,2,5,10,0.1,1,2,0.44199101932136287,0.6351216215417066,1.0771126408630693
IDEC,low_data,2,5,10,0.1,1,5,0.570703816928697,0.7467984135259171,1.3175022304546142
IDEC,low_data,2,5,10,0.01,0.1,2,0.39021616827789607,0.6261798549378151,1.0163960232157112
IDEC,low_data,2,5,10,0.01,0.1,5,0.6646173122016218,0.7834255528196377,1.4480428650212596
IDEC,low_data,2,5,10,0.01,0.2,2,0.395692727677052,0.6324186893420736,1.0281114170191255
IDEC,low_data,2,5,10,0.01,0.2,5,0.6015841265684481,0.7413149261719286,1.3428990527403766
IDEC,low_data,2,5,10,0.01,0.3,2,0.3999627919650867,0.6486635404324511,1.0486263323975378
IDEC,low_data,2,5,10,0.01,0.3,5,0.5963544542860696,0.741799315718939,1.3381537700050086
IDEC,low_data,2,5,10,0.01,0.4,2,0.657383672266383,0.7345931519885309,1.3919768242549138
IDEC,low_data,2,5,10,0.01,0.4,5,0.48819603686628327,0.6699795130530615,1.1581755499193447
IDEC,low_data,2,5,10,0.01,0.5,2,0.659700214966328,0.7365272573519319,1.39622747231826
IDEC,low_data,2,5,10,0.01,0.5,5,0.4951418243720127,0.6536742628481619,1.1488160872201747
IDEC,low_data,2,5,10,0.01,0.6,2,0.6597743568984137,0.7369967685484684,1.396771125446882
IDEC,low_data,2,5,10,0.01,0.6,5,0.4871874267728186,0.6509686450463742,1.1381560718191928
IDEC,low_data,2,5,10,0.01,0.7,2,0.656534174985951,0.7336805719500156,1.3902147469359667
IDEC,low_data,2,5,10,0.01,0.7,5,0.4904455657909854,0.652533798521041,1.1429793643120263
IDEC,low_data,2,5,10,0.01,0.8,2,0.6586690188479236,0.734599883322618,1.3932689021705418
IDEC,low_data,2,5,10,0.01,0.8,5,0.4942645430333188,0.655816045965513,1.150080588998832
IDEC,low_data,2,5,10,0.01,0.9,2,0.658636488077558,0.7343591114376453,1.3929955995152032
IDEC,low_data,2,5,10,0.01,0.9,5,0.49247188617982046,0.6541764093281556,1.146648295507976
IDEC,low_data,2,5,10,0.01,1,2,0.6560902627516435,0.7349831224870547,1.3910733852386983
IDEC,low_data,2,5,10,0.01,1,5,0.49645273772994314,0.6580174320034453,1.1544701697333886
IDEC,low_data,2,10,10,1,0.1,2,0.5650010195636705,0.7419083432157398,1.3069093627794104
IDEC,low_data,2,10,10,1,0.1,5,0.7655498187554406,0.8526364658834069,1.6181862846388475
IDEC,low_data,2,10,10,1,0.1,10,0.7985047225494839,0.8997996362814044,1.6983043588308884
IDEC,low_data,2,10,10,1,0.2,2,0.5352866812928376,0.7252521543532913,1.260538835646129
IDEC,low_data,2,10,10,1,0.2,5,0.5896890376211065,0.7782871631497827,1.3679762007708893
IDEC,low_data,2,10,10,1,0.2,10,0.7947418729585324,0.898369183608675,1.6931110565672074
IDEC,low_data,2,10,10,1,0.3,2,0.47947112784542306,0.6932340624753375,1.1727051903207606
IDEC,low_data,2,10,10,1,0.3,5,0.5584845807242769,0.7626347669762169,1.3211193477004937
IDEC,low_data,2,10,10,1,0.3,10,0.5327243762698572,0.7313472331776356,1.2640716094474929
IDEC,low_data,2,10,10,1,0.4,2,0.5237494817910769,0.7136967489984051,1.237446230789482
IDEC,low_data,2,10,10,1,0.4,5,0.5584709773363657,0.7640656313705257,1.3225366087068915
IDEC,low_data,2,10,10,1,0.4,10,0.5390947469529471,0.7242875157475612,1.2633822627005085
IDEC,low_data,2,10,10,1,0.5,2,0.5302643779813423,0.7297055050048712,1.2599698829862134
IDEC,low_data,2,10,10,1,0.5,5,0.5600215750267848,0.7659908925093954,1.3260124675361804
