name,prefix,seed,dim,n_clusters ,alpha,embedding_size,ari,nmi,sum
DEC,low_data,6,2,10,0.1,2,0.4487761553104206,0.5815935039957016,1.0303696593061222
DEC,low_data,6,2,10,0.2,2,0.4676569069735311,0.6008407795181636,1.0684976864916946
DEC,low_data,6,2,10,0.3,2,0.5096940711530356,0.645746099070699,1.1554401702237347
DEC,low_data,6,2,10,0.4,2,0.5159872646354373,0.650068660100012,1.1660559247354492
DEC,low_data,6,2,10,0.5,2,0.5156587565948079,0.6520136926331919,1.1676724492279997
DEC,low_data,6,2,10,0.6,2,0.5202129241314551,0.6582204952160534,1.1784334193475086
DEC,low_data,6,2,10,0.7,2,0.5154555394910746,0.6573522911618264,1.1728078306529008
DEC,low_data,6,2,10,0.8,2,0.5220582447630322,0.6598662231455745,1.1819244679086067
DEC,low_data,6,2,10,0.9,2,0.5215326259587166,0.666379317726777,1.1879119436854937
DEC,low_data,6,2,10,1,2,0.5194740132744404,0.6609674405968333,1.1804414538712737
DEC,low_data,6,5,10,0.1,2,0.5948249583318819,0.7397209162333729,1.3345458745652548
DEC,low_data,6,5,10,0.1,5,0.40699640525137376,0.6575173311324499,1.0645137363838237
DEC,low_data,6,5,10,0.2,2,0.6036769618519746,0.7328380458618052,1.3365150077137797
DEC,low_data,6,5,10,0.2,5,0.4214559068732133,0.6550320688085738,1.0764879756817871
DEC,low_data,6,5,10,0.3,2,0.6042582814148159,0.7329655185532826,1.3372237999680985
DEC,low_data,6,5,10,0.3,5,0.42193474514644785,0.6709876908324803,1.0929224359789282
DEC,low_data,6,5,10,0.4,2,0.6658191582846358,0.7596782990686621,1.425497457353298
DEC,low_data,6,5,10,0.4,5,0.5989345156966283,0.779380338571411,1.3783148542680392
DEC,low_data,6,5,10,0.5,2,0.6238851217362346,0.727681390154804,1.3515665118910385
DEC,low_data,6,5,10,0.5,5,0.5999431501666551,0.7761938681209686,1.3761370182876238
DEC,low_data,6,5,10,0.6,2,0.6233357049095284,0.7267182095954534,1.350053914504982
DEC,low_data,6,5,10,0.6,5,0.5374215380463218,0.7111181859163762,1.2485397239626979
DEC,low_data,6,5,10,0.7,2,0.6349304956573426,0.7262415296559848,1.3611720253133273
DEC,low_data,6,5,10,0.7,5,0.508473143990249,0.7056682523834481,1.2141413963736971
DEC,low_data,6,5,10,0.8,2,0.6276347806666678,0.7229415777327968,1.3505763583994645
DEC,low_data,6,5,10,0.8,5,0.5412978515457577,0.7172196429757852,1.258517494521543
DEC,low_data,6,5,10,0.9,2,0.551185697265826,0.6848010020837798,1.2359866993496058
DEC,low_data,6,5,10,0.9,5,0.5369458829478827,0.7140870791951562,1.251032962143039
DEC,low_data,6,5,10,1,2,0.5522966272989763,0.6827584278706824,1.2350550551696586
DEC,low_data,6,5,10,1,5,0.541856803152922,0.7103682438101623,1.2522250469630842
DEC,low_data,6,10,10,0.1,2,0.7366336179452324,0.8344092666050545,1.571042884550287
DEC,low_data,6,10,10,0.1,5,0.7818569335209499,0.8693858096131626,1.6512427431341123
DEC,low_data,6,10,10,0.1,10,0.8598047431937305,0.8959633434284476,1.755768086622178
DEC,low_data,6,10,10,0.2,2,0.7266663275315534,0.815741595645173,1.5424079231767265
DEC,low_data,6,10,10,0.2,5,0.4834555872619017,0.6926728706811255,1.1761284579430271
DEC,low_data,6,10,10,0.2,10,0.653334394272352,0.8074314733260074,1.4607658675983592
DEC,low_data,6,10,10,0.3,2,0.7624708324010594,0.845978695586742,1.6084495279878013
DEC,low_data,6,10,10,0.3,5,0.5050084398604339,0.7261709650919883,1.2311794049524223
DEC,low_data,6,10,10,0.3,10,0.6114035631451914,0.8002496666373821,1.4116532297825735
DEC,low_data,6,10,10,0.4,2,0.8612452938776173,0.8788150163513306,1.740060310228948
DEC,low_data,6,10,10,0.4,5,0.48338127039449946,0.7166321071432262,1.2000133775377257
