name,prefix,seed,dim,n_clusters ,cluster_loss_weight,alpha,embedding_size,ari,nmi,sum
IDEC,low_data,9,2,10,1,0.1,2,0.4730760227449925,0.6463242707094988,1.1194002934544913
IDEC,low_data,9,2,10,1,0.2,2,0.6258909948257078,0.6922104347294156,1.3181014295551234
IDEC,low_data,9,2,10,1,0.3,2,0.4380366335782476,0.5847298881668733,1.022766521745121
IDEC,low_data,9,2,10,1,0.4,2,0.39789698775301935,0.5614904571943284,0.9593874449473478
IDEC,low_data,9,2,10,1,0.5,2,0.4781747560905647,0.6451760178667701,1.123350773957335
IDEC,low_data,9,2,10,1,0.6,2,0.48911541483202536,0.6559423479856806,1.1450577628177059
IDEC,low_data,9,2,10,1,0.7,2,0.3449230548239298,0.5445682026416505,0.8894912574655803
IDEC,low_data,9,2,10,1,0.8,2,0.4152493776099062,0.5955624498244441,1.0108118274343503
IDEC,low_data,9,2,10,1,0.9,2,0.5889261430310715,0.6694151053886251,1.2583412484196965
IDEC,low_data,9,2,10,1,1,2,0.5835942928021687,0.6583569350545392,1.241951227856708
IDEC,low_data,9,2,10,0.1,0.1,2,0.4881104463860518,0.6767075393172229,1.1648179857032748
IDEC,low_data,9,2,10,0.1,0.2,2,0.6553067609768084,0.7110429147268946,1.366349675703703
IDEC,low_data,9,2,10,0.1,0.3,2,0.43233829568869103,0.5809416778849078,1.013279973573599
IDEC,low_data,9,2,10,0.1,0.4,2,0.5372195839071865,0.669583187274937,1.2068027711821236
IDEC,low_data,9,2,10,0.1,0.5,2,0.5745369090852205,0.6867589817225302,1.2612958908077507
IDEC,low_data,9,2,10,0.1,0.6,2,0.5639335687919608,0.6837227085068741,1.2476562772988349
IDEC,low_data,9,2,10,0.1,0.7,2,0.6833888946585515,0.749146250137105,1.4325351447956565
IDEC,low_data,9,2,10,0.1,0.8,2,0.563074680736594,0.6824511001896956,1.2455257809262896
IDEC,low_data,9,2,10,0.1,0.9,2,0.6791483184428951,0.7400583324301756,1.4192066508730707
IDEC,low_data,9,2,10,0.1,1,2,0.6727916903088812,0.7306264447506224,1.4034181350595036
IDEC,low_data,9,2,10,0.01,0.1,2,0.6948627818702092,0.7427167238135407,1.43757950568375
IDEC,low_data,9,2,10,0.01,0.2,2,0.6113448991257634,0.7000903767754655,1.3114352759012289
IDEC,low_data,9,2,10,0.01,0.3,2,0.6363414443401352,0.7043653192350748,1.3407067635752101
IDEC,low_data,9,2,10,0.01,0.4,2,0.6597148248567937,0.7121672864715106,1.3718821113283042
IDEC,low_data,9,2,10,0.01,0.5,2,0.6127261558822061,0.702139876447417,1.3148660323296233
IDEC,low_data,9,2,10,0.01,0.6,2,0.679551087678552,0.732079772461771,1.4116308601403231
IDEC,low_data,9,2,10,0.01,0.7,2,0.6794667787115273,0.736279208804129,1.4157459875156562
IDEC,low_data,9,2,10,0.01,0.8,2,0.6822961508354309,0.7419286048722525,1.4242247557076835
IDEC,low_data,9,2,10,0.01,0.9,2,0.6796958067895101,0.7370755329674445,1.4167713397569548
IDEC,low_data,9,2,10,0.01,1,2,0.6793306553154908,0.7372691227599768,1.4165997780754676
IDEC,low_data,9,5,10,1,0.1,2,0.6459295040877879,0.7579096695904219,1.4038391736782099
IDEC,low_data,9,5,10,1,0.1,5,0.663777793306905,0.7917626254071415,1.4555404187140466
IDEC,low_data,9,5,10,1,0.2,2,0.6583397331822779,0.7756945084052124,1.4340342415874903
IDEC,low_data,9,5,10,1,0.2,5,0.5999373839461057,0.7321812157440455,1.3321185996901512
IDEC,low_data,9,5,10,1,0.3,2,0.6192932304190156,0.7318739192515947,1.3511671496706104
IDEC,low_data,9,5,10,1,0.3,5,0.5280966877396086,0.7047414354687631,1.2328381232083716
IDEC,low_data,9,5,10,1,0.4,2,0.6364893235806377,0.742958816384871,1.3794481399655087
IDEC,low_data,9,5,10,1,0.4,5,0.5434780509047527,0.6932806218966926,1.2367586728014452
IDEC,low_data,9,5,10,1,0.5,2,0.5378209227896212,0.7239885057927733,1.2618094285823944
IDEC,low_data,9,5,10,1,0.5,5,0.5018260613415212,0.640635856452634,1.1424619177941553
IDEC,low_data,9,5,10,1,0.6,2,0.5429700031046684,0.7511349821694687,1.294104985274137
IDEC,low_data,9,5,10,1,0.6,5,0.5296819499049461,0.686854668845984,1.21653661875093
IDEC,low_data,9,5,10,1,0.7,2,0.5406894777182054,0.7507950771395144,1.2914845548577198
IDEC,low_data,9,5,10,1,0.7,5,0.41241231240044374,0.6293546154332147,1.0417669278336583
IDEC,low_data,9,5,10,1,0.8,2,0.5417969084699205,0.7511056011732677,1.2929025096431883
IDEC,low_data,9,5,10,1,0.8,5,0.41738034015256187,0.6303312813620441,1.047711621514606
IDEC,low_data,9,5,10,1,0.9,2,0.5348233796927675,0.7470447567075533,1.2818681364003208
IDEC,low_data,9,5,10,1,0.9,5,0.418723182390226,0.6313880948540428,1.0501112772442687
IDEC,low_data,9,5,10,1,1,2,0.4641886229335706,0.712818819586366,1.1770074425199366
IDEC,low_data,9,5,10,1,1,5,0.6156004298708733,0.7098022088467015,1.3254026387175748
IDEC,low_data,9,5,10,0.1,0.1,2,0.4805065801853984,0.6630102578498631,1.1435168380352616
IDEC,low_data,9,5,10,0.1,0.1,5,0.6109752976040819,0.7499008785292066,1.3608761761332886
IDEC,low_data,9,5,10,0.1,0.2,2,0.590418171490389,0.7265094780826822,1.316927649573071
IDEC,low_data,9,5,10,0.1,0.2,5,0.6009736647033093,0.7289638879794068,1.3299375526827162
IDEC,low_data,9,5,10,0.1,0.3,2,0.5115786919931351,0.6875023335280512,1.1990810255211863
IDEC,low_data,9,5,10,0.1,0.3,5,0.5167479248748823,0.6699976227175056,1.186745547592388
IDEC,low_data,9,5,10,0.1,0.4,2,0.6496541918518787,0.7585943168198143,1.408248508671693
IDEC,low_data,9,5,10,0.1,0.4,5,0.48334142748102493,0.6537451535268495,1.1370865810078743
IDEC,low_data,9,5,10,0.1,0.5,2,0.5643058368731471,0.7067342648429914,1.2710401017161383
IDEC,low_data,9,5,10,0.1,0.5,5,0.5476124761761683,0.7128447283853288,1.260457204561497
IDEC,low_data,9,5,10,0.1,0.6,2,0.5587878978492996,0.6932980338694953,1.252085931718795
IDEC,low_data,9,5,10,0.1,0.6,5,0.5658195519776701,0.6909867661183858,1.2568063180960558
IDEC,low_data,9,5,10,0.1,0.7,2,0.41801595956131726,0.6551129981547081,1.0731289577160255
IDEC,low_data,9,5,10,0.1,0.7,5,0.5673310044100472,0.6940690429917084,1.2614000474017555
IDEC,low_data,9,5,10,0.1,0.8,2,0.39752503466009126,0.6008925864855644,0.9984176211456557
IDEC,low_data,9,5,10,0.1,0.8,5,0.5649969085690102,0.6906791484340645,1.2556760570030747
IDEC,low_data,9,5,10,0.1,0.9,2,0.4166866669740202,0.6233283823908052,1.0400150493648255
IDEC,low_data,9,5,10,0.1,0.9,5,0.64414463251403,0.7562893347154634,1.4004339672294934
IDEC,low_data,9,5,10,0.1,1,2,0.41136651532740004,0.6180133091572397,1.0293798244846397
IDEC,low_data,9,5,10,0.1,1,5,0.6254095248251711,0.7474200418166458,1.3728295666418169
IDEC,low_data,9,5,10,0.01,0.1,2,0.6205465951417936,0.7167502940475144,1.337296889189308
IDEC,low_data,9,5,10,0.01,0.1,5,0.6011089300132034,0.738943658783193,1.3400525887963965
IDEC,low_data,9,5,10,0.01,0.2,2,0.6034694587430233,0.6986690276351135,1.3021384863781367
IDEC,low_data,9,5,10,0.01,0.2,5,0.601287088826134,0.7380994990587116,1.3393865878848457
IDEC,low_data,9,5,10,0.01,0.3,2,0.5509912133013432,0.6799041528896689,1.230895366191012
IDEC,low_data,9,5,10,0.01,0.3,5,0.5846441278494818,0.7083971954009208,1.2930413232504026
IDEC,low_data,9,5,10,0.01,0.4,2,0.5161562539175728,0.6618103250463144,1.1779665789638871
IDEC,low_data,9,5,10,0.01,0.4,5,0.5126081421141405,0.657607864850199,1.1702160069643395
IDEC,low_data,9,5,10,0.01,0.5,2,0.6021744495217681,0.6961425786085775,1.2983170281303456
IDEC,low_data,9,5,10,0.01,0.5,5,0.5061010972604967,0.6537192416648671,1.1598203389253636
IDEC,low_data,9,5,10,0.01,0.6,2,0.5404448364314686,0.6647561632047689,1.2052009996362374
IDEC,low_data,9,5,10,0.01,0.6,5,0.5229818896812914,0.6518990266715433,1.1748809163528349
IDEC,low_data,9,5,10,0.01,0.7,2,0.5560003097444611,0.6747890680532883,1.2307893777977494
IDEC,low_data,9,5,10,0.01,0.7,5,0.4980494309502117,0.6477274313966623,1.145776862346874
IDEC,low_data,9,5,10,0.01,0.8,2,0.5169687832767816,0.6527519336204776,1.1697207168972592
IDEC,low_data,9,5,10,0.01,0.8,5,0.4811690315618864,0.6383534479402211,1.1195224795021075
IDEC,low_data,9,5,10,0.01,0.9,2,0.5530517417363748,0.6722852513873797,1.2253369931237545
