name,prefix,seed,dim,k,nn,alpha,theta,ari,nmi,sum
SCAR,low_data,7,100,10,10,0.5,500,0.039194250029029765,0.11917611015577857,0.15837036018480832
SCAR,low_data,7,100,10,10,0.5,1000,0.08110850294876486,0.17348997971393257,0.2545984826626974
SCAR,low_data,7,100,10,10,0.5,2000,0.07139502317846488,0.15991867487706313,0.231313698055528
SCAR,low_data,7,100,10,10,0.5,2500,0.06377484337541593,0.16564415071771837,0.22941899409313432
SCAR,low_data,7,100,10,10,0.5,3000,0.06077340843296853,0.15134617434456663,0.21211958277753515
SCAR,low_data,7,100,10,10,0.5,4000,0.07827066536612473,0.1548935579975424,0.23316422336366713
SCAR,low_data,7,100,10,10,0.6,500,0.050103514799826554,0.1266768578767812,0.17678037267660776
SCAR,low_data,7,100,10,10,0.6,1000,0.056974231105362774,0.1525559185666647,0.2095301496720275
SCAR,low_data,7,100,10,10,0.6,2000,0.07930960291411988,0.15307270034806214,0.232382303262182
SCAR,low_data,7,100,10,10,0.6,2500,0.141968203837944,0.23901226980619147,0.38098047364413545
SCAR,low_data,7,100,10,10,0.6,3000,0.11125400830953497,0.18219565859770237,0.29344966690723734
SCAR,low_data,7,100,10,10,0.6,4000,0.045507318378682264,0.10314760169323105,0.1486549200719133
SCAR,low_data,7,100,10,10,0.7,500,0.12848191649139482,0.2718461459737588,0.4003280624651536
SCAR,low_data,7,100,10,10,0.7,1000,0.126642298208438,0.2893178964523552,0.41596019466079326
SCAR,low_data,7,100,10,10,0.7,2000,0.13830015383545372,0.23527223601492625,0.37357238985038
SCAR,low_data,7,100,10,10,0.7,2500,0.06755157335568278,0.13901123649725963,0.2065628098529424
SCAR,low_data,7,100,10,10,0.7,3000,0.08627822116699577,0.13581955529244116,0.22209777645943693
SCAR,low_data,7,100,10,10,0.7,4000,0.10790621781587457,0.2171518071431535,0.3250580249590281
SCAR,low_data,7,100,10,10,0.8,500,0.12822938479800547,0.19175718280400744,0.31998656760201294
SCAR,low_data,7,100,10,10,0.8,1000,0.04368482400238868,0.11701877249893644,0.16070359650132512
SCAR,low_data,7,100,10,10,0.8,2000,0.08484490157872175,0.17212305589487184,0.2569679574735936
SCAR,low_data,7,100,10,10,0.8,2500,0.03591095270636069,0.13238999620736394,0.16830094891372463
SCAR,low_data,7,100,10,10,0.8,3000,0.05462379844756557,0.1423724358153561,0.19699623426292168
SCAR,low_data,7,100,10,10,0.8,4000,6.459379810579247e-05,0.0005181290291245378,0.0005827228272303303
SCAR,low_data,7,100,10,10,0.9,500,0.08248815007469035,0.1877872501964601,0.27027540027115043
SCAR,low_data,7,100,10,10,0.9,1000,0.0881178660984499,0.20869597357773484,0.29681383967618474
