name,prefix,seed,dim,n_clusters,threshold,branching_factor,ari,nmi,sum
Birch,low_data,0,2,10,0.01,10,0.6403837197428978,0.745076090917604,1.3854598106605018
Birch,low_data,0,2,10,0.01,25,0.6654764612612516,0.7454425343109435,1.410918995572195
Birch,low_data,0,2,10,0.01,40,0.5640622277081483,0.697912069959956,1.2619742976681043
Birch,low_data,0,2,10,0.01,50,0.6163769865365081,0.7154081811392189,1.331785167675727
Birch,low_data,0,2,10,0.01,60,0.7023631123779123,0.7700240738664009,1.4723871862443132
Birch,low_data,0,2,10,0.01,75,0.604760501293157,0.7160666733562913,1.3208271746494482
Birch,low_data,0,2,10,0.01,100,0.5974979020253647,0.7117986793602062,1.309296581385571
Birch,low_data,0,2,10,0.01,150,0.5964891513844697,0.7168145856869139,1.3133037370713836
Birch,low_data,0,2,10,0.01,200,0.6297809873746427,0.7354090255040818,1.3651900128787244
Birch,low_data,0,2,10,0.01,250,0.6142585947292465,0.7271654401006413,1.3414240348298878
Birch,low_data,0,2,10,0.01,300,0.599916014242569,0.7193618312115121,1.319277845454081
Birch,low_data,0,2,10,0.01,400,0.5950919151332683,0.7145921344333885,1.3096840495666568
Birch,low_data,0,2,10,0.01,500,0.5959081669208217,0.7049692671335445,1.300877434054366
Birch,low_data,0,2,10,0.01,600,0.596357742274814,0.7065037705024682,1.302861512777282
Birch,low_data,0,2,10,0.01,750,0.6152673652420304,0.7288158229078743,1.3440831881499047
Birch,low_data,0,2,10,0.01,1000,0.6152673652420304,0.7288158229078743,1.3440831881499047
Birch,low_data,0,2,10,0.025,10,0.5943254626274361,0.7216105301392959,1.315935992766732
Birch,low_data,0,2,10,0.025,25,0.4792786369872488,0.662541962707925,1.1418205996951738
Birch,low_data,0,2,10,0.025,40,0.3342295514241202,0.5762057092187837,0.9104352606429038
Birch,low_data,0,2,10,0.025,50,0.6712207774560944,0.7422875851146304,1.4135083625707248
Birch,low_data,0,2,10,0.025,60,0.453906444799996,0.6202512843136421,1.074157729113638
Birch,low_data,0,2,10,0.025,75,0.5975309583813166,0.6982456145826706,1.2957765729639874
