name,prefix,seed,dim,k,nn,alpha,theta,ari,nmi,sum
SCAR,low_data,9,100,10,10,0.5,500,0.05090403875737347,0.13341446913837787,0.18431850789575133
SCAR,low_data,9,100,10,10,0.5,1000,0.0665814968111022,0.17341120484523895,0.23999270165634115
SCAR,low_data,9,100,10,10,0.5,2000,0.0550761407592404,0.13396633492318952,0.18904247568242993
SCAR,low_data,9,100,10,10,0.5,2500,0.041435817279763816,0.12861444474825035,0.17005026202801415
SCAR,low_data,9,100,10,10,0.5,3000,0.045873509123308905,0.11190137719471982,0.15777488631802872
SCAR,low_data,9,100,10,10,0.5,4000,0.11244552816679437,0.16142158554992755,0.2738671137167219
SCAR,low_data,9,100,10,10,0.6,500,0.05247874389247222,0.13020670660911313,0.18268545050158536
SCAR,low_data,9,100,10,10,0.6,1000,0.03649462493289609,0.1221182905908398,0.15861291552373588
SCAR,low_data,9,100,10,10,0.6,2000,0.08707485458404265,0.16905034894315196,0.2561252035271946
SCAR,low_data,9,100,10,10,0.6,2500,0.17503320369949896,0.28805592559009824,0.4630891292895972
SCAR,low_data,9,100,10,10,0.6,3000,0.033609587027400877,0.10602479704989079,0.13963438407729167
SCAR,low_data,9,100,10,10,0.6,4000,0.04065620995772453,0.12434391197883142,0.16500012193655594
SCAR,low_data,9,100,10,10,0.7,500,0.12448272390180343,0.2607591484379488,0.3852418723397522
SCAR,low_data,9,100,10,10,0.7,1000,0.13050282879441394,0.2738332777756474,0.40433610657006136
SCAR,low_data,9,100,10,10,0.7,2000,0.1082991585573446,0.22915021819750758,0.3374493767548522
SCAR,low_data,9,100,10,10,0.7,2500,0.0875056405799488,0.1644556340759707,0.2519612746559195
SCAR,low_data,9,100,10,10,0.7,3000,0.08272584061135577,0.15227491457552636,0.23500075518688213
SCAR,low_data,9,100,10,10,0.7,4000,0.10084098010191041,0.22212304824112594,0.32296402834303634
SCAR,low_data,9,100,10,10,0.8,500,0.08267806381596825,0.19712545791100958,0.2798035217269778
SCAR,low_data,9,100,10,10,0.8,1000,0.08024306816694511,0.20775678049798046,0.28799984866492556
SCAR,low_data,9,100,10,10,0.8,2000,0.07420484630304879,0.19483577746999173,0.2690406237730405
SCAR,low_data,9,100,10,10,0.8,2500,0.09992267857358685,0.1931983884632212,0.29312106703680807
SCAR,low_data,9,100,10,10,0.8,3000,0.10523748185514264,0.20072890744261818,0.3059663892977608
SCAR,low_data,9,100,10,10,0.8,4000,0.0007506107799907304,0.003725779801184635,0.004476390581175365
SCAR,low_data,9,100,10,10,0.9,500,0.09171563508230503,0.19266973715456404,0.28438537223686905
SCAR,low_data,9,100,10,10,0.9,1000,0.09078547314196682,0.21524521254329565,0.3060306856852625
SCAR,low_data,9,100,10,10,0.9,2000,0.0854794185752751,0.20362066903764067,0.2891000876129158
