name,prefix,seed,dim,k,nn,alpha,theta,ari,nmi,sum
SCAR,low_data,8,100,10,10,0.5,5000,0.041429597540168006,0.11538556832764592,0.1568151658678139
SCAR,low_data,8,100,10,10,0.6,5000,0.019803151399353965,0.10650576461847643,0.1263089160178304
SCAR,low_data,8,100,10,10,0.7,5000,-0.002563771285370321,0.03426137926167753,0.031697607976307204
SCAR,low_data,8,100,10,10,0.8,5000,2.726276299387268e-05,0.0004224719353758214,0.0004497346983696941
SCAR,low_data,8,100,10,10,0.9,5000,0.006101163933545951,0.052109095892289986,0.058210259825835935
SCAR,low_data,8,100,10,15,0.5,5000,0.15362718099717743,0.2327303127016603,0.38635749369883776
SCAR,low_data,8,100,10,15,0.6,5000,0.15679919262078623,0.2173037194626462,0.37410291208343244
SCAR,low_data,8,100,10,15,0.7,5000,0.08888842524504043,0.20203106065101972,0.29091948589606015
SCAR,low_data,8,100,10,15,0.8,5000,0.006922680976179679,0.019317138156166796,0.026239819132346475
SCAR,low_data,8,100,10,15,0.9,5000,0.0059461400012201645,0.048642340817862076,0.05458848081908224
