name,prefix,seed,dim,n_clusters,epsilon,ari,nmi,sum
SpectACl,low_data,3,2,10,0.001,-0.009313491875507129,0.03056063941419855,0.021247147538691422
SpectACl,low_data,3,2,10,0.002,-0.005835273529008791,0.029299788371072683,0.023464514842063893
SpectACl,low_data,3,2,10,0.003,-0.019961696019314586,0.08728183203859408,0.0673201360192795
SpectACl,low_data,3,2,10,0.004,-0.03244797941426617,0.1681392315371174,0.13569125212285124
SpectACl,low_data,3,2,10,0.005,-0.030148416715011173,0.2464676888114934,0.21631927209648222
SpectACl,low_data,3,2,10,0.006,-0.02109490949967708,0.2972800840007385,0.27618517450106145
SpectACl,low_data,3,2,10,0.007,-0.005203840671575004,0.34026119563922275,0.33505735496764777
SpectACl,low_data,3,2,10,0.008,0.006167927475339147,0.35778411591867476,0.3639520433940139
SpectACl,low_data,3,2,10,0.009,0.018641937804738083,0.3929795753075691,0.4116215131123072
SpectACl,low_data,3,2,10,0.01,0.048208136182018746,0.4323914648650479,0.48059960104706667
SpectACl,low_data,3,2,10,0.02,0.26576060094579734,0.6499185133284879,0.9156791142742853
SpectACl,low_data,3,2,10,0.03,0.5174394748390136,0.7715580481404151,1.2889975229794288
SpectACl,low_data,3,2,10,0.04,0.5891663801124221,0.7780808381345542,1.3672472182469764
SpectACl,low_data,3,2,10,0.05,0.7722941503710815,0.8806948737749696,1.6529890241460512
SpectACl,low_data,3,2,10,0.06,0.8311815346222886,0.8877732557360711,1.7189547903583597
SpectACl,low_data,3,2,10,0.07,0.8645671587093577,0.882737386985065,1.7473045456944227
SpectACl,low_data,3,2,10,0.08,0.9222195409969072,0.903825697002666,1.826045237999573
SpectACl,low_data,3,2,10,0.09,0.9140366766131589,0.8922651915504045,1.8063018681635634
SpectACl,low_data,3,2,10,0.1,0.8675110576356531,0.8749364730711185,1.7424475307067717
SpectACl,low_data,3,2,10,0.12,0.7748181780934585,0.7951837854877405,1.570001963581199
SpectACl,low_data,3,2,10,0.15,0.7745553545529326,0.7900769185812941,1.5646322731342268
SpectACl,low_data,3,2,10,0.2,0.7457886366690039,0.7451302000903,1.4909188367593038
SpectACl,low_data,3,2,10,0.25,0.5960494019524166,0.692856259167188,1.2889056611196046
SpectACl,low_data,3,2,10,0.3,0.46356112495435553,0.5851211894945929,1.0486823144489485
SpectACl,low_data,3,2,10,0.4,0.698436997585543,0.6929691427765214,1.3914061403620646
SpectACl,low_data,3,2,10,0.5,0.6881982709852619,0.7008716412571188,1.3890699122423806
SpectACl,low_data,3,5,10,0.001,0.0,0.0,0.0
SpectACl,low_data,3,5,10,0.002,0.0,0.0,0.0
SpectACl,low_data,3,5,10,0.003,0.0005543959355675408,0.003678521257423714,0.004232917192991255
SpectACl,low_data,3,5,10,0.004,-0.0023987001765716697,0.013282222312306656,0.010883522135734985
SpectACl,low_data,3,5,10,0.005,-0.005226485825630819,0.0293103915441568,0.02408390571852598
SpectACl,low_data,3,5,10,0.006,-0.009008573451094739,0.040581403519752736,0.031572830068658
SpectACl,low_data,3,5,10,0.007,-0.0031321126847628127,0.025523132203420153,0.02239101951865734
SpectACl,low_data,3,5,10,0.008,-0.004295323430407709,0.03336207950917178,0.029066756078764067
SpectACl,low_data,3,5,10,0.009,-0.005610487078522966,0.05107105718073355,0.045460570102210586
SpectACl,low_data,3,5,10,0.01,-0.008836275382540223,0.06895979686385326,0.06012352148131303
SpectACl,low_data,3,5,10,0.02,0.009238421029965927,0.36475483995043134,0.37399326098039726
SpectACl,low_data,3,5,10,0.03,0.09060805042641819,0.5011278500700866,0.5917359004965048
SpectACl,low_data,3,5,10,0.04,0.19299601967699287,0.6086346722617576,0.8016306919387505
SpectACl,low_data,3,5,10,0.05,0.3775821387796289,0.7211605013032655,1.0987426400828944
SpectACl,low_data,3,5,10,0.06,0.6049431775833888,0.8126364698104169,1.4175796473938056
SpectACl,low_data,3,5,10,0.07,0.7502296704222216,0.8854585884041227,1.6356882588263444
SpectACl,low_data,3,5,10,0.08,0.8100313611028052,0.9059356347920394,1.7159669958948447
SpectACl,low_data,3,5,10,0.09,0.8164619822347834,0.9195407162830769,1.7360026985178603
SpectACl,low_data,3,5,10,0.1,0.6608888217189948,0.8463514950604419,1.5072403167794368
SpectACl,low_data,3,5,10,0.12,0.5277219308255661,0.7576227182482403,1.2853446490738065
SpectACl,low_data,3,5,10,0.15,0.544716269441646,0.7605244868841107,1.3052407563257566
SpectACl,low_data,3,5,10,0.2,0.5939227899354743,0.7866090717273231,1.3805318616627975
SpectACl,low_data,3,5,10,0.25,0.9005178732714736,0.9025755975435803,1.803093470815054
SpectACl,low_data,3,5,10,0.3,0.6888115611190893,0.7828003118172644,1.4716118729363536
SpectACl,low_data,3,5,10,0.4,0.47601059473685137,0.7204035459594655,1.196414140696317
SpectACl,low_data,3,5,10,0.5,0.5541769994339648,0.7102259671777491,1.2644029666117138
SpectACl,low_data,3,10,10,0.001,0.0,0.0,0.0
SpectACl,low_data,3,10,10,0.002,0.0,0.0,0.0
SpectACl,low_data,3,10,10,0.003,0.0,0.0,0.0
SpectACl,low_data,3,10,10,0.004,0.0,0.0,0.0
SpectACl,low_data,3,10,10,0.005,0.0,0.0,0.0
SpectACl,low_data,3,10,10,0.006,0.0004701214753291521,0.0046497203232264105,0.005119841798555563
SpectACl,low_data,3,10,10,0.007,-0.00022953786940061954,0.0038442612764150483,0.003614723407014429
SpectACl,low_data,3,10,10,0.008,3.297084622906702e-05,0.011187510714906158,0.011220481561135224
SpectACl,low_data,3,10,10,0.009,-0.0012546746779919717,0.018010721178841713,0.01675604650084974
SpectACl,low_data,3,10,10,0.01,-0.0034403671323910085,0.03356698093735766,0.030126613804966652
SpectACl,low_data,3,10,10,0.02,0.010036326326851986,0.24326698477481706,0.25330331110166904
SpectACl,low_data,3,10,10,0.03,0.08456592788218856,0.4941171778529234,0.578683105735112
SpectACl,low_data,3,10,10,0.04,0.13093797299614643,0.5535313005239884,0.6844692735201348
SpectACl,low_data,3,10,10,0.05,0.2258028823450559,0.644263239964041,0.8700661223090969
SpectACl,low_data,3,10,10,0.06,0.5322042512041139,0.8055295488291345,1.3377338000332484
SpectACl,low_data,3,10,10,0.07,0.6613207798192747,0.8673469182182657,1.5286676980375404
SpectACl,low_data,3,10,10,0.08,0.8295971905426025,0.9302828509706034,1.7598800415132059
SpectACl,low_data,3,10,10,0.09,0.7050130532187716,0.8874302908616456,1.5924433440804173
SpectACl,low_data,3,10,10,0.1,0.8208583454894229,0.9113194453980237,1.7321777908874467
SpectACl,low_data,3,10,10,0.12,0.9122807939616786,0.9528904743177693,1.865171268279448
SpectACl,low_data,3,10,10,0.15,0.8548238477009806,0.9172049336519511,1.7720287813529318
SpectACl,low_data,3,10,10,0.2,0.9154638125807276,0.9148901637328005,1.8303539763135281
SpectACl,low_data,3,10,10,0.25,0.663197290607177,0.8097280793785013,1.4729253699856784
SpectACl,low_data,3,10,10,0.3,0.6374108338877251,0.7807046931778686,1.4181155270655936
SpectACl,low_data,3,10,10,0.4,0.7030310299111066,0.8306674650307252,1.5336984949418317
SpectACl,low_data,3,10,10,0.5,0.7172582935078893,0.8310835430813807,1.54834183658927
SpectACl,low_data,3,50,10,0.001,0.0,0.0,0.0
SpectACl,low_data,3,50,10,0.002,0.0,0.0,0.0
SpectACl,low_data,3,50,10,0.003,0.0,0.0,0.0
SpectACl,low_data,3,50,10,0.004,0.0,0.0,0.0
SpectACl,low_data,3,50,10,0.005,0.0,0.0,0.0
SpectACl,low_data,3,50,10,0.006,0.0,0.0,0.0
SpectACl,low_data,3,50,10,0.007,0.0,0.0,0.0
SpectACl,low_data,3,50,10,0.008,0.0,0.0,0.0
SpectACl,low_data,3,50,10,0.009,0.0,0.0,0.0
SpectACl,low_data,3,50,10,0.01,0.0,0.0,0.0
SpectACl,low_data,3,50,10,0.02,-0.004528439755398304,0.04665290257649027,0.04212446282109197
SpectACl,low_data,3,50,10,0.03,0.02484954227905196,0.33981228713603,0.36466182941508196
SpectACl,low_data,3,50,10,0.04,0.09535375145680569,0.5144890264751534,0.6098427779319591
SpectACl,low_data,3,50,10,0.05,0.1619520004769277,0.5840538442699398,0.7460058447468675
SpectACl,low_data,3,50,10,0.06,0.3015216866695886,0.7002552011480971,1.0017768878176858
SpectACl,low_data,3,50,10,0.07,0.49897490293353985,0.8065298436363156,1.3055047465698555
SpectACl,low_data,3,50,10,0.08,0.7330786436849533,0.8889631223003218,1.622041765985275
SpectACl,low_data,3,50,10,0.09,0.8464815266524994,0.9394013528519117,1.785882879504411
