name,prefix,seed,dim,n_clusters,reconstruction_loss_weight,embedding_size,ari,nmi,sum
DipEncoder,low_data,5,2,10,,2,0.7450761142151936,0.7682228491346391,1.5132989633498326
DipEncoder,low_data,5,2,10,10,2,0.7704121788667493,0.7796632809135268,1.5500754597802762
DipEncoder,low_data,5,2,10,100,2,0.7847709607958645,0.7876950021234783,1.5724659629193427
DipEncoder,low_data,5,2,10,1000,2,0.7437388753835367,0.7221171507599996,1.4658560261435363
DipEncoder,low_data,5,5,10,,2,0.6626416398779339,0.7416529674347413,1.4042946073126752
DipEncoder,low_data,5,5,10,,5,0.8156168963245998,0.8474662710399608,1.6630831673645605
DipEncoder,low_data,5,5,10,10,2,0.33221264632174574,0.5422954977129228,0.8745081440346686
DipEncoder,low_data,5,5,10,10,5,0.6513027224147497,0.7545212422966874,1.4058239647114372
DipEncoder,low_data,5,5,10,100,2,0.5673871163718192,0.7105076357817525,1.2778947521535717
DipEncoder,low_data,5,5,10,100,5,0.466567283079925,0.6665132514191865,1.1330805344991115
DipEncoder,low_data,5,5,10,1000,2,0.33381438338479175,0.5094564885571757,0.8432708719419675
DipEncoder,low_data,5,5,10,1000,5,0.5808598383009212,0.7222946826003405,1.3031545209012618
DipEncoder,low_data,5,10,10,,2,0.6577117563320576,0.7540437994203164,1.411755555752374
DipEncoder,low_data,5,10,10,,5,0.8439734889350845,0.8645118441533863,1.7084853330884708
DipEncoder,low_data,5,10,10,,10,0.16276789470397607,0.5110625433276821,0.6738304380316582
DipEncoder,low_data,5,10,10,10,2,0.7203545594821639,0.8260886891202572,1.546443248602421
DipEncoder,low_data,5,10,10,10,5,0.6002290613842703,0.7715608272408734,1.3717898886251438
DipEncoder,low_data,5,10,10,10,10,0.7055467523593502,0.8087766427572259,1.514323395116576
DipEncoder,low_data,5,10,10,100,2,0.5423327245559103,0.7286423740573869,1.270975098613297
DipEncoder,low_data,5,10,10,100,5,0.5963045649948224,0.7761929414901896,1.372497506485012
DipEncoder,low_data,5,10,10,100,10,0.6782596999471854,0.8002341062528091,1.4784938061999946
DipEncoder,low_data,5,10,10,1000,2,0.494959604583942,0.6942327990096285,1.1891924035935706
DipEncoder,low_data,5,10,10,1000,5,0.6542833663830885,0.7877535320935529,1.4420368984766414
DipEncoder,low_data,5,10,10,1000,10,0.6986289241846608,0.7903755672221453,1.4890044914068061
DipEncoder,low_data,5,50,10,,2,0.5510251855342485,0.7711607811636696,1.322185966697918
DipEncoder,low_data,5,50,10,,5,0.4836186904496903,0.6972882378395162,1.1809069282892066
DipEncoder,low_data,5,50,10,,10,0.45949668240702646,0.6830017763526446,1.142498458759671
DipEncoder,low_data,5,50,10,10,2,0.8226881085344574,0.8836494626265742,1.7063375711610316
DipEncoder,low_data,5,50,10,10,5,0.4819245970312856,0.6934968854486399,1.1754214824799254
DipEncoder,low_data,5,50,10,10,10,0.45967294628393135,0.68402633751398,1.1436992837979114
DipEncoder,low_data,5,50,10,100,2,0.8109586059851136,0.8636947723682292,1.6746533783533428
DipEncoder,low_data,5,50,10,100,5,0.44155762562737444,0.6581603467263697,1.0997179723537442
DipEncoder,low_data,5,50,10,100,10,0.48192688014638757,0.6926803061704568,1.1746071863168444
DipEncoder,low_data,5,50,10,1000,2,0.5152437424845169,0.7392926849426292,1.254536427427146
DipEncoder,low_data,5,50,10,1000,5,0.46296991865728215,0.6913885324297918,1.154358451087074
DipEncoder,low_data,5,50,10,1000,10,0.4596637819134086,0.6840081634301215,1.14367194534353
DipEncoder,low_data,5,100,10,,2,0.5272273514682516,0.7823876839426182,1.3096150354108698
DipEncoder,low_data,5,100,10,,5,0.33401812421975524,0.616340088802567,0.9503582130223223
DipEncoder,low_data,5,100,10,,10,0.33302361655490764,0.6098513966383039,0.9428750131932115
DipEncoder,low_data,5,100,10,10,2,0.5280993671900989,0.7833873867006792,1.3114867538907782
DipEncoder,low_data,5,100,10,10,5,0.3339440248324704,0.6151150168167122,0.9490590416491826
DipEncoder,low_data,5,100,10,10,10,0.35070004675729405,0.6104193860643732,0.9611194328216672
DipEncoder,low_data,5,100,10,100,2,0.4927067688533153,0.7472736197762055,1.2399803886295209
DipEncoder,low_data,5,100,10,100,5,0.3106384551530966,0.5835456142792379,0.8941840694323345
DipEncoder,low_data,5,100,10,100,10,0.34917948953228367,0.608891776132287,0.9580712656645707
DipEncoder,low_data,5,100,10,1000,2,0.5294763739532309,0.7811596426483688,1.3106360166015998
DipEncoder,low_data,5,100,10,1000,5,0.3138638283889332,0.5864128973717747,0.9002767257607078
DipEncoder,low_data,5,100,10,1000,10,0.34933417244952003,0.6091338578748,0.95846803032432
