name,prefix,seed,dim,k,beta,ari,nmi,sum
DCF,low_data,0,2,3,0.5,0.007116265725170621,0.4562101796218997,0.4633264453470703
DCF,low_data,0,2,5,0.5,0.06643034804878753,0.5620709974771104,0.628501345525898
DCF,low_data,0,2,6,0.5,0.12262606483215747,0.6060324718397514,0.7286585366719088
DCF,low_data,0,2,7,0.5,0.19169267274551285,0.6495041672530432,0.841196839998556
DCF,low_data,0,2,8,0.5,0.2936518016836918,0.6794696199396986,0.9731214216233903
DCF,low_data,0,2,9,0.5,0.33590068475248575,0.6960944662467549,1.0319951509992407
DCF,low_data,0,2,10,0.5,0.3866499990010259,0.7162533800276809,1.1029033790287068
DCF,low_data,0,2,11,0.5,0.42158241405945657,0.7254417719334203,1.147024185992877
DCF,low_data,0,2,12,0.5,0.4822568432648645,0.7498878657401513,1.232144709005016
DCF,low_data,0,2,13,0.5,0.5011177633761669,0.756627025357757,1.257744788733924
DCF,low_data,0,2,14,0.5,0.47498005798424403,0.748895360582893,1.223875418567137
DCF,low_data,0,2,15,0.5,0.502890756010686,0.7467021681496673,1.2495929241603534
DCF,low_data,0,2,20,0.5,0.520343852328537,0.7663343649209449,1.2866782172494817
DCF,low_data,0,2,25,0.5,0.5799859709587082,0.7864913879357841,1.3664773588944923
DCF,low_data,0,2,30,0.5,0.7530989810274288,0.8294439288072354,1.5825429098346642
DCF,low_data,0,2,35,0.5,0.7171640489846043,0.8234286895985807,1.540592738583185
DCF,low_data,0,2,40,0.5,0.8055995601485976,0.8408745783374666,1.6464741384860642
DCF,low_data,0,2,45,0.5,0.7859125755826346,0.8346934956605111,1.6206060712431456
DCF,low_data,0,2,50,0.5,0.7741660523034192,0.8250814813953836,1.5992475336988028
DCF,low_data,0,2,55,0.5,0.7757402171582114,0.8257274129152479,1.6014676300734592
DCF,low_data,0,2,60,0.5,0.7851547238210925,0.8326261733871455,1.6177808972082381
DCF,low_data,0,2,70,0.5,0.7166792353460814,0.7795215851395462,1.4962008204856274
DCF,low_data,0,2,80,0.5,0.7395073824297653,0.7996848010349072,1.5391921834646727
DCF,low_data,0,2,90,0.5,0.7179654977904593,0.7753378243311908,1.49330332212165
DCF,low_data,0,2,100,0.5,0.5774447651121549,0.6988032532471512,1.2762480183593061
DCF,low_data,0,2,3,0.8,0.0072509168829327,0.4566164928279509,0.46386740971088364
DCF,low_data,0,2,5,0.8,0.11287826929600364,0.596431563363297,0.7093098326593006
DCF,low_data,0,2,6,0.8,0.31551713358650685,0.7012591420476483,1.0167762756341552
DCF,low_data,0,2,7,0.8,0.6576684378437467,0.7873222849963846,1.4449907228401313
DCF,low_data,0,2,8,0.8,0.7431592285436035,0.850532592697514,1.5936918212411175
DCF,low_data,0,2,9,0.8,0.7458023870424835,0.8189318963544837,1.5647342833969673
DCF,low_data,0,2,10,0.8,0.7981276470411991,0.8344640358703543,1.6325916829115534
DCF,low_data,0,2,11,0.8,0.8230165886554727,0.8517863631937789,1.6748029518492515
DCF,low_data,0,2,12,0.8,0.8115181883375678,0.8509813978485841,1.662499586186152
DCF,low_data,0,2,13,0.8,0.8764030164011467,0.879999332473102,1.7564023488742486
DCF,low_data,0,2,14,0.8,0.87030648073834,0.8790381729600925,1.7493446536984325
DCF,low_data,0,2,15,0.8,0.8419027130459037,0.8627863856564245,1.7046890987023282
DCF,low_data,0,2,20,0.8,0.7858629048770439,0.8344787737608533,1.6203416786378972
DCF,low_data,0,2,25,0.8,0.70847204356354,0.7707898673955486,1.4792619109590885
DCF,low_data,0,2,30,0.8,0.7093796947229553,0.7676612013684301,1.4770408960913852
DCF,low_data,0,2,35,0.8,0.5386159960045277,0.7030500846307778,1.2416660806353055
DCF,low_data,0,2,40,0.8,0.5631976932221286,0.7319846025070039,1.2951822957291326
DCF,low_data,0,2,45,0.8,0.5029625615550707,0.6896033318872191,1.1925658934422898
DCF,low_data,0,2,50,0.8,0.4758980999422997,0.6477216700538986,1.1236197699961983
DCF,low_data,0,2,55,0.8,0.4753803020245222,0.6479552618891731,1.1233355639136953
DCF,low_data,0,2,60,0.8,0.47570987157602945,0.6476787148810506,1.12338858645708
DCF,low_data,0,2,70,0.8,0.25965651719254706,0.5001340193557554,0.7597905365483024
DCF,low_data,0,2,80,0.8,0.32720532510175787,0.5554740705246761,0.882679395626434
DCF,low_data,0,2,90,0.8,0.47706059646959864,0.6408469155045499,1.1179075119741486
DCF,low_data,0,2,100,0.8,0.47803883390028984,0.6377656875232638,1.1158045214235537
DCF,low_data,0,2,3,0.9,0.0072509168829327,0.4566164928279509,0.46386740971088364
DCF,low_data,0,2,5,0.9,0.16465982658049375,0.6174300038572029,0.7820898304376966
DCF,low_data,0,2,6,0.9,0.47806907082813693,0.7449150842879622,1.2229841551160991
DCF,low_data,0,2,7,0.9,0.8426181964344707,0.8481208150200685,1.6907390114545393
DCF,low_data,0,2,8,0.9,0.8842512535422827,0.882968767621459,1.7672200211637419
DCF,low_data,0,2,9,0.9,0.8609817018581909,0.8640996868214538,1.7250813886796448
DCF,low_data,0,2,10,0.9,0.8219933891301516,0.8542522938115029,1.6762456829416545
DCF,low_data,0,2,11,0.9,0.8834927037823295,0.8898206106219112,1.7733133144042408
DCF,low_data,0,2,12,0.9,0.8301415617816345,0.8660620452977273,1.6962036070793618
DCF,low_data,0,2,13,0.9,0.8226917003151728,0.8647365643463186,1.6874282646614915
DCF,low_data,0,2,14,0.9,0.8377152470307767,0.8607727112426871,1.6984879582734638
DCF,low_data,0,2,15,0.9,0.7890835263574493,0.8374637666385519,1.6265472929960012
