name,prefix,seed,dim,n_clusters,nearest_neighbors,ari,nmi,sum
SpectralClustering,low_data,4,2,10,3,-0.006793832879530158,0.07939901646053252,0.07260518358100236
SpectralClustering,low_data,4,2,10,4,0.535757399703213,0.7043063741970115,1.2400637739002245
SpectralClustering,low_data,4,2,10,5,0.6886292480639735,0.7913408133725265,1.4799700614365001
SpectralClustering,low_data,4,2,10,6,0.7644512981288745,0.8278450495672812,1.5922963476961556
SpectralClustering,low_data,4,2,10,7,0.6663229293589549,0.7864067420793952,1.45272967143835
SpectralClustering,low_data,4,2,10,8,0.6615201804911848,0.787229381367946,1.4487495618591306
SpectralClustering,low_data,4,2,10,9,0.666245716349141,0.7831155271249074,1.4493612434740484
SpectralClustering,low_data,4,2,10,10,0.6675020155543014,0.787960545735612,1.4554625612899135
SpectralClustering,low_data,4,2,10,11,0.6701952845465966,0.7875364861485834,1.45773177069518
SpectralClustering,low_data,4,2,10,12,0.6795046816319746,0.7938738087629975,1.473378490394972
SpectralClustering,low_data,4,2,10,13,0.675845702578297,0.7838561569099249,1.4597018594882218
SpectralClustering,low_data,4,2,10,14,0.68344424532172,0.7958725744205782,1.4793168197422983
SpectralClustering,low_data,4,2,10,15,0.6825060762275401,0.8030979774292737,1.4856040536568138
SpectralClustering,low_data,4,2,10,16,0.6830288915297543,0.7975256894790694,1.4805545810088239
SpectralClustering,low_data,4,2,10,17,0.6860620087867624,0.7937353584577728,1.4797973672445353
SpectralClustering,low_data,4,2,10,18,0.6997960989603482,0.8154105969680636,1.5152066959284118
SpectralClustering,low_data,4,2,10,19,0.782928980046879,0.8443669802478476,1.6272959602947266
SpectralClustering,low_data,4,2,10,20,0.782867441232609,0.836240114224802,1.619107555457411
SpectralClustering,low_data,4,2,10,25,0.6796621941519765,0.7962198665726553,1.475882060724632
SpectralClustering,low_data,4,2,10,30,0.5975669723914745,0.7582517754801309,1.3558187478716053
SpectralClustering,low_data,4,2,10,35,0.6686235525217585,0.7906549872198345,1.459278539741593
SpectralClustering,low_data,4,2,10,40,0.6633067416050207,0.797190469197186,1.4604972108022065
SpectralClustering,low_data,4,2,10,45,0.658388836831162,0.7824606347717064,1.4408494716028684
SpectralClustering,low_data,4,2,10,50,0.5739507740067278,0.7422362707511131,1.3161870447578408
SpectralClustering,low_data,4,2,10,55,0.5686859613774253,0.7400590101912952,1.3087449715687205
SpectralClustering,low_data,4,2,10,60,0.5506195482221383,0.7271358637153243,1.2777554119374628
SpectralClustering,low_data,4,2,10,65,0.5506758112019182,0.7307305351353791,1.2814063463372973
SpectralClustering,low_data,4,2,10,70,0.5296924816071091,0.716228494565812,1.245920976172921
SpectralClustering,low_data,4,2,10,75,0.5237812345485688,0.7098051542329357,1.2335863887815046
SpectralClustering,low_data,4,2,10,80,0.523460145520087,0.7161253504684387,1.2395854959885257
SpectralClustering,low_data,4,2,10,85,0.5193251129949514,0.7154330331211513,1.2347581461161026
SpectralClustering,low_data,4,2,10,90,0.5248348832153953,0.7248424674620242,1.2496773506774195
SpectralClustering,low_data,4,2,10,95,0.5207986868558275,0.72283559559161,1.2436342824474376
SpectralClustering,low_data,4,2,10,100,0.5194966575135455,0.7220058491787098,1.2415025066922554
SpectralClustering,low_data,4,2,10,110,0.5154181030428341,0.720178625718363,1.235596728761197
SpectralClustering,low_data,4,2,10,120,0.5124210545274196,0.7181640379929011,1.2305850925203208
SpectralClustering,low_data,4,2,10,130,0.5107315659964595,0.7175385024656249,1.2282700684620844
