name,prefix,seed,dim,n_clusters,epsilon,ari,nmi,sum
SpectACl,low_data,2,2,10,0.001,-0.00959068250187358,0.029547428730556557,0.019956746228682976
SpectACl,low_data,2,2,10,0.002,-0.008222610307040868,0.038882996944425936,0.030660386637385066
SpectACl,low_data,2,2,10,0.003,-0.020405686597837862,0.09050732806707239,0.07010164146923453
SpectACl,low_data,2,2,10,0.004,-0.03244797941426617,0.16813923153711735,0.13569125212285119
SpectACl,low_data,2,2,10,0.005,-0.03142767040752347,0.2494911369446876,0.21806346653716413
SpectACl,low_data,2,2,10,0.006,-0.020997489640294083,0.2969921399321493,0.2759946502918552
SpectACl,low_data,2,2,10,0.007,-0.004970431255338793,0.33916417220682815,0.33419374095148935
SpectACl,low_data,2,2,10,0.008,0.0038585776855619837,0.355535712294928,0.35939428998048994
SpectACl,low_data,2,2,10,0.009,0.01763848417525214,0.3922011817226902,0.40983966589794235
SpectACl,low_data,2,2,10,0.01,0.050108018068988416,0.4351999935455018,0.4853080116144902
SpectACl,low_data,2,2,10,0.02,0.27269521850619066,0.6439645518422755,0.9166597703484662
SpectACl,low_data,2,2,10,0.03,0.4061715473416711,0.7395028815458019,1.145674428887473
SpectACl,low_data,2,2,10,0.04,0.6162136131032158,0.8014869073788827,1.4177005204820985
SpectACl,low_data,2,2,10,0.05,0.808067567322185,0.8881024662272922,1.6961700335494772
SpectACl,low_data,2,2,10,0.06,0.8291310570304489,0.886318786609513,1.715449843639962
SpectACl,low_data,2,2,10,0.07,0.8963013700243823,0.9026162708661932,1.7989176408905756
SpectACl,low_data,2,2,10,0.08,0.8830549185305352,0.8816195030349336,1.7646744215654688
SpectACl,low_data,2,2,10,0.09,0.9100920776585605,0.8886216352250161,1.7987137128835766
SpectACl,low_data,2,2,10,0.1,0.8658534239588506,0.87446641032068,1.7403198342795305
SpectACl,low_data,2,2,10,0.12,0.7747074360743026,0.7951281236379303,1.5698355597122329
SpectACl,low_data,2,2,10,0.15,0.7621834970747224,0.7697457454577566,1.531929242532479
SpectACl,low_data,2,2,10,0.2,0.782054853172205,0.7683136581787844,1.5503685113509893
SpectACl,low_data,2,2,10,0.25,0.47140976412578584,0.6341690065408013,1.1055787706665872
SpectACl,low_data,2,2,10,0.3,0.4652445901072077,0.5939544250636503,1.059199015170858
SpectACl,low_data,2,2,10,0.4,0.6554848853566843,0.6757412587043171,1.3312261440610014
SpectACl,low_data,2,2,10,0.5,0.7044596333782327,0.7113585917429612,1.415818225121194
SpectACl,low_data,2,5,10,0.001,0.0,0.0,0.0
SpectACl,low_data,2,5,10,0.002,0.0,0.0,0.0
SpectACl,low_data,2,5,10,0.003,0.0009473528063235462,0.0035669122098404113,0.004514265016163957
SpectACl,low_data,2,5,10,0.004,-0.0023981449216337585,0.013163214926802577,0.010765070005168818
SpectACl,low_data,2,5,10,0.005,-0.005270572559724999,0.02879794824305286,0.02352737568332786
SpectACl,low_data,2,5,10,0.006,-0.009008573451094739,0.04058140351975273,0.03157283006865799
SpectACl,low_data,2,5,10,0.007,-0.003131948049820944,0.02552358045503784,0.022391632405216896
SpectACl,low_data,2,5,10,0.008,-0.004635252272436468,0.03496530662433938,0.03033005435190291
SpectACl,low_data,2,5,10,0.009,-0.005674803430478795,0.05226101519456081,0.046586211764082015
SpectACl,low_data,2,5,10,0.01,-0.008506367018565107,0.0654204310553676,0.05691406403680249
SpectACl,low_data,2,5,10,0.02,0.008672669132340837,0.36353638967911617,0.372209058811457
SpectACl,low_data,2,5,10,0.03,0.09061262455352798,0.5011296137637883,0.5917422383173163
SpectACl,low_data,2,5,10,0.04,0.19797036820418298,0.6085626495060507,0.8065330177102337
SpectACl,low_data,2,5,10,0.05,0.3775821387796289,0.7211605013032653,1.0987426400828941
SpectACl,low_data,2,5,10,0.06,0.622686387017137,0.8298637550821218,1.4525501420992588
SpectACl,low_data,2,5,10,0.07,0.7542762563292457,0.874276544817093,1.6285528011463386
SpectACl,low_data,2,5,10,0.08,0.8017071518176986,0.8853849924642545,1.687092144281953
SpectACl,low_data,2,5,10,0.09,0.8610045337043114,0.9166849853515885,1.7776895190559
SpectACl,low_data,2,5,10,0.1,0.6483801633202347,0.8309627266972953,1.47934289001753
