name,prefix,seed,dim,n_clusters,nearest_neighbors,ari,nmi,sum
SpectralClustering,low_data,6,2,10,3,0.023603834835691163,0.1191718791462077,0.14277571398189887
SpectralClustering,low_data,6,2,10,4,0.6450846423759472,0.7316889697564898,1.376773612132437
SpectralClustering,low_data,6,2,10,5,0.6884773538230028,0.7912274747540138,1.4797048285770167
SpectralClustering,low_data,6,2,10,6,0.7646172601055544,0.8279646008277073,1.5925818609332616
SpectralClustering,low_data,6,2,10,7,0.6663229293589549,0.7864067420793952,1.45272967143835
SpectralClustering,low_data,6,2,10,8,0.6615201804911848,0.787229381367946,1.4487495618591306
SpectralClustering,low_data,6,2,10,9,0.666245716349141,0.7831155271249073,1.4493612434740482
SpectralClustering,low_data,6,2,10,10,0.6670377871802423,0.7878442277249621,1.4548820149052044
SpectralClustering,low_data,6,2,10,11,0.6701952845465966,0.7875364861485834,1.45773177069518
SpectralClustering,low_data,6,2,10,12,0.6795046816319746,0.7938738087629975,1.473378490394972
SpectralClustering,low_data,6,2,10,13,0.675845702578297,0.7838561569099249,1.4597018594882218
SpectralClustering,low_data,6,2,10,14,0.6851231215636381,0.7980151469239617,1.4831382684875998
SpectralClustering,low_data,6,2,10,15,0.6831696251206371,0.7988066552756949,1.481976280396332
SpectralClustering,low_data,6,2,10,16,0.6830288915297543,0.7975256894790694,1.4805545810088239
SpectralClustering,low_data,6,2,10,17,0.6854371274389466,0.7933196144898942,1.4787567419288408
SpectralClustering,low_data,6,2,10,18,0.6997960989603482,0.8154105969680635,1.5152066959284118
SpectralClustering,low_data,6,2,10,19,0.782928980046879,0.8443669802478476,1.6272959602947266
SpectralClustering,low_data,6,2,10,20,0.7828729065795675,0.8362060930457762,1.6190789996253439
SpectralClustering,low_data,6,2,10,25,0.6796621941519765,0.7962198665726551,1.4758820607246315
SpectralClustering,low_data,6,2,10,30,0.5951170978510477,0.7568663915968905,1.3519834894479383
SpectralClustering,low_data,6,2,10,35,0.6686235525217585,0.7906549872198344,1.459278539741593
SpectralClustering,low_data,6,2,10,40,0.6633067416050207,0.797190469197186,1.4604972108022065
SpectralClustering,low_data,6,2,10,45,0.658388836831162,0.7824606347717065,1.4408494716028684
SpectralClustering,low_data,6,2,10,50,0.5739507740067278,0.7422362707511131,1.3161870447578408
SpectralClustering,low_data,6,2,10,55,0.5686859613774253,0.740059010191295,1.3087449715687205
SpectralClustering,low_data,6,2,10,60,0.5521760499756158,0.72756940978486,1.2797454597604756
SpectralClustering,low_data,6,2,10,65,0.550818602762285,0.7307687473299997,1.2815873500922847
SpectralClustering,low_data,6,2,10,70,0.5302934821496124,0.716407645319718,1.2467011274693305
SpectralClustering,low_data,6,2,10,75,0.5237812345485688,0.7098051542329358,1.2335863887815046
SpectralClustering,low_data,6,2,10,80,0.523460145520087,0.7161253504684388,1.2395854959885257
SpectralClustering,low_data,6,2,10,85,0.5193251129949514,0.7154330331211513,1.2347581461161026
SpectralClustering,low_data,6,2,10,90,0.5248260848850791,0.7247389576421385,1.2495650425272176
SpectralClustering,low_data,6,2,10,95,0.5207986868558275,0.72283559559161,1.2436342824474376
SpectralClustering,low_data,6,2,10,100,0.5194799549964582,0.7219790236757638,1.241458978672222
SpectralClustering,low_data,6,2,10,110,0.5153973180877327,0.7201747820991674,1.2355721001869
SpectralClustering,low_data,6,2,10,120,0.5124465471520575,0.7181686659693861,1.2306152131214436
SpectralClustering,low_data,6,2,10,130,0.5107315659964595,0.717538502465625,1.2282700684620846
SpectralClustering,low_data,6,2,10,140,0.5090719856420538,0.7155100741948456,1.2245820598368993
SpectralClustering,low_data,6,2,10,150,0.5076558590446105,0.7138599029653786,1.221515762009989
SpectralClustering,low_data,6,2,10,160,0.5069327685558411,0.7123140969262536,1.2192468654820947
SpectralClustering,low_data,6,2,10,170,0.5067987916182872,0.7114343714843369,1.218233163102624
SpectralClustering,low_data,6,2,10,180,0.5056313573303511,0.709369267603542,1.2150006249338932
SpectralClustering,low_data,6,2,10,190,0.5056031043804038,0.708322671095466,1.2139257754758699
SpectralClustering,low_data,6,2,10,200,0.5093694297700154,0.7101081233456369,1.2194775531156523
SpectralClustering,low_data,6,2,10,220,0.5108199723649066,0.7088874730974262,1.219707445462333
SpectralClustering,low_data,6,2,10,240,0.5156168750429563,0.7106229561836191,1.2262398312265754
SpectralClustering,low_data,6,2,10,260,0.5164961561639271,0.7072290623123145,1.2237252184762415
SpectralClustering,low_data,6,2,10,280,0.5142853729949446,0.7029987489479588,1.2172841219429034
SpectralClustering,low_data,6,2,10,300,0.5083915259733889,0.7000950515472194,1.2084865775206084
SpectralClustering,low_data,6,2,10,350,0.51027125500669,0.7008199560557549,1.211091211062445
SpectralClustering,low_data,6,2,10,400,0.5148657797841902,0.7026200894564718,1.217485869240662
SpectralClustering,low_data,6,2,10,450,0.5223148073222281,0.7055159706544102,1.2278307779766382
