name,prefix,seed,dim,n_clusters,reconstruction_loss_weight,embedding_size,ari,nmi,sum
DipEncoder,low_data,0,2,10,,2,0.7431956071933683,0.7781126095571064,1.5213082167504748
DipEncoder,low_data,0,2,10,10,2,0.7399345768541068,0.7519069845431487,1.4918415613972555
DipEncoder,low_data,0,2,10,100,2,0.7315516452546323,0.7375274717719232,1.4690791170265556
DipEncoder,low_data,0,2,10,1000,2,0.7188038871213049,0.7224562477478422,1.4412601348691472
DipEncoder,low_data,0,5,10,,2,0.6254352767205031,0.7358865754437863,1.3613218521642896
DipEncoder,low_data,0,5,10,,5,0.7412907910355019,0.7983536258312186,1.5396444168667205
DipEncoder,low_data,0,5,10,10,2,0.32455266132799815,0.5358156822897224,0.8603683436177205
DipEncoder,low_data,0,5,10,10,5,0.603863489912733,0.7308893997510648,1.3347528896637977
DipEncoder,low_data,0,5,10,100,2,0.26792580915668196,0.5058856571549514,0.7738114663116333
DipEncoder,low_data,0,5,10,100,5,0.5916220923452377,0.7331530958185623,1.3247751881638
DipEncoder,low_data,0,5,10,1000,2,0.2520545526011923,0.4825793334990747,0.734633886100267
DipEncoder,low_data,0,5,10,1000,5,0.4597934201707354,0.667425550348017,1.1272189705187523
DipEncoder,low_data,0,10,10,,2,0.6138852818833422,0.7455159024938142,1.3594011843771563
DipEncoder,low_data,0,10,10,,5,0.7946454174605142,0.8098963319446418,1.604541749405156
DipEncoder,low_data,0,10,10,,10,0.8135243328479955,0.863160172114155,1.6766845049621506
DipEncoder,low_data,0,10,10,10,2,0.37091111908250657,0.5863587950876489,0.9572699141701555
DipEncoder,low_data,0,10,10,10,5,0.7462900406656742,0.8245867033016802,1.5708767439673543
DipEncoder,low_data,0,10,10,10,10,0.8054467592107077,0.8535441327583699,1.6589908919690777
DipEncoder,low_data,0,10,10,100,2,0.255214652856231,0.5753590066456395,0.8305736595018706
DipEncoder,low_data,0,10,10,100,5,0.7517117312951024,0.8232155777633223,1.5749273090584248
DipEncoder,low_data,0,10,10,100,10,0.7507805437298528,0.8351117026143624,1.585892246344215
DipEncoder,low_data,0,10,10,1000,2,0.24936510535795806,0.5718167329301567,0.8211818382881148
DipEncoder,low_data,0,10,10,1000,5,0.7498261030659081,0.8220687835594268,1.5718948866253348
DipEncoder,low_data,0,10,10,1000,10,0.7467944765610783,0.8304446890106676,1.577239165571746
DipEncoder,low_data,0,50,10,,2,0.5535232765776654,0.7747503966036834,1.3282736731813487
DipEncoder,low_data,0,50,10,,5,0.4841875262218287,0.6983668598738935,1.1825543860957222
DipEncoder,low_data,0,50,10,,10,0.47957841041859256,0.687569537257207,1.1671479476757995
DipEncoder,low_data,0,50,10,10,2,0.7538723221209171,0.8393194195949628,1.5931917417158799
DipEncoder,low_data,0,50,10,10,5,0.48412916549087637,0.6983205194012095,1.1824496848920858
DipEncoder,low_data,0,50,10,10,10,0.4562774407333777,0.67874670752464,1.1350241482580177
DipEncoder,low_data,0,50,10,100,2,0.7966291149818118,0.8540660964251986,1.6506952114070104
DipEncoder,low_data,0,50,10,100,5,0.4822711378601787,0.6944312940735985,1.1767024319337773
DipEncoder,low_data,0,50,10,100,10,0.4565305911207117,0.6813771278930388,1.1379077190137505
DipEncoder,low_data,0,50,10,1000,2,0.7408633851756273,0.8329418971037036,1.573805282279331
DipEncoder,low_data,0,50,10,1000,5,0.46300567456125935,0.6910129838710303,1.1540186584322896
DipEncoder,low_data,0,50,10,1000,10,0.4565278055086437,0.6805104950907241,1.1370383005993678
DipEncoder,low_data,0,100,10,,2,0.45572453100244775,0.7228696000912558,1.1785941310937036
DipEncoder,low_data,0,100,10,,5,0.3331669495724469,0.6118064433742131,0.9449733929466599
DipEncoder,low_data,0,100,10,,10,0.33073937329820347,0.6033304724987949,0.9340698457969984
DipEncoder,low_data,0,100,10,10,2,0.4607609332250028,0.7273242353497922,1.188085168574795
DipEncoder,low_data,0,100,10,10,5,0.33302361442757705,0.611669580040668,0.9446931944682451
DipEncoder,low_data,0,100,10,10,10,0.3312298488133094,0.6037089766197238,0.9349388254330332
DipEncoder,low_data,0,100,10,100,2,0.7446495667190146,0.8712128668140704,1.615862433533085
DipEncoder,low_data,0,100,10,100,5,0.3330864874181467,0.611359909326787,0.9444463967449337
DipEncoder,low_data,0,100,10,100,10,0.33188642285210307,0.6028976651783311,0.9347840880304341
DipEncoder,low_data,0,100,10,1000,2,0.7303307054577413,0.8697810835314291,1.6001117889891705
DipEncoder,low_data,0,100,10,1000,5,0.3325356330745457,0.6097852093591877,0.9423208424337334
DipEncoder,low_data,0,100,10,1000,10,0.33058429707493076,0.6019361760456933,0.932520473120624
