name,prefix,seed,dim,n_clusters,epsilon,ari,nmi,sum
SpectACl,low_data,8,2,10,0.001,-0.00982773365413999,0.030323694379206238,0.020495960725066247
SpectACl,low_data,8,2,10,0.002,-0.006089801069951178,0.030674814165379347,0.024585013095428168
SpectACl,low_data,8,2,10,0.003,-0.019613965790381226,0.08622785364183748,0.06661388785145625
SpectACl,low_data,8,2,10,0.004,-0.03142315276217863,0.16020857313623216,0.12878542037405352
SpectACl,low_data,8,2,10,0.005,-0.03031393507544608,0.24945185441950843,0.21913791934406235
SpectACl,low_data,8,2,10,0.006,-0.024028084360325934,0.28806061013932815,0.2640325257790022
SpectACl,low_data,8,2,10,0.007,-0.009528914452304553,0.3300920339406496,0.3205631194883451
SpectACl,low_data,8,2,10,0.008,0.007125221567000947,0.3656166102777783,0.37274183184477927
SpectACl,low_data,8,2,10,0.009,0.038089350771333894,0.4123979507676589,0.4504873015389928
SpectACl,low_data,8,2,10,0.01,0.05833083142957881,0.44405416380432794,0.5023849952339068
SpectACl,low_data,8,2,10,0.02,0.2656088521961915,0.6496626762546692,0.9152715284508608
SpectACl,low_data,8,2,10,0.03,0.4765315570667336,0.730397807892734,1.2069293649594677
SpectACl,low_data,8,2,10,0.04,0.6170589090152663,0.8007286841538248,1.417787593169091
SpectACl,low_data,8,2,10,0.05,0.7822581751275268,0.8645226213607059,1.6467807964882328
SpectACl,low_data,8,2,10,0.06,0.8327492348752339,0.8889843140157648,1.7217335488909988
SpectACl,low_data,8,2,10,0.07,0.8980793754436451,0.904047405986888,1.802126781430533
SpectACl,low_data,8,2,10,0.08,0.9221058837762323,0.9037599975542493,1.8258658813304816
SpectACl,low_data,8,2,10,0.09,0.9140366766131589,0.8922651915504043,1.8063018681635632
SpectACl,low_data,8,2,10,0.1,0.8654184053127756,0.8719608681121757,1.7373792734249514
SpectACl,low_data,8,2,10,0.12,0.7756165390059202,0.7961515610400764,1.5717681000459967
SpectACl,low_data,8,2,10,0.15,0.7448339693827124,0.7508677336883439,1.4957017030710564
SpectACl,low_data,8,2,10,0.2,0.7444914778276079,0.745760631819641,1.490252109647249
SpectACl,low_data,8,2,10,0.25,0.582998695836772,0.6797461490890611,1.262744844925833
SpectACl,low_data,8,2,10,0.3,0.5064889150871583,0.6291603053661652,1.1356492204533235
SpectACl,low_data,8,2,10,0.4,0.7222739814534603,0.7187173281417744,1.4409913095952347
