name,prefix,seed,dim,significance,n_clusters_init,max_n_clusters,split_viewers_threshold,ari,nmi,sum
DipMeans,low_data,0,2,0.001,2,10,0.01,0.7689914527723074,0.7840358304082774,1.553027283180585
DipMeans,low_data,0,2,0.001,2,12,0.01,0.8019629447136029,0.8009800969786403,1.6029430416922432
DipMeans,low_data,0,2,0.001,2,15,0.01,0.788053955480301,0.8137023758702229,1.6017563313505239
DipMeans,low_data,0,2,0.001,2,20,0.01,0.7092125624680964,0.801268929675321,1.5104814921434175
DipMeans,low_data,0,2,0.001,2,25,0.01,0.5619794357917051,0.769107603881691,1.331087039673396
DipMeans,low_data,0,2,0.001,2,30,0.01,0.5619794357917051,0.769107603881691,1.331087039673396
DipMeans,low_data,0,2,0.001,5,10,0.01,0.7615718009578822,0.7723463319958858,1.5339181329537679
DipMeans,low_data,0,2,0.001,5,12,0.01,0.8279522450543654,0.8120613677436167,1.640013612797982
DipMeans,low_data,0,2,0.001,5,15,0.01,0.7991121217210423,0.8169282581841897,1.616040379905232
DipMeans,low_data,0,2,0.001,5,20,0.01,0.7066691155522651,0.7977183238496396,1.5043874394019046
DipMeans,low_data,0,2,0.001,5,25,0.01,0.5472954863552458,0.762912191400528,1.3102076777557738
DipMeans,low_data,0,2,0.001,5,30,0.01,0.5472954863552458,0.762912191400528,1.3102076777557738
DipMeans,low_data,0,2,0.001,7,10,0.01,0.8118214653826347,0.8058994520613829,1.6177209174440175
DipMeans,low_data,0,2,0.001,7,12,0.01,0.8462981875713419,0.836375140637003,1.6826733282083448
DipMeans,low_data,0,2,0.001,7,15,0.01,0.7982202548688765,0.8158859049166615,1.614106159785538
DipMeans,low_data,0,2,0.001,7,20,0.01,0.6851682977302594,0.7863150713726842,1.4714833691029436
DipMeans,low_data,0,2,0.001,7,25,0.01,0.5477015205276504,0.7620355805246561,1.3097371010523067
DipMeans,low_data,0,2,0.001,7,30,0.01,0.5477015205276504,0.7620355805246561,1.3097371010523067
DipMeans,low_data,0,2,0.001,10,12,0.01,0.8495062503505812,0.8396260824845084,1.6891323328350896
DipMeans,low_data,0,2,0.001,10,15,0.01,0.7872402745679677,0.8120554007030859,1.5992956752710537
DipMeans,low_data,0,2,0.001,10,20,0.01,0.689900830545161,0.7879185842923713,1.4778194148375323
DipMeans,low_data,0,2,0.001,10,25,0.01,0.5593088320440407,0.7688343976634018,1.3281432297074425
DipMeans,low_data,0,2,0.001,10,30,0.01,0.5593088320440407,0.7688343976634018,1.3281432297074425
DipMeans,low_data,0,2,0.001,12,15,0.01,0.7862245815399393,0.8125571656723919,1.5987817472123314
DipMeans,low_data,0,2,0.001,12,20,0.01,0.7066742813694714,0.7977221743645345,1.504396455734006
DipMeans,low_data,0,2,0.001,12,25,0.01,0.546673613960893,0.7623716776370006,1.3090452915978936
