name,prefix,seed,dim,n_clusters,epsilon,ari,nmi,sum
SpectACl,low_data,6,2,10,0.001,-0.009782577138172583,0.02934754740419006,0.01956497026601748
SpectACl,low_data,6,2,10,0.002,-0.006549289854986952,0.0315324744301491,0.02498318457516215
SpectACl,low_data,6,2,10,0.003,-0.019221967134477436,0.08490034066014145,0.06567837352566401
SpectACl,low_data,6,2,10,0.004,-0.03265674277058754,0.1691029399643868,0.13644619719379925
SpectACl,low_data,6,2,10,0.005,-0.03146203071765298,0.2469693416558732,0.21550731093822023
SpectACl,low_data,6,2,10,0.006,-0.023936968292748936,0.28847394331693993,0.264536975024191
SpectACl,low_data,6,2,10,0.007,-0.0052474630898450975,0.34044011251244316,0.3351926494225981
SpectACl,low_data,6,2,10,0.008,0.0234540069364278,0.38902955510641984,0.41248356204284764
SpectACl,low_data,6,2,10,0.009,0.03688685891098547,0.40902920668756715,0.4459160655985526
SpectACl,low_data,6,2,10,0.01,0.06402894860187751,0.4522401501114762,0.5162690987133537
SpectACl,low_data,6,2,10,0.02,0.2726078458713079,0.6439470585536787,0.9165549044249865
SpectACl,low_data,6,2,10,0.03,0.37151371753059187,0.7151419613885384,1.0866556789191302
SpectACl,low_data,6,2,10,0.04,0.7040955803112322,0.841719267915944,1.545814848227176
SpectACl,low_data,6,2,10,0.05,0.8927811855007532,0.9100963110247662,1.8028774965255194
SpectACl,low_data,6,2,10,0.06,0.8088976045381018,0.8664722252822388,1.6753698298203406
SpectACl,low_data,6,2,10,0.07,0.879958127262145,0.8868634750521882,1.7668216023143333
SpectACl,low_data,6,2,10,0.08,0.8640504176096795,0.8761418521524457,1.740192269762125
SpectACl,low_data,6,2,10,0.09,0.9146736464411707,0.8928703593700165,1.8075440058111871
SpectACl,low_data,6,2,10,0.1,0.9179141215625563,0.8905792397440093,1.8084933613065655
SpectACl,low_data,6,2,10,0.12,0.7747074360743026,0.7951281236379304,1.5698355597122329
SpectACl,low_data,6,2,10,0.15,0.7790432784534866,0.7925332089708631,1.5715764874243496
SpectACl,low_data,6,2,10,0.2,0.7355991902360706,0.7435158030170558,1.4791149932531265
SpectACl,low_data,6,2,10,0.25,0.6097257006239094,0.7076612391625055,1.3173869397864149
SpectACl,low_data,6,2,10,0.3,0.5082959254892278,0.6302724462560152,1.1385683717452428
SpectACl,low_data,6,2,10,0.4,0.714878799769353,0.7076163502622493,1.4224951500316023
SpectACl,low_data,6,2,10,0.5,0.6713400840324822,0.6819245184221038,1.353264602454586
SpectACl,low_data,6,5,10,0.001,0.0,0.0,0.0
SpectACl,low_data,6,5,10,0.002,0.0,0.0,0.0
SpectACl,low_data,6,5,10,0.003,0.0019438199562868865,0.004682641228566678,0.006626461184853565
SpectACl,low_data,6,5,10,0.004,-0.0023987001765716697,0.013282222312306661,0.010883522135734992
SpectACl,low_data,6,5,10,0.005,-0.0052690713844552916,0.02975395213148702,0.02448488074703173
SpectACl,low_data,6,5,10,0.006,-0.009008573451094739,0.040581403519752736,0.031572830068658
SpectACl,low_data,6,5,10,0.007,-0.003973499968732156,0.02251409506728164,0.018540595098549485
SpectACl,low_data,6,5,10,0.008,-0.004198754973563205,0.04104539336759466,0.03684663839403146
SpectACl,low_data,6,5,10,0.009,-0.005660483405038396,0.05165659414357399,0.0459961107385356
SpectACl,low_data,6,5,10,0.01,-0.00855357625459338,0.06657717134542034,0.058023595090826954
