name,prefix,seed,dim,n_clusters,reconstruction_loss_weight,embedding_size,ari,nmi,sum
DipEncoder,low_data,6,2,10,,2,0.7410188255715967,0.775838347158073,1.5168571727296696
DipEncoder,low_data,6,2,10,10,2,0.6474014967517291,0.7465439415633339,1.393945438315063
DipEncoder,low_data,6,2,10,100,2,0.689610842578553,0.7547783639517442,1.4443892065302972
DipEncoder,low_data,6,2,10,1000,2,0.742135686494143,0.7605255715458876,1.5026612580400305
DipEncoder,low_data,6,5,10,,2,0.4460010775261073,0.6349190041656257,1.080920081691733
DipEncoder,low_data,6,5,10,,5,0.6267188277312794,0.7783377572944691,1.4050565850257484
DipEncoder,low_data,6,5,10,10,2,0.5016356268626055,0.6986515528927514,1.200287179755357
DipEncoder,low_data,6,5,10,10,5,0.5812101524250222,0.7443742110916314,1.3255843635166535
DipEncoder,low_data,6,5,10,100,2,0.45358119157617416,0.6473890944742047,1.1009702860503787
DipEncoder,low_data,6,5,10,100,5,0.6163233950741966,0.7480015844407593,1.364324979514956
DipEncoder,low_data,6,5,10,1000,2,0.5731461130069924,0.7221965330106899,1.2953426460176822
DipEncoder,low_data,6,5,10,1000,5,0.6000379806915598,0.744138595711266,1.3441765764028257
DipEncoder,low_data,6,10,10,,2,0.8378479173476278,0.862865532154933,1.7007134495025609
DipEncoder,low_data,6,10,10,,5,0.6915242634266435,0.7904674062724737,1.4819916696991173
DipEncoder,low_data,6,10,10,,10,0.8688165289451152,0.9038669545497364,1.7726834834948515
DipEncoder,low_data,6,10,10,10,2,0.7949225028739214,0.8253781985023139,1.6203007013762352
DipEncoder,low_data,6,10,10,10,5,0.7405454071693836,0.8180880618657338,1.5586334690351173
DipEncoder,low_data,6,10,10,10,10,0.8466188302113947,0.8715153743580948,1.7181342045694894
DipEncoder,low_data,6,10,10,100,2,0.7859246225427858,0.8167962555135032,1.6027208780562892
DipEncoder,low_data,6,10,10,100,5,0.7147038389330037,0.8018746251927644,1.516578464125768
DipEncoder,low_data,6,10,10,100,10,0.6811640820160371,0.7877116998994987,1.4688757819155358
DipEncoder,low_data,6,10,10,1000,2,0.6612213184206082,0.7600271395835577,1.421248458004166
DipEncoder,low_data,6,10,10,1000,5,0.6994892296242639,0.7874110076414738,1.4869002372657376
DipEncoder,low_data,6,10,10,1000,10,0.7241591887950654,0.7937227739837774,1.517881962778843
DipEncoder,low_data,6,50,10,,2,0.8021962154735786,0.8829043228685794,1.685100538342158
DipEncoder,low_data,6,50,10,,5,0.45945177512993285,0.6839382973296636,1.1433900724595965
DipEncoder,low_data,6,50,10,,10,0.4776813574083918,0.6849069755728394,1.1625883329812312
DipEncoder,low_data,6,50,10,10,2,0.6277924591711175,0.8448009300447099,1.4725933892158274
DipEncoder,low_data,6,50,10,10,5,0.48139108322258833,0.6914631982914332,1.1728542815140215
DipEncoder,low_data,6,50,10,10,10,0.4789909764013767,0.6871733279875353,1.166164304388912
DipEncoder,low_data,6,50,10,100,2,0.7741214114568127,0.8645300164733403,1.638651427930153
DipEncoder,low_data,6,50,10,100,5,0.40335049981258986,0.6327762204658443,1.036126720278434
DipEncoder,low_data,6,50,10,100,10,0.47916431681652966,0.6881797635453459,1.1673440803618755
DipEncoder,low_data,6,50,10,1000,2,0.7429886803188156,0.831314993895479,1.5743036742142946
DipEncoder,low_data,6,50,10,1000,5,0.4110614974797289,0.6360813816663786,1.0471428791461075
DipEncoder,low_data,6,50,10,1000,10,0.47863038348421666,0.6871604531682228,1.1657908366524394
DipEncoder,low_data,6,100,10,,2,0.6423443635087838,0.8194078252395733,1.461752188748357
DipEncoder,low_data,6,100,10,,5,0.3341618862566982,0.6124289005283742,0.9465907867850724
DipEncoder,low_data,6,100,10,,10,0.2877549893617006,0.549343769384559,0.8370987587462595
DipEncoder,low_data,6,100,10,10,2,0.6437695962579452,0.8208996445346544,1.4646692407925994
DipEncoder,low_data,6,100,10,10,5,0.15055968180730858,0.4898096957474822,0.6403693775547907
DipEncoder,low_data,6,100,10,10,10,0.28561695317837205,0.5458852568278899,0.8315022100062619
DipEncoder,low_data,6,100,10,100,2,0.6449976230875579,0.8224952847866017,1.4674929078741596
DipEncoder,low_data,6,100,10,100,5,0.33305892894942796,0.6116291361165502,0.9446880650659781
DipEncoder,low_data,6,100,10,100,10,0.28559796764070844,0.5456287246541517,0.8312266922948601
DipEncoder,low_data,6,100,10,1000,2,0.6414718323053596,0.808676214308598,1.4501480466139576
DipEncoder,low_data,6,100,10,1000,5,0.3419557791350098,0.6136617797765789,0.9556175589115887
DipEncoder,low_data,6,100,10,1000,10,0.28551295329870074,0.5456449561074082,0.8311579094061089
