name,prefix,seed,dim,n_clusters,reconstruction_loss_weight,embedding_size,ari,nmi,sum
DipEncoder,low_data,4,2,10,,2,0.7975839191214179,0.7917043762051102,1.5892882953265282
DipEncoder,low_data,4,2,10,10,2,0.7703787439307613,0.7851221821047545,1.5555009260355157
DipEncoder,low_data,4,2,10,100,2,0.7762488445563024,0.7814646456047368,1.5577134901610392
DipEncoder,low_data,4,2,10,1000,2,0.751325649932725,0.7546872406241518,1.5060128905568768
DipEncoder,low_data,4,5,10,,2,0.39307804187654016,0.6419438485610375,1.0350218904375776
DipEncoder,low_data,4,5,10,,5,0.39448455257352266,0.6420890605723335,1.036573613145856
DipEncoder,low_data,4,5,10,10,2,0.3373239531375191,0.571908077389501,0.9092320305270201
DipEncoder,low_data,4,5,10,10,5,0.5893995412814753,0.7478845412551702,1.3372840825366454
DipEncoder,low_data,4,5,10,100,2,0.26410484941092255,0.4883556845789975,0.75246053398992
DipEncoder,low_data,4,5,10,100,5,0.6142607371671417,0.7645800813615633,1.378840818528705
DipEncoder,low_data,4,5,10,1000,2,0.25020191391049446,0.4785161499355329,0.7287180638460273
DipEncoder,low_data,4,5,10,1000,5,0.6126595140144824,0.7583588758330435,1.3710183898475259
DipEncoder,low_data,4,10,10,,2,0.8125582893985365,0.837120083886152,1.6496783732846885
DipEncoder,low_data,4,10,10,,5,0.7533587640240749,0.8238219450737687,1.5771807090978436
DipEncoder,low_data,4,10,10,,10,0.8116295204411463,0.8610348460622776,1.672664366503424
DipEncoder,low_data,4,10,10,10,2,0.7841752741946371,0.8187646251482494,1.6029398993428865
DipEncoder,low_data,4,10,10,10,5,0.7076969877377575,0.7942456790723034,1.5019426668100608
DipEncoder,low_data,4,10,10,10,10,0.7234340975315555,0.8398266072213255,1.563260704752881
DipEncoder,low_data,4,10,10,100,2,0.7115562639717888,0.820237876030444,1.5317941400022328
DipEncoder,low_data,4,10,10,100,5,0.7413922702625807,0.823463835997154,1.5648561062597346
DipEncoder,low_data,4,10,10,100,10,0.680341160484934,0.7915852120276189,1.4719263725125529
DipEncoder,low_data,4,10,10,1000,2,0.6993435107762631,0.7914696107198035,1.4908131214960667
DipEncoder,low_data,4,10,10,1000,5,0.7411701815245,0.8229617856569135,1.5641319671814133
DipEncoder,low_data,4,10,10,1000,10,0.7405447387990851,0.805543636628539,1.5460883754276242
DipEncoder,low_data,4,50,10,,2,0.7446097077114568,0.8509835176127267,1.5955932253241836
DipEncoder,low_data,4,50,10,,5,0.4600841257134088,0.6861491304257874,1.1462332561391961
DipEncoder,low_data,4,50,10,,10,0.46149997973450735,0.6879717240027022,1.1494717037372095
DipEncoder,low_data,4,50,10,10,2,0.7398932410578009,0.8445147632972797,1.5844080043550806
DipEncoder,low_data,4,50,10,10,5,0.46058100008676284,0.6857384001511315,1.1463194002378945
DipEncoder,low_data,4,50,10,10,10,0.4583061036754783,0.6811674655777349,1.1394735692532132
DipEncoder,low_data,4,50,10,100,2,0.7418948246465426,0.8494767720689838,1.5913715967155264
DipEncoder,low_data,4,50,10,100,5,0.5558252802460291,0.7210681655834954,1.2768934458295245
DipEncoder,low_data,4,50,10,100,10,0.4581794521181809,0.6813138271380227,1.1394932792562036
DipEncoder,low_data,4,50,10,1000,2,0.6779773054485758,0.7770917402986874,1.4550690457472633
DipEncoder,low_data,4,50,10,1000,5,0.6475731094180607,0.7730740902359321,1.4206471996539927
DipEncoder,low_data,4,50,10,1000,10,0.4586374291345592,0.682288789244102,1.1409262183786613
DipEncoder,low_data,4,100,10,,2,0.6481628063747618,0.8267133528731799,1.4748761592479416
DipEncoder,low_data,4,100,10,,5,0.4374733743565379,0.6773869366220066,1.1148603109785444
DipEncoder,low_data,4,100,10,,10,0.28533947836963264,0.5457863148216355,0.8311257931912681
DipEncoder,low_data,4,100,10,10,2,0.6423400013432126,0.8142041543786729,1.4565441557218854
DipEncoder,low_data,4,100,10,10,5,0.4369774678254696,0.6766852278392966,1.1136626956647662
DipEncoder,low_data,4,100,10,10,10,0.2856147117677405,0.5463624292180022,0.8319771409857426
DipEncoder,low_data,4,100,10,100,2,0.7250248998387665,0.8457999242581187,1.5708248240968852
DipEncoder,low_data,4,100,10,100,5,0.42441172524786486,0.6569991649834248,1.0814108902312896
DipEncoder,low_data,4,100,10,100,10,0.28603026974637646,0.5467858446051037,0.8328161143514802
DipEncoder,low_data,4,100,10,1000,2,0.7057994355006574,0.8294071037277968,1.5352065392284542
DipEncoder,low_data,4,100,10,1000,5,0.4349597922639227,0.6718281916112989,1.1067879838752215
DipEncoder,low_data,4,100,10,1000,10,0.28678693041499786,0.5483186850851254,0.8351056155001233
