name,prefix,seed,dim,n_clusters,n_init,ari,nmi,sum
kmeans,low_data,1,2,10,1,0.7505787479702515,0.7695891298978293,1.5201678778680807
kmeans,low_data,1,2,10,2,0.7505787479702515,0.7695891298978293,1.5201678778680807
kmeans,low_data,1,2,10,3,0.7505787479702515,0.7695891298978293,1.5201678778680807
kmeans,low_data,1,2,10,4,0.7505787479702515,0.7695891298978293,1.5201678778680807
kmeans,low_data,1,2,10,5,0.7505787479702515,0.7695891298978293,1.5201678778680807
kmeans,low_data,1,2,10,6,0.7505787479702515,0.7695891298978293,1.5201678778680807
kmeans,low_data,1,2,10,7,0.7505787479702515,0.7695891298978293,1.5201678778680807
kmeans,low_data,1,2,10,8,0.7505787479702515,0.7695891298978293,1.5201678778680807
kmeans,low_data,1,2,10,9,0.7505787479702515,0.7695891298978293,1.5201678778680807
kmeans,low_data,1,2,10,10,0.7505787479702515,0.7695891298978293,1.5201678778680807
kmeans,low_data,1,5,10,1,0.6252907220457874,0.7435609144325321,1.3688516364783196
kmeans,low_data,1,5,10,2,0.7206875888337902,0.8120555124043566,1.5327431012381467
kmeans,low_data,1,5,10,3,0.7206875888337902,0.8120555124043566,1.5327431012381467
kmeans,low_data,1,5,10,4,0.7206875888337902,0.8120555124043566,1.5327431012381467
kmeans,low_data,1,5,10,5,0.7206036111483279,0.8114525527764922,1.5320561639248202
kmeans,low_data,1,5,10,6,0.7206036111483279,0.8114525527764922,1.5320561639248202
kmeans,low_data,1,5,10,7,0.7206036111483279,0.8114525527764922,1.5320561639248202
kmeans,low_data,1,5,10,8,0.7206036111483279,0.8114525527764922,1.5320561639248202
kmeans,low_data,1,5,10,9,0.7206036111483279,0.8114525527764922,1.5320561639248202
kmeans,low_data,1,5,10,10,0.7206036111483279,0.8114525527764922,1.5320561639248202
kmeans,low_data,1,10,10,1,0.7136520785680632,0.7968043778359777,1.5104564564040408
kmeans,low_data,1,10,10,2,0.7136520785680632,0.7968043778359777,1.5104564564040408
kmeans,low_data,1,10,10,3,0.7136520785680632,0.7968043778359777,1.5104564564040408
kmeans,low_data,1,10,10,4,0.7136520785680632,0.7968043778359777,1.5104564564040408
kmeans,low_data,1,10,10,5,0.7136520785680632,0.7968043778359777,1.5104564564040408
kmeans,low_data,1,10,10,6,0.7146588277299448,0.7987760587973133,1.513434886527258
kmeans,low_data,1,10,10,7,0.7146588277299448,0.7987760587973133,1.513434886527258
kmeans,low_data,1,10,10,8,0.7146588277299448,0.7987760587973133,1.513434886527258
kmeans,low_data,1,10,10,9,0.7146588277299448,0.7987760587973133,1.513434886527258
kmeans,low_data,1,10,10,10,0.7146588277299448,0.7987760587973133,1.513434886527258
kmeans,low_data,1,50,10,1,0.7358994847575903,0.8390119878696858,1.5749114726272762
kmeans,low_data,1,50,10,2,0.6042637846660401,0.8253330253458877,1.4295968100119278
kmeans,low_data,1,50,10,3,0.6042637846660401,0.8253330253458877,1.4295968100119278
kmeans,low_data,1,50,10,4,0.780142919285421,0.8756467335585769,1.655789652843998
kmeans,low_data,1,50,10,5,0.780142919285421,0.8756467335585769,1.655789652843998
kmeans,low_data,1,50,10,6,0.780142919285421,0.8756467335585769,1.655789652843998
kmeans,low_data,1,50,10,7,0.780142919285421,0.8756467335585769,1.655789652843998
kmeans,low_data,1,50,10,8,0.780142919285421,0.8756467335585769,1.655789652843998
kmeans,low_data,1,50,10,9,0.780142919285421,0.8756467335585769,1.655789652843998
kmeans,low_data,1,50,10,10,0.780142919285421,0.8756467335585769,1.655789652843998
kmeans,low_data,1,100,10,1,0.5802869225569481,0.7832370005067881,1.3635239230637364
kmeans,low_data,1,100,10,2,0.5802869225569481,0.7832370005067881,1.3635239230637364
kmeans,low_data,1,100,10,3,0.5802869225569481,0.7832370005067881,1.3635239230637364
kmeans,low_data,1,100,10,4,0.657878178186769,0.8396028900373249,1.497481068224094
kmeans,low_data,1,100,10,5,0.657878178186769,0.8396028900373249,1.497481068224094
kmeans,low_data,1,100,10,6,0.657878178186769,0.8396028900373249,1.497481068224094
kmeans,low_data,1,100,10,7,0.657878178186769,0.8396028900373249,1.497481068224094
kmeans,low_data,1,100,10,8,0.657878178186769,0.8396028900373249,1.497481068224094
kmeans,low_data,1,100,10,9,0.657878178186769,0.8396028900373249,1.497481068224094
kmeans,low_data,1,100,10,10,0.657878178186769,0.8396028900373249,1.497481068224094
